FIELD LISTING :: SEX RATIO

This entry includes the number of males for each female in five age groups - at birth, under 15 years, 15-64 years, 65 years and over, and for the total population. Sex ratio at birth has recently emerged as an indicator of certain kinds of sex discrimination in some countries. For instance, high sex ratios at birth in some Asian countries are now attributed to sex-selective abortion and infanticide due to a strong preference for sons. This will affect future marriage patterns and fertility patterns. Eventually, it could cause unrest among young adult males who are unable to find partners.

| Country | SEX RATIO(MALE(S)/FEMALE) |
| | *15-24 years:* 0.99 male(s)/female |
| | *25-54 years:* 0.84 male(s)/female |
| | *55-64 years:* 0.83 male(s)/female |
| | *65 years and over:* 0.75 male(s)/female |
| | *total population:* 0.9 male(s)/female (2015 est.) |
| **Argentina** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 0.94 male(s)/female |
| | *65 years and over:* 0.71 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **Armenia** | *at birth:* 1.13 male(s)/female |
| | *0-14 years:* 1.15 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 0.93 male(s)/female |
| | *55-64 years:* 0.83 male(s)/female |
| | *65 years and over:* 0.67 male(s)/female |
| | *total population:* 0.94 male(s)/female (2015 est.) |
| **Aruba** | *at birth:* 1.02 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 1.01 male(s)/female |
| | *25-54 years:* 0.93 male(s)/female |
| | *55-64 years:* 0.86 male(s)/female |
| | *65 years and over:* 0.64 male(s)/female |
| | *total population:* 0.9 male(s)/female (2015 est.) |
| **Australia** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.05 male(s)/female |
| | *25-54 years:* 1.04 male(s)/female |
| | *55-64 years:* 0.98 male(s)/female |
| | *65 years and over:* 0.86 male(s)/female |
| | *total population:* 1.01 male(s)/female (2015 est.) |
| **Austria** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 0.98 male(s)/female |
| | *65 years and over:* 0.76 male(s)/female |
| | *total population:* 0.96 male(s)/female (2015 est.) |
| **Azerbaijan** | *at birth:* 1.11 male(s)/female |
| | *0-14 years:* 1.15 male(s)/female |
| | *15-24 years:* 1.08 male(s)/female |
| | *25-54 years:* 0.96 male(s)/female |
| | *55-64 years:* 0.86 male(s)/female |
| | *65 years and over:* 0.62 male(s)/female |
| | *total population:* 0.98 male(s)/female (2015 est.) |
| **Bahamas, The** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.03 male(s)/female |
| | *15-24 years:* 1.03 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 0.81 male(s)/female |
| | *65 years and over:* 0.62 male(s)/female |
| | *total population:* 0.96 male(s)/female (2015 est.) |
| **Bahrain** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.03 male(s)/female |
| | *15-24 years:* 1.29 male(s)/female |
| | *25-54 years:* 1.89 male(s)/female |
| | *55-64 years:* 1.84 male(s)/female |
| | *65 years and over:* 0.94 male(s)/female |
| | *total population:* 1.54 male(s)/female (2015 est.) |
| **Bangladesh** | *at birth:* 1.04 male(s)/female |
| | *0-14 years:* 1.03 male(s)/female |
| | *15-24 years:* 0.89 male(s)/female |
| | *25-54 years:* 0.9 male(s)/female |
| | *55-64 years:* 1.01 male(s)/female |
| | *65 years and over:* 0.97 male(s)/female |
| | *total population:* 0.95 male(s)/female (2015 est.) |
| **Barbados** | *at birth:* 1.01 male(s)/female |
| | *0-14 years:* 1 male(s)/female |
| | *15-24 years:* 0.99 male(s)/female |
| | *25-54 years:* 0.99 male(s)/female |
| | *55-64 years:* 0.88 male(s)/female |
| | *65 years and over:* 0.66 male(s)/female |
| | *total population:* 0.94 male(s)/female (2015 est.) |
| **Belarus** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.06 male(s)/female |
| | *15-24 years:* 1.06 male(s)/female |
| | *25-54 years:* 0.96 male(s)/female |
| | *55-64 years:* 0.79 male(s)/female |
| | *65 years and over:* 0.46 male(s)/female |
| | *total population:* 0.87 male(s)/female (2015 est.) |
| **Belgium** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.02 male(s)/female |
| | *55-64 years:* 0.98 male(s)/female |
| | *65 years and over:* 0.76 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **Belize** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.02 male(s)/female |
| | *55-64 years:* 0.98 male(s)/female |
| | *65 years and over:* 0.89 male(s)/female |
| | *total population:* 1.03 male(s)/female (2015 est.) |
| **Benin** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.02 male(s)/female |
| | *55-64 years:* 0.74 male(s)/female |
| | *65 years and over:* 0.66 male(s)/female |
| | *total population:* 1.01 male(s)/female (2015 est.) |
| **Bermuda** | *at birth:* 1.02 male(s)/female |
| | *0-14 years:* 1.02 male(s)/female |
| | *15-24 years:* 1.01 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 0.89 male(s)/female |
| | *65 years and over:* 0.73 male(s)/female |
| | *total population:* 0.94 male(s)/female (2015 est.) |
| **Bhutan** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.14 male(s)/female |
| | *55-64 years:* 1.16 male(s)/female |
| | *65 years and over:* 1.1 male(s)/female |
| | *total population:* 1.09 male(s)/female (2015 est.) |
| **Bolivia** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.03 male(s)/female |
| | *25-54 years:* 0.95 male(s)/female |
| | *55-64 years:* 0.87 male(s)/female |
| | *65 years and over:* 0.79 male(s)/female |
| | *total population:* 0.98 male(s)/female (2015 est.) |
| **Bosnia and Herzegovina** | *at birth:* 1.07 male(s)/female |
| | *0-14 years:* 1.07 male(s)/female |
| | *15-24 years:* 1.07 male(s)/female |
| | *25-54 years:* 1.01 male(s)/female |
| | *55-64 years:* 0.92 male(s)/female |
| | *65 years and over:* 0.64 male(s)/female |
| | *total population:* 0.95 male(s)/female (2015 est.) |
| **Botswana** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 0.99 male(s)/female |
| | *25-54 years:* 1.14 male(s)/female |
| | *55-64 years:* 0.8 male(s)/female |
| | *65 years and over:* 0.66 male(s)/female |
| | *total population:* 1.03 male(s)/female (2015 est.) |
| **Brazil** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.03 male(s)/female |
| | *25-54 years:* 0.98 male(s)/female |
| | *55-64 years:* 0.89 male(s)/female |
| | *65 years and over:* 0.74 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **British Virgin Islands** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 0.97 male(s)/female |
| | *15-24 years:* 0.91 male(s)/female |
| | *25-54 years:* 0.89 male(s)/female |
| | *55-64 years:* 0.96 male(s)/female |
| | *65 years and over:* 0.95 male(s)/female |
| | *total population:* 0.92 male(s)/female (2015 est.) |
| **Brunei** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.06 male(s)/female |
| | *15-24 years:* 0.98 male(s)/female |
| | *25-54 years:* 0.93 male(s)/female |
| | *55-64 years:* 1.05 male(s)/female |
| | *65 years and over:* 0.95 male(s)/female |
| | *total population:* 0.98 male(s)/female (2015 est.) |
| **Bulgaria** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.06 male(s)/female |
| | *15-24 years:* 1.09 male(s)/female |
| | *25-54 years:* 1.05 male(s)/female |
| | *55-64 years:* 0.88 male(s)/female |
| | *65 years and over:* 0.69 male(s)/female |
| | *total population:* 0.95 male(s)/female (2015 est.) |
| **Burkina Faso** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1 male(s)/female |
| | *15-24 years:* 1.01 male(s)/female |
| | *25-54 years:* 1.03 male(s)/female |
| | *55-64 years:* 0.74 male(s)/female |
| | *65 years and over:* 0.6 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **Burma** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.03 male(s)/female |
| | *25-54 years:* 0.99 male(s)/female |
| | *55-64 years:* 0.89 male(s)/female |
| | *65 years and over:* 0.77 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **Burundi** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 1 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 0.88 male(s)/female |
| | *65 years and over:* 0.74 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **Cabo Verde** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 1 male(s)/female |
| | *25-54 years:* 0.94 male(s)/female |
| | *55-64 years:* 0.73 male(s)/female |
| | *65 years and over:* 0.61 male(s)/female |
| | *total population:* 0.94 male(s)/female (2015 est.) |
| **Cambodia** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.02 male(s)/female |
| | *15-24 years:* 0.98 male(s)/female |
| | *25-54 years:* 0.96 male(s)/female |
| | *55-64 years:* 0.63 male(s)/female |
| | *65 years and over:* 0.6 male(s)/female |
| | *total population:* 0.94 male(s)/female (2015 est.) |
| **Cameroon** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.02 male(s)/female |
| | *15-24 years:* 1.01 male(s)/female |
| | *25-54 years:* 1.01 male(s)/female |
| | *55-64 years:* 0.95 male(s)/female |
| | *65 years and over:* 0.87 male(s)/female |
| | *total population:* 1.01 male(s)/female (2015 est.) |
| **Canada** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.06 male(s)/female |
| | *25-54 years:* 1.03 male(s)/female |
| | *55-64 years:* 0.98 male(s)/female |
| | *65 years and over:* 0.8 male(s)/female |
| | *total population:* 0.98 male(s)/female (2015 est.) |
| **Cayman Islands** | *at birth:* 1.02 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 0.98 male(s)/female |
| | *25-54 years:* 0.95 male(s)/female |
| | *55-64 years:* 0.9 male(s)/female |
| | *65 years and over:* 0.89 male(s)/female |
| | *total population:* 0.95 male(s)/female (2015 est.) |
| **Central African Republic** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 1.01 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 0.81 male(s)/female |
| | *65 years and over:* 0.64 male(s)/female |
| | *total population:* 0.98 male(s)/female (2015 est.) |
| **Chad** | *at birth:* 1.04 male(s)/female |
| | *0-14 years:* 1.03 male(s)/female |
| | *15-24 years:* 0.95 male(s)/female |
| | *25-54 years:* 0.83 male(s)/female |
| | *55-64 years:* 0.78 male(s)/female |
| | *65 years and over:* 0.71 male(s)/female |
| | *total population:* 0.93 male(s)/female (2015 est.) |
| **Chile** | *at birth:* 1.04 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 0.99 male(s)/female |
| | *55-64 years:* 0.89 male(s)/female |
| | *65 years and over:* 0.72 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **China** | *at birth:* 1.15 male(s)/female |
| | *0-14 years:* 1.17 male(s)/female |
| | *15-24 years:* 1.13 male(s)/female |
| | *25-54 years:* 1.04 male(s)/female |
| | *55-64 years:* 1.02 male(s)/female |
| | *65 years and over:* 0.92 male(s)/female |
| | *total population:* 1.06 male(s)/female (2015 est.) |
| **Christmas Island** | NA (2009 est.) |
| **Colombia** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 0.98 male(s)/female |
| | *55-64 years:* 0.88 male(s)/female |
| | *65 years and over:* 0.71 male(s)/female |
| | *total population:* 0.98 male(s)/female (2015 est.) |
| **Comoros** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 0.99 male(s)/female |
| | *15-24 years:* 0.94 male(s)/female |
| | *25-54 years:* 0.9 male(s)/female |
| | *55-64 years:* 0.79 male(s)/female |
| | *65 years and over:* 0.88 male(s)/female |
| | *total population:* 0.94 male(s)/female (2015 est.) |
| **Congo, Democratic Republic of the** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.02 male(s)/female |
| | *15-24 years:* 1.01 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 0.89 male(s)/female |
| | *65 years and over:* 0.73 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **Congo, Republic of the** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.02 male(s)/female |
| | *15-24 years:* 1 male(s)/female |
| | *25-54 years:* 1.02 male(s)/female |
| | *55-64 years:* 0.97 male(s)/female |
| | *65 years and over:* 0.78 male(s)/female |
| | *total population:* 1.01 male(s)/female (2015 est.) |
| **Cook Islands** | *at birth:* 1.04 male(s)/female |
| | *0-14 years:* 1.13 male(s)/female |
| | *15-24 years:* 1.15 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 1.15 male(s)/female |
| | *65 years and over:* 0.97 male(s)/female |
| | *total population:* 1.07 male(s)/female (2015 est.) |
| **Costa Rica** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.01 male(s)/female |
| | *55-64 years:* 0.96 male(s)/female |
| | *65 years and over:* 0.86 male(s)/female |
| | *total population:* 1.01 male(s)/female (2015 est.) |
| **Cote d'Ivoire** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.02 male(s)/female |
| | *15-24 years:* 1.02 male(s)/female |
| | *25-54 years:* 1.05 male(s)/female |
| | *55-64 years:* 1 male(s)/female |
| | *65 years and over:* 0.93 male(s)/female |
| | *total population:* 1.02 male(s)/female (2015 est.) |
| **Croatia** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.05 male(s)/female |
| | *25-54 years:* 0.98 male(s)/female |
| | *55-64 years:* 0.94 male(s)/female |
| | *65 years and over:* 0.69 male(s)/female |
| | *total population:* 0.93 male(s)/female (2015 est.) |
| **Cuba** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.06 male(s)/female |
| | *15-24 years:* 1.05 male(s)/female |
| | *25-54 years:* 1.02 male(s)/female |
| | *55-64 years:* 0.92 male(s)/female |
| | *65 years and over:* 0.81 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **Curacao** | *at birth:* 1.15 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.08 male(s)/female |
| | *25-54 years:* 0.92 male(s)/female |
| | *55-64 years:* 0.79 male(s)/female |
| | *65 years and over:* 0.71 male(s)/female |
| | *total population:* 0.92 male(s)/female (2013 est.) |
| **Cyprus** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.06 male(s)/female |
| | *15-24 years:* 1.19 male(s)/female |
| | *25-54 years:* 1.11 male(s)/female |
| | *55-64 years:* 0.92 male(s)/female |
| | *65 years and over:* 0.77 male(s)/female |
| | *total population:* 1.04 male(s)/female (2015 est.) |
| **Czech Republic** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.06 male(s)/female |
| | *15-24 years:* 1.06 male(s)/female |
| | *25-54 years:* 1.05 male(s)/female |
| | *55-64 years:* 0.94 male(s)/female |
| | *65 years and over:* 0.7 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **Denmark** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 0.99 male(s)/female |
| | *55-64 years:* 0.99 male(s)/female |
| | *65 years and over:* 0.81 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **Djibouti** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 0.89 male(s)/female |
| | *25-54 years:* 0.71 male(s)/female |
| | *55-64 years:* 0.87 male(s)/female |
| | *65 years and over:* 0.82 male(s)/female |
| | *total population:* 0.85 male(s)/female (2015 est.) |
| **Dominica** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.06 male(s)/female |
| | *25-54 years:* 1.03 male(s)/female |
| | *55-64 years:* 1.15 male(s)/female |
| | *65 years and over:* 0.79 male(s)/female |
| | *total population:* 1.02 male(s)/female (2015 est.) |
| **Dominican Republic** | *at birth:* 1.04 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.05 male(s)/female |
| | *55-64 years:* 1.01 male(s)/female |
| | *65 years and over:* 0.86 male(s)/female |
| | *total population:* 1.03 male(s)/female (2015 est.) |
| **Ecuador** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.04 male(s)/female |
| | *15-24 years:* 1.03 male(s)/female |
| | *25-54 years:* 0.95 male(s)/female |
| | *55-64 years:* 0.96 male(s)/female |
| | *65 years and over:* 0.91 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **Egypt** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.05 male(s)/female |
| | *25-54 years:* 1.04 male(s)/female |
| | *55-64 years:* 0.96 male(s)/female |
| | *65 years and over:* 0.82 male(s)/female |
| | *total population:* 1.02 male(s)/female (2015 est.) |
| **El Salvador** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.01 male(s)/female |
| | *25-54 years:* 0.85 male(s)/female |
| | *55-64 years:* 0.81 male(s)/female |
| | *65 years and over:* 0.79 male(s)/female |
| | *total population:* 0.93 male(s)/female (2015 est.) |
| **Equatorial Guinea** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.03 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 0.99 male(s)/female |
| | *55-64 years:* 0.76 male(s)/female |
| | *65 years and over:* 0.72 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **Eritrea** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 1 male(s)/female |
| | *25-54 years:* 0.98 male(s)/female |
| | *55-64 years:* 0.74 male(s)/female |
| | *65 years and over:* 0.75 male(s)/female |
| | *total population:* 0.98 male(s)/female (2015 est.) |
| **Estonia** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.07 male(s)/female |
| | *25-54 years:* 1.01 male(s)/female |
| | *55-64 years:* 0.81 male(s)/female |
| | *65 years and over:* 0.51 male(s)/female |
| | *total population:* 0.87 male(s)/female (2015 est.) |
| **Ethiopia** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1 male(s)/female |
| | *15-24 years:* 0.99 male(s)/female |
| | *25-54 years:* 0.99 male(s)/female |
| | *55-64 years:* 0.95 male(s)/female |
| | *65 years and over:* 0.82 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **European Union** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.05 male(s)/female |
| | *25-54 years:* 1.02 male(s)/female |
| | *55-64 years:* 0.94 male(s)/female |
| | *65 years and over:* 0.74 male(s)/female |
| | *total population:* 0.96 male(s)/female (2014 est.) |
| **Falkland Islands (Islas Malvinas)** | *total population:* 1.11 male(s)/female |
| | *note:* sex ratio is somewhat skewed by the high proportion of males at the Royal Air Force station, Mount Pleasant Airport (MPA); excluding MPA, the sex ratio of the total population would be 1.01 (2012 est.) |
| **Faroe Islands** | *at birth:* 1.07 male(s)/female |
| | *0-14 years:* 1.07 male(s)/female |
| | *15-24 years:* 1.05 male(s)/female |
| | *25-54 years:* 1.19 male(s)/female |
| | *55-64 years:* 1.06 male(s)/female |
| | *65 years and over:* 0.94 male(s)/female |
| | *total population:* 1.09 male(s)/female (2015 est.) |
| **Fiji** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.05 male(s)/female |
| | *55-64 years:* 1.02 male(s)/female |
| | *65 years and over:* 0.85 male(s)/female |
| | *total population:* 1.03 male(s)/female (2015 est.) |
| **Finland** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.04 male(s)/female |
| | *55-64 years:* 0.97 male(s)/female |
| | *65 years and over:* 0.76 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **France** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.05 male(s)/female |
| | *25-54 years:* 1.01 male(s)/female |
| | *55-64 years:* 0.93 male(s)/female |
| | *65 years and over:* 0.75 male(s)/female |
| | *total population:* 0.96 male(s)/female (2015 est.) |
| **French Polynesia** | *at birth:* 1.05 male(s)/female |
| | *0-14 years:* 1.06 male(s)/female |
| | *15-24 years:* 1.08 male(s)/female |
| | *25-54 years:* 1.05 male(s)/female |
| | *55-64 years:* 1.06 male(s)/female |
| | *65 years and over:* 0.94 male(s)/female |
| | *total population:* 1.05 male(s)/female (2015 est.) |
| **Gabon** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 1 male(s)/female |
| | *25-54 years:* 1 male(s)/female |
| | *55-64 years:* 0.93 male(s)/female |
| | *65 years and over:* 0.75 male(s)/female |
| | *total population:* 0.99 male(s)/female (2015 est.) |
| **Gambia, The** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 0.98 male(s)/female |
| | *25-54 years:* 0.96 male(s)/female |
| | *55-64 years:* 0.93 male(s)/female |
| | *65 years and over:* 0.88 male(s)/female |
| | *total population:* 0.98 male(s)/female (2015 est.) |
| **Gaza Strip** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.06 male(s)/female |
| | *15-24 years:* 1.05 male(s)/female |
| | *25-54 years:* 1.05 male(s)/female |
| | *55-64 years:* 1.02 male(s)/female |
| | *65 years and over:* 0.71 male(s)/female |
| | *total population:* 1.04 male(s)/female (2015 est.) |
| **Georgia** | *at birth:* 1.08 male(s)/female |
| | *0-14 years:* 1.11 male(s)/female |
| | *15-24 years:* 1.09 male(s)/female |
| | *25-54 years:* 0.94 male(s)/female |
| | *55-64 years:* 0.81 male(s)/female |
| | *65 years and over:* 0.64 male(s)/female |
| | *total population:* 0.92 male(s)/female (2015 est.) |
| **Germany** | *at birth:* 1.06 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.04 male(s)/female |
| | *25-54 years:* 1.03 male(s)/female |
| | *55-64 years:* 0.98 male(s)/female |
| | *65 years and over:* 0.78 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **Ghana** | *at birth:* 1.03 male(s)/female |
| | *0-14 years:* 1.01 male(s)/female |
| | *15-24 years:* 0.99 male(s)/female |
| | *25-54 years:* 0.94 male(s)/female |
| | *55-64 years:* 0.95 male(s)/female |
| | *65 years and over:* 0.86 male(s)/female |
| | *total population:* 0.97 male(s)/female (2015 est.) |
| **Gibraltar** | *at birth:* 1.07 male(s)/female |
| | *0-14 years:* 1.05 male(s)/female |
| | *15-24 years:* 1.1 male(s)/female |
| | *25-54 years:* 1.02 male(s)/female |
| | *55-64 years:* 0.86 male(s)/female |
| | *65 years and over:* 0.97 male(s)/female |
