CIA - The World Factbook --  Education expenditures   

This entry provides the public expenditure on education as a percent of GDP.

| Rank | country | (% of GDP) | Date of Information |
| 105 | Greece | 4.00 | 2005 |
| 106 | Paraguay | 4.00 | 2008 |
| 107 | Oman | 4.00 | 2006 |
| 108 | Antigua and Barbuda | 3.90 | 2002 |
| 109 | Russia | 3.90 | 2006 |
| 110 | Turkmenistan | 3.90 | 1991 |
| 111 | Colombia | 3.90 | 2008 |
| 112 | Croatia | 3.90 | 2004 |
| 113 | Egypt | 3.80 | 2008 |
| 114 | Sierra Leone | 3.80 | 2005 |
| 115 | Panama | 3.80 | 2008 |
| 116 | Nepal | 3.80 | 2008 |
| 117 | Mali | 3.80 | 2008 |
| 118 | Kuwait | 3.80 | 2006 |
| 119 | Honduras | 3.80 | 1991 |
| 120 | Gabon | 3.80 | 2000 |
| 121 | Brunei | 3.70 | 2000 |
| 122 | Venezuela | 3.70 | 2007 |
| 123 | Togo | 3.70 | 2007 |
| 124 | Niger | 3.70 | 2008 |
| 125 | Luxembourg | 3.70 | 2001 |
| 126 | Japan | 3.70 | 2007 |
| 127 | Bahamas, The | 3.60 | 2000 |
| 128 | El Salvador | 3.60 | 2008 |
| 129 | Slovakia | 3.60 | 2007 |
| 130 | Benin | 3.60 | 2007 |
| 131 | Anguilla | 3.50 | 2008 |
| 132 | Tajikistan | 3.50 | 2008 |
| 133 | Macedonia | 3.50 | 2002 |
| 134 | Indonesia | 3.50 | 2007 |
| 135 | Chile | 3.40 | 2007 |
| 136 | Mauritius | 3.40 | 2009 |
| 137 | Hong Kong | 3.30 | 2008 |
| 138 | Montserrat | 3.30 | 2004 |
| 139 | Uganda | 3.30 | 2009 |
| 140 | Qatar | 3.30 | 2005 |
| 141 | Andorra | 3.20 | 2008 |
| 142 | India | 3.20 | 2006 |
| 143 | Guatemala | 3.20 | 2008 |
| 144 | Singapore | 3.20 | 2009 |
| 145 | British Virgin Islands | 3.20 | 2007 |
| 146 | Nicaragua | 3.10 | 2003 |
| 147 | Armenia | 3.00 | 2007 |
| 148 | Albania | 2.90 | 2002 |
| 149 | Bahrain | 2.90 | 2008 |
| 150 | Cameroon | 2.90 | 2008 |
| 151 | Georgia | 2.90 | 2008 |
| 152 | Madagascar | 2.90 | 2008 |
| 153 | Pakistan | 2.90 | 2008 |
| 154 | Uruguay | 2.90 | 2006 |
| 155 | Turkey | 2.90 | 2006 |
| 156 | Kazakhstan | 2.80 | 2007 |
| 157 | Liberia | 2.70 | 2008 |
| 158 | Peru | 2.70 | 2008 |
| 159 | Libya | 2.70 | 1999 |
| 160 | Angola | 2.60 | 2006 |
| 161 | Cayman Islands | 2.60 | 2006 |
| 162 | Philippines | 2.60 | 2007 |
| 163 | Bangladesh | 2.40 | 2008 |
| 164 | Laos | 2.30 | 2008 |
| 165 | Dominican Republic | 2.20 | 2007 |
| 166 | Macau | 2.20 | 2008 |
| 167 | Solomon Islands | 2.20 | 1999 |
| 168 | Eritrea | 2.00 | 2006 |
| 169 | Lebanon | 2.00 | 2008 |
| 170 | Gambia, The | 2.00 | 2004 |
| 171 | Azerbaijan | 1.90 | 2008 |
| 172 | China | 1.90 | 1999 |
| 173 | Chad | 1.90 | 2005 |
| 174 | Congo, Republic of the | 1.90 | 2005 |
| 175 | Guinea | 1.70 | 2008 |
| 176 | Cambodia | 1.60 | 2007 |
| 177 | Haiti | 1.40 | 1991 |
| 178 | Zambia | 1.40 | 2008 |
| 179 | Central African Republic | 1.30 | 2007 |
| 180 | Bermuda | 1.20 | 2006 |
| 181 | Burma | 1.20 | 2001 |
| 182 | Ecuador | 1.00 | 2001 |
| 183 | Nigeria | 0.90 | 1991 |
| 184 | United Arab Emirates | 0.90 | 2008 |
| 185 | Equatorial Guinea | 0.60 | 2003 |
| 186 | Cook Islands | 0.20 | 2001 |
