CIA - The World Factbook --  Current account balance   

This entry records a country's net trade in goods and services, plus net earnings from rents, interest, profits, and dividends, and net transfer payments (such as pension funds and worker remittances) to and from the rest of the world during the period specified. These figures are calculated on an exchange rate basis, i.e., not in purchasing power parity (PPP) terms.

| Rank | country | Current account balance | Date of Information |
| 164 | Pakistan | $ -2,641,000,000 | 2010 est. |
| 165 | Kosovo | $ -2,716,000,000 | 2010 est. |
| 166 | Ireland | $ -3,191,000,000 | 2010 est. |
| 167 | Dominican Republic | $ -3,862,000,000 | 2010 est. |
| 168 | New Zealand | $ -4,504,000,000 | 2010 est. |
| 169 | Belarus | $ -5,062,000,000 | 2010 est. |
| 170 | Colombia | $ -5,946,000,000 | 2010 est. |
| 171 | Czech Republic | $ -5,956,000,000 | 2010 est. |
| 172 | Lebanon | $ -6,972,000,000 | 2010 est. |
| 173 | Mexico | $ -7,000,000,000 | 2010 est. |
| 174 | Morocco | $ -7,922,000,000 | 2010 est. |
| 175 | Romania | $ -7,934,000,000 | 2010 est. |
| 176 | Vietnam | $ -9,622,000,000 | 2010 est. |
| 177 | Poland | $ -12,330,000,000 | 2010 est. |
| 178 | South Africa | $ -16,510,000,000 | 2010 est. |
| 179 | Greece | $ -17,100,000,000 | 2010 est. |
| 180 | Portugal | $ -19,030,000,000 | 2010 est. |
| 181 | India | $ -26,910,000,000 | 2010 est. |
| 182 | Australia | $ -35,230,000,000 | 2010 est. |
| 183 | Turkey | $ -38,820,000,000 | 2010 est. |
| 184 | Canada | $ -40,210,000,000 | 2010 est. |
| 185 | United Kingdom | $ -40,340,000,000 | 2010 est. |
| 186 | Brazil | $ -52,730,000,000 | 2010 est. |
| 187 | France | $ -53,290,000,000 | 2010 est. |
| 188 | Italy | $ -61,980,000,000 | 2010 est. |
| 189 | Spain | $ -66,740,000,000 | 2010 est. |
| 190 | United States | $ -561,000,000,000 | 2010 est. |
