CIA - The World Factbook --  Current account balance   

This entry records a country's net trade in goods and services, plus net earnings from rents, interest, profits, and dividends, and net transfer payments (such as pension funds and worker remittances) to and from the rest of the world during the period specified. These figures are calculated on an exchange rate basis, i.e., not in purchasing power parity (PPP) terms.

| Rank | country | Current account balance | Date of Information |
| 43 | Iraq | $ 3,105,000,000 | 2010 est. |
| 44 | Hungary | $ 2,692,000,000 | 2010 est. |
| 45 | Oman | $ 2,007,000,000 | 2010 est. |
| 46 | Burma | $ 1,549,000,000 | 2010 est. |
| 47 | Timor-Leste | $ 1,161,000,000 | 2007 est. |
| 48 | Bolivia | $ 902,100,000 | 2010 est. |
| 49 | Latvia | $ 871,000,000 | 2010 est. |
| 50 | Estonia | $ 677,800,000 | 2010 est. |
| 51 | Lithuania | $ 667,000,000 | 2010 est. |
| 52 | Bermuda | $ 660,000,000 | 2010 est. |
| 53 | Congo, Republic of the | $ 596,200,000 | 2010 est. |
| 54 | Cote d'Ivoire | $ 541,400,000 | 2010 est. |
| 55 | Zambia | $ 464,600,000 | 2010 est. |
| 56 | British Virgin Islands | $ 362,600,000 | 2010 est. |
| 57 | Suriname | $ 304,400,000 | 2010 est. |
| 58 | Bahrain | $ 239,500,000 | 2010 est. |
| 59 | Cuba | $ 201,400,000 | 2010 est. |
| 60 | Cook Islands | $ 26,670,000 | 2005 |
| 61 | Palau | $ 15,090,000 | FY03/04 |
| 62 | Namibia | $ 11,350,000 | 2010 est. |
| 63 | Samoa | $ -590,000 | 2009 est. |
| 64 | Tuvalu | $ -11,680,000 | 2003 |
| 65 | Montserrat | $ -18,100,000 | 2010 est. |
| 66 | Kiribati | $ -21,000,000 | 2007 est. |
| 67 | Tonga | $ -23,000,000 | 2007 est. |
| 68 | Belize | $ -24,100,000 | 2010 est. |
| 69 | Micronesia, Federated States of | $ -34,300,000 | FY05 est. |
| 70 | Comoros | $ -45,100,000 | 2010 est. |
| 71 | Djibouti | $ -55,900,000 | 2010 est. |
| 72 | Vanuatu | $ -60,000,000 | 2007 est. |
| 73 | Sao Tome and Principe | $ -73,200,000 | 2010 est. |
| 74 | Aruba | $ -75,100,000 | 2010 est. |
| 75 | Guinea-Bissau | $ -82,600,000 | 2010 est. |
| 76 | Gambia, The | $ -111,000,000 | 2010 est. |
| 77 | Bhutan | $ -112,900,000 | 2009 est. |
| 78 | Dominica | $ -134,000,000 | 2010 est. |
| 79 | Saint Kitts and Nevis | $ -140,500,000 | 2010 est. |
| 80 | Burundi | $ -158,100,000 | 2010 est. |
| 81 | Uruguay | $ -160,400,000 | 2010 est. |
| 82 | Anguilla | $ -160,600,000 | 2010 est. |
| 83 | Central African Republic | $ -168,400,000 | 2010 est. |
| 84 | Grenada | $ -174,800,000 | 2009 est. |
| 85 | Laos | $ -195,000,000 | 2010 est. |
| 86 | Eritrea | $ -200,000,000 | 2010 est. |
| 87 | Solomon Islands | $ -207,900,000 | 2009 est. |
| 88 | Saint Vincent and the Grenadines | $ -213,700,000 | 2010 est. |
| 89 | Cape Verde | $ -219,400,000 | 2010 est. |
| 90 | Togo | $ -244,000,000 | 2010 est. |
| 91 | Macedonia | $ -258,600,000 | 2010 est. |
| 92 | Guyana | $ -274,700,000 | 2010 est. |
| 93 | Sierra Leone | $ -277,800,000 | 2010 est. |
| 94 | Burkina Faso | $ -317,200,000 | 2010 est. |
| 95 | Antigua and Barbuda | $ -326,500,000 | 2010 est. |
| 96 | Saint Lucia | $ -327,300,000 | 2010 est. |
| 97 | Lesotho | $ -334,400,000 | 2010 est. |
| 98 | Botswana | $ -340,200,000 | 2010 est. |
| 99 | Malta | $ -361,500,000 | 2010 est. |
| 100 | Barbados | $ -364,600,000 | 2010 est. |
| 101 | Guinea | $ -370,600,000 | 2010 est. |
| 102 | Mauritania | $ -378,700,000 | 2010 est. |
| 103 | Mongolia | $ -378,800,000 | 2010 est. |
| 104 | Tajikistan | $ -381,100,000 | 2010 est. |
| 105 | Cayman Islands | $ -384,500,000 | 2010 est. |
| 106 | Kyrgyzstan | $ -397,400,000 | 2010 est. |
| 107 | Seychelles | $ -420,100,000 | 2010 est. |
| 108 | Nepal | $ -449,000,000 | 2010 |
| 109 | Maldives | $ -463,000,000 | 2010 est. |
| 110 | Moldova | $ -482,300,000 | 2010 est. |
| 111 | Benin | $ -485,100,000 | 2010 est. |
| 112 | El Salvador | $ -491,500,000 | 2010 est. |
| 113 | Malawi | $ -502,000,000 | 2010 est. |
| 114 | Fiji | $ -507,000,000 | 2007 est. |
| 115 | Slovenia | $ -542,700,000 | 2010 est. |
| 116 | Bulgaria | $ -578,900,000 | 2010 est. |
| 117 | Paraguay | $ -596,300,000 | 2010 est. |
| 118 | Curacao | $ -600,000,000 | 2010 est. |
| 119 | Rwanda | $ -629,300,000 | 2010 est. |
| 120 | Papua New Guinea | $ -648,400,000 | 2010 est. |
| 121 | Liberia | $ -692,500,000 | 2010 est. |
| 122 | Mali | $ -704,600,000 | 2010 est. |
| 123 | Uganda | $ -729,100,000 | 2010 est. |
| 124 | Swaziland | $ -748,800,000 | 2010 est. |
| 125 | Zimbabwe | $ -767,300,000 | 2010 est. |
| 126 | Mauritius | $ -824,200,000 | 2010 est. |
| 127 | Cameroon | $ -825,100,000 | 2010 est. |
| 128 | Guatemala | $ -878,300,000 | 2010 est. |
| 129 | Nicaragua | $ -944,000,000 | 2010 est. |
| 130 | Iceland | $ -973,000,000 | 2010 est. |
| 131 | Tunisia | $ -973,400,000 | 2010 est. |
| 132 | Jordan | $ -974,500,000 | 2010 est. |
| 133 | Jamaica | $ -986,500,000 | 2010 est. |
| 134 | Cambodia | $ -990,600,000 | 2010 est. |
| 135 | Honduras | $ -1,002,000,000 | 2010 est. |
| 136 | Bahamas, The | $ -1,038,000,000 | 2010 est. |
| 137 | Haiti | $ -1,102,000,000 | 2010 est. |
| 138 | Montenegro | $ -1,102,000,000 | 2007 est. |
| 139 | Turkmenistan | $ -1,105,000,000 | 2010 est. |
| 140 | Croatia | $ -1,118,000,000 | 2010 est. |
| 141 | Bosnia and Herzegovina | $ -1,175,000,000 | 2010 est. |
| 142 | Senegal | $ -1,209,000,000 | 2010 est. |
| 143 | Mozambique | $ -1,210,000,000 | 2010 est. |
| 144 | Georgia | $ -1,247,000,000 | 2010 est. |
| 145 | Costa Rica | $ -1,299,000,000 | 2010 est. |
| 146 | Armenia | $ -1,300,000,000 | 2010 est. |
| 147 | Equatorial Guinea | $ -1,302,000,000 | 2010 est. |
| 148 | Cyprus | $ -1,321,000,000 | 2010 est. |
| 149 | Syria | $ -1,379,000,000 | 2010 est. |
| 150 | Niger | $ -1,388,000,000 | 2010 est. |
| 151 | Albania | $ -1,404,000,000 | 2010 est. |
| 152 | Congo, Democratic Republic of the | $ -1,470,000,000 | 2010 est. |
| 153 | Ireland | $ -1,477,000,000 | 2010 est. |
| 154 | Pakistan | $ -1,585,000,000 | 2010 est. |
| 155 | Sri Lanka | $ -1,691,000,000 | 2010 est. |
| 156 | Ethiopia | $ -1,905,000,000 | 2010 est. |
| 157 | Ecuador | $ -1,917,000,000 | 2010 est. |
| 158 | Yemen | $ -1,944,000,000 | 2010 est. |
| 159 | Kenya | $ -2,024,000,000 | 2010 est. |
| 160 | Tanzania | $ -2,056,000,000 | 2010 est. |
| 161 | Madagascar | $ -2,106,000,000 | 2010 est. |
| 162 | Peru | $ -2,315,000,000 | 2010 est. |
| 163 | Ghana | $ -2,324,000,000 | 2010 est. |
| 164 | Afghanistan | $ -2,475,000,000 | 2009 est. |
| 165 | Chad | $ -2,512,000,000 | 2010 est. |
| 166 | Panama | $ -2,523,000,000 | 2010 est. |
| 167 | Kosovo | $ -2,716,000,000 | 2010 est. |
| 168 | Serbia | $ -2,791,000,000 | 2010 est. |
| 169 | Ukraine | $ -2,884,000,000 | 2010 est. |
| 170 | Slovakia | $ -3,173,000,000 | 2010 est. |
| 171 | New Zealand | $ -3,177,000,000 | 2010 est. |
| 172 | Sudan | $ -4,119,000,000 | 2010 est. |
| 173 | Dominican Republic | $ -4,435,000,000 | 2010 est. |
| 174 | Egypt | $ -4,435,000,000 | 2010 est. |
| 175 | Morocco | $ -4,625,000,000 | 2010 est. |
| 176 | Lebanon | $ -4,688,000,000 | 2010 est. |
| 177 | Mexico | $ -5,626,000,000 | 2010 est. |
| 178 | Romania | $ -7,093,000,000 | 2010 est. |
| 179 | Czech Republic | $ -7,188,000,000 | 2010 est. |
| 180 | Belarus | $ -8,500,000,000 | 2010 est. |
| 181 | Colombia | $ -8,943,000,000 | 2010 est. |
| 182 | South Africa | $ -9,987,000,000 | 2010 est. |
| 183 | European Union | $ -11,070,000,000 | 2010 |
| 184 | Vietnam | $ -12,220,000,000 | 2010 est. |
| 185 | Poland | $ -15,900,000,000 | 2010 est. |
| 186 | Greece | $ -19,890,000,000 | 2010 est. |
| 187 | Portugal | $ -22,610,000,000 | 2010 est. |
| 188 | Australia | $ -30,400,000,000 | 2010 est. |
| 189 | Brazil | $ -47,360,000,000 | 2010 est. |
| 190 | Turkey | $ -48,420,000,000 | 2010 est. |
| 191 | Canada | $ -48,500,000,000 | 2010 est. |
| 192 | India | $ -51,780,000,000 | 2010 est. |
| 193 | France | $ -54,400,000,000 | 2010 est. |
| 194 | United Kingdom | $ -56,190,000,000 | 2010 est. |
| 195 | Spain | $ -63,650,000,000 | 2010 est. |
| 196 | Italy | $ -67,940,000,000 | 2010 est. |
| 197 | United States | $ -470,200,000,000 | 2010 est. |
