CIA - The World Factbook --  Central bank discount rate   

This entry provides the annualized interest rate a country's central bank charges commercial, depository banks for loans to meet temporary shortages of funds.

| Rank | country | (%) | Date of Information |
| 56 | Jordan | 7.00 | 31 December 2007 |
| 57 | Antigua and Barbuda | 6.50 | 31 December 2007 |
| 58 | Anguilla | 6.50 | 31 December 2007 |
| 59 | Bolivia | 6.50 | 31 December 2007 |
| 60 | Vietnam | 6.50 | 31 December 2007 |
| 61 | Saint Vincent and the Grenadines | 6.50 | 31 December 2007 |
| 62 | Saint Lucia | 6.50 | 31 December 2007 |
| 63 | Saint Kitts and Nevis | 6.50 | 31 December 2007 |
| 64 | Macedonia | 6.50 | 31 December 2007 |
| 65 | Montserrat | 6.50 | 31 December 2007 |
| 66 | Guyana | 6.50 | 31 December 2007 |
| 67 | Grenada | 6.50 | 31 December 2007 |
| 68 | Dominica | 6.50 | 31 December 2007 |
| 69 | Albania | 6.25 | 31 December 2007 |
| 70 | Kuwait | 6.25 | 31 December 2007 |
| 71 | Norway | 6.25 | 31 December 2007 |
| 72 | Nepal | 6.25 | 31 December 2007 |
| 73 | Chile | 6.00 | 31 December 2007 |
| 74 | India | 6.00 | 31 December 2007 |
| 75 | Vanuatu | 6.00 | 31 December 2007 |
| 76 | Latvia | 6.00 | 31 December 2007 |
| 77 | Hong Kong | 5.75 | 31 December 2007 |
| 78 | Peru | 5.75 | 31 December 2007 |
| 79 | Qatar | 5.50 | 31 December 2007 |
| 80 | Comoros | 5.36 | 31 December 2007 |
| 81 | Bahamas, The | 5.25 | 31 December 2007 |
| 82 | Chad | 5.25 | 31 December 2007 |
| 83 | Gabon | 5.25 | 31 December 2007 |
| 84 | Equatorial Guinea | 5.25 | 31 December 2007 |
| 85 | Central African Republic | 5.25 | 31 December 2007 |
| 86 | Cameroon | 5.25 | 31 December 2007 |
| 87 | Congo, Democratic Republic of the | 5.25 | 31 December 2007 |
| 88 | Congo, Republic of the | 5.25 | 31 December 2007 |
| 89 | Cambodia | 5.25 | 31 December 2007 |
| 90 | Seychelles | 5.13 | 31 December 2007 |
| 91 | Aruba | 5.00 | 31 December 2007 |
| 92 | Greece | 5.00 | 31 December 2007 |
| 93 | Germany | 5.00 | 31 December 2007 |
| 94 | France | 5.00 | 31 December 2007 |
| 95 | Finland | 5.00 | 31 December 2007 |
| 96 | Ireland | 5.00 | 31 December 2007 |
| 97 | European Union | 5.00 | 31 December 2007 |
| 98 | Cyprus | 5.00 | 31 December 2007 |
| 99 | Bangladesh | 5.00 | 31 December 2007 |
| 100 | Belgium | 5.00 | 31 December 2007 |
| 101 | Syria | 5.00 | 31 December 2007 |
| 102 | Spain | 5.00 | 31 December 2007 |
| 103 | Slovenia | 5.00 | 31 December 2007 |
| 104 | Portugal | 5.00 | 31 December 2007 |
| 105 | Poland | 5.00 | 31 December 2007 |
| 106 | Netherlands | 5.00 | 31 December 2007 |
| 107 | Luxembourg | 5.00 | 31 December 2007 |
| 108 | Italy | 5.00 | 31 December 2007 |
| 109 | Lithuania | 4.85 | 31 December 2007 |
| 110 | United States | 4.83 | 31 December 2007 |
| 111 | Bulgaria | 4.58 | 31 December 2007 |
| 112 | Canada | 4.50 | 31 December 2007 |
| 113 | Philippines | 4.28 | 31 December 2007 |
| 114 | Benin | 4.25 | 31 December 2007 |
| 115 | Slovakia | 4.25 | 31 December 2007 |
| 116 | Cote d'Ivoire | 4.25 | 31 December 2007 |
| 117 | Burkina Faso | 4.25 | 31 December 2007 |
| 118 | Togo | 4.25 | 31 December 2007 |
| 119 | Senegal | 4.25 | 31 December 2007 |
| 120 | Guinea-Bissau | 4.25 | 31 December 2007 |
| 121 | Niger | 4.25 | 31 December 2007 |
| 122 | Mali | 4.25 | 31 December 2007 |
| 123 | Algeria | 4.00 | 31 December 2007 |
| 124 | Israel | 4.00 | 31 December 2007 |
| 125 | Libya | 4.00 | 31 December 2007 |
| 126 | Denmark | 4.00 | 31 December 2007 |
| 127 | Thailand | 3.75 | 31 December 2007 |
| 128 | Czech Republic | 3.50 | 31 December 2007 |
| 129 | Sweden | 3.50 | 31 December 2007 |
| 130 | China | 3.33 | 31 December 2007 |
| 131 | Korea, South | 3.25 | 31 December 2007 |
| 132 | Morocco | 3.25 | 31 December 2007 |
| 133 | Switzerland | 2.05 | 31 December 2007 |
| 134 | Oman | 1.98 | 31 December 2007 |
| 135 | Japan | 0.75 | 31 December 2007 |
