CIA -- The World Factbook -- HIV/AIDS - adult prevalence rate

| Country | Background |
| **Falkland Islands (Islas Malvinas)** | NA% |
| **Faroe Islands** | NA% |
| **Fiji** | 0.07% (1999 est.) |
| **Finland** | 0.05% (1999 est.) |
| **France** | 0.44% (1999 est.) |
| **French Guiana** | NA% |
| **French Polynesia** | NA% |
| **Gabon** | 4.16% (1999 est.) |
| **Gambia, The** | 1.95% (1999 est.) |
| **Gaza Strip** | NA% |
| **Georgia** | less than 0.01% (1999 est.) |
| **Germany** | 0.1% (1999 est.) |
| **Ghana** | 3.6% (1999 est.) |
| **Gibraltar** | NA% |
| **Greece** | 0.16% (1999 est.) |
| **Greenland** | NA% |
| **Grenada** | NA% |
| **Guadeloupe** | NA% |
| **Guam** | NA% |
| **Guatemala** | 1.38% (1999 est.) |
| **Guernsey** | NA% |
| **Guinea** | 1.54% (1999 est.) |
| **Guinea-Bissau** | 2.5% (1999 est.) |
| **Guyana** | 3.01% (1999 est.) |
| **Haiti** | 5.17% (1999 est.) |
| **Holy See (Vatican City)** | NA% |
| **Honduras** | 1.92% (1999 est.) |
| **Hong Kong** | 0.06% (1999 est.) |
| **Hungary** | 0.05% (1999 est.) |
| **Iceland** | 0.14% (1999 est.) |
| **India** | 0.7% (1999 est.) |
| **Indonesia** | 0.05% (1999 est.) |
| **Iran** | less than 0.01% (1999 est.) |
| **Iraq** | less than 0.01% (1999 est.) |
| **Ireland** | 0.1% (1999 est.) |
| **Israel** | 0.08% (1999 est.) |
| **Italy** | 0.35% (1999 est.) |
| **Jamaica** | 0.71% (1999 est.) |
| **Japan** | 0.02% (1999 est.) |
| **Jersey** | NA% |
| **Jordan** | 0.02% (1999 est.) |
| **Kazakhstan** | 0.04% (1999 est.) |
| **Kenya** | 13.95% (1999 est.) |
| **Kiribati** | NA% |
| **Korea, North** | NA% |
| **Korea, South** | 0.01% (1999 est.) |
| **Kuwait** | 0.12% (1999 est.) |
| **Kyrgyzstan** | less than 0.01% (1999 est.) |
| **Laos** | 0.05% (1999 est.) |
| **Latvia** | 0.11% (1999 est.) |
| **Lebanon** | 0.09% (1999 est.) |
| **Lesotho** | 23.57% (1999 est.) |
| **Liberia** | 2.8% (1999 est.) |
| **Libya** | 0.05% (1999 est.) |
| **Liechtenstein** | NA% |
| **Lithuania** | 0.02% (1999 est.) |
| **Luxembourg** | 0.16% (1999 est.) |
| **Macau** | NA% |
| **Macedonia, The Former Yugoslav Republic of** | less than 0.01% (1999 est.) |
| **Madagascar** | 0.15% (1999 est.) |
| **Malawi** | 15.96% (1999 est.) |
| **Malaysia** | 0.42% (1999 est.) |
| **Maldives** | 0.05% (1999 est.) |
| **Mali** | 2.03% (1999 est.) |
| **Malta** | 0.52% (1999 est.) |
| **Man, Isle of** | NA% |
| **Marshall Islands** | NA% |
| **Martinique** | NA% |
| **Mauritania** | 1.8% (2000 est.) |
| **Mauritius** | 0.08% (1999 est.) |
| **Mayotte** | NA% |
| **Mexico** | 0.29% (1999 est.) |
| **Micronesia, Federated States of** | NA% |
| **Moldova** | 0.2% (1999 est.) |
| **Monaco** | NA% |
| **Mongolia** | less than 0.01% (1999 est.) |
| **Montserrat** | NA% |
| **Morocco** | 0.03% (1999 est.) |
| **Mozambique** | 13.22% (1999 est.) |
| **Namibia** | 19.54% (1999 est.) |
| **Nauru** | NA% |
| **Nepal** | 0.29% (1999 est.) |
| **Netherlands** | 0.19% (1999 est.) |
| **Netherlands Antilles** | NA% |
| **New Caledonia** | NA% |
| **New Zealand** | 0.06% (1999 est.) |
| **Nicaragua** | 0.2% (1999 est.) |
| **Niger** | 1.35% (1999 est.) |
| **Nigeria** | 5.06% (1999 est.) |
| **Niue** | NA% |
| **Norfolk Island** | NA% |
| **Northern Mariana Islands** | NA% |
| **Norway** | less than 100 (1999 est.) |
| **Oman** | 0.11% (1999 est.) |
| **Pakistan** | 0.1% (1999 est.) |
| **Palau** | NA% |
| **Panama** | 1.54% (1999 est.) |
| **Papua New Guinea** | 0.22% (1999 est.) |
| **Paraguay** | 0.11% (1999 est.) |
| **Peru** | 0.35% (1999 est.) |
| **Philippines** | 0.07% (1999 est.) |
| **Pitcairn Islands** | NA% |
| **Poland** | 0.07% (1999 est.) |
| **Portugal** | 0.74% (1999 est.) |
| **Puerto Rico** | NA% |
| **Qatar** | 0.09% (1999 est.) |
| **Reunion** | NA% |
| **Romania** | 0.02% (1999 est.) |
| **Russia** | 0.18% (1999 est.) |
| **Rwanda** | 11.21% (1999 est.) |
| **Saint Helena** | NA% |
| **Saint Kitts and Nevis** | NA% |
| **Saint Lucia** | NA% |
| **Saint Pierre and Miquelon** | NA% |
| **Saint Vincent and the Grenadines** | NA% |
| **Samoa** | NA% |
| **San Marino** | NA% |
| **Sao Tome and Principe** | NA% |
| **Saudi Arabia** | 0.01% (1999 est.) |
| **Senegal** | 1.77% (1999 est.) |
| **Seychelles** | NA% |
| **Sierra Leone** | 2.99% (1999 est.) |
| **Singapore** | 0.19% (1999 est.) |
| **Slovakia** | less than 0.01% (1999 est.) |
| **Slovenia** | 0.02% (1999 est.) |
| **Solomon Islands** | NA% |
| **Somalia** | NA% |
| **South Africa** | 19.94% (1999 est.) |
| **Spain** | 0.58% (1999 est.) |
| **Sri Lanka** | 0.07% (1999 est.) |
| **Sudan** | 0.99% (1999 est.) |
| **Suriname** | 1.26% (1999 est.) |
| **Svalbard** | 0% (2001) |
| **Swaziland** | 25.25% (1999 est.) |
| **Sweden** | 0.08% (1999 est.) |
| **Switzerland** | 0.46% (1999 est.) |
| **Syria** | 0.01% (1999 est.) |
| **Tajikistan** | less than 0.01% (1999 est.) |
| **Tanzania** | 8.09% (1999 est.) |
| **Thailand** | 2.15% (1999 est.) |
| **Togo** | 5.98% (1999 est.) |
| **Tokelau** | NA% |
| **Tonga** | NA% |
| **Trinidad and Tobago** | 1.05% (1999 est.) |
| **Tunisia** | 0.04% (1999 est.) |
| **Turkey** | 0.01% (1999 est.) |
| **Turkmenistan** | 0.01% (1999 est.) |
| **Turks and Caicos Islands** | NA% |
| **Tuvalu** | NA% |
| **Uganda** | 8.3% (1999 est.) |
| **Ukraine** | 0.96% (1999 est.) |
| **United Arab Emirates** | 0.18% (1999 est.) |
| **United Kingdom** | 0.11% (1999 est.) |
| **United States** | 0.61% (1999 est.) |
| **Uruguay** | 0.33% (1999 est.) |
| **Uzbekistan** | less than 0.01% (1999 est.) |
| **Vanuatu** | NA% |
| **Venezuela** | 0.49% (1999 est.) |
| **Vietnam** | 0.24% (1999 est.) |
| **Virgin Islands** | NA% |
| **Wallis and Futuna** | NA% |
| **West Bank** | NA% |
| **Western Sahara** | NA% |
| **World** | NA% |
| **Yemen** | 0.01% (1999 est.) |
| **Yugoslavia** | NA% |
| **Zambia** | 19.95% (1999 est.) |
| **Zimbabwe** | 25.06% (1999 est.) |


