CIA - The World Factbook --  Oil - exports   

This entry is the total oil exported in barrels per day (bbl/day), including both crude oil and oil products.

| Rank | country | (bbl/day) | Date of Information |
| 51 | Spain | 226,900 | 2008 est. |
| 52 | Netherlands Antilles | 224,600 | 2007 est. |
| 53 | Sweden | 219,300 | 2008 est. |
| 54 | Thailand | 216,400 | 2007 est. |
| 55 | Brunei | 207,500 | 2007 est. |
| 56 | Chad | 157,900 | 2007 est. |
| 57 | Egypt | 155,200 | 2007 est. |
| 58 | Syria | 155,000 | 2008 est. |
| 59 | Greece | 151,300 | 2008 est. |
| 60 | Turkey | 141,700 | 2008 est. |
| 61 | Lithuania | 137,200 | 2007 est. |
| 62 | Finland | 133,000 | 2008 est. |
| 63 | South Africa | 128,500 | 2007 est. |
| 64 | Cote d'Ivoire | 115,700 | 2007 est. |
| 65 | Romania | 115,600 | 2007 est. |
| 66 | Cameroon | 107,100 | 2007 est. |
| 67 | Ukraine | 97,200 | 2007 est. |
| 68 | Indonesia | 85,000 | 2008 est. |
| 69 | Turkmenistan | 84,770 | 2007 est. |
| 70 | Tunisia | 77,130 | 2007 est. |
| 71 | Bulgaria | 76,570 | 2007 est. |
| 72 | Slovakia | 74,070 | 2008 est. |
| 73 | Hungary | 72,050 | 2008 est. |
| 74 | Israel | 69,580 | 2007 est. |
| 75 | Peru | 68,640 | 2007 est. |
| 76 | Poland | 67,340 | 2008 est. |
| 77 | Portugal | 53,260 | 2008 est. |
| 78 | Chile | 49,250 | 2007 est. |
| 79 | Austria | 45,580 | 2008 est. |
| 80 | Croatia | 43,750 | 2007 est. |
| 81 | Bahamas, The | 41,570 | 2007 est. |
| 82 | Philippines | 36,720 | 2007 est. |
| 83 | New Zealand | 34,260 | 2008 est. |
| 84 | Papua New Guinea | 32,490 | 2007 est. |
| 85 | Mauritania | 30,620 | 2007 est. |
| 86 | Pakistan | 30,090 | 2007 est. |
| 87 | Ireland | 22,710 | 2008 est. |
| 88 | Czech Republic | 22,560 | 2008 est. |
| 89 | Guatemala | 21,850 | 2007 est. |
| 90 | Congo, Democratic Republic of the | 20,090 | 2007 est. |
| 91 | Hong Kong | 19,480 | 2008 |
| 92 | Morocco | 17,420 | 2007 est. |
| 93 | Puerto Rico | 16,520 | 2007 est. |
| 94 | Bolivia | 10,950 | 2007 est. |
| 95 | Switzerland | 10,310 | 2008 est. |
| 96 | Benin | 8,770 | 2007 est. |
| 97 | Slovenia | 8,450 | 2007 est. |
| 98 | Macedonia | 7,410 | 2007 est. |
| 99 | Estonia | 7,280 | 2007 est. |
| 100 | Kenya | 7,270 | 2007 est. |
| 101 | Uruguay | 7,100 | 2007 est. |
| 102 | Uzbekistan | 6,104 | 2007 est. |
| 103 | Latvia | 5,873 | 2007 est. |
| 104 | Senegal | 5,653 | 2007 est. |
| 105 | Ghana | 4,843 | 2007 est. |
| 106 | Panama | 4,803 | 2007 est. |
| 107 | Suriname | 4,308 | 2007 est. |
| 108 | Serbia | 3,641 | 2005 |
| 109 | Iceland | 2,975 | 2008 est. |
| 110 | Bangladesh | 2,612 | 2007 est. |
| 111 | Fiji | 2,455 | 2007 est. |
| 112 | Belize | 2,260 | 2007 est. |
| 113 | Burma | 2,200 | 2007 est. |
| 114 | Costa Rica | 2,117 | 2007 est. |
| 115 | El Salvador | 1,927 | 2007 est. |
| 116 | Kyrgyzstan | 1,890 | 2007 est. |
| 117 | Barbados | 1,750 | 2007 est. |
| 118 | Togo | 1,547 | 2005 |
| 119 | Georgia | 1,486 | 2007 est. |
| 120 | Somalia | 1,475 | 2007 est. |
| 121 | Sri Lanka | 968 | 2007 est. |
| 122 | Albania | 749 | 2005 est. |
| 123 | New Caledonia | 645 | 2007 est. |
| 124 | Sierra Leone | 502 | 2007 est. |
| 125 | Madagascar | 365 | 2007 est. |
| 126 | Tajikistan | 349 | NA |
| 127 | Montenegro | 314 | 2005 |
| 128 | Zambia | 275 | 2007 est. |
| 129 | Antigua and Barbuda | 219 | 2007 est. |
| 130 | Nicaragua | 213 | 2007 est. |
| 131 | Bosnia and Herzegovina | 192 | 2007 est. |
| 132 | Luxembourg | 168 | 2008 est. |
| 133 | Greenland | 150 | 2007 est. |
| 134 | Gambia, The | 42 | 2007 est. |
| 135 | Moldova | 36 | 2007 est. |
| 136 | Liberia | 23 | 2007 est. |
| 137 | Djibouti | 19 | 2007 est. |
| 138 | Afghanistan | 0 | 2007 est. |
| 139 | Bermuda | 0 | 2007 est. |
| 140 | Bhutan | 0 | 2007 est. |
| 141 | Cambodia | 0 | 2007 est. |
| 142 | Comoros | 0 | 2007 est. |
| 143 | Cuba | 0 | 2007 est. |
| 144 | Rwanda | 0 | 2007 est. |
| 145 | Guinea-Bissau | 0 | 2007 est. |
| 146 | Paraguay | 0 | 2007 est. |
| 147 | Nauru | 0 | 2007 est. |
| 148 | Nepal | 0 | 2007 est. |
| 149 | Vanuatu | 0 | 2007 est. |
| 150 | Niger | 0 | 2007 est. |
| 151 | Niue | 0 | 2007 est. |
| 152 | Macau | 0 | 2007 est. |
| 153 | Swaziland | 0 | 2007 est. |
| 154 | Samoa | 0 | 2007 est. |
| 155 | Western Sahara | 0 | 2007 est. |
| 156 | Namibia | 0 | 2007 est. |
| 157 | British Virgin Islands | 0 | 2007 est. |
| 158 | Saint Vincent and the Grenadines | 0 | 2007 est. |
| 159 | Burkina Faso | 0 | 2007 est. |
| 160 | Uganda | 0 | 2007 est. |
| 161 | Tanzania | 0 | 2007 est. |
| 162 | Zimbabwe | 0 | 2007 est. |
| 163 | Sao Tome and Principe | 0 | 2007 est. |
| 164 | Tonga | 0 | 2007 est. |
| 165 | Turks and Caicos Islands | 0 | 2007 est. |
| 166 | Saint Lucia | 0 | 2007 est. |
| 167 | Saint Helena | 0 | 2007 est. |
| 168 | Seychelles | 0 | 2007 est. |
| 169 | Saint Kitts and Nevis | 0 | 2007 est. |
| 170 | Saint Pierre and Miquelon | 0 | 2007 est. |
| 171 | Lesotho | 0 | 2007 est. |
| 172 | Lebanon | 0 | 2007 est. |
| 173 | Laos | 0 | 2007 est. |
| 174 | Kiribati | 0 | 2007 est. |
| 175 | Korea, North | 0 | 2007 est. |
| 176 | Jordan | 0 | 2007 est. |
| 177 | Jamaica | 0 | 2007 est. |
| 178 | Faroe Islands | 0 | 2007 est. |
| 179 | Mozambique | 0 | 2007 est. |
| 180 | Maldives | 0 | 2007 est. |
| 181 | Malta | 0 | 2007 est. |
| 182 | Mauritius | 0 | 2007 est. |
| 183 | Mali | 0 | 2007 est. |
| 184 | Malawi | 0 | 2007 est. |
| 185 | Montserrat | 0 | 2007 est. |
| 186 | Mongolia | 0 | 2007 est. |
| 187 | Falkland Islands (Islas Malvinas) | 0 | 2007 est. |
| 188 | Ethiopia | 0 | 2007 est. |
| 189 | Eritrea | 0 | 2007 est. |
| 190 | Dominican Republic | 0 | 2007 est. |
| 191 | Dominica | 0 | 2007 est. |
| 192 | Cyprus | 0 | 2007 est. |
| 193 | Cook Islands | 0 | 2007 est. |
| 194 | Cape Verde | 0 | 2007 est. |
| 195 | Honduras | 0 | 2007 est. |
| 196 | Haiti | 0 | 2007 est. |
| 197 | Guyana | 0 | 2007 est. |
| 198 | Guinea | 0 | 2007 est. |
| 199 | Grenada | 0 | 2007 est. |
| 200 | Gibraltar | 0 | 2007 est. |
| 201 | French Polynesia | 0 | 2007 est. |
| 202 | Central African Republic | 0 | 2007 est. |
| 203 | Cayman Islands | 0 | 2007 est. |
| 204 | Burundi | 0 | 2007 est. |
| 205 | Solomon Islands | 0 | 2007 est. |
| 206 | American Samoa | 0 | 2007 est. |
| 207 | Botswana | 0 | 2007 est. |
| 208 | Armenia | 0 | 2007 est. |
