CIA - The World Factbook --  Total fertility rate   

This entry gives a figure for the average number of children that would be born per woman if all women lived to the end of their childbearing years and bore children according to a given fertility rate at each age. The total fertility rate (TFR) is a more direct measure of the level of fertility than the crude birth rate, since it refers to births per woman. This indicator shows the potential for population change in the country. A rate of two children per woman is considered the replacement rate for a population, resulting in relative stability in terms of total numbers. Rates above two children indicate populations growing in size and whose median age is declining. Higher rates may also indicate difficulties for families, in some situations, to feed and educate their children and for women to enter the labor force. Rates below two children indicate populations decreasing in size and growing older. Global fertility rates are in general decline and this trend is most pronounced in industrialized countries, especially Western Europe, where populations are projected to decline dramatically over the next 50 years.

| Rank | country | (children born/woman) | Date of Information |
| 40 | Gambia, The | 4.10 | 2012 est. |
| 41 | Comoros | 4.09 | 2012 est. |
| 42 | Cameroon | 4.09 | 2012 est. |
| 43 | Kenya | 3.98 | 2012 est. |
| 44 | Cote d'Ivoire | 3.82 | 2012 est. |
| 45 | Zimbabwe | 3.61 | 2012 est. |
| 46 | Iraq | 3.58 | 2012 est. |
| 47 | Vanuatu | 3.57 | 2012 est. |
| 48 | Tonga | 3.55 | 2012 est. |
| 49 | Solomon Islands | 3.51 | 2012 est. |
| 50 | Papua New Guinea | 3.39 | 2012 est. |
| 51 | Marshall Islands | 3.37 | 2012 est. |
| 52 | Jordan | 3.36 | 2012 est. |
| 53 | Guatemala | 3.18 | 2012 est. |
| 54 | Belize | 3.15 | 2012 est. |
| 55 | Philippines | 3.15 | 2012 est. |
| 56 | Samoa | 3.13 | 2012 est. |
| 57 | American Samoa | 3.10 | 2012 est. |
| 58 | Tuvalu | 3.08 | 2012 est. |
| 59 | Pakistan | 3.07 | 2012 est. |
| 60 | Laos | 3.06 | 2012 est. |
| 61 | Swaziland | 3.03 | 2012 est. |
| 62 | Nauru | 3.03 | 2012 est. |
| 63 | Honduras | 3.01 | 2012 est. |
| 64 | Haiti | 2.98 | 2012 est. |
| 65 | West Bank | 2.98 | 2012 est. |
| 66 | Egypt | 2.94 | 2012 est. |
| 67 | Bolivia | 2.93 | 2012 est. |
| 68 | Lesotho | 2.89 | 2012 est. |
| 69 | Oman | 2.87 | 2012 est. |
| 70 | Tajikistan | 2.85 | 2012 est. |
| 71 | Syria | 2.85 | 2012 est. |
| 72 | Cambodia | 2.78 | 2012 est. |
| 73 | Algeria | 2.78 | 2012 est. |
| 74 | Kyrgyzstan | 2.73 | 2012 est. |
| 75 | Kiribati | 2.71 | 2012 est. |
| 76 | Micronesia, Federated States of | 2.68 | 2012 est. |
| 77 | Israel | 2.67 | 2012 est. |
| 78 | Malaysia | 2.64 | 2012 est. |
| 79 | Djibouti | 2.63 | 2012 est. |
| 80 | Kuwait | 2.60 | 2012 est. |
| 81 | India | 2.58 | 2012 est. |
| 82 | Fiji | 2.58 | 2012 est. |
| 83 | Bangladesh | 2.55 | 2012 est. |
| 84 | Botswana | 2.46 | 2012 est. |
| 85 | Guam | 2.45 | 2012 est. |
| 86 | Cape Verde | 2.44 | 2012 est. |
| 87 | Panama | 2.43 | 2012 est. |
| 88 | Kazakhstan | 2.41 | 2012 est. |
| 89 | Dominican Republic | 2.41 | 2012 est. |
| 90 | Nepal | 2.41 | 2012 est. |
| 91 | Namibia | 2.41 | 2012 est. |
| 92 | Faroe Islands | 2.40 | 2012 est. |
| 93 | Venezuela | 2.40 | 2012 est. |
| 94 | United Arab Emirates | 2.38 | 2012 est. |
| 95 | Ecuador | 2.38 | 2012 est. |
| 96 | Cook Islands | 2.35 | 2012 est. |
| 97 | Argentina | 2.29 | 2012 est. |
| 98 | Peru | 2.29 | 2012 est. |
| 99 | South Africa | 2.28 | 2012 est. |
| 100 | Mexico | 2.27 | 2012 est. |
| 101 | Guyana | 2.27 | 2012 est. |
| 102 | Saudi Arabia | 2.26 | 2012 est. |
| 103 | Indonesia | 2.23 | 2012 est. |
| 104 | Burma | 2.23 | 2012 est. |
| 105 | Mongolia | 2.19 | 2012 est. |
| 106 | Morocco | 2.19 | 2012 est. |
| 107 | Sri Lanka | 2.17 | 2012 est. |
| 108 | Grenada | 2.15 | 2012 est. |
| 109 | Turkmenistan | 2.14 | 2012 est. |
| 110 | Turkey | 2.13 | 2012 est. |
| 111 | Bhutan | 2.13 | 2012 est. |
| 112 | Colombia | 2.12 | 2012 est. |
| 113 | Libya | 2.12 | 2012 est. |
| 114 | Jamaica | 2.12 | 2012 est. |
| 115 | Greenland | 2.11 | 2012 est. |
| 116 | Sint Maarten | 2.10 | 2009 |
| 117 | Northern Mariana Islands | 2.09 | 2012 est. |
| 118 | Curacao | 2.09 | 2009 |
| 119 | Suriname | 2.08 | 2012 est. |
| 120 | Nicaragua | 2.08 | 2012 est. |
| 121 | France | 2.08 | 2012 est. |
| 122 | New Zealand | 2.07 | 2012 est. |
| 123 | Dominica | 2.06 | 2012 est. |
| 124 | Paraguay | 2.06 | 2012 est. |
| 125 | United States | 2.06 | 2012 est. |
| 126 | Antigua and Barbuda | 2.05 | 2012 est. |
| 127 | New Caledonia | 2.04 | 2012 est. |
| 128 | El Salvador | 2.04 | 2012 est. |
| 129 | Tunisia | 2.02 | 2012 est. |
| 130 | Korea, North | 2.01 | 2012 est. |
| 131 | Ireland | 2.01 | 2012 est. |
| 132 | French Polynesia | 2.00 | 2012 est. |
| 133 | Bahamas, The | 1.98 | 2012 est. |
| 134 | Bermuda | 1.97 | 2012 est. |
| 135 | Isle of Man | 1.96 | 2012 est. |
| 136 | Gibraltar | 1.94 | 2012 est. |
| 137 | Qatar | 1.93 | 2012 est. |
| 138 | Azerbaijan | 1.92 | 2012 est. |
| 139 | Costa Rica | 1.92 | 2012 est. |
| 140 | United Kingdom | 1.91 | 2012 est. |
| 141 | Seychelles | 1.90 | 2012 est. |
| 142 | Saint Vincent and the Grenadines | 1.89 | 2012 est. |
| 143 | Vietnam | 1.89 | 2012 est. |
| 144 | Iceland | 1.89 | 2012 est. |
| 145 | Chile | 1.87 | 2012 est. |
| 146 | Cayman Islands | 1.87 | 2012 est. |
| 147 | Uruguay | 1.87 | 2012 est. |
| 148 | Iran | 1.87 | 2012 est. |
| 149 | Bahrain | 1.86 | 2012 est. |
| 150 | Uzbekistan | 1.86 | 2012 est. |
| 151 | Brunei | 1.85 | 2012 est. |
| 152 | Aruba | 1.84 | 2012 est. |
| 153 | Brazil | 1.82 | 2012 est. |
| 154 | Saint Lucia | 1.80 | 2012 est. |
| 155 | Saint Kitts and Nevis | 1.79 | 2012 est. |
| 156 | Maldives | 1.79 | 2012 est. |
| 157 | Wallis and Futuna | 1.79 | 2012 est. |
| 158 | Virgin Islands | 1.78 | 2012 est. |
| 159 | Mauritius | 1.78 | 2012 est. |
| 160 | Netherlands | 1.78 | 2012 est. |
| 161 | Norway | 1.77 | 2012 est. |
| 162 | Australia | 1.77 | 2012 est. |
| 163 | Luxembourg | 1.77 | 2012 est. |
| 164 | Lebanon | 1.76 | 2012 est. |
| 165 | Anguilla | 1.75 | 2012 est. |
| 166 | Denmark | 1.74 | 2012 est. |
| 167 | Finland | 1.73 | 2012 est. |
| 168 | Palau | 1.72 | 2012 est. |
| 169 | Trinidad and Tobago | 1.72 | 2012 est. |
| 170 | Turks and Caicos Islands | 1.70 | 2012 est. |
| 171 | Liechtenstein | 1.69 | 2012 est. |
| 172 | Barbados | 1.68 | 2012 est. |
| 173 | Sweden | 1.67 | 2012 est. |
| 174 | Jersey | 1.66 | 2012 est. |
| 175 | Thailand | 1.66 | 2012 est. |
| 176 | Belgium | 1.65 | 2012 est. |
| 177 | Puerto Rico | 1.64 | 2012 est. |
| 178 | Russia | 1.61 | 2012 est. |
| 179 | Canada | 1.59 | 2012 est. |
| 180 | Macedonia | 1.59 | 2012 est. |
| 181 | Saint Helena, Ascension, and Tristan da Cunha | 1.57 | 2012 est. |
| 182 | China | 1.55 | 2012 est. |
| 183 | Moldova | 1.55 | 2012 est. |
| 184 | Saint Pierre and Miquelon | 1.55 | 2012 est. |
| 185 | Guernsey | 1.54 | 2012 est. |
| 186 | Malta | 1.53 | 2012 est. |
| 187 | Switzerland | 1.53 | 2012 est. |
| 188 | Portugal | 1.51 | 2012 est. |
| 189 | Monaco | 1.51 | 2012 est. |
| 190 | San Marino | 1.48 | 2012 est. |
| 191 | Albania | 1.48 | 2012 est. |
| 192 | Spain | 1.48 | 2012 est. |
| 193 | Georgia | 1.46 | 2012 est. |
| 194 | Cuba | 1.45 | 2012 est. |
| 195 | Cyprus | 1.45 | 2012 est. |
| 196 | Belarus | 1.45 | 2012 est. |
| 197 | Estonia | 1.44 | 2012 est. |
| 198 | Croatia | 1.44 | 2012 est. |
| 199 | Bulgaria | 1.43 | 2012 est. |
| 200 | Austria | 1.41 | 2012 est. |
| 201 | Hungary | 1.41 | 2012 est. |
| 202 | Germany | 1.41 | 2012 est. |
| 203 | Serbia | 1.40 | 2012 est. |
| 204 | Italy | 1.40 | 2012 est. |
| 205 | Greece | 1.39 | 2012 est. |
| 206 | Japan | 1.39 | 2012 est. |
| 207 | Armenia | 1.38 | 2012 est. |
| 208 | Slovakia | 1.38 | 2012 est. |
| 209 | Andorra | 1.36 | 2012 est. |
| 210 | Latvia | 1.33 | 2012 est. |
| 211 | Poland | 1.31 | 2012 est. |
| 212 | Slovenia | 1.31 | 2012 est. |
| 213 | Romania | 1.30 | 2012 est. |
| 214 | Ukraine | 1.29 | 2012 est. |
| 215 | Czech Republic | 1.27 | 2012 est. |
| 216 | Lithuania | 1.27 | 2012 est. |
| 217 | Montserrat | 1.27 | 2012 est. |
| 218 | Bosnia and Herzegovina | 1.24 | 2012 est. |
| 219 | Korea, South | 1.23 | 2012 est. |
| 220 | British Virgin Islands | 1.22 | 2012 est. |
| 221 | Taiwan | 1.10 | 2012 est. |
| 222 | Hong Kong | 1.09 | 2012 est. |
| 223 | Macau | 0.92 | 2012 est. |
| 224 | Singapore | 0.78 | 2012 est. |
