CIA - The World Factbook --  Telephones - mobile cellular   

This entry gives the total number of mobile cellular telephone subscribers.

| Rank | country | Telephones - mobile cellular | Date of Information |
| 146 | Mauritius | 1,191,000 | 2010 |
| 147 | Montenegro | 1,170,000 | 2010 |
| 148 | Burundi | 1,150,000 | 2010 |
| 149 | Macau | 1,122,000 | 2010 |
| 150 | Cyprus | 1,034,000 | NA |
| 151 | Central African Republic | 1,020,000 | 2010 |
| 152 | Cuba | 1,003,000 | 2010 |
| 153 | Fiji | 1,000,000 | 2010 |
| 154 | Suriname | 890,000 | 2010 |
| 155 | Swaziland | 732,700 | 2010 |
| 156 | Luxembourg | 727,000 | 2010 |
| 157 | Lesotho | 698,800 | 2010 |
| 158 | Somalia | 648,200 | 2010 |
| 159 | Timor-Leste | 600,600 | 2010 |
| 160 | Guinea-Bissau | 594,100 | 2010 |
| 161 | Burma | 594,000 | 2010 |
| 162 | Kosovo | 562,000 | 2007 |
| 163 | Guyana | 555,400 | 2010 |
| 164 | Maldives | 494,400 | 2010 |
| 165 | Malta | 455,400 | 2010 |
| 166 | Brunei | 435,100 | 2010 |
| 167 | Korea, North | 431,900 | 2010 |
| 168 | Bahamas, The | 428,400 | 2010 |
| 169 | Equatorial Guinea | 399,300 | 2010 |
| 170 | Bhutan | 394,300 | 2010 |
| 171 | Cape Verde | 371,900 | 2010 |
| 172 | Barbados | 350,100 | 2010 |
| 173 | Iceland | 348,100 | 2010 |
| 174 | Vanuatu | 285,300 | 2010 |
| 175 | New Caledonia | 220,800 | 2010 |
| 176 | French Polynesia | 215,900 | 2010 |
| 177 | Belize | 194,200 | 2010 |
| 178 | Eritrea | 185,300 | 2010 |
| 179 | Saint Lucia | 179,300 | 2010 |
| 180 | Samoa | 167,400 | 2010 |
| 181 | Djibouti | 165,600 | 2010 |
| 182 | Comoros | 165,300 | 2010 |
| 183 | Antigua and Barbuda | 163,900 | 2010 |
| 184 | Saint Vincent and the Grenadines | 131,800 | 2010 |
| 185 | Aruba | 131,800 | 2010 |
| 186 | Grenada | 121,900 | 2010 |
| 187 | Seychelles | 117,600 | 2010 |
| 188 | Dominica | 106,000 | 2009 |
| 189 | Sao Tome and Principe | 102,500 | 2010 |
| 190 | Cayman Islands | 99,900 | 2010 |
| 191 | Bermuda | 88,200 | 2010 |
| 192 | Saint Kitts and Nevis | 84,600 | 2010 |
| 193 | Jersey | 83,900 | 2004 |
| 194 | Virgin Islands | 80,300 | 2005 |
| 195 | Andorra | 65,500 | 2010 |
| 196 | Faroe Islands | 59,400 | 2010 |
| 197 | Greenland | 57,300 | 2010 |
| 198 | Tonga | 54,300 | 2010 |
| 199 | Guernsey | 43,800 | 2004 |
| 200 | Liechtenstein | 35,500 | 2010 |
| 201 | Gibraltar | 30,000 | 2010 |
| 202 | Solomon Islands | 30,000 | 2010 |
| 203 | Micronesia, Federated States of | 27,500 | 2010 |
| 204 | Monaco | 26,300 | 2010 |
| 205 | Turks and Caicos Islands | 25,100 | 2004 |
| 206 | British Virgin Islands | 24,500 | 2010 |
| 207 | San Marino | 24,000 | 2010 |
| 208 | Anguilla | 24,000 | 2010 |
| 209 | Northern Mariana Islands | 20,500 | 2004 |
| 210 | Palau | 14,500 | 2010 |
| 211 | Kiribati | 10,000 | 2010 |
| 212 | Cook Islands | 7,800 | 2010 |
| 213 | Nauru | 6,200 | 2010 |
| 214 | Montserrat | 4,200 | 2010 |
| 215 | Marshall Islands | 3,800 | 2010 |
| 216 | Falkland Islands (Islas Malvinas) | 3,300 | 2010 |
| 217 | Tuvalu | 2,500 | 2010 |
| 218 | American Samoa | 2,200 | 2004 |
| 219 | Niue | 600 | 2004 |
