CIA - The World Factbook --  Electricity - exports   

This entry is the total exported electricity in kilowatt-hours.

| Rank | country | (kWh) | Date of Information |
| 121 | Philippines | 0 | 2010 est. |
| 122 | Puerto Rico | 0 | 2010 est. |
| 123 | Saudi Arabia | 0 | 2010 est. |
| 124 | Saint Pierre and Miquelon | 0 | 2010 est. |
| 125 | Saint Kitts and Nevis | 0 | 2010 est. |
| 126 | Seychelles | 0 | 2010 est. |
| 127 | Senegal | 0 | 2010 est. |
| 128 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2010 est. |
| 129 | Sierra Leone | 0 | 2010 est. |
| 130 | Singapore | 0 | 2010 est. |
| 131 | Somalia | 0 | 2010 est. |
| 132 | Saint Lucia | 0 | 2010 est. |
| 133 | Sudan | 0 | 2010 est. |
| 134 | Syria | 0 | 2010 est. |
| 135 | Trinidad and Tobago | 0 | 2010 est. |
| 136 | Turks and Caicos Islands | 0 | 2010 est. |
| 137 | Tonga | 0 | 2010 |
| 138 | Togo | 0 | 2010 est. |
| 139 | Sao Tome and Principe | 0 | 2010 |
| 140 | Timor-Leste | 0 | 2011 est. |
| 141 | Taiwan | 0 | 2010 est. |
| 142 | Tanzania | 0 | 2010 est. |
| 143 | Burkina Faso | 0 | 2010 est. |
| 144 | Saint Vincent and the Grenadines | 0 | 2010 est. |
| 145 | British Virgin Islands | 0 | 2010 est. |
| 146 | Virgin Islands | 0 | 2010 est. |
| 147 | West Bank | 0 | 2011 |
| 148 | Western Sahara | 0 | 2010 est. |
| 149 | Samoa | 0 | 2010 est. |
| 150 | Swaziland | 0 | 2010 |
| 151 | Yemen | 0 | 2010 est. |
| 152 | Aruba | 0 | 2010 est. |
| 153 | Antigua and Barbuda | 0 | 2010 est. |
| 154 | United Arab Emirates | 0 | 2010 est. |
| 155 | Afghanistan | 0 | 2010 est. |
| 156 | Angola | 0 | 2010 est. |
| 157 | American Samoa | 0 | 2010 est. |
| 158 | Australia | 0 | 2010 est. |
| 159 | Bahrain | 0 | 2010 est. |
| 160 | Barbados | 0 | 2010 est. |
| 161 | Botswana | 0 | 2010 est. |
| 162 | Bermuda | 0 | 2010 est. |
| 163 | Bahamas, The | 0 | 2010 est. |
| 164 | Bangladesh | 0 | 2010 est. |
| 165 | Belize | 0 | 2010 est. |
| 166 | Bolivia | 0 | 2010 est. |
| 167 | Burma | 0 | 2010 est. |
| 168 | Benin | 0 | 2010 est. |
| 169 | Solomon Islands | 0 | 2010 est. |
| 170 | Brunei | 0 | 2010 est. |
| 171 | Burundi | 0 | 2010 est. |
| 172 | Cambodia | 0 | 2010 est. |
| 173 | Curacao | 0 | 2009 est. |
| 174 | Chad | 0 | 2010 est. |
| 175 | Sri Lanka | 0 | 2012 est. |
| 176 | Congo, Republic of the | 0 | 2010 est. |
| 177 | Chile | 0 | 2010 est. |
| 178 | Cayman Islands | 0 | 2010 est. |
| 179 | Cameroon | 0 | 2010 est. |
| 180 | Comoros | 0 | 2010 est. |
| 181 | Northern Mariana Islands | 0 | January 2009 est. |
| 182 | Central African Republic | 0 | 2010 est. |
| 183 | Cuba | 0 | 2010 est. |
| 184 | Cape Verde | 0 | 2010 est. |
| 185 | Cook Islands | 0 | 2010 est. |
| 186 | Cyprus | 0 | 2010 est. |
| 187 | Djibouti | 0 | 2010 est. |
| 188 | Dominica | 0 | 2010 est. |
| 189 | Dominican Republic | 0 | 2010 est. |
| 190 | Equatorial Guinea | 0 | 2010 est. |
| 191 | Eritrea | 0 | 2010 est. |
| 192 | Ethiopia | 0 | 2010 est. |
| 193 | Fiji | 0 | 2010 est. |
| 194 | Falkland Islands (Islas Malvinas) | 0 | 2010 est. |
| 195 | Micronesia, Federated States of | 0 | 2002 |
| 196 | Faroe Islands | 0 | 2010 est. |
| 197 | French Polynesia | 0 | 2010 est. |
| 198 | Gambia, The | 0 | 2010 est. |
| 199 | Gabon | 0 | 2010 est. |
| 200 | Gibraltar | 0 | 2010 est. |
| 201 | Grenada | 0 | 2010 est. |
| 202 | Greenland | 0 | 2010 est. |
| 203 | Guam | 0 | 2010 est. |
| 204 | Guinea | 0 | 2010 est. |
| 205 | Guyana | 0 | 2010 est. |
| 206 | Gaza Strip | 0 | 2011 est. |
| 207 | Haiti | 0 | 2010 est. |
| 208 | Iceland | 0 | 2010 est. |
| 209 | Indonesia | 0 | 2010 est. |
| 210 | Iraq | 0 | 2012 est. |
| 211 | Japan | 0 | 2011 est. |
| 212 | Jamaica | 0 | 2010 est. |
| 213 | Korea, North | 0 | 2010 est. |
| 214 | Kiribati | 0 | 2010 est. |
| 215 | Korea, South | 0 | 2011 |
