CIA - The World Factbook --  ELECTRICITY - EXPORTS

Electricity â€“ exports is the total exported electricity in kilowatt-hours.

| Rank | Country | (KWH) | Date of Information |
| 191 | Saint Pierre and Miquelon | 0 | 2016 est. |
| 192 | Saint Kitts and Nevis | 0 | 2016 est. |
| 193 | Seychelles | 0 | 2016 est. |
| 194 | Senegal | 0 | 2016 est. |
| 195 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2016 est. |
| 196 | Sierra Leone | 0 | 2016 est. |
| 197 | Singapore | 0 | 2016 est. |
| 198 | Somalia | 0 | 2016 est. |
| 199 | Saint Lucia | 0 | 2016 est. |
| 200 | Sudan | 0 | 2016 est. |
| 201 | Trinidad and Tobago | 0 | 2016 est. |
| 202 | Turks and Caicos Islands | 0 | 2016 est. |
| 203 | Tonga | 0 | 2016 |
| 204 | Togo | 0 | 2016 est. |
| 205 | Sao Tome and Principe | 0 | 2016 |
| 206 | Timor-Leste | 0 | 2015 est. |
| 207 | Tuvalu | 0 | 2014 est. |
| 208 | Taiwan | 0 | 2016 est. |
| 209 | Tanzania | 0 | 2016 est. |
| 210 | Burkina Faso | 0 | 2016 est. |
| 211 | Saint Vincent and the Grenadines | 0 | 2016 est. |
| 212 | Venezuela | 0 | 2015 est. |
| 213 | British Virgin Islands | 0 | 2016 est. |
| 214 | Virgin Islands | 0 | 2016 est. |
| 215 | West Bank | 0 | 2016 |
| 216 | Western Sahara | 0 | 2016 est. |
| 217 | Samoa | 0 | 2016 est. |
| 218 | Swaziland | 0 | 2016 |
| 219 | Yemen | 0 | 2016 est. |


