CIA - The World Factbook --  ELECTRICITY - EXPORTS

Electricity â€“ exports is the total exported electricity in kilowatt-hours.

| Rank | Country | (KWH) | Date of Information |
| 191 | Saint Kitts and Nevis | 0 | 2013 est. |
| 192 | Seychelles | 0 | 2013 est. |
| 193 | Senegal | 0 | 2013 est. |
| 194 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2013 est. |
| 195 | Sierra Leone | 0 | 2013 est. |
| 196 | Singapore | 0 | 2014 est. |
| 197 | Somalia | 0 | 2013 est. |
| 198 | Saint Lucia | 0 | 2013 est. |
| 199 | Sudan | 0 | 2013 est. |
| 200 | Syria | 0 | 2012 est. |
| 201 | Trinidad and Tobago | 0 | 2013 est. |
| 202 | Turks and Caicos Islands | 0 | 2013 est. |
| 203 | Tonga | 0 | 2013 |
| 204 | Togo | 0 | 2013 est. |
| 205 | Sao Tome and Principe | 0 | 2013 |
| 206 | Timor-Leste | 0 | 2012 est. |
| 207 | Tuvalu | 0 | 2014 est. |
| 208 | Taiwan | 0 | 2015 est. |
| 209 | Tanzania | 0 | 2013 est. |
| 210 | Burkina Faso | 0 | 2013 est. |
| 211 | Saint Vincent and the Grenadines | 0 | 2013 est. |
| 212 | British Virgin Islands | 0 | 2013 est. |
| 213 | Virgin Islands | 0 | 2013 est. |
| 214 | West Bank | 0 | 2013 |
| 215 | Western Sahara | 0 | 2013 est. |
| 216 | Samoa | 0 | 2013 est. |
| 217 | Swaziland | 0 | 2013 |
| 218 | Yemen | 0 | 2013 est. |


