CIA - The World Factbook --  Sanitation facility access   

This entry provides information about access to improved or unimproved sanitation facilities available to segments of the population of a country. improved sanitation - use of any of the following facilities: flush or pour-flush to a piped sewer system, septic tank or pit latrine; ventilated improved pit (VIP) latrine; pit latrine with slab; or a composting toilet. unimproved sanitation - use of any of the following facilities: flush or pour-flush not piped to a sewer system, septic tank or pit latrine; pit latrine without a slab or open pit; bucket; hanging toilet or hanging latrine; shared facilities of any type; no facilities; or bush or field.

| Rank | country | (% of population) | Date of Information |
| 43 | United Kingdom | 100.00 | NA |
| 44 | United States | 100.00 | NA |
| 45 | United States | 100.00 | NA |
| 46 | Uruguay | 100.00 | NA |
| 47 | Uruguay | 100.00 | NA |
| 48 | Uzbekistan | 100.00 | NA |
| 49 | Uzbekistan | 100.00 | NA |
| 50 | Uzbekistan | 100.00 | NA |
| 51 | British Virgin Islands | 100.00 | NA |
| 52 | British Virgin Islands | 100.00 | NA |
| 53 | British Virgin Islands | 100.00 | NA |
| 54 | Samoa | 100.00 | NA |
| 55 | Samoa | 100.00 | NA |
| 56 | Samoa | 100.00 | NA |
| 57 | Andorra | 100.00 | NA |
| 58 | Andorra | 100.00 | NA |
| 59 | Andorra | 100.00 | NA |
| 60 | Australia | 100.00 | NA |
| 61 | Australia | 100.00 | NA |
| 62 | Australia | 100.00 | NA |
| 63 | Austria | 100.00 | NA |
| 64 | Austria | 100.00 | NA |
| 65 | Austria | 100.00 | NA |
| 66 | Bahrain | 100.00 | NA |
| 67 | Bahrain | 100.00 | NA |
| 68 | Bahrain | 100.00 | NA |
| 69 | Barbados | 100.00 | NA |
| 70 | Barbados | 100.00 | NA |
| 71 | Barbados | 100.00 | NA |
| 72 | Belgium | 100.00 | NA |
| 73 | Belgium | 100.00 | NA |
| 74 | Belgium | 100.00 | NA |
| 75 | Bahamas, The | 100.00 | NA |
| 76 | Bahamas, The | 100.00 | NA |
| 77 | Bahamas, The | 100.00 | NA |
| 78 | Bulgaria | 100.00 | NA |
| 79 | Bulgaria | 100.00 | NA |
| 80 | Bulgaria | 100.00 | NA |
| 81 | Canada | 100.00 | NA |
| 82 | Canada | 100.00 | NA |
| 83 | Cook Islands | 100.00 | NA |
| 84 | Cook Islands | 100.00 | NA |
| 85 | Cook Islands | 100.00 | NA |
| 86 | Cyprus | 100.00 | NA |
| 87 | Cyprus | 100.00 | NA |
| 88 | Cyprus | 100.00 | NA |
| 89 | Denmark | 100.00 | NA |
| 90 | Denmark | 100.00 | NA |
| 91 | Denmark | 100.00 | NA |
| 92 | Ireland | 100.00 | NA |
| 93 | Finland | 100.00 | NA |
| 94 | Finland | 100.00 | NA |
| 95 | Finland | 100.00 | NA |
| 96 | France | 100.00 | NA |
| 97 | France | 100.00 | NA |
| 98 | France | 100.00 | NA |
| 99 | Germany | 100.00 | NA |
| 100 | Germany | 100.00 | NA |
| 101 | Germany | 100.00 | NA |
| 102 | Hungary | 100.00 | NA |
| 103 | Hungary | 100.00 | NA |
| 104 | Hungary | 100.00 | NA |
| 105 | Iceland | 100.00 | NA |
| 106 | Iceland | 100.00 | NA |
| 107 | Iceland | 100.00 | NA |
| 108 | Israel | 100.00 | NA |
| 109 | Israel | 100.00 | NA |
| 110 | Israel | 100.00 | NA |
| 111 | Japan | 100.00 | NA |
| 112 | Japan | 100.00 | NA |
| 113 | Japan | 100.00 | NA |
| 114 | Korea, South | 100.00 | NA |
| 115 | Korea, South | 100.00 | NA |
| 116 | Korea, South | 100.00 | NA |
| 117 | Kuwait | 100.00 | NA |
| 118 | Kuwait | 100.00 | NA |
| 119 | Kuwait | 100.00 | NA |
| 120 | Lebanon | 100.00 | NA |
| 121 | Turkmenistan | 99.00 | NA |
| 122 | Bosnia and Herzegovina | 99.00 | NA |
| 123 | Uruguay | 99.00 | NA |
| 124 | Slovakia | 99.00 | NA |
| 125 | Ireland | 99.00 | NA |
| 126 | Czech Republic | 99.00 | NA |
| 127 | French Polynesia | 99.00 | NA |
| 128 | Guam | 99.00 | NA |
| 129 | Guam | 99.00 | NA |
| 130 | Greece | 99.00 | NA |
| 131 | Croatia | 99.00 | NA |
| 132 | Croatia | 99.00 | NA |
| 133 | Canada | 99.00 | NA |
| 134 | Anguilla | 99.00 | NA |
| 135 | Anguilla | 99.00 | NA |
| 136 | United States | 99.00 | NA |
| 137 | Turks and Caicos Islands | 98.00 | NA |
| 138 | Solomon Islands | 98.00 | NA |
| 139 | Turkmenistan | 98.00 | NA |
| 140 | Maldives | 98.00 | NA |
| 141 | Jordan | 98.00 | NA |
| 142 | Jordan | 98.00 | NA |
| 143 | Kazakhstan | 98.00 | NA |
| 144 | Lebanon | 98.00 | NA |
| 145 | Ireland | 98.00 | NA |
| 146 | Czech Republic | 98.00 | NA |
| 147 | French Polynesia | 98.00 | NA |
| 148 | Guam | 98.00 | NA |
| 149 | Greece | 98.00 | NA |
| 150 | Croatia | 98.00 | NA |
| 151 | Chile | 98.00 | NA |
| 152 | Antigua and Barbuda | 98.00 | NA |
| 153 | United Arab Emirates | 98.00 | NA |
| 154 | Algeria | 98.00 | NA |
| 155 | Albania | 98.00 | NA |
| 156 | Albania | 98.00 | NA |
| 157 | Albania | 98.00 | NA |
| 158 | Tonga | 98.00 | NA |
| 159 | Togo | 97.00 | NA |
| 160 | Belarus | 97.00 | NA |
| 161 | Turkmenistan | 97.00 | NA |
| 162 | Ukraine | 97.00 | NA |
| 163 | Oman | 97.00 | NA |
| 164 | Jordan | 97.00 | NA |
| 165 | Kazakhstan | 97.00 | NA |
| 166 | Kazakhstan | 97.00 | NA |
| 167 | Libya | 97.00 | NA |
| 168 | Libya | 97.00 | NA |
| 169 | Czech Republic | 97.00 | NA |
| 170 | French Polynesia | 97.00 | NA |
| 171 | Grenada | 97.00 | NA |
| 172 | Grenada | 97.00 | NA |
| 173 | Greece | 97.00 | NA |
| 174 | Egypt | 97.00 | NA |
| 175 | United Arab Emirates | 97.00 | NA |
| 176 | Turkey | 97.00 | NA |
| 177 | Thailand | 96.00 | NA |
| 178 | Benin | 96.00 | NA |
| 179 | Turks and Caicos Islands | 96.00 | NA |
| 180 | Tonga | 96.00 | NA |
| 181 | Tonga | 96.00 | NA |
| 182 | Tunisia | 96.00 | NA |
| 183 | Wallis and Futuna | 96.00 | NA |
| 184 | Wallis and Futuna | 96.00 | NA |
| 185 | Poland | 96.00 | NA |
| 186 | Serbia | 96.00 | NA |
| 187 | Saint Kitts and Nevis | 96.00 | NA |
| 188 | Saint Kitts and Nevis | 96.00 | NA |
| 189 | Saint Kitts and Nevis | 96.00 | NA |
| 190 | Syria | 96.00 | NA |
| 191 | Syria | 96.00 | NA |
| 192 | Montserrat | 96.00 | NA |
| 193 | Montserrat | 96.00 | NA |
| 194 | Montenegro | 96.00 | NA |
| 195 | Maldives | 96.00 | NA |
| 196 | Malaysia | 96.00 | NA |
| 197 | Malaysia | 96.00 | NA |
| 198 | Mozambique | 96.00 | NA |
| 199 | Niger | 96.00 | NA |
| 200 | Liberia | 96.00 | NA |
| 201 | Libya | 96.00 | NA |
| 202 | Montserrat | 96.00 | NA |
| 203 | Estonia | 96.00 | NA |
| 204 | Eritrea | 96.00 | NA |
| 205 | Georgia | 96.00 | NA |
| 206 | Grenada | 96.00 | NA |
| 207 | Chad | 96.00 | NA |
| 208 | Chile | 96.00 | NA |
| 209 | Cayman Islands | 96.00 | NA |
| 210 | Cayman Islands | 96.00 | NA |
| 211 | Costa Rica | 96.00 | NA |
| 212 | Ecuador | 96.00 | NA |
| 213 | Thailand | 96.00 | NA |
| 214 | Thailand | 95.00 | NA |
| 215 | Tajikistan | 95.00 | NA |
| 216 | Ukraine | 95.00 | NA |
| 217 | Syria | 95.00 | NA |
| 218 | Malaysia | 95.00 | NA |
| 219 | Estonia | 95.00 | NA |
| 220 | Bosnia and Herzegovina | 95.00 | NA |
| 221 | Costa Rica | 95.00 | NA |
| 222 | Costa Rica | 95.00 | NA |
| 223 | Antigua and Barbuda | 95.00 | NA |
| 224 | United Arab Emirates | 95.00 | NA |
| 225 | Algeria | 95.00 | NA |
| 226 | Armenia | 95.00 | NA |
| 227 | Georgia | 95.00 | NA |
| 228 | Yemen | 94.00 | NA |
| 229 | Tajikistan | 94.00 | NA |
| 230 | Tajikistan | 94.00 | NA |
| 231 | Turks and Caicos Islands | 94.00 | NA |
| 232 | Burkina Faso | 94.00 | NA |
| 233 | Vietnam | 94.00 | NA |
| 234 | Antigua and Barbuda | 94.00 | NA |
| 235 | Somalia | 94.00 | NA |
| 236 | Kyrgyzstan | 94.00 | NA |
| 237 | Egypt | 94.00 | NA |
| 238 | Estonia | 94.00 | NA |
| 239 | Cuba | 94.00 | NA |
| 240 | Sierra Leone | 94.00 | NA |
| 241 | Tokelau | 93.00 | NA |
| 242 | Tokelau | 93.00 | NA |
| 243 | Venezuela | 93.00 | NA |
| 244 | Russia | 93.00 | NA |
| 245 | Mauritius | 93.00 | NA |
| 246 | Belarus | 93.00 | NA |
| 247 | Kyrgyzstan | 93.00 | NA |
| 248 | Georgia | 93.00 | NA |
| 249 | Ghana | 93.00 | NA |
| 250 | Northern Mariana Islands | 93.00 | NA |
| 251 | Belize | 93.00 | NA |
| 252 | Kyrgyzstan | 93.00 | NA |
| 253 | Trinidad and Tobago | 92.00 | NA |
| 254 | Trinidad and Tobago | 92.00 | NA |
| 255 | Palau | 92.00 | NA |
| 256 | Serbia | 92.00 | NA |
| 257 | Trinidad and Tobago | 92.00 | NA |
| 258 | Montenegro | 92.00 | NA |
| 259 | Bosnia and Herzegovina | 92.00 | NA |
| 260 | Ethiopia | 92.00 | NA |
| 261 | Sri Lanka | 92.00 | NA |
| 262 | Northern Mariana Islands | 92.00 | NA |
| 263 | Northern Mariana Islands | 92.00 | NA |
| 264 | Ecuador | 92.00 | NA |
| 265 | Egypt | 92.00 | NA |
| 266 | Macedonia | 92.00 | NA |
| 267 | Guinea-Bissau | 91.00 | NA |
| 268 | Mauritius | 91.00 | NA |
| 269 | Mauritania | 91.00 | NA |
| 270 | Niger | 91.00 | NA |
| 271 | Belarus | 91.00 | NA |
| 272 | Sri Lanka | 91.00 | NA |
| 273 | Cuba | 91.00 | NA |
| 274 | Argentina | 91.00 | NA |
| 275 | Bolivia | 91.00 | NA |
| 276 | Chad | 91.00 | NA |
| 277 | Turkey | 90.00 | NA |
| 278 | Ukraine | 90.00 | NA |
| 279 | Poland | 90.00 | NA |
| 280 | Mauritius | 90.00 | NA |
| 281 | Mexico | 90.00 | NA |
| 282 | Suriname | 90.00 | NA |
| 283 | Belize | 90.00 | NA |
| 284 | Madagascar | 90.00 | NA |
| 285 | Haiti | 90.00 | NA |
| 286 | Djibouti | 90.00 | NA |
| 287 | Armenia | 90.00 | NA |
| 288 | Argentina | 90.00 | NA |
| 289 | Paraguay | 90.00 | NA |
| 290 | Burkina Faso | 89.00 | NA |
| 291 | Venezuela | 89.00 | NA |
| 292 | Saint Lucia | 89.00 | NA |
| 293 | Saint Lucia | 89.00 | NA |
| 294 | Saint Lucia | 89.00 | NA |
| 295 | Guinea | 89.00 | NA |
| 296 | Cote d'Ivoire | 89.00 | NA |
| 297 | Madagascar | 89.00 | NA |
| 298 | El Salvador | 89.00 | NA |
| 299 | Guatemala | 89.00 | NA |
| 300 | Macedonia | 89.00 | NA |
| 301 | Togo | 88.00 | NA |
| 302 | Tuvalu | 88.00 | NA |
| 303 | Serbia | 88.00 | NA |
| 304 | Benin | 88.00 | NA |
| 305 | Ethiopia | 88.00 | NA |
| 306 | Sri Lanka | 88.00 | NA |
| 307 | Algeria | 88.00 | NA |
| 308 | Romania | 88.00 | NA |
| 309 | Russia | 87.00 | NA |
| 310 | Sierra Leone | 87.00 | NA |
| 311 | Oman | 87.00 | NA |
| 312 | Lebanon | 87.00 | NA |
| 313 | Bhutan | 87.00 | NA |
| 314 | Ghana | 87.00 | NA |
| 315 | Dominican Republic | 87.00 | NA |
| 316 | Brazil | 87.00 | NA |
| 317 | El Salvador | 87.00 | NA |
| 318 | Montenegro | 86.00 | NA |
| 319 | Iran | 86.00 | NA |
| 320 | Laos | 86.00 | NA |
| 321 | Burma | 86.00 | NA |
| 322 | Angola | 86.00 | NA |
| 323 | Belize | 86.00 | NA |
| 324 | Eritrea | 86.00 | NA |
| 325 | Tunisia | 85.00 | NA |
| 326 | Mexico | 85.00 | NA |
| 327 | Guyana | 85.00 | NA |
| 328 | Moldova | 85.00 | NA |
| 329 | Madagascar | 85.00 | NA |
| 330 | Tuvalu | 84.00 | NA |
| 331 | South Africa | 84.00 | NA |
| 332 | Suriname | 84.00 | NA |
| 333 | Ecuador | 84.00 | NA |
| 334 | Micronesia, Federated States of | 84.00 | NA |
| 335 | Dominica | 84.00 | NA |
| 336 | Jamaica | 84.00 | NA |
| 337 | Namibia | 83.00 | NA |
| 338 | Marshall Islands | 83.00 | NA |
| 339 | Morocco | 83.00 | NA |
| 340 | Mozambique | 83.00 | NA |
| 341 | Iran | 83.00 | NA |
| 342 | Dominican Republic | 83.00 | NA |
| 343 | Liberia | 83.00 | NA |
| 344 | El Salvador | 83.00 | NA |
| 345 | Haiti | 83.00 | NA |
| 346 | Chile | 83.00 | NA |
| 347 | Jamaica | 83.00 | NA |
| 348 | Sudan | 82.00 | NA |
| 349 | Macedonia | 82.00 | NA |
| 350 | Jamaica | 82.00 | NA |
| 351 | Solomon Islands | 82.00 | NA |
| 352 | Ghana | 82.00 | NA |
| 353 | Cambodia | 82.00 | NA |
| 354 | Angola | 82.00 | NA |
| 355 | Latvia | 82.00 | NA |
| 356 | Sao Tome and Principe | 81.00 | NA |
| 357 | Tuvalu | 81.00 | NA |
| 358 | Peru | 81.00 | NA |
| 359 | Guatemala | 81.00 | NA |
| 360 | Burma | 81.00 | NA |
| 361 | Guyana | 81.00 | NA |
| 362 | Colombia | 81.00 | NA |
| 363 | Cuba | 81.00 | NA |
| 364 | Dominica | 81.00 | NA |
| 365 | Guinea | 81.00 | NA |
| 366 | Poland | 80.00 | NA |
| 367 | Palau | 80.00 | NA |
| 368 | Philippines | 80.00 | NA |
| 369 | Brazil | 80.00 | NA |
| 370 | Honduras | 80.00 | NA |
| 371 | Dominica | 80.00 | NA |
| 372 | Armenia | 80.00 | NA |
| 373 | Guyana | 80.00 | NA |
| 374 | Tanzania | 79.00 | NA |
| 375 | Guinea-Bissau | 79.00 | NA |
| 376 | Burma | 79.00 | NA |
| 377 | Moldova | 79.00 | NA |
| 378 | India | 79.00 | NA |
| 379 | Iran | 78.00 | NA |
| 380 | Latvia | 78.00 | NA |
| 381 | Kiribati | 78.00 | NA |
| 382 | South Africa | 77.00 | NA |
| 383 | Somalia | 77.00 | NA |
| 384 | Argentina | 77.00 | NA |
| 385 | Chad | 77.00 | NA |
| 386 | Cote d'Ivoire | 77.00 | NA |
| 387 | World | 76.00 | NA |
| 388 | Togo | 76.00 | NA |
| 389 | Timor-Leste | 76.00 | NA |
| 390 | Tanzania | 76.00 | NA |
| 391 | Benin | 76.00 | NA |
| 392 | Sierra Leone | 76.00 | NA |
| 393 | Iraq | 76.00 | NA |
| 394 | Haiti | 76.00 | NA |
| 395 | Philippines | 76.00 | NA |
| 396 | Turkey | 75.00 | NA |
| 397 | Vietnam | 75.00 | NA |
| 398 | Bolivia | 75.00 | NA |
| 399 | Liberia | 75.00 | NA |
| 400 | Lesotho | 75.00 | NA |
| 401 | Panama | 75.00 | NA |
| 402 | Sao Tome and Principe | 74.00 | NA |
| 403 | Mauritania | 74.00 | NA |
| 404 | Moldova | 74.00 | NA |
| 405 | Botswana | 74.00 | NA |
| 406 | Colombia | 74.00 | NA |
| 407 | Dominican Republic | 74.00 | NA |
| 408 | Micronesia, Federated States of | 74.00 | NA |
| 409 | Marshall Islands | 73.00 | NA |
| 410 | Nepal | 73.00 | NA |
| 411 | Guatemala | 73.00 | NA |
| 412 | Kenya | 73.00 | NA |
| 413 | Iraq | 73.00 | NA |
| 414 | Pakistan | 72.00 | NA |
| 415 | Central African Republic | 72.00 | NA |
| 416 | Nigeria | 72.00 | NA |
| 417 | Romania | 72.00 | NA |
| 418 | Pakistan | 71.00 | NA |
| 419 | Papua New Guinea | 71.00 | NA |
| 420 | Latvia | 71.00 | NA |
| 421 | Congo, Republic of the | 71.00 | NA |
| 422 | Ethiopia | 71.00 | NA |
| 423 | Honduras | 71.00 | NA |
| 424 | Cambodia | 71.00 | NA |
| 425 | Lesotho | 71.00 | NA |
| 426 | Sao Tome and Principe | 70.00 | NA |
| 427 | Russia | 70.00 | NA |
| 428 | Paraguay | 70.00 | NA |
| 429 | Afghanistan | 70.00 | NA |
| 430 | Congo, Republic of the | 70.00 | NA |
| 431 | Comoros | 70.00 | NA |
| 432 | Gabon | 70.00 | NA |
| 433 | Panama | 69.00 | NA |
| 434 | Philippines | 69.00 | NA |
| 435 | Senegal | 69.00 | NA |
| 436 | Morocco | 69.00 | NA |
| 437 | Nepal | 69.00 | NA |
| 438 | India | 69.00 | NA |
| 439 | Kenya | 69.00 | NA |
| 440 | Congo, Republic of the | 69.00 | NA |
| 441 | Solomon Islands | 69.00 | NA |
| 442 | Tanzania | 68.00 | NA |
| 443 | Peru | 68.00 | NA |
| 444 | Mali | 68.00 | NA |
| 445 | Gambia, The | 68.00 | NA |
| 446 | Nigeria | 68.00 | NA |
| 447 | Kenya | 68.00 | NA |
| 448 | Mongolia | 68.00 | NA |
| 449 | Mexico | 68.00 | NA |
| 450 | Yemen | 67.00 | NA |
| 451 | Burkina Faso | 67.00 | NA |
| 452 | Vietnam | 67.00 | NA |
| 453 | Namibia | 67.00 | NA |
| 454 | Nigeria | 67.00 | NA |
| 455 | Kiribati | 67.00 | NA |
| 456 | Congo, Democratic Republic of the | 67.00 | NA |
| 457 | Gabon | 67.00 | NA |
| 458 | Gabon | 67.00 | NA |
| 459 | Indonesia | 67.00 | NA |
| 460 | Cambodia | 67.00 | NA |
| 461 | Congo, Democratic Republic of the | 67.00 | NA |
| 462 | Congo, Democratic Republic of the | 67.00 | NA |
| 463 | Gambia, The | 67.00 | NA |
| 464 | Sudan | 66.00 | NA |
| 465 | Niger | 66.00 | NA |
| 466 | Vanuatu | 66.00 | NA |
| 467 | Bolivia | 66.00 | NA |
| 468 | Iraq | 66.00 | NA |
| 469 | Guinea | 66.00 | NA |
| 470 | Central African Republic | 66.00 | NA |
| 471 | Suriname | 66.00 | NA |
| 472 | South Africa | 65.00 | NA |
| 473 | Gambia, The | 65.00 | NA |
| 474 | Bhutan | 65.00 | NA |
| 475 | Cape Verde | 65.00 | NA |
| 476 | Cameroon | 65.00 | NA |
| 477 | Tunisia | 64.00 | NA |
| 478 | Peru | 64.00 | NA |
| 479 | Comoros | 64.00 | NA |
| 480 | Cote d'Ivoire | 64.00 | NA |
| 481 | Mongolia | 64.00 | NA |
| 482 | Indonesia | 64.00 | NA |
| 483 | Zimbabwe | 63.00 | NA |
| 484 | Nicaragua | 63.00 | NA |
| 485 | Brazil | 63.00 | NA |
| 486 | Djibouti | 63.00 | NA |
| 487 | Afghanistan | 63.00 | NA |
| 488 | Nicaragua | 63.00 | NA |
| 489 | Uganda | 62.00 | NA |
| 490 | Senegal | 62.00 | NA |
| 491 | Cape Verde | 62.00 | NA |
| 492 | Laos | 62.00 | NA |
| 493 | Honduras | 62.00 | NA |
| 494 | Mozambique | 62.00 | NA |
| 495 | World | 61.00 | NA |
| 496 | Swaziland | 61.00 | NA |
| 497 | Botswana | 61.00 | NA |
| 498 | Azerbaijan | 61.00 | NA |
| 499 | Oman | 61.00 | NA |
| 500 | Timor-Leste | 60.00 | NA |
| 501 | Namibia | 60.00 | NA |
| 502 | Paraguay | 60.00 | NA |
| 503 | Botswana | 60.00 | NA |
| 504 | Lesotho | 60.00 | NA |
| 505 | Afghanistan | 60.00 | NA |
| 506 | Korea, North | 60.00 | NA |
| 507 | Zambia | 59.00 | NA |
| 508 | Micronesia, Federated States of | 59.00 | NA |
| 509 | Korea, North | 59.00 | NA |
| 510 | Papua New Guinea | 59.00 | NA |
| 511 | China | 58.00 | NA |
| 512 | Korea, North | 58.00 | NA |
| 513 | Zambia | 57.00 | NA |
| 514 | Angola | 57.00 | NA |
| 515 | Central African Republic | 57.00 | NA |
| 516 | Malawi | 57.00 | NA |
| 517 | Zimbabwe | 56.00 | NA |
| 518 | Zimbabwe | 56.00 | NA |
| 519 | Bangladesh | 56.00 | NA |
| 520 | Cameroon | 56.00 | NA |
| 521 | Djibouti | 56.00 | NA |
| 522 | Malawi | 56.00 | NA |
| 523 | Swaziland | 55.00 | NA |
| 524 | World | 55.00 | NA |
| 525 | Pakistan | 55.00 | NA |
| 526 | Papua New Guinea | 55.00 | NA |
| 527 | Azerbaijan | 55.00 | NA |
| 528 | Sudan | 55.00 | NA |
| 529 | China | 55.00 | NA |
| 530 | Colombia | 55.00 | NA |
| 531 | Rwanda | 55.00 | NA |
| 532 | Venezuela | 54.00 | NA |
| 533 | Romania | 54.00 | NA |
| 534 | Rwanda | 54.00 | NA |
| 535 | Mali | 54.00 | NA |
| 536 | Burundi | 54.00 | NA |
| 537 | India | 54.00 | NA |
| 538 | Burundi | 54.00 | NA |
| 539 | Cape Verde | 54.00 | NA |
| 540 | Bhutan | 54.00 | NA |
| 541 | Mali | 54.00 | NA |
| 542 | Swaziland | 53.00 | NA |
| 543 | Marshall Islands | 53.00 | NA |
| 544 | Bangladesh | 53.00 | NA |
| 545 | Laos | 53.00 | NA |
| 546 | Cameroon | 53.00 | NA |
| 547 | Kiribati | 53.00 | NA |
| 548 | Yemen | 52.00 | NA |
| 549 | Uganda | 52.00 | NA |
| 550 | Palau | 52.00 | NA |
| 551 | Somalia | 52.00 | NA |
| 552 | Morocco | 52.00 | NA |
| 553 | Bangladesh | 52.00 | NA |
| 554 | Vanuatu | 52.00 | NA |
| 555 | Nicaragua | 52.00 | NA |
| 556 | Indonesia | 52.00 | NA |
| 557 | Eritrea | 52.00 | NA |
| 558 | China | 52.00 | NA |
| 559 | Vanuatu | 52.00 | NA |
| 560 | Zambia | 51.00 | NA |
| 561 | Uganda | 51.00 | NA |
| 562 | Panama | 51.00 | NA |
| 563 | Guinea-Bissau | 51.00 | NA |
| 564 | Burundi | 51.00 | NA |
| 565 | Malawi | 51.00 | NA |
| 566 | Nepal | 51.00 | NA |
| 567 | Azerbaijan | 51.00 | NA |
| 568 | Senegal | 51.00 | NA |
| 569 | Timor-Leste | 50.00 | NA |
| 570 | Timor-Leste | 50.00 | NA |
| 571 | Rwanda | 50.00 | NA |
| 572 | Rwanda | 50.00 | NA |
| 573 | Mauritania | 50.00 | NA |
| 574 | Mauritania | 50.00 | NA |
| 575 | Comoros | 50.00 | NA |
| 576 | Nauru | 50.00 | NA |
| 577 | Nauru | 50.00 | NA |
| 578 | Nauru | 50.00 | NA |
| 579 | Mongolia | 50.00 | NA |
| 580 | Mongolia | 50.00 | NA |
| 581 | Comoros | 50.00 | NA |
| 582 | Nauru | 50.00 | NA |
| 583 | Azerbaijan | 49.00 | NA |
| 584 | Burundi | 49.00 | NA |
| 585 | Malawi | 49.00 | NA |
| 586 | Nepal | 49.00 | NA |
| 587 | Panama | 49.00 | NA |
| 588 | Guinea-Bissau | 49.00 | NA |
| 589 | Senegal | 49.00 | NA |
| 590 | Uganda | 49.00 | NA |
| 591 | Zambia | 49.00 | NA |
| 592 | Uganda | 48.00 | NA |
| 593 | Yemen | 48.00 | NA |
| 594 | Palau | 48.00 | NA |
| 595 | Somalia | 48.00 | NA |
| 596 | Morocco | 48.00 | NA |
| 597 | Bangladesh | 48.00 | NA |
| 598 | Vanuatu | 48.00 | NA |
| 599 | Nicaragua | 48.00 | NA |
| 600 | Eritrea | 48.00 | NA |
| 601 | Indonesia | 48.00 | NA |
| 602 | China | 48.00 | NA |
| 603 | Vanuatu | 48.00 | NA |
| 604 | Swaziland | 47.00 | NA |
| 605 | Marshall Islands | 47.00 | NA |
| 606 | Bangladesh | 47.00 | NA |
| 607 | Laos | 47.00 | NA |
| 608 | Cameroon | 47.00 | NA |
| 609 | Kiribati | 47.00 | NA |
| 610 | Venezuela | 46.00 | NA |
| 611 | Romania | 46.00 | NA |
| 612 | Rwanda | 46.00 | NA |
| 613 | Mali | 46.00 | NA |
| 614 | Burundi | 46.00 | NA |
| 615 | Cape Verde | 46.00 | NA |
| 616 | Bhutan | 46.00 | NA |
| 617 | Burundi | 46.00 | NA |
| 618 | India | 46.00 | NA |
| 619 | Swaziland | 45.00 | NA |
| 620 | World | 45.00 | NA |
| 621 | Rwanda | 45.00 | NA |
| 622 | Sudan | 45.00 | NA |
| 623 | Azerbaijan | 45.00 | NA |
| 624 | Papua New Guinea | 45.00 | NA |
| 625 | China | 45.00 | NA |
| 626 | Colombia | 45.00 | NA |
| 627 | Pakistan | 45.00 | NA |
| 628 | Zimbabwe | 44.00 | NA |
| 629 | Zimbabwe | 44.00 | NA |
| 630 | Bangladesh | 44.00 | NA |
| 631 | Cameroon | 44.00 | NA |
| 632 | Djibouti | 44.00 | NA |
| 633 | Malawi | 44.00 | NA |
| 634 | Zambia | 43.00 | NA |
| 635 | Angola | 43.00 | NA |
| 636 | Central African Republic | 43.00 | NA |
| 637 | Malawi | 43.00 | NA |
| 638 | China | 42.00 | NA |
| 639 | Korea, North | 42.00 | NA |
| 640 | Zambia | 41.00 | NA |
| 641 | Micronesia, Federated States of | 41.00 | NA |
| 642 | Korea, North | 41.00 | NA |
| 643 | Papua New Guinea | 41.00 | NA |
| 644 | Timor-Leste | 40.00 | NA |
