CIA - The World Factbook --  REFINED PETROLEUM PRODUCTS - PRODUCTION

Refined petroleum products - production is the country's total output of refined petroleum products, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| 50 | Peru | 223,500 | 2012 est. |
| 51 | Oman | 216,900 | 2012 est. |
| 52 | Ecuador | 207,300 | 2013 est. |
| 53 | Chile | 205,800 | 2013 est. |
| 54 | Romania | 197,300 | 2012 est. |
| 55 | Austria | 194,600 | 2013 est. |
| 56 | Lithuania | 192,000 | 2012 est. |
| 57 | Denmark | 177,800 | 2013 est. |
| 58 | Libya | 171,600 | 2012 est. |
| 59 | Turkmenistan | 171,000 | 2012 est. |
| 60 | Syria | 168,800 | 2012 est. |
| 61 | Hungary | 165,000 | 2013 est. |
| 62 | Morocco | 155,200 | 2012 est. |
| 63 | Czechia | 152,600 | 2013 est. |
| 64 | Vietnam | 150,500 | 2012 est. |
| 65 | Bulgaria | 138,500 | 2012 est. |
| 66 | Slovakia | 137,100 | 2013 est. |
| 67 | Azerbaijan | 131,600 | 2012 est. |
| 68 | Sudan | 124,900 | 2010 est. |
| 69 | Ukraine | 118,700 | 2012 est. |
| 70 | New Zealand | 113,300 | 2013 est. |
| 71 | Trinidad and Tobago | 109,000 | 2012 est. |
| 72 | Switzerland | 105,400 | 2013 est. |
| 73 | Nigeria | 101,900 | 2012 est. |
| 74 | Cuba | 92,660 | 2012 est. |
| 75 | Uzbekistan | 71,260 | 2012 est. |
| 76 | Cote d'Ivoire | 62,750 | 2012 est. |
| 77 | Serbia | 61,590 | 2014 est. |
| 78 | Ireland | 57,790 | 2013 est. |
| 79 | Jordan | 57,790 | 2013 est. |
| 80 | Croatia | 56,650 | 2014 est. |
| 81 | Bolivia | 48,990 | 2012 est. |
| 82 | Cameroon | 42,780 | 2012 est. |
| 83 | Uruguay | 42,670 | 2012 est. |
| 84 | Angola | 40,010 | 2012 est. |
| 85 | Tunisia | 35,860 | 2012 est. |
| 86 | Sri Lanka | 31,150 | 2012 est. |
| 87 | Virgin Islands | 29,350 | 2012 est. |
| 88 | Yemen | 27,840 | 2012 est. |
| 89 | Bangladesh | 26,110 | 2012 est. |
| 90 | Dominican Republic | 25,390 | 2014 est. |
| 91 | Jamaica | 24,640 | 2012 est. |
| 92 | Bosnia and Herzegovina | 22,690 | 2012 est. |
| 93 | Kenya | 20,510 | 2012 est. |
| 94 | Gabon | 18,750 | 2012 est. |
| 95 | Congo, Republic of the | 17,740 | 2012 est. |
| 96 | Papua New Guinea | 17,330 | 2012 est. |
| 97 | Senegal | 16,190 | 2012 est. |
| 98 | Suriname | 15,980 | 2012 est. |
| 99 | Burma | 15,780 | 2012 est. |
| 100 | Zambia | 14,750 | 2012 est. |
| 101 | El Salvador | 11,600 | 2012 est. |
| 102 | Ghana | 11,490 | 2012 est. |
| 103 | Korea, North | 11,120 | 2012 est. |
| 104 | Nicaragua | 10,810 | 2012 est. |
| 105 | Brunei | 9,402 | 2012 est. |
| 106 | Macedonia | 5,246 | 2012 est. |
| 107 | Albania | 2,228 | 2012 est. |
| 108 | Kyrgyzstan | 1,666 | 2012 est. |
| 109 | Guatemala | 1,228 | 2015 est. |
| 110 | Curacao | 531 | 2010 est. |
| 111 | Tajikistan | 400 | 2013 est. |
| 112 | Moldova | 354 | 2012 est. |
| 113 | Maldives | 0 | 2012 est. |
| 114 | Mozambique | 0 | 2012 est. |
| 115 | New Caledonia | 0 | 2012 est. |
| 116 | Niue | 0 | 2012 est. |
| 117 | Niger | 0 | 2012 est. |
| 118 | Vanuatu | 0 | 2012 est. |
| 119 | Nepal | 0 | 2012 est. |
| 120 | Nauru | 0 | 2012 est. |
| 121 | Paraguay | 0 | 2012 est. |
| 122 | Panama | 0 | 2012 est. |
| 123 | Guinea-Bissau | 0 | 2012 est. |
| 124 | Puerto Rico | 0 | 2012 est. |
| 125 | Rwanda | 0 | 2012 est. |
| 126 | Saint Pierre and Miquelon | 0 | 2012 est. |
| 127 | Saint Kitts and Nevis | 0 | 2012 est. |
| 128 | Seychelles | 0 | 2012 est. |
| 129 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2012 est. |
| 130 | Slovenia | 0 | 2013 est. |
| 131 | Sierra Leone | 0 | 2012 est. |
| 132 | Somalia | 0 | 2012 est. |
| 133 | Saint Lucia | 0 | 2012 est. |
| 134 | Turks and Caicos Islands | 0 | 2012 est. |
| 135 | Tonga | 0 | 2012 est. |
| 136 | Togo | 0 | 2012 est. |
| 137 | Sao Tome and Principe | 0 | 2012 est. |
| 138 | Timor-Leste | 0 | 2012 est. |
| 139 | Tuvalu | 0 | 2014 est. |
| 140 | Tanzania | 0 | 2012 est. |
| 141 | Uganda | 0 | 2012 est. |
| 142 | Burkina Faso | 0 | 2012 est. |
| 143 | Saint Vincent and the Grenadines | 0 | 2012 est. |
| 144 | British Virgin Islands | 0 | 2012 est. |
| 145 | Namibia | 0 | 2012 est. |
| 146 | West Bank | 0 | 2012 est. |
| 147 | Western Sahara | 0 | 2012 est. |
| 148 | Samoa | 0 | 2012 est. |
| 149 | Swaziland | 0 | 2012 est. |
| 150 | Zimbabwe | 0 | 2012 est. |
| 151 | Antigua and Barbuda | 0 | 2012 est. |
| 152 | Afghanistan | 0 | 2012 est. |
| 153 | Armenia | 0 | 2012 est. |
| 154 | American Samoa | 0 | 2012 est. |
| 155 | Barbados | 0 | 2012 est. |
| 156 | Botswana | 0 | 2012 est. |
| 157 | Bermuda | 0 | 2012 est. |
| 158 | Bahamas, The | 0 | 2012 est. |
| 159 | Belize | 0 | 2012 est. |
| 160 | Benin | 0 | 2012 est. |
| 161 | Solomon Islands | 0 | 2012 est. |
| 162 | Bhutan | 0 | 2012 est. |
| 163 | Burundi | 0 | 2012 est. |
| 164 | Cambodia | 0 | 2012 est. |
| 165 | Chad | 0 | 2012 est. |
| 166 | Congo, Democratic Republic of the | 0 | 2012 est. |
| 167 | Cayman Islands | 0 | 2012 est. |
| 168 | Comoros | 0 | 2012 est. |
| 169 | Costa Rica | 0 | 2012 est. |
| 170 | Central African Republic | 0 | 2012 est. |
| 171 | Cabo Verde | 0 | 2012 est. |
| 172 | Cook Islands | 0 | 2012 est. |
| 173 | Cyprus | 0 | 2012 est. |
| 174 | Djibouti | 0 | 2012 est. |
| 175 | Dominica | 0 | 2012 est. |
| 176 | Equatorial Guinea | 0 | 2012 est. |
| 177 | Estonia | 0 | 2013 est. |
| 178 | Eritrea | 0 | 2012 est. |
| 179 | Ethiopia | 0 | 2012 est. |
| 180 | Fiji | 0 | 2012 est. |
| 181 | Falkland Islands (Islas Malvinas) | 0 | 2012 est. |
| 182 | Micronesia, Federated States of | 0 | 2014 |
| 183 | Faroe Islands | 0 | 2012 est. |
| 184 | French Polynesia | 0 | 2012 est. |
| 185 | Gambia, The | 0 | 2012 est. |
| 186 | Georgia | 0 | 2013 est. |
| 187 | Gibraltar | 0 | 2012 est. |
| 188 | Grenada | 0 | 2012 est. |
| 189 | Greenland | 0 | 2012 est. |
| 190 | Guam | 0 | 2012 est. |
| 191 | Guinea | 0 | 2012 est. |
| 192 | Guyana | 0 | 2012 est. |
| 193 | Haiti | 0 | 2012 est. |
| 194 | Hong Kong | 0 | 2013 est. |
| 195 | Honduras | 0 | 2012 est. |
| 196 | Iceland | 0 | 2013 est. |
| 197 | Kiribati | 0 | 2012 est. |
| 198 | Kosovo | 0 | 2012 est. |
| 199 | Laos | 0 | 2012 est. |
| 200 | Lebanon | 0 | 2012 est. |
| 201 | Latvia | 0 | 2012 est. |
| 202 | Liberia | 0 | 2012 est. |
| 203 | Lesotho | 0 | 2012 est. |
| 204 | Luxembourg | 0 | 2013 est. |
| 205 | Madagascar | 0 | 2012 est. |
| 206 | Macau | 0 | 2013 est. |
| 207 | Mongolia | 0 | 2012 est. |
| 208 | Montserrat | 0 | 2012 est. |
| 209 | Malawi | 0 | 2012 est. |
| 210 | Montenegro | 0 | 2013 est. |
| 211 | Mali | 0 | 2012 est. |
| 212 | Mauritius | 0 | 2012 est. |
| 213 | Mauritania | 0 | 2012 est. |
| 214 | Malta | 0 | 2014 est. |


