CIA - The World Factbook --  Electricity - consumption   

Electricity - consumption compares total electricity generated annually plus imports and minus exports, expressed in kilowatt-hours.

| Rank | country | (kWh) | Date of Information |
| 184 | Burundi | 221,400,000 | 2010 est. |
| 185 | Gambia, The | 213,900,000 | 2010 est. |
| 186 | Haiti | 208,500,000 | 2012 est. |
| 187 | Turks and Caicos Islands | 186,000,000 | 2010 est. |
| 188 | Micronesia, Federated States of | 178,600,000 | 2002 |
| 189 | Grenada | 178,400,000 | 2010 est. |
| 190 | Gibraltar | 154,700,000 | 2010 est. |
| 191 | Central African Republic | 148,800,000 | 2010 est. |
| 192 | American Samoa | 147,900,000 | 2010 est. |
| 193 | Sierra Leone | 134,900,000 | 2010 est. |
| 194 | Saint Vincent and the Grenadines | 126,500,000 | 2010 est. |
| 195 | Saint Kitts and Nevis | 125,600,000 | 2010 est. |
| 196 | Samoa | 111,800,000 | 2010 est. |
| 197 | Antigua and Barbuda | 107,000,000 | 2010 est. |
| 198 | Dominica | 93,470,000 | 2010 est. |
| 199 | Chad | 91,140,000 | 2010 est. |
| 200 | Equatorial Guinea | 90,210,000 | 2010 est. |
| 201 | Western Sahara | 83,700,000 | 2010 est. |
| 202 | Solomon Islands | 76,260,000 | 2010 est. |
| 203 | Timor-Leste | 67,590,000 | 2012 est. |
| 204 | Guinea-Bissau | 62,310,000 | 2010 est. |
| 205 | Vanuatu | 51,150,000 | 2010 est. |
| 206 | Saint Pierre and Miquelon | 49,290,000 | 2010 est. |
| 207 | British Virgin Islands | 46,500,000 | 2010 est. |
| 208 | Tonga | 38,130,000 | 2010 est. |
| 209 | Comoros | 37,200,000 | 2010 est. |
| 210 | Nauru | 32,550,000 | 2010 est. |
| 211 | Cook Islands | 28,950,000 | 2010 est. |
| 212 | Sao Tome and Principe | 27,900,000 | 2010 est. |
| 213 | Kiribati | 23,250,000 | 2010 est. |
| 214 | Montserrat | 22,320,000 | 2010 est. |
| 215 | Falkland Islands (Islas Malvinas) | 17,670,000 | 2010 est. |
| 216 | Saint Helena, Ascension, and Tristan da Cunha | 7,440,000 | 2010 est. |
| 217 | Niue | 2,790,000 | 2010 est. |
| 218 | Gaza Strip | 202,000 | 2009 |
| 219 | Northern Mariana Islands | 48,300 | January 2009 |


