CIA - The World Factbook --  ELECTRICITY - FROM HYDROELECTRIC PLANTS

Electricity - from hydroelectric plants measures the capacity of plants that generate electricity by water-driven turbines, expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 79 | Honduras | 25.2 | 2015 est. |
| 80 | Madagascar | 24.5 | 2015 est. |
| 81 | Argentina | 23.8 | 2015 est. |
| 82 | Mauritania | 23.5 | 2015 est. |
| 83 | Andorra | 23.3 | 2010 est. |
| 84 | Portugal | 22.3 | 2015 est. |
| 85 | Swaziland | 21.4 | 2015 est. |
| 86 | Bolivia | 21.0 | 2015 est. |
| 87 | Finland | 20.5 | 2015 est. |
| 88 | China | 20.2 | 2016 est. |
| 89 | Sao Tome and Principe | 20.0 | 2015 est. |
| 90 | Nigeria | 19.5 | 2015 est. |
| 91 | Marshall Islands | 19.2 | 2015 est. |
| 92 | Russia | 19.0 | 2015 est. |
| 93 | French Polynesia | 18.9 | 2015 est. |
| 94 | Haiti | 18.8 | 2015 est. |
| 95 | Dominica | 18.1 | 2015 est. |
| 96 | Mexico | 18.1 | 2015 est. |
| 97 | Philippines | 16.9 | 2016 est. |
| 98 | Morocco | 16.2 | 2015 est. |
| 99 | Dominican Republic | 16.1 | 2015 est. |
| 100 | Syria | 15.6 | 2015 est. |
| 101 | Slovakia | 14.9 | 2015 est. |
| 102 | Azerbaijan | 14.6 | 2015 est. |
| 103 | Saint Vincent and the Grenadines | 14.6 | 2015 est. |
| 104 | India | 14.4 | 2015 est. |
| 105 | Greece | 14.2 | 2015 est. |
| 106 | New Caledonia | 14.0 | 2015 est. |
| 107 | Malaysia | 14.0 | 2015 est. |
| 108 | France | 14.0 | 2015 est. |
| 109 | Iran | 13.9 | 2015 est. |
| 110 | Uzbekistan | 13.6 | 2015 est. |
| 111 | Kazakhstan | 13.3 | 2015 est. |
| 112 | Moldova | 13.3 | 2015 est. |
| 113 | Spain | 13.2 | 2015 est. |
| 114 | Italy | 12.5 | 2015 est. |
| 115 | Lebanon | 12.2 | 2015 est. |
| 116 | Australia | 10.9 | 2015 est. |
| 117 | European Union | 10.7 | 2012 est. |
| 118 | Burkina Faso | 10.5 | 2015 est. |
| 119 | Ukraine | 10.3 | 2015 est. |
| 120 | Indonesia | 9.4 | 2015 est. |
| 121 | Thailand | 8.9 | 2015 est. |
| 122 | Nicaragua | 8.4 | 2015 est. |
| 123 | Senegal | 7.8 | 2015 est. |
| 124 | United States | 7.4 | 2015 est. |
| 125 | Egypt | 7.3 | 2015 est. |
| 126 | Japan | 7.0 | 2015 est. |
| 127 | Iraq | 6.2 | 2017 est. |
| 128 | Mauritius | 5.8 | 2015 est. |
| 129 | Czechia | 5.1 | 2015 est. |
| 130 | Taiwan | 4.3 | 2015 est. |
| 131 | Comoros | 3.8 | 2015 est. |
| 132 | Lithuania | 3.2 | 2015 est. |
| 133 | Jamaica | 3.0 | 2015 est. |
| 134 | Kosovo | 2.9 | 2015 est. |
| 135 | Ireland | 2.5 | 2015 est. |
| 136 | Germany | 2.2 | 2015 est. |
| 137 | Bangladesh | 2.0 | 2015 est. |
| 138 | United Kingdom | 1.9 | 2015 est. |
| 139 | Korea, South | 1.7 | 2015 est. |
| 140 | Luxembourg | 1.7 | 2015 est. |
| 141 | Puerto Rico | 1.6 | 2015 est. |
| 142 | Poland | 1.6 | 2015 est. |
| 143 | Algeria | 1.6 | 2015 est. |
| 144 | South Africa | 1.4 | 2015 est. |
| 145 | Tunisia | 1.3 | 2015 est. |
| 146 | Micronesia, Federated States of | 1.0 | 2013 est. |
| 147 | Cuba | 0.9 | 2015 est. |
| 148 | Hungary | 0.7 | 2015 est. |
| 149 | Benin | 0.5 | 2015 est. |
| 150 | Belgium | 0.5 | 2015 est. |
| 151 | Belarus | 0.4 | 2015 est. |
| 152 | Jordan | 0.3 | 2015 est. |
| 153 | Guyana | 0.2 | 2015 est. |
| 154 | Estonia | 0.2 | 2015 est. |
| 155 | Netherlands | 0.1 | 2015 est. |
| 156 | Aruba | 0.0 | 2015 est. |
| 157 | Yemen | 0.0 | 2015 est. |
| 158 | United Arab Emirates | 0.0 | 2015 est. |
| 159 | American Samoa | 0.0 | 2015 est. |
| 160 | Bahrain | 0.0 | 2015 est. |
| 161 | Barbados | 0.0 | 2015 est. |
| 162 | Botswana | 0.0 | 2015 est. |
| 163 | Bermuda | 0.0 | 2015 est. |
| 164 | Bahamas, The | 0.0 | 2015 est. |
| 165 | Solomon Islands | 0.0 | 2015 est. |
| 166 | Brunei | 0.0 | 2015 est. |
| 167 | Chad | 0.0 | 2015 est. |
| 168 | Cayman Islands | 0.0 | 2015 est. |
| 169 | Cabo Verde | 0.0 | 2015 est. |
| 170 | Cook Islands | 0.0 | 2015 est. |
| 171 | Cyprus | 0.0 | 2015 est. |
| 172 | Denmark | 0.0 | 2015 est. |
| 173 | Djibouti | 0.0 | 2015 est. |
| 174 | Eritrea | 0.0 | 2015 est. |
| 175 | Falkland Islands (Islas Malvinas) | 0.0 | 2015 est. |
| 176 | Gambia, The | 0.0 | 2015 est. |
| 177 | Gibraltar | 0.0 | 2015 est. |
| 178 | Grenada | 0.0 | 2015 est. |
| 179 | Guam | 0.0 | 2015 est. |
| 180 | Hong Kong | 0.0 | 2015 est. |
| 181 | Israel | 0.0 | 2015 est. |
| 182 | Kiribati | 0.0 | 2015 est. |
| 183 | Kuwait | 0.0 | 2016 est. |
| 184 | Libya | 0.0 | 2015 est. |
| 185 | Macau | 0.0 | 2015 est. |
| 186 | Mongolia | 0.0 | 2015 est. |
| 187 | Montserrat | 0.0 | 2015 est. |
| 188 | Malta | 0.0 | 2015 est. |
| 189 | Oman | 0.0 | 2015 est. |
| 190 | Maldives | 0.0 | 2015 est. |
| 191 | Niue | 0.0 | 2015 est. |
| 192 | Niger | 0.0 | 2015 est. |
| 193 | Vanuatu | 0.0 | 2015 est. |
| 194 | Nauru | 0.0 | 2015 est. |
| 195 | South Sudan | 0.0 | 2015 est. |
| 196 | Guinea-Bissau | 0.0 | 2015 est. |
| 197 | Qatar | 0.0 | 2015 est. |
| 198 | Saudi Arabia | 0.0 | 2015 est. |
| 199 | Saint Pierre and Miquelon | 0.0 | 2015 est. |
| 200 | Saint Kitts and Nevis | 0.0 | 2015 est. |
| 201 | Seychelles | 0.0 | 2015 est. |
| 202 | Saint Helena, Ascension, and Tristan da Cunha | 0.0 | 2015 est. |
| 203 | Singapore | 0.0 | 2015 est. |
| 204 | Somalia | 0.0 | 2015 est. |
| 205 | Saint Lucia | 0.0 | 2015 est. |
| 206 | Trinidad and Tobago | 0.0 | 2015 est. |
| 207 | Turks and Caicos Islands | 0.0 | 2015 est. |
| 208 | Tonga | 0.0 | 2015 est. |
| 209 | Tuvalu | 0.0 | 2014 |
| 210 | Turkmenistan | 0.0 | 2015 est. |
| 211 | British Virgin Islands | 0.0 | 2015 est. |
| 212 | Virgin Islands | 0.0 | 2015 est. |
| 213 | West Bank | 0.0 | 2015 est. |
| 214 | Western Sahara | 0.0 | 2015 est. |
| 215 | Antigua and Barbuda | 0.0 | 2015 est. |


