CIA - The World Factbook --  RESERVES OF FOREIGN EXCHANGE AND GOLD

Reserves of foreign exchange and gold compares the dollar value for the stock of all financial assets that are available to the central monetary authority for use in meeting a country's balance of payments needs as of the end-date of the period specified.

| Rank | Country | RESERVES OF FOREIGN EXCHANGE AND GOLD | Date of Information |
| 104 | Albania | $3,109,000,000 | 31 December 2016 est. |
| 105 | Bahrain | $3,094,000,000 | 31 December 2016 est. |
| 106 | Uganda | $3,034,000,000 | 31 December 2016 est. |
| 107 | Ethiopia | $3,022,000,000 | 31 December 2016 est. |
| 108 | Slovakia | $2,892,000,000 | 31 December 2016 est. |
| 109 | Georgia | $2,756,000,000 | 31 December 2016 est. |
| 110 | Macedonia | $2,755,000,000 | 31 December 2016 est. |
| 111 | Lithuania | $2,602,000,000 | 31 December 2016 est. |
| 112 | Nicaragua | $2,448,000,000 | 31 December 2016 est. |
| 113 | Zambia | $2,353,000,000 | 31 December 2016 est. |
| 114 | Cameroon | $2,260,000,000 | 31 December 2016 est. |
| 115 | Moldova | $2,206,000,000 | 31 December 2016 est. |
| 116 | Armenia | $2,204,000,000 | 31 December 2016 est. |
| 117 | Haiti | $2,110,000,000 | 31 December 2016 est. |
| 118 | Mozambique | $2,081,000,000 | 31 December 2016 est. |
| 119 | Kyrgyzstan | $1,970,000,000 | 31 December 2016 est. |
| 120 | Namibia | $1,834,000,000 | 31 December 2016 est. |
| 121 | Papua New Guinea | $1,656,000,000 | 31 December 2016 est. |
| 122 | Madagascar | $1,184,000,000 | 31 December 2016 est. |
| 123 | Rwanda | $1,104,000,000 | 31 December 2016 est. |
| 124 | Bahamas, The | $1,002,000,000 | 31 December 2016 est. |
| 125 | Luxembourg | $974,000,000 | 31 December 2016 est. |
| 126 | Laos | $940,100,000 | 31 December 2016 est. |
| 127 | Lesotho | $925,200,000 | 31 December 2016 est. |
| 128 | Fiji | $908,600,000 | 31 December 2016 est. |
| 129 | Cyprus | $817,700,000 | 31 December 2016 est. |
| 130 | Gabon | $804,100,000 | 31 December 2016 est. |
| 131 | Slovenia | $743,200,000 | 31 December 2016 est. |
| 132 | Congo, Republic of the | $727,100,000 | 31 December 2016 est. |
| 133 | Congo, Democratic Republic of the | $708,200,000 | 31 December 2016 est. |
| 134 | Malta | $677,100,000 | 31 December 2016 est. |
| 135 | Tajikistan | $652,800,000 | 31 December 2016 est. |
| 136 | Montenegro | $599,600,000 | 31 December 2014 est. |
| 137 | Yemen | $592,600,000 | 31 December 2016 est. |
| 138 | Guyana | $581,000,000 | 31 December 2016 est. |
| 139 | Palau | $580,900,000 | 31 December 2015 est. |
| 140 | Cabo Verde | $572,700,000 | 31 December 2016 est. |
| 141 | Maldives | $565,500,000 | 31 December 2015 est. |
| 142 | Swaziland | $564,400,000 | 31 December 2016 est. |
| 143 | Malawi | $563,100,000 | 31 December 2016 est. |
| 144 | Seychelles | $523,500,000 | 31 December 2016 est. |
| 145 | Syria | $504,600,000 | 31 December 2016 est. |
| 146 | Barbados | $431,800,000 | 31 December 2016 est. |
| 147 | Zimbabwe | $407,200,000 | 31 December 2016 est. |
| 148 | San Marino | $392,000,000 | 2014 est. |
| 149 | Guinea | $383,400,000 | 31 December 2016 est. |
| 150 | Suriname | $381,100,000 | 31 December 2016 est. |
| 151 | Belize | $376,700,000 | 31 December 2016 est. |
| 152 | Estonia | $352,200,000 | 31 December 2016 est. |
| 153 | West Bank | $312,800,000 | 31 December 2016 est. |
| 154 | Gaza Strip | $312,800,000 | 31 December 2016 est. |
| 155 | Vanuatu | $267,400,000 | 31 December 2016 est. |
| 156 | Dominica | $221,900,000 | 31 December 2016 est. |
| 157 | Eritrea | $218,400,000 | 31 December 2016 est. |
| 158 | Grenada | $207,700,000 | 31 December 2016 est. |
| 159 | Saint Vincent and the Grenadines | $192,300,000 | 31 December 2016 est. |
| 160 | Tonga | $176,500,000 | 31 December 2016 est. |
| 161 | Sudan | $168,300,000 | 31 December 2016 est. |
| 162 | Micronesia, Federated States of | $157,000,000 | 31 December 2016 est. |
| 163 | Senegal | $116,900,000 | 31 December 2016 est. |
| 164 | Samoa | $99,310,000 | 31 December 2016 est. |
| 165 | Burundi | $95,170,000 | 31 December 2016 est. |
| 166 | Gambia, The | $87,640,000 | 31 December 2016 est. |
| 167 | Equatorial Guinea | $62,310,000 | 31 December 2016 est. |
| 168 | Sao Tome and Principe | $61,500,000 | 31 December 2016 est. |
| 169 | Benin | $57,500,000 | 31 December 2016 est. |
| 170 | Burkina Faso | $50,900,000 | 31 December 2016 est. |
| 171 | Montserrat | $49,360,000 | 31 December 2016 est. |
| 172 | Togo | $42,600,000 | 31 December 2016 est. |
| 173 | Somalia | $30,450,000 | 2014 est. |
| 174 | Chad | $20,920,000 | 31 December 2016 est. |
| 175 | Kiribati | $7,479,000 | 31 December 2015 est. |


