CIA - The World Factbook --  School life expectancy (primary to tertiary education)   

School life expectancy (SLE) is the total number of years of schooling (primary to tertiary) that a child can expect to receive, assuming that the probability of his or her being enrolled in school at any particular future age is equal to the current enrollment ratio at that age. Caution must be maintained when utilizing this indicator in international comparisons. For example, a year or grade completed in one country is not necessarily the same in terms of educational content or quality as a year or grade completed in another country. SLE represents the expected number of years of schooling that will be completed, including years spent repeating one or more grades.

| Rank | country | (years) | Date of Information |
| 254 | Belize | 13.00 | 2004 |
| 255 | Bermuda | 13.00 | 2005 |
| 256 | Bermuda | 13.00 | 2005 |
| 257 | Algeria | 13.00 | 2005 |
| 258 | Dominican Republic | 13.00 | 2004 |
| 259 | Dominica | 13.00 | 2005 |
| 260 | Dominica | 13.00 | 2005 |
| 261 | Cyprus | 13.00 | 2006 |
| 262 | Colombia | 13.00 | 2006 |
| 263 | United Arab Emirates | 12.00 | 2003 |
| 264 | Botswana | 12.00 | 2005 |
| 265 | Botswana | 12.00 | 2005 |
| 266 | Colombia | 12.00 | 2006 |
| 267 | Costa Rica | 12.00 | 2005 |
| 268 | Costa Rica | 12.00 | 2005 |
| 269 | Cape Verde | 12.00 | 2006 |
| 270 | Samoa | 12.00 | 2001 |
| 271 | Samoa | 12.00 | 2001 |
| 272 | Samoa | 12.00 | 2001 |
| 273 | Venezuela | 12.00 | 2003 |
| 274 | Venezuela | 12.00 | 2003 |
| 275 | Saint Vincent and the Grenadines | 12.00 | 2005 |
| 276 | Saint Vincent and the Grenadines | 12.00 | 2005 |
| 277 | Saint Vincent and the Grenadines | 12.00 | 2005 |
| 278 | Uzbekistan | 12.00 | 2007 |
| 279 | Turkey | 12.00 | 2006 |
| 280 | Turks and Caicos Islands | 12.00 | 2005 |
| 281 | Tajikistan | 12.00 | 2006 |
| 282 | Saint Kitts and Nevis | 12.00 | 2005 |
| 283 | Saint Kitts and Nevis | 12.00 | 2005 |
| 284 | Philippines | 12.00 | 2006 |
| 285 | Philippines | 12.00 | 2006 |
| 286 | Paraguay | 12.00 | 2005 |
| 287 | Paraguay | 12.00 | 2005 |
| 288 | Paraguay | 12.00 | 2005 |
| 289 | Suriname | 12.00 | 2002 |
| 290 | Niue | 12.00 | 2005 |
| 291 | Niue | 12.00 | 2005 |
| 292 | Niue | 12.00 | 2005 |
| 293 | Malaysia | 12.00 | 2005 |
| 294 | Maldives | 12.00 | 2006 |
| 295 | Maldives | 12.00 | 2006 |
| 296 | Maldives | 12.00 | 2006 |
| 297 | Oman | 12.00 | 2006 |
| 298 | Oman | 12.00 | 2006 |
| 299 | Macedonia | 12.00 | 2005 |
| 300 | Macedonia | 12.00 | 2005 |
| 301 | Macedonia | 12.00 | 2005 |
| 302 | Mongolia | 12.00 | 2006 |
| 303 | Moldova | 12.00 | 2006 |
| 304 | Moldova | 12.00 | 2006 |
| 305 | Kuwait | 12.00 | 2006 |
| 306 | Kiribati | 12.00 | 2005 |
| 307 | Kiribati | 12.00 | 2005 |
| 308 | Kyrgyzstan | 12.00 | 2006 |
| 309 | Kyrgyzstan | 12.00 | 2006 |
| 310 | Jamaica | 12.00 | 2003 |
| 311 | Jamaica | 12.00 | 2003 |
| 312 | Indonesia | 12.00 | 2005 |
| 313 | Honduras | 12.00 | 2004 |
| 314 | Grenada | 12.00 | 2005 |
| 315 | Grenada | 12.00 | 2005 |
| 316 | Grenada | 12.00 | 2005 |
| 317 | Georgia | 12.00 | 2006 |
| 318 | Georgia | 12.00 | 2006 |
| 319 | El Salvador | 12.00 | 2006 |
| 320 | El Salvador | 12.00 | 2006 |
| 321 | El Salvador | 12.00 | 2006 |
| 322 | Dominican Republic | 12.00 | 2004 |
| 323 | Dominican Republic | 12.00 | 2004 |
| 324 | Cape Verde | 12.00 | 2006 |
| 325 | Costa Rica | 12.00 | 2005 |
| 326 | Colombia | 12.00 | 2006 |
| 327 | Cayman Islands | 12.00 | 2001 |
| 328 | Botswana | 12.00 | 2005 |
| 329 | Armenia | 12.00 | 2006 |
| 330 | United Arab Emirates | 11.00 | 2003 |
| 331 | Albania | 11.00 | 2004 |
| 332 | Uzbekistan | 11.00 | 2007 |
| 333 | Uzbekistan | 11.00 | 2007 |
| 334 | Uganda | 11.00 | 2004 |
| 335 | Tuvalu | 11.00 | 2001 |
| 336 | Tuvalu | 11.00 | 2001 |
| 337 | Oman | 11.00 | 2006 |
| 338 | Morocco | 11.00 | 2005 |
| 339 | Liberia | 11.00 | 2000 |
| 340 | Cape Verde | 11.00 | 2006 |
| 341 | China | 11.00 | 2006 |
| 342 | China | 11.00 | 2006 |
| 343 | China | 11.00 | 2006 |
| 344 | Bhutan | 11.00 | 2006 |
| 345 | Anguilla | 11.00 | 2006 |
| 346 | Anguilla | 11.00 | 2006 |
| 347 | Trinidad and Tobago | 11.00 | 2005 |
| 348 | Trinidad and Tobago | 11.00 | 2005 |
| 349 | Trinidad and Tobago | 11.00 | 2005 |
| 350 | Philippines | 11.00 | 2006 |
| 351 | Nicaragua | 11.00 | 2003 |
| 352 | Nicaragua | 11.00 | 2003 |
| 353 | Nicaragua | 11.00 | 2003 |
| 354 | Suriname | 11.00 | 2002 |
| 355 | Vanuatu | 11.00 | 2004 |
| 356 | Yemen | 11.00 | 2005 |
| 357 | Namibia | 11.00 | 2006 |
| 358 | Namibia | 11.00 | 2006 |
| 359 | Namibia | 11.00 | 2006 |
| 360 | Vietnam | 11.00 | 2000 |
| 361 | Venezuela | 11.00 | 2003 |
| 362 | Tuvalu | 11.00 | 2001 |
| 363 | Turkey | 11.00 | 2006 |
| 364 | Turkey | 11.00 | 2006 |
| 365 | Togo | 11.00 | 2000 |
| 366 | Tokelau | 11.00 | 2004 |
| 367 | Tokelau | 11.00 | 2004 |
| 368 | Turks and Caicos Islands | 11.00 | 2005 |
| 369 | Turks and Caicos Islands | 11.00 | 2005 |
| 370 | Tajikistan | 11.00 | 2006 |
| 371 | Anguilla | 11.00 | 2006 |
| 372 | Andorra | 11.00 | 2006 |
| 373 | Andorra | 11.00 | 2006 |
| 374 | Andorra | 11.00 | 2006 |
| 375 | Armenia | 11.00 | 2006 |
| 376 | Armenia | 11.00 | 2006 |
| 377 | Albania | 11.00 | 2004 |
| 378 | Albania | 11.00 | 2004 |
| 379 | Jamaica | 11.00 | 2003 |
| 380 | Iraq | 11.00 | 2005 |
| 381 | India | 11.00 | 2005 |
| 382 | Indonesia | 11.00 | 2005 |
| 383 | Indonesia | 11.00 | 2005 |
| 384 | Honduras | 11.00 | 2004 |
| 385 | Honduras | 11.00 | 2004 |
| 386 | Guatemala | 11.00 | 2006 |
| 387 | Azerbaijan | 11.00 | 2006 |
| 388 | United Arab Emirates | 11.00 | 2003 |
| 389 | Afghanistan | 11.00 | 2004 |
| 390 | Azerbaijan | 11.00 | 2006 |
| 391 | Azerbaijan | 11.00 | 2006 |
| 392 | Bhutan | 10.00 | 2006 |
| 393 | Cambodia | 10.00 | 2006 |
| 394 | Congo, Republic of the | 10.00 | 2003 |
| 395 | Swaziland | 10.00 | 2005 |
| 396 | Swaziland | 10.00 | 2005 |
| 397 | Swaziland | 10.00 | 2005 |
| 398 | Vietnam | 10.00 | 2000 |
| 399 | Vietnam | 10.00 | 2000 |
| 400 | Uganda | 10.00 | 2004 |
| 401 | Uganda | 10.00 | 2004 |
| 402 | Sao Tome and Principe | 10.00 | 2006 |
| 403 | Sao Tome and Principe | 10.00 | 2006 |
| 404 | Sao Tome and Principe | 10.00 | 2006 |
| 405 | Tokelau | 10.00 | 2004 |
| 406 | Tajikistan | 10.00 | 2006 |
| 407 | Nepal | 10.00 | 2003 |
| 408 | Vanuatu | 10.00 | 2004 |
| 409 | Vanuatu | 10.00 | 2004 |
| 410 | Kenya | 10.00 | 2004 |
| 411 | Kenya | 10.00 | 2004 |
| 412 | Iraq | 10.00 | 2005 |
| 413 | India | 10.00 | 2005 |
| 414 | Guinea | 10.00 | 2006 |
| 415 | Guatemala | 10.00 | 2006 |
| 416 | Guatemala | 10.00 | 2006 |
| 417 | Ghana | 10.00 | 2007 |
| 418 | Equatorial Guinea | 10.00 | 2000 |
| 419 | Morocco | 10.00 | 2005 |
| 420 | Malawi | 10.00 | 2004 |
| 421 | Madagascar | 10.00 | 2006 |
| 422 | Lesotho | 10.00 | 2006 |
| 423 | Lesotho | 10.00 | 2006 |
| 424 | Lesotho | 10.00 | 2006 |
| 425 | Liberia | 10.00 | 2000 |
| 426 | Laos | 10.00 | 2006 |
| 427 | Equatorial Guinea | 10.00 | 2000 |
| 428 | Cook Islands | 10.00 | 2005 |
| 429 | Cook Islands | 10.00 | 2005 |
| 430 | Cook Islands | 10.00 | 2005 |
| 431 | Cameroon | 10.00 | 2006 |
| 432 | Cambodia | 10.00 | 2006 |
| 433 | Bhutan | 10.00 | 2006 |
| 434 | Benin | 9.00 | 2001 |
| 435 | Zimbabwe | 9.00 | 2003 |
| 436 | Zimbabwe | 9.00 | 2003 |
| 437 | Zimbabwe | 9.00 | 2003 |
| 438 | Yemen | 9.00 | 2005 |
| 439 | Nauru | 9.00 | 2006 |
| 440 | Nepal | 9.00 | 2003 |
| 441 | Nigeria | 9.00 | 2004 |
| 442 | Malawi | 9.00 | 2004 |
| 443 | Malawi | 9.00 | 2004 |
| 444 | Madagascar | 9.00 | 2006 |
| 445 | Madagascar | 9.00 | 2006 |
| 446 | Laos | 9.00 | 2006 |
| 447 | Kenya | 9.00 | 2004 |
| 448 | India | 9.00 | 2005 |
| 449 | Ghana | 9.00 | 2007 |
| 450 | Ghana | 9.00 | 2007 |
| 451 | Togo | 9.00 | 2000 |
| 452 | Rwanda | 9.00 | 2005 |
| 453 | Rwanda | 9.00 | 2005 |
| 454 | Mozambique | 9.00 | 2005 |
| 455 | Morocco | 9.00 | 2005 |
| 456 | Equatorial Guinea | 9.00 | 2000 |
| 457 | Cameroon | 9.00 | 2006 |
| 458 | Comoros | 9.00 | 2004 |
| 459 | Congo, Republic of the | 9.00 | 2003 |
| 460 | Cambodia | 9.00 | 2006 |
| 461 | Solomon Islands | 9.00 | 2005 |
| 462 | Afghanistan | 8.00 | 2004 |
| 463 | Burma | 8.00 | 2001 |
| 464 | Nauru | 8.00 | 2006 |
| 465 | Nauru | 8.00 | 2006 |
| 466 | Nepal | 8.00 | 2003 |
| 467 | Nigeria | 8.00 | 2004 |
| 468 | Ethiopia | 8.00 | 2007 |
| 469 | Ethiopia | 8.00 | 2007 |
| 470 | Comoros | 8.00 | 2004 |
| 471 | Cameroon | 8.00 | 2006 |
| 472 | Congo, Republic of the | 8.00 | 2003 |
| 473 | Sierra Leone | 8.00 | 2001 |
| 474 | Rwanda | 8.00 | 2005 |
| 475 | Burundi | 8.00 | 2006 |
| 476 | Solomon Islands | 8.00 | 2005 |
| 477 | Solomon Islands | 8.00 | 2005 |
| 478 | Burma | 8.00 | 2001 |
| 479 | Bangladesh | 8.00 | 2004 |
| 480 | Bangladesh | 8.00 | 2004 |
| 481 | Burma | 8.00 | 2001 |
| 482 | Bangladesh | 8.00 | 2004 |
| 483 | Mozambique | 8.00 | 2005 |
| 484 | Mauritania | 8.00 | 2006 |
| 485 | Mauritania | 8.00 | 2006 |
| 486 | Mauritania | 8.00 | 2006 |
| 487 | Mali | 8.00 | 2005 |
| 488 | Liberia | 8.00 | 2000 |
| 489 | Laos | 8.00 | 2006 |
| 490 | Iraq | 8.00 | 2005 |
| 491 | Guinea | 8.00 | 2006 |
| 492 | Benin | 7.00 | 2001 |
| 493 | Burundi | 7.00 | 2006 |
| 494 | Burundi | 7.00 | 2006 |
| 495 | Chad | 7.00 | 2005 |
| 496 | Gambia, The | 7.00 | 2004 |
| 497 | Yemen | 7.00 | 2005 |
| 498 | Togo | 7.00 | 2000 |
| 499 | Sierra Leone | 7.00 | 2001 |
| 500 | Guinea-Bissau | 7.00 | 2001 |
| 501 | Pakistan | 7.00 | 2006 |
| 502 | Pakistan | 7.00 | 2006 |
| 503 | Nigeria | 7.00 | 2004 |
| 504 | Mozambique | 7.00 | 2005 |
| 505 | Mali | 7.00 | 2005 |
| 506 | Zambia | 7.00 | 2000 |
| 507 | Zambia | 7.00 | 2000 |
| 508 | Zambia | 7.00 | 2000 |
| 509 | Gambia, The | 7.00 | 2004 |
| 510 | Guinea | 7.00 | 2006 |
| 511 | Gambia, The | 7.00 | 2004 |
| 512 | Ethiopia | 7.00 | 2007 |
| 513 | Comoros | 7.00 | 2004 |
| 514 | Benin | 6.00 | 2001 |
| 515 | Chad | 6.00 | 2005 |
| 516 | Eritrea | 6.00 | 2004 |
| 517 | Sierra Leone | 6.00 | 2001 |
| 518 | Pakistan | 6.00 | 2006 |
| 519 | Djibouti | 5.00 | 2006 |
| 520 | Eritrea | 5.00 | 2004 |
| 521 | Burkina Faso | 5.00 | 2006 |
| 522 | Burkina Faso | 5.00 | 2006 |
| 523 | Guinea-Bissau | 5.00 | 2001 |
| 524 | Niger | 5.00 | 2006 |
| 525 | Mali | 5.00 | 2005 |
| 526 | Afghanistan | 4.00 | 2004 |
| 527 | Burkina Faso | 4.00 | 2006 |
| 528 | Guinea-Bissau | 4.00 | 2001 |
| 529 | Niger | 4.00 | 2006 |
| 530 | Djibouti | 4.00 | 2006 |
| 531 | Eritrea | 4.00 | 2004 |
| 532 | Djibouti | 4.00 | 2006 |
| 533 | Chad | 4.00 | 2005 |
| 534 | Niger | 3.00 | 2006 |
