CIA - The World Factbook --  School life expectancy (primary to tertiary education)   

School life expectancy (SLE) is the total number of years of schooling (primary to tertiary) that a child can expect to receive, assuming that the probability of his or her being enrolled in school at any particular future age is equal to the current enrollment ratio at that age. Caution must be maintained when utilizing this indicator in international comparisons. For example, a year or grade completed in one country is not necessarily the same in terms of educational content or quality as a year or grade completed in another country. SLE represents the expected number of years of schooling that will be completed, including years spent repeating one or more grades.

| Rank | country | (years) | Date of Information |
| 74 | Italy | 16.00 | 2007 |
| 75 | Italy | 16.00 | 2007 |
| 76 | Israel | 16.00 | 2008 |
| 77 | Hungary | 16.00 | 2008 |
| 78 | Greece | 16.00 | 2007 |
| 79 | Spain | 16.00 | 2008 |
| 80 | Spain | 16.00 | 2008 |
| 81 | Slovenia | 16.00 | 2008 |
| 82 | Slovakia | 16.00 | 2008 |
| 83 | Seychelles | 16.00 | 2008 |
| 84 | Portugal | 16.00 | 2007 |
| 85 | Belgium | 16.00 | 2008 |
| 86 | British Virgin Islands | 16.00 | 2005 |
| 87 | Belgium | 16.00 | 2008 |
| 88 | Belgium | 16.00 | 2008 |
| 89 | Argentina | 15.00 | 2007 |
| 90 | Austria | 15.00 | 2008 |
| 91 | Austria | 15.00 | 2008 |
| 92 | Bahrain | 15.00 | 2006 |
| 93 | Latvia | 15.00 | 2008 |
| 94 | Israel | 15.00 | 2008 |
| 95 | Iran | 15.00 | 2008 |
| 96 | Hungary | 15.00 | 2008 |
| 97 | Hungary | 15.00 | 2008 |
| 98 | Estonia | 15.00 | 2008 |
| 99 | Czech Republic | 15.00 | 2008 |
| 100 | Czech Republic | 15.00 | 2008 |
| 101 | Chile | 15.00 | 2007 |
| 102 | Chile | 15.00 | 2007 |
| 103 | Uruguay | 15.00 | 2007 |
| 104 | United States | 15.00 | 2008 |
| 105 | Ukraine | 15.00 | 2008 |
| 106 | Ukraine | 15.00 | 2008 |
| 107 | Tunisia | 15.00 | 2008 |
| 108 | Tunisia | 15.00 | 2008 |
| 109 | Switzerland | 15.00 | 2008 |
| 110 | Sweden | 15.00 | 2008 |
| 111 | Portugal | 15.00 | 2007 |
| 112 | Venezuela | 15.00 | 2008 |
| 113 | Poland | 15.00 | 2007 |
| 114 | Poland | 15.00 | 2007 |
| 115 | Palau | 15.00 | 2001 |
| 116 | Palau | 15.00 | 2001 |
| 117 | Montserrat | 15.00 | 2007 |
| 118 | Malta | 15.00 | 2007 |
| 119 | Macau | 15.00 | 2008 |
| 120 | Lithuania | 15.00 | 2008 |
| 121 | Slovakia | 15.00 | 2008 |
| 122 | Seychelles | 15.00 | 2008 |
| 123 | Russia | 15.00 | 2008 |
| 124 | Romania | 15.00 | 2008 |
| 125 | Romania | 15.00 | 2008 |
| 126 | Qatar | 15.00 | 2008 |
| 127 | Liechtenstein | 15.00 | 2008 |
| 128 | Kazakhstan | 15.00 | 2009 |
| 129 | Kazakhstan | 15.00 | 2009 |
| 130 | Kazakhstan | 15.00 | 2009 |
| 131 | Japan | 15.00 | 2008 |
| 132 | Japan | 15.00 | 2008 |
| 133 | Japan | 15.00 | 2008 |
| 134 | Israel | 15.00 | 2008 |
| 135 | Belarus | 15.00 | 2007 |
| 136 | Belarus | 15.00 | 2007 |
| 137 | Austria | 15.00 | 2008 |
| 138 | Aruba | 14.00 | 2008 |
| 139 | Bahrain | 14.00 | 2006 |
| 140 | Bahrain | 14.00 | 2006 |
| 141 | Bolivia | 14.00 | 2007 |
| 142 | Bolivia | 14.00 | 2007 |
| 143 | West Bank | 14.00 | 2006 |
| 144 | West Bank | 14.00 | 2006 |
| 145 | Venezuela | 14.00 | 2008 |
| 146 | Ukraine | 14.00 | 2008 |
| 147 | Tunisia | 14.00 | 2008 |
| 148 | Tonga | 14.00 | 2004 |
| 149 | Tonga | 14.00 | 2004 |
| 150 | Tonga | 14.00 | 2004 |
| 151 | Slovakia | 14.00 | 2008 |
| 152 | Seychelles | 14.00 | 2008 |
| 153 | Serbia | 14.00 | 2008 |
| 154 | Serbia | 14.00 | 2008 |
| 155 | Saudi Arabia | 14.00 | 2008 |
| 156 | Saudi Arabia | 14.00 | 2008 |
| 157 | Saint Vincent and the Grenadines | 14.00 | 2005 |
| 158 | Saint Lucia | 14.00 | 2008 |
| 159 | Russia | 14.00 | 2008 |
| 160 | Russia | 14.00 | 2008 |
| 161 | Romania | 14.00 | 2008 |
| 162 | Peru | 14.00 | 2006 |
| 163 | Peru | 14.00 | 2006 |
| 164 | Panama | 14.00 | 2007 |
| 165 | Panama | 14.00 | 2007 |
| 166 | Palau | 14.00 | 2001 |
| 167 | Montserrat | 14.00 | 2007 |
| 168 | Mongolia | 14.00 | 2008 |
| 169 | Mongolia | 14.00 | 2008 |
| 170 | Mexico | 14.00 | 2008 |
| 171 | Mexico | 14.00 | 2008 |
| 172 | Mexico | 14.00 | 2008 |
| 173 | Mauritius | 14.00 | 2008 |
| 174 | Mauritius | 14.00 | 2008 |
| 175 | Malta | 14.00 | 2007 |
| 176 | Malta | 14.00 | 2007 |
| 177 | Macau | 14.00 | 2008 |
| 178 | Macau | 14.00 | 2008 |
| 179 | Jamaica | 14.00 | 2008 |
| 180 | Jamaica | 14.00 | 2008 |
| 181 | Colombia | 14.00 | 2008 |
| 182 | Chile | 14.00 | 2007 |
| 183 | Bulgaria | 14.00 | 2008 |
| 184 | Bulgaria | 14.00 | 2008 |
| 185 | Brunei | 14.00 | 2008 |
| 186 | Brunei | 14.00 | 2008 |
| 187 | Brunei | 14.00 | 2008 |
| 188 | Brazil | 14.00 | 2008 |
| 189 | Brazil | 14.00 | 2008 |
| 190 | Brazil | 14.00 | 2008 |
| 191 | Liechtenstein | 14.00 | 2008 |
| 192 | Lebanon | 14.00 | 2009 |
| 193 | Lebanon | 14.00 | 2009 |
| 194 | Latvia | 14.00 | 2008 |
| 195 | Iran | 14.00 | 2008 |
| 196 | Hong Kong | 14.00 | 2006 |
| 197 | Hong Kong | 14.00 | 2006 |
| 198 | Grenada | 14.00 | 2005 |
| 199 | Gaza Strip | 14.00 | 2006 |
| 200 | Gaza Strip | 14.00 | 2006 |
| 201 | Ecuador | 14.00 | 2008 |
| 202 | Ecuador | 14.00 | 2008 |
| 203 | Ecuador | 14.00 | 2008 |
| 204 | Cyprus | 14.00 | 2008 |
| 205 | Cyprus | 14.00 | 2008 |
| 206 | Cyprus | 14.00 | 2008 |
| 207 | Croatia | 14.00 | 2007 |
| 208 | Croatia | 14.00 | 2007 |
| 209 | Croatia | 14.00 | 2007 |
| 210 | Bolivia | 14.00 | 2007 |
| 211 | Bermuda | 14.00 | 2005 |
| 212 | Belarus | 14.00 | 2007 |
| 213 | Barbados | 14.00 | 2001 |
| 214 | Algeria | 13.00 | 2005 |
| 215 | Aruba | 13.00 | 2008 |
| 216 | Algeria | 13.00 | 2005 |
| 217 | Algeria | 13.00 | 2005 |
| 218 | West Bank | 13.00 | 2006 |
| 219 | Venezuela | 13.00 | 2008 |
| 220 | Thailand | 13.00 | 2009 |
| 221 | Suriname | 13.00 | 2002 |
| 222 | South Africa | 13.00 | 2004 |
| 223 | South Africa | 13.00 | 2004 |
| 224 | South Africa | 13.00 | 2004 |
| 225 | Serbia | 13.00 | 2008 |
| 226 | Saudi Arabia | 13.00 | 2008 |
| 227 | Samoa | 13.00 | 2001 |
| 228 | Saint Lucia | 13.00 | 2008 |
| 229 | Saint Lucia | 13.00 | 2008 |
| 230 | Saint Kitts and Nevis | 13.00 | 2005 |
| 231 | Qatar | 13.00 | 2008 |
| 232 | Peru | 13.00 | 2006 |
| 233 | Panama | 13.00 | 2007 |
| 234 | Mongolia | 13.00 | 2008 |
| 235 | Moldova | 13.00 | 2008 |
| 236 | Mauritius | 13.00 | 2008 |
| 237 | Marshall Islands | 13.00 | 2003 |
| 238 | Marshall Islands | 13.00 | 2003 |
| 239 | Maldives | 13.00 | 2006 |
| 240 | Malaysia | 13.00 | 2007 |
| 241 | Malaysia | 13.00 | 2007 |
| 242 | Luxembourg | 13.00 | 2006 |
| 243 | Luxembourg | 13.00 | 2006 |
| 244 | Luxembourg | 13.00 | 2006 |
| 245 | Kyrgyzstan | 13.00 | 2008 |
| 246 | Marshall Islands | 13.00 | 2003 |
| 247 | Kyrgyzstan | 13.00 | 2008 |
| 248 | Kuwait | 13.00 | 2006 |
| 249 | Kiribati | 13.00 | 2005 |
| 250 | Jordan | 13.00 | 2008 |
| 251 | Jordan | 13.00 | 2008 |
| 252 | Jordan | 13.00 | 2008 |
| 253 | Jamaica | 13.00 | 2008 |
| 254 | Georgia | 13.00 | 2008 |
| 255 | Liberia | 13.00 | 2000 |
| 256 | Lebanon | 13.00 | 2009 |
| 257 | Georgia | 13.00 | 2008 |
| 258 | Gaza Strip | 13.00 | 2006 |
| 259 | Gabon | 13.00 | 1999 |
| 260 | Gabon | 13.00 | 1999 |
| 261 | Fiji | 13.00 | 2005 |
| 262 | Fiji | 13.00 | 2005 |
| 263 | Fiji | 13.00 | 2005 |
| 264 | Colombia | 13.00 | 2008 |
| 265 | Iran | 13.00 | 2008 |
| 266 | Indonesia | 13.00 | 2008 |
| 267 | Indonesia | 13.00 | 2008 |
| 268 | Indonesia | 13.00 | 2008 |
| 269 | Hong Kong | 13.00 | 2006 |
| 270 | Grenada | 13.00 | 2005 |
| 271 | Grenada | 13.00 | 2005 |
| 272 | Georgia | 13.00 | 2008 |
| 273 | Colombia | 13.00 | 2008 |
| 274 | Cayman Islands | 13.00 | 2008 |
| 275 | Cayman Islands | 13.00 | 2008 |
| 276 | Cayman Islands | 13.00 | 2008 |
| 277 | Bulgaria | 13.00 | 2008 |
| 278 | Bosnia and Herzegovina | 13.00 | 2007 |
| 279 | Bermuda | 13.00 | 2005 |
| 280 | Bermuda | 13.00 | 2005 |
| 281 | Dominican Republic | 13.00 | 2004 |
| 282 | Dominica | 13.00 | 2008 |
| 283 | Dominica | 13.00 | 2008 |
| 284 | Belize | 13.00 | 2004 |
| 285 | Barbados | 13.00 | 2001 |
| 286 | Barbados | 13.00 | 2001 |
| 287 | Azerbaijan | 13.00 | 2008 |
| 288 | Azerbaijan | 13.00 | 2008 |
| 289 | Azerbaijan | 13.00 | 2008 |
| 290 | Aruba | 13.00 | 2008 |
| 291 | Andorra | 12.00 | 2008 |
| 292 | Uzbekistan | 12.00 | 2008 |
| 293 | United Arab Emirates | 12.00 | 2003 |
| 294 | United Arab Emirates | 12.00 | 2003 |
| 295 | Turks and Caicos Islands | 12.00 | 2005 |
| 296 | Turkey | 12.00 | 2008 |
| 297 | Turkey | 12.00 | 2008 |
| 298 | Trinidad and Tobago | 12.00 | 2005 |
| 299 | Thailand | 12.00 | 2009 |
| 300 | Thailand | 12.00 | 2009 |
| 301 | Tajikistan | 12.00 | 2008 |
| 302 | Suriname | 12.00 | 2002 |
| 303 | Samoa | 12.00 | 2001 |
| 304 | Samoa | 12.00 | 2001 |
| 305 | Saint Vincent and the Grenadines | 12.00 | 2005 |
| 306 | Saint Vincent and the Grenadines | 12.00 | 2005 |
| 307 | Saint Kitts and Nevis | 12.00 | 2005 |
| 308 | Saint Kitts and Nevis | 12.00 | 2005 |
| 309 | Qatar | 12.00 | 2008 |
| 310 | Philippines | 12.00 | 2008 |
| 311 | Philippines | 12.00 | 2008 |
| 312 | Philippines | 12.00 | 2008 |
| 313 | Paraguay | 12.00 | 2007 |
| 314 | Paraguay | 12.00 | 2007 |
| 315 | Paraguay | 12.00 | 2007 |
| 316 | Niue | 12.00 | 2005 |
| 317 | Niue | 12.00 | 2005 |
| 318 | Niue | 12.00 | 2005 |
| 319 | Namibia | 12.00 | 2008 |
| 320 | Namibia | 12.00 | 2008 |
| 321 | Namibia | 12.00 | 2008 |
| 322 | Moldova | 12.00 | 2008 |
| 323 | Moldova | 12.00 | 2008 |
| 324 | Maldives | 12.00 | 2006 |
| 325 | Maldives | 12.00 | 2006 |
| 326 | Malaysia | 12.00 | 2007 |
| 327 | Macedonia | 12.00 | 2007 |
| 328 | Macedonia | 12.00 | 2007 |
| 329 | Macedonia | 12.00 | 2007 |
| 330 | Kyrgyzstan | 12.00 | 2008 |
| 331 | Kuwait | 12.00 | 2006 |
| 332 | Kuwait | 12.00 | 2006 |
| 333 | Kiribati | 12.00 | 2005 |
| 334 | Kiribati | 12.00 | 2005 |
| 335 | Honduras | 12.00 | 2008 |
| 336 | Guyana | 12.00 | 2008 |
| 337 | Guyana | 12.00 | 2008 |
| 338 | Guyana | 12.00 | 2008 |
| 339 | Gabon | 12.00 | 1999 |
| 340 | El Salvador | 12.00 | 2008 |
| 341 | El Salvador | 12.00 | 2008 |
| 342 | El Salvador | 12.00 | 2008 |
| 343 | Dominican Republic | 12.00 | 2004 |
| 344 | Dominica | 12.00 | 2008 |
| 345 | Costa Rica | 12.00 | 2005 |
| 346 | Costa Rica | 12.00 | 2005 |
| 347 | Costa Rica | 12.00 | 2005 |
| 348 | Comoros | 12.00 | 2004 |
| 349 | China | 12.00 | 2008 |
| 350 | Cape Verde | 12.00 | 2006 |
| 351 | Cape Verde | 12.00 | 2006 |
| 352 | Botswana | 12.00 | 2006 |
| 353 | Botswana | 12.00 | 2006 |
| 354 | Botswana | 12.00 | 2006 |
| 355 | Bhutan | 12.00 | 2008 |
| 356 | Andorra | 12.00 | 2008 |
| 357 | Armenia | 12.00 | 2007 |
| 358 | Armenia | 12.00 | 2007 |
| 359 | Belize | 12.00 | 2004 |
| 360 | Belize | 12.00 | 2004 |
| 361 | Afghanistan | 11.00 | 2004 |
| 362 | Albania | 11.00 | 2004 |
| 363 | Anguilla | 11.00 | 2008 |
| 364 | Liberia | 11.00 | 2000 |
| 365 | Iraq | 11.00 | 2005 |
| 366 | India | 11.00 | 2007 |
| 367 | Honduras | 11.00 | 2008 |
| 368 | Honduras | 11.00 | 2008 |
| 369 | Guatemala | 11.00 | 2007 |
| 370 | Guatemala | 11.00 | 2007 |
| 371 | Egypt | 11.00 | 2004 |
| 372 | Dominican Republic | 11.00 | 2004 |
| 373 | Comoros | 11.00 | 2004 |
| 374 | China | 11.00 | 2008 |
| 375 | China | 11.00 | 2008 |
| 376 | Cape Verde | 11.00 | 2006 |
| 377 | Cameroon | 11.00 | 2008 |
| 378 | Bhutan | 11.00 | 2008 |
| 379 | Turks and Caicos Islands | 11.00 | 2005 |
| 380 | Turkey | 11.00 | 2008 |
| 381 | Trinidad and Tobago | 11.00 | 2005 |
| 382 | Trinidad and Tobago | 11.00 | 2005 |
| 383 | Tokelau | 11.00 | 2004 |
| 384 | Tokelau | 11.00 | 2004 |
| 385 | Togo | 11.00 | 2007 |
| 386 | Timor-Leste | 11.00 | 2002 |
| 387 | Sao Tome and Principe | 11.00 | 2009 |
| 388 | Vanuatu | 11.00 | 2004 |
| 389 | Uzbekistan | 11.00 | 2008 |
| 390 | Uzbekistan | 11.00 | 2008 |
| 391 | United Arab Emirates | 11.00 | 2003 |
| 392 | Uganda | 11.00 | 2008 |
| 393 | Tuvalu | 11.00 | 2001 |
| 394 | Tuvalu | 11.00 | 2001 |
| 395 | Tuvalu | 11.00 | 2001 |
| 396 | Turks and Caicos Islands | 11.00 | 2005 |
| 397 | Yemen | 11.00 | 2005 |
| 398 | Vietnam | 11.00 | 2001 |
| 399 | Rwanda | 11.00 | 2008 |
| 400 | Oman | 11.00 | 2008 |
| 401 | Oman | 11.00 | 2008 |
| 402 | Oman | 11.00 | 2008 |
| 403 | Nicaragua | 11.00 | 2003 |
| 404 | Nicaragua | 11.00 | 2003 |
| 405 | Nicaragua | 11.00 | 2003 |
| 406 | Morocco | 11.00 | 2006 |
| 407 | Tajikistan | 11.00 | 2008 |
| 408 | Swaziland | 11.00 | 2006 |
| 409 | Suriname | 11.00 | 2002 |
| 410 | Sao Tome and Principe | 11.00 | 2009 |
| 411 | Sao Tome and Principe | 11.00 | 2009 |
| 412 | Bhutan | 11.00 | 2008 |
| 413 | Armenia | 11.00 | 2007 |
| 414 | Anguilla | 11.00 | 2008 |
| 415 | Anguilla | 11.00 | 2008 |
| 416 | Andorra | 11.00 | 2008 |
| 417 | Albania | 11.00 | 2004 |
| 418 | Albania | 11.00 | 2004 |
| 419 | Benin | 10.00 | 2005 |
| 420 | Guinea | 10.00 | 2008 |
| 421 | Guatemala | 10.00 | 2007 |
| 422 | Ghana | 10.00 | 2007 |
| 423 | Ghana | 10.00 | 2007 |
| 424 | Cote d'Ivoire | 10.00 | 2000 |
| 425 | Cook Islands | 10.00 | 2005 |
| 426 | Cook Islands | 10.00 | 2005 |
| 427 | Cook Islands | 10.00 | 2005 |
| 428 | Congo, Republic of the | 10.00 | 2003 |
| 429 | Zimbabwe | 10.00 | 2003 |
| 430 | Vietnam | 10.00 | 2001 |
| 431 | Vietnam | 10.00 | 2001 |
| 432 | Vanuatu | 10.00 | 2004 |
| 433 | Vanuatu | 10.00 | 2004 |
| 434 | Uganda | 10.00 | 2008 |
| 435 | Uganda | 10.00 | 2008 |
| 436 | Tokelau | 10.00 | 2004 |
| 437 | Togo | 10.00 | 2007 |
| 438 | Tajikistan | 10.00 | 2008 |
| 439 | Swaziland | 10.00 | 2006 |
| 440 | Swaziland | 10.00 | 2006 |
| 441 | Nigeria | 10.00 | 2005 |
| 442 | Nepal | 10.00 | 2003 |
| 443 | Morocco | 10.00 | 2006 |
| 444 | Madagascar | 10.00 | 2008 |
| 445 | Madagascar | 10.00 | 2008 |
| 446 | Madagascar | 10.00 | 2008 |
| 447 | Lesotho | 10.00 | 2006 |
| 448 | Lesotho | 10.00 | 2006 |
| 449 | Lesotho | 10.00 | 2006 |
| 450 | Laos | 10.00 | 2008 |
| 451 | Kenya | 10.00 | 2005 |
| 452 | Kenya | 10.00 | 2005 |
| 453 | Iraq | 10.00 | 2005 |
| 454 | India | 10.00 | 2007 |
| 455 | India | 10.00 | 2007 |
| 456 | Comoros | 10.00 | 2004 |
| 457 | Cameroon | 10.00 | 2008 |
| 458 | Cambodia | 10.00 | 2007 |
| 459 | Cambodia | 10.00 | 2007 |
| 460 | Burundi | 10.00 | 2008 |
| 461 | Benin | 9.00 | 2005 |
| 462 | Burma | 9.00 | 2007 |
| 463 | Congo, Republic of the | 9.00 | 2003 |
| 464 | Nauru | 9.00 | 2006 |
| 465 | Mozambique | 9.00 | 2005 |
| 466 | Morocco | 9.00 | 2006 |
| 467 | Mali | 9.00 | 2009 |
| 468 | Malawi | 9.00 | 2007 |
| 469 | Malawi | 9.00 | 2007 |
| 470 | Malawi | 9.00 | 2007 |
| 471 | Liberia | 9.00 | 2000 |
| 472 | Laos | 9.00 | 2008 |
| 473 | Solomon Islands | 9.00 | 2006 |
| 474 | Solomon Islands | 9.00 | 2006 |
| 475 | Solomon Islands | 9.00 | 2006 |
| 476 | Sierra Leone | 9.00 | 2001 |
| 477 | Rwanda | 9.00 | 2008 |
| 478 | Rwanda | 9.00 | 2008 |
| 479 | Nigeria | 9.00 | 2005 |
| 480 | Nepal | 9.00 | 2003 |
| 481 | Nauru | 9.00 | 2006 |
| 482 | Kenya | 9.00 | 2005 |
| 483 | Guinea-Bissau | 9.00 | 2006 |
| 484 | Guinea | 9.00 | 2008 |
| 485 | Ghana | 9.00 | 2007 |
| 486 | Gambia, The | 9.00 | 2004 |
| 487 | Ethiopia | 9.00 | 2008 |
| 488 | Equatorial Guinea | 9.00 | 2000 |
| 489 | Congo, Republic of the | 9.00 | 2003 |
| 490 | Zimbabwe | 9.00 | 2003 |
| 491 | Zimbabwe | 9.00 | 2003 |
| 492 | Yemen | 9.00 | 2005 |
| 493 | Laos | 9.00 | 2008 |
| 494 | Congo, Democratic Republic of the | 9.00 | 2008 |
| 495 | Cameroon | 9.00 | 2008 |
| 496 | Cambodia | 9.00 | 2007 |
| 497 | Burundi | 9.00 | 2008 |
| 498 | Afghanistan | 8.00 | 2004 |
| 499 | Bangladesh | 8.00 | 2007 |
| 500 | Bangladesh | 8.00 | 2007 |
| 501 | Bangladesh | 8.00 | 2007 |
| 502 | Senegal | 8.00 | 2008 |
| 503 | Senegal | 8.00 | 2008 |
| 504 | Pakistan | 8.00 | 2008 |
| 505 | Nigeria | 8.00 | 2005 |
| 506 | Nepal | 8.00 | 2003 |
| 507 | Nauru | 8.00 | 2006 |
| 508 | Mozambique | 8.00 | 2005 |
| 509 | Mauritania | 8.00 | 2007 |
| 510 | Mauritania | 8.00 | 2007 |
| 511 | Mauritania | 8.00 | 2007 |
| 512 | Mali | 8.00 | 2009 |
| 513 | Iraq | 8.00 | 2005 |
| 514 | Guinea-Bissau | 8.00 | 2006 |
| 515 | Ethiopia | 8.00 | 2008 |
| 516 | Ethiopia | 8.00 | 2008 |
| 517 | Equatorial Guinea | 8.00 | 2000 |
| 518 | Zambia | 8.00 | 2000 |
| 519 | Congo, Democratic Republic of the | 8.00 | 2008 |
| 520 | Chad | 8.00 | 2005 |
| 521 | Central African Republic | 8.00 | 2009 |
| 522 | Burma | 8.00 | 2007 |
| 523 | Burma | 8.00 | 2007 |
| 524 | Burkina Faso | 7.00 | 2009 |
| 525 | Burundi | 7.00 | 2008 |
| 526 | Central African Republic | 7.00 | 2009 |
| 527 | Sierra Leone | 7.00 | 2001 |
| 528 | Senegal | 7.00 | 2008 |
| 529 | Pakistan | 7.00 | 2008 |
| 530 | Mozambique | 7.00 | 2005 |
| 531 | Mali | 7.00 | 2009 |
| 532 | Guinea | 7.00 | 2008 |
| 533 | Gambia, The | 7.00 | 2004 |
| 534 | Gambia, The | 7.00 | 2004 |
| 535 | Eritrea | 7.00 | 2004 |
| 536 | Zambia | 7.00 | 2000 |
| 537 | Zambia | 7.00 | 2000 |
| 538 | Yemen | 7.00 | 2005 |
| 539 | Togo | 7.00 | 2007 |
| 540 | Equatorial Guinea | 7.00 | 2000 |
| 541 | Benin | 6.00 | 2005 |
| 542 | Burkina Faso | 6.00 | 2009 |
| 543 | Burkina Faso | 6.00 | 2009 |
| 544 | Chad | 6.00 | 2005 |
| 545 | Cote d'Ivoire | 6.00 | 2000 |
| 546 | Congo, Democratic Republic of the | 6.00 | 2008 |
| 547 | Eritrea | 6.00 | 2004 |
| 548 | Sierra Leone | 6.00 | 2001 |
| 549 | Pakistan | 6.00 | 2008 |
| 550 | Afghanistan | 5.00 | 2004 |
| 551 | Central African Republic | 5.00 | 2009 |
| 552 | Djibouti | 5.00 | 2007 |
| 553 | Djibouti | 5.00 | 2007 |
| 554 | Guinea-Bissau | 5.00 | 2006 |
| 555 | Niger | 5.00 | 2009 |
| 556 | Tanzania | 5.00 | 1999 |
| 557 | Tanzania | 5.00 | 1999 |
| 558 | Tanzania | 5.00 | 1999 |
| 559 | Niger | 5.00 | 2009 |
| 560 | Eritrea | 5.00 | 2004 |
| 561 | Cote d'Ivoire | 5.00 | 2000 |
| 562 | Chad | 4.00 | 2005 |
| 563 | Djibouti | 4.00 | 2007 |
| 564 | Sudan | 4.00 | 2000 |
| 565 | Niger | 4.00 | 2009 |
