CIA - The World Factbook --  School life expectancy (primary to tertiary education)   

School life expectancy (SLE) is the total number of years of schooling (primary to tertiary) that a child can expect to receive, assuming that the probability of his or her being enrolled in school at any particular future age is equal to the current enrollment ratio at that age. Caution must be maintained when utilizing this indicator in international comparisons. For example, a year or grade completed in one country is not necessarily the same in terms of educational content or quality as a year or grade completed in another country. SLE represents the expected number of years of schooling that will be completed, including years spent repeating one or more grades.

| Rank | country | (years) | Date of Information |
| 74 | Kazakhstan | 16.00 | 2010 |
| 75 | Lithuania | 16.00 | 2008 |
| 76 | Slovakia | 16.00 | 2008 |
| 77 | Libya | 16.00 | 2003 |
| 78 | Niue | 16.00 | 2005 |
| 79 | Poland | 16.00 | 2008 |
| 80 | Portugal | 16.00 | 2008 |
| 81 | Portugal | 16.00 | 2008 |
| 82 | Portugal | 16.00 | 2008 |
| 83 | Slovenia | 16.00 | 2008 |
| 84 | Spain | 16.00 | 2008 |
| 85 | Spain | 16.00 | 2008 |
| 86 | Sweden | 16.00 | 2008 |
| 87 | Sweden | 16.00 | 2008 |
| 88 | Switzerland | 16.00 | 2008 |
| 89 | Switzerland | 16.00 | 2008 |
| 90 | United Kingdom | 16.00 | 2008 |
| 91 | United Kingdom | 16.00 | 2008 |
| 92 | United States | 16.00 | 2008 |
| 93 | Uruguay | 16.00 | 2008 |
| 94 | Belgium | 16.00 | 2008 |
| 95 | Argentina | 15.00 | 2007 |
| 96 | British Virgin Islands | 15.00 | 2009 |
| 97 | Austria | 15.00 | 2008 |
| 98 | Austria | 15.00 | 2008 |
| 99 | Belarus | 15.00 | 2007 |
| 100 | Belarus | 15.00 | 2007 |
| 101 | Chile | 15.00 | 2008 |
| 102 | Chile | 15.00 | 2008 |
| 103 | Chile | 15.00 | 2008 |
| 104 | Estonia | 15.00 | 2008 |
| 105 | Czech Republic | 15.00 | 2008 |
| 106 | Czech Republic | 15.00 | 2008 |
| 107 | Grenada | 15.00 | 2009 |
| 108 | Hong Kong | 15.00 | 2009 |
| 109 | Hungary | 15.00 | 2008 |
| 110 | Hungary | 15.00 | 2008 |
| 111 | Israel | 15.00 | 2008 |
| 112 | Israel | 15.00 | 2008 |
| 113 | Japan | 15.00 | 2008 |
| 114 | Japan | 15.00 | 2008 |
| 115 | Japan | 15.00 | 2008 |
| 116 | Jamaica | 15.00 | 2008 |
| 117 | Kazakhstan | 15.00 | 2010 |
| 118 | Kazakhstan | 15.00 | 2010 |
| 119 | Latvia | 15.00 | 2008 |
| 120 | Lithuania | 15.00 | 2008 |
| 121 | Slovakia | 15.00 | 2008 |
| 122 | Macau | 15.00 | 2009 |
| 123 | Mongolia | 15.00 | 2009 |
| 124 | Montserrat | 15.00 | 2007 |
| 125 | Malta | 15.00 | 2008 |
| 126 | Poland | 15.00 | 2008 |
| 127 | Poland | 15.00 | 2008 |
| 128 | Palau | 15.00 | 2001 |
| 129 | Palau | 15.00 | 2001 |
| 130 | Romania | 15.00 | 2008 |
| 131 | Romania | 15.00 | 2008 |
| 132 | Russia | 15.00 | 2008 |
| 133 | Seychelles | 15.00 | 2008 |
| 134 | Sweden | 15.00 | 2008 |
| 135 | Switzerland | 15.00 | 2008 |
| 136 | Tunisia | 15.00 | 2008 |
| 137 | Tunisia | 15.00 | 2008 |
| 138 | Ukraine | 15.00 | 2008 |
| 139 | Ukraine | 15.00 | 2008 |
| 140 | United States | 15.00 | 2008 |
| 141 | Venezuela | 15.00 | 2008 |
| 142 | British Virgin Islands | 15.00 | 2009 |
| 143 | Austria | 15.00 | 2008 |
| 144 | Tunisia | 14.00 | 2008 |
| 145 | Ukraine | 14.00 | 2008 |
| 146 | Uruguay | 14.00 | 2008 |
| 147 | Saint Vincent and the Grenadines | 14.00 | 2005 |
| 148 | Venezuela | 14.00 | 2008 |
| 149 | West Bank | 14.00 | 2006 |
| 150 | West Bank | 14.00 | 2006 |
| 151 | Antigua and Barbuda | 14.00 | 2009 |
| 152 | Antigua and Barbuda | 14.00 | 2009 |
| 153 | Antigua and Barbuda | 14.00 | 2009 |
| 154 | United Arab Emirates | 14.00 | 2009 |
| 155 | Bahrain | 14.00 | 2006 |
| 156 | Bahrain | 14.00 | 2006 |
| 157 | Barbados | 14.00 | 2001 |
| 158 | Bosnia and Herzegovina | 14.00 | 2009 |
| 159 | Bosnia and Herzegovina | 14.00 | 2009 |
| 160 | Bolivia | 14.00 | 2007 |
| 161 | Bolivia | 14.00 | 2007 |
| 162 | Bolivia | 14.00 | 2007 |
| 163 | Belarus | 14.00 | 2007 |
| 164 | Brazil | 14.00 | 2008 |
| 165 | Brazil | 14.00 | 2008 |
| 166 | Brazil | 14.00 | 2008 |
| 167 | Bulgaria | 14.00 | 2008 |
| 168 | Bulgaria | 14.00 | 2008 |
| 169 | Brunei | 14.00 | 2009 |
| 170 | Brunei | 14.00 | 2009 |
| 171 | Brunei | 14.00 | 2009 |
| 172 | Colombia | 14.00 | 2009 |
| 173 | Colombia | 14.00 | 2009 |
| 174 | Cyprus | 14.00 | 2008 |
| 175 | Cyprus | 14.00 | 2008 |
| 176 | Cyprus | 14.00 | 2008 |
| 177 | Ecuador | 14.00 | 2008 |
| 178 | Ecuador | 14.00 | 2008 |
| 179 | Gaza Strip | 14.00 | 2006 |
| 180 | Gaza Strip | 14.00 | 2006 |
| 181 | Croatia | 14.00 | 2008 |
| 182 | Croatia | 14.00 | 2008 |
| 183 | Jamaica | 14.00 | 2008 |
| 184 | Lebanon | 14.00 | 2009 |
| 185 | Lebanon | 14.00 | 2009 |
| 186 | Latvia | 14.00 | 2008 |
| 187 | Slovakia | 14.00 | 2008 |
| 188 | Macau | 14.00 | 2009 |
| 189 | Macau | 14.00 | 2009 |
| 190 | Mongolia | 14.00 | 2009 |
| 191 | Montserrat | 14.00 | 2007 |
| 192 | Mauritius | 14.00 | 2008 |
| 193 | Mauritius | 14.00 | 2008 |
| 194 | Malta | 14.00 | 2008 |
| 195 | Malta | 14.00 | 2008 |
| 196 | Mexico | 14.00 | 2008 |
| 197 | Mexico | 14.00 | 2008 |
| 198 | Mexico | 14.00 | 2008 |
| 199 | Peru | 14.00 | 2006 |
| 200 | Panama | 14.00 | 2008 |
| 201 | Palau | 14.00 | 2001 |
| 202 | Qatar | 14.00 | 2009 |
| 203 | Serbia | 14.00 | 2009 |
| 204 | Serbia | 14.00 | 2009 |
| 205 | Romania | 14.00 | 2008 |
| 206 | Russia | 14.00 | 2008 |
| 207 | Russia | 14.00 | 2008 |
| 208 | Saudi Arabia | 14.00 | 2009 |
| 209 | Saudi Arabia | 14.00 | 2009 |
| 210 | Seychelles | 14.00 | 2008 |
| 211 | Saint Lucia | 14.00 | 2009 |
| 212 | Tonga | 14.00 | 2007 |
| 213 | Tonga | 14.00 | 2007 |
| 214 | Tonga | 14.00 | 2007 |
| 215 | Panama | 13.00 | 2008 |
| 216 | Panama | 13.00 | 2008 |
| 217 | Serbia | 13.00 | 2009 |
| 218 | Marshall Islands | 13.00 | 2003 |
| 219 | Saudi Arabia | 13.00 | 2009 |
| 220 | Saint Kitts and Nevis | 13.00 | 2008 |
| 221 | Saint Kitts and Nevis | 13.00 | 2008 |
| 222 | Seychelles | 13.00 | 2008 |
| 223 | South Africa | 13.00 | 2004 |
| 224 | South Africa | 13.00 | 2004 |
| 225 | South Africa | 13.00 | 2004 |
| 226 | Sierra Leone | 13.00 | 2007 |
| 227 | Saint Lucia | 13.00 | 2009 |
| 228 | Saint Lucia | 13.00 | 2009 |
| 229 | Thailand | 13.00 | 2010 |
| 230 | Tokelau | 13.00 | 2003 |
| 231 | Saint Vincent and the Grenadines | 13.00 | 2005 |
| 232 | Saint Vincent and the Grenadines | 13.00 | 2005 |
| 233 | Venezuela | 13.00 | 2008 |
| 234 | West Bank | 13.00 | 2006 |
| 235 | Samoa | 13.00 | 2005 |
| 236 | Aruba | 13.00 | 2009 |
| 237 | Aruba | 13.00 | 2009 |
| 238 | Aruba | 13.00 | 2009 |
| 239 | United Arab Emirates | 13.00 | 2009 |
| 240 | United Arab Emirates | 13.00 | 2009 |
| 241 | Algeria | 13.00 | 2005 |
| 242 | Algeria | 13.00 | 2005 |
| 243 | Algeria | 13.00 | 2005 |
| 244 | Armenia | 13.00 | 2009 |
| 245 | Bahrain | 13.00 | 2006 |
| 246 | Barbados | 13.00 | 2001 |
| 247 | Barbados | 13.00 | 2001 |
| 248 | Belize | 13.00 | 2009 |
| 249 | Bosnia and Herzegovina | 13.00 | 2009 |
| 250 | Bulgaria | 13.00 | 2008 |
| 251 | Sri Lanka | 13.00 | 2004 |
| 252 | Sri Lanka | 13.00 | 2004 |
| 253 | Colombia | 13.00 | 2009 |
| 254 | Cook Islands | 13.00 | 2010 |
| 255 | Dominica | 13.00 | 2008 |
| 256 | Dominica | 13.00 | 2008 |
| 257 | Dominica | 13.00 | 2008 |
| 258 | Dominican Republic | 13.00 | 2004 |
| 259 | Ecuador | 13.00 | 2008 |
| 260 | Fiji | 13.00 | 2005 |
| 261 | Fiji | 13.00 | 2005 |
| 262 | Fiji | 13.00 | 2005 |
| 263 | Gabon | 13.00 | 2002 |
| 264 | Georgia | 13.00 | 2009 |
| 265 | Georgia | 13.00 | 2009 |
| 266 | Georgia | 13.00 | 2009 |
| 267 | Gaza Strip | 13.00 | 2006 |
| 268 | Croatia | 13.00 | 2008 |
| 269 | Indonesia | 13.00 | 2009 |
| 270 | Indonesia | 13.00 | 2009 |
| 271 | Indonesia | 13.00 | 2009 |
| 272 | Iran | 13.00 | 2009 |
| 273 | Iran | 13.00 | 2009 |
| 274 | Iran | 13.00 | 2009 |
| 275 | Jamaica | 13.00 | 2008 |
| 276 | Jordan | 13.00 | 2008 |
| 277 | Jordan | 13.00 | 2008 |
| 278 | Jordan | 13.00 | 2008 |
| 279 | Kyrgyzstan | 13.00 | 2009 |
| 280 | Kiribati | 13.00 | 2008 |
| 281 | Kuwait | 13.00 | 2006 |
| 282 | Lebanon | 13.00 | 2009 |
| 283 | Liberia | 13.00 | 2000 |
| 284 | Liechtenstein | 13.00 | 2008 |
| 285 | Luxembourg | 13.00 | 2006 |
| 286 | Luxembourg | 13.00 | 2006 |
| 287 | Luxembourg | 13.00 | 2006 |
| 288 | Mongolia | 13.00 | 2009 |
| 289 | Macedonia | 13.00 | 2008 |
| 290 | Macedonia | 13.00 | 2008 |
| 291 | Macedonia | 13.00 | 2008 |
| 292 | Mauritius | 13.00 | 2008 |
| 293 | Maldives | 13.00 | 2006 |
| 294 | Malaysia | 13.00 | 2008 |
| 295 | Malaysia | 13.00 | 2008 |
| 296 | Niue | 13.00 | 2005 |
| 297 | Suriname | 13.00 | 2006 |
| 298 | Peru | 13.00 | 2006 |
| 299 | Peru | 13.00 | 2006 |
| 300 | Philippines | 12.00 | 2008 |
| 301 | Saint Kitts and Nevis | 12.00 | 2008 |
| 302 | Sierra Leone | 12.00 | 2007 |
| 303 | Syria | 12.00 | 2007 |
| 304 | Trinidad and Tobago | 12.00 | 2007 |
| 305 | Trinidad and Tobago | 12.00 | 2007 |
| 306 | Thailand | 12.00 | 2010 |
| 307 | Thailand | 12.00 | 2010 |
| 308 | Tajikistan | 12.00 | 2008 |
| 309 | Turks and Caicos Islands | 12.00 | 2005 |
| 310 | Tokelau | 12.00 | 2003 |
| 311 | Tokelau | 12.00 | 2003 |
| 312 | Turkey | 12.00 | 2008 |
| 313 | Turkey | 12.00 | 2008 |
| 314 | Uzbekistan | 12.00 | 2009 |
| 315 | Namibia | 12.00 | 2008 |
| 316 | Namibia | 12.00 | 2008 |
| 317 | Namibia | 12.00 | 2008 |
| 318 | Samoa | 12.00 | 2005 |
| 319 | Samoa | 12.00 | 2005 |
| 320 | Azerbaijan | 12.00 | 2009 |
| 321 | Azerbaijan | 12.00 | 2009 |
| 322 | Azerbaijan | 12.00 | 2009 |
| 323 | Armenia | 12.00 | 2009 |
| 324 | Armenia | 12.00 | 2009 |
| 325 | Andorra | 12.00 | 2008 |
| 326 | Andorra | 12.00 | 2008 |
| 327 | Botswana | 12.00 | 2007 |
| 328 | Botswana | 12.00 | 2007 |
| 329 | Botswana | 12.00 | 2007 |
| 330 | Bermuda | 12.00 | 2006 |
| 331 | Bermuda | 12.00 | 2006 |
| 332 | Bermuda | 12.00 | 2006 |
| 333 | Bahamas, The | 12.00 | 2006 |
| 334 | Bahamas, The | 12.00 | 2006 |
| 335 | Bahamas, The | 12.00 | 2006 |
| 336 | Belize | 12.00 | 2009 |
| 337 | Belize | 12.00 | 2009 |
| 338 | Sri Lanka | 12.00 | 2004 |
| 339 | China | 12.00 | 2009 |
| 340 | China | 12.00 | 2009 |
| 341 | Cayman Islands | 12.00 | 2008 |
| 342 | Cayman Islands | 12.00 | 2008 |
| 343 | Comoros | 12.00 | 2005 |
| 344 | Costa Rica | 12.00 | 2005 |
| 345 | Costa Rica | 12.00 | 2005 |
| 346 | Costa Rica | 12.00 | 2005 |
| 347 | Cape Verde | 12.00 | 2009 |
| 348 | Cape Verde | 12.00 | 2009 |
| 349 | Cook Islands | 12.00 | 2010 |
| 350 | Cook Islands | 12.00 | 2010 |
| 351 | Dominican Republic | 12.00 | 2004 |
| 352 | El Salvador | 12.00 | 2008 |
| 353 | El Salvador | 12.00 | 2008 |
| 354 | El Salvador | 12.00 | 2008 |
| 355 | Gabon | 12.00 | 2002 |
| 356 | Gabon | 12.00 | 2002 |
| 357 | Guyana | 12.00 | 2009 |
| 358 | Guyana | 12.00 | 2009 |
| 359 | Guyana | 12.00 | 2009 |
| 360 | Honduras | 12.00 | 2008 |
| 361 | Kyrgyzstan | 12.00 | 2009 |
| 362 | Kyrgyzstan | 12.00 | 2009 |
| 363 | Kiribati | 12.00 | 2008 |
| 364 | Kiribati | 12.00 | 2008 |
| 365 | Kuwait | 12.00 | 2006 |
| 366 | Kuwait | 12.00 | 2006 |
| 367 | Liechtenstein | 12.00 | 2008 |
| 368 | Liechtenstein | 12.00 | 2008 |
| 369 | Moldova | 12.00 | 2009 |
| 370 | Moldova | 12.00 | 2009 |
| 371 | Moldova | 12.00 | 2009 |
| 372 | Oman | 12.00 | 2009 |
| 373 | Oman | 12.00 | 2009 |
| 374 | Maldives | 12.00 | 2006 |
| 375 | Maldives | 12.00 | 2006 |
| 376 | Malaysia | 12.00 | 2008 |
| 377 | Niue | 12.00 | 2005 |
| 378 | Paraguay | 12.00 | 2007 |
| 379 | Paraguay | 12.00 | 2007 |
| 380 | Paraguay | 12.00 | 2007 |
| 381 | Qatar | 12.00 | 2009 |
| 382 | Philippines | 12.00 | 2008 |
| 383 | Philippines | 12.00 | 2008 |
| 384 | Afghanistan | 11.00 | 2009 |
| 385 | Albania | 11.00 | 2004 |
| 386 | Albania | 11.00 | 2004 |
| 387 | Albania | 11.00 | 2004 |
| 388 | Andorra | 11.00 | 2008 |
| 389 | Anguilla | 11.00 | 2008 |
| 390 | Anguilla | 11.00 | 2008 |
| 391 | Anguilla | 11.00 | 2008 |
| 392 | Benin | 11.00 | 2005 |
| 393 | Bhutan | 11.00 | 2008 |
| 394 | Bhutan | 11.00 | 2008 |
| 395 | Bhutan | 11.00 | 2008 |
| 396 | Congo, Republic of the | 11.00 | 2005 |
| 397 | China | 11.00 | 2009 |
| 398 | Cayman Islands | 11.00 | 2008 |
| 399 | Cameroon | 11.00 | 2009 |
| 400 | Comoros | 11.00 | 2005 |
| 401 | Cape Verde | 11.00 | 2009 |
| 402 | Dominican Republic | 11.00 | 2004 |
| 403 | Egypt | 11.00 | 2004 |
| 404 | Egypt | 11.00 | 2004 |
| 405 | Egypt | 11.00 | 2004 |
| 406 | Ghana | 11.00 | 2009 |
| 407 | Guatemala | 11.00 | 2007 |
| 408 | Guatemala | 11.00 | 2007 |
| 409 | Honduras | 11.00 | 2008 |
| 410 | Honduras | 11.00 | 2008 |
| 411 | India | 11.00 | 2007 |
| 412 | Iraq | 11.00 | 2005 |
| 413 | Kenya | 11.00 | 2009 |
| 414 | Kenya | 11.00 | 2009 |
| 415 | Kenya | 11.00 | 2009 |
| 416 | Liberia | 11.00 | 2000 |
| 417 | Madagascar | 11.00 | 2009 |
| 418 | Madagascar | 11.00 | 2009 |
| 419 | Madagascar | 11.00 | 2009 |
| 420 | Morocco | 11.00 | 2007 |
| 421 | Oman | 11.00 | 2009 |
| 422 | Vanuatu | 11.00 | 2004 |
| 423 | Nicaragua | 11.00 | 2003 |
| 424 | Nicaragua | 11.00 | 2003 |
| 425 | Nicaragua | 11.00 | 2003 |
| 426 | Qatar | 11.00 | 2009 |
| 427 | Marshall Islands | 11.00 | 2003 |
| 428 | Marshall Islands | 11.00 | 2003 |
| 429 | Rwanda | 11.00 | 2009 |
| 430 | Rwanda | 11.00 | 2009 |
| 431 | Rwanda | 11.00 | 2009 |
| 432 | Sierra Leone | 11.00 | 2007 |
| 433 | Syria | 11.00 | 2007 |
| 434 | Syria | 11.00 | 2007 |
| 435 | Trinidad and Tobago | 11.00 | 2007 |
| 436 | Tajikistan | 11.00 | 2008 |
| 437 | Turks and Caicos Islands | 11.00 | 2005 |
| 438 | Turks and Caicos Islands | 11.00 | 2005 |
| 439 | Togo | 11.00 | 2007 |
| 440 | Sao Tome and Principe | 11.00 | 2010 |
| 441 | Sao Tome and Principe | 11.00 | 2010 |
| 442 | Sao Tome and Principe | 11.00 | 2010 |
| 443 | Timor-Leste | 11.00 | 2004 |
| 444 | Turkey | 11.00 | 2008 |
| 445 | Tuvalu | 11.00 | 2001 |
| 446 | Tuvalu | 11.00 | 2001 |
| 447 | Uganda | 11.00 | 2009 |
| 448 | Uganda | 11.00 | 2009 |
| 449 | Uganda | 11.00 | 2009 |
| 450 | Uzbekistan | 11.00 | 2009 |
| 451 | Uzbekistan | 11.00 | 2009 |
| 452 | Vietnam | 11.00 | 2001 |
| 453 | Swaziland | 11.00 | 2007 |
| 454 | Swaziland | 11.00 | 2007 |
| 455 | Yemen | 11.00 | 2005 |
| 456 | Burundi | 10.00 | 2009 |
| 457 | Zimbabwe | 10.00 | 2003 |
| 458 | Cambodia | 10.00 | 2007 |
| 459 | Congo, Republic of the | 10.00 | 2005 |
| 460 | Congo, Republic of the | 10.00 | 2005 |
| 461 | Cameroon | 10.00 | 2009 |
| 462 | Comoros | 10.00 | 2005 |
| 463 | Ghana | 10.00 | 2009 |
| 464 | Ghana | 10.00 | 2009 |
| 465 | Guatemala | 10.00 | 2007 |
| 466 | Guinea | 10.00 | 2009 |
| 467 | India | 10.00 | 2007 |
| 468 | India | 10.00 | 2007 |
| 469 | Iraq | 10.00 | 2005 |
| 470 | Laos | 10.00 | 2008 |
| 471 | Lesotho | 10.00 | 2008 |
| 472 | Lesotho | 10.00 | 2008 |
| 473 | Lesotho | 10.00 | 2008 |
| 474 | Morocco | 10.00 | 2007 |
| 475 | Morocco | 10.00 | 2007 |
| 476 | Mozambique | 10.00 | 2007 |
| 477 | Vanuatu | 10.00 | 2004 |
| 478 | Vanuatu | 10.00 | 2004 |
| 479 | Nigeria | 10.00 | 2005 |
| 480 | Nepal | 10.00 | 2003 |
| 481 | Nauru | 10.00 | 2008 |
| 482 | Tajikistan | 10.00 | 2008 |
| 483 | Togo | 10.00 | 2007 |
| 484 | Tuvalu | 10.00 | 2001 |
| 485 | Vietnam | 10.00 | 2001 |
| 486 | Vietnam | 10.00 | 2001 |
| 487 | Swaziland | 10.00 | 2007 |
| 488 | Cambodia | 10.00 | 2007 |
| 489 | Afghanistan | 9.00 | 2009 |
| 490 | Zimbabwe | 9.00 | 2003 |
| 491 | Burma | 9.00 | 2007 |
| 492 | Benin | 9.00 | 2005 |
| 493 | Solomon Islands | 9.00 | 2007 |
| 494 | Solomon Islands | 9.00 | 2007 |
| 495 | Solomon Islands | 9.00 | 2007 |
| 496 | Burundi | 9.00 | 2009 |
| 497 | Cambodia | 9.00 | 2007 |
| 498 | Chad | 9.00 | 2009 |
| 499 | Congo, Democratic Republic of the | 9.00 | 2009 |
| 500 | Cameroon | 9.00 | 2009 |
| 501 | Equatorial Guinea | 9.00 | 2002 |
| 502 | Ethiopia | 9.00 | 2008 |
| 503 | Gambia, The | 9.00 | 2008 |
| 504 | Gambia, The | 9.00 | 2008 |
| 505 | Gambia, The | 9.00 | 2008 |
| 506 | Guinea | 9.00 | 2009 |
| 507 | Laos | 9.00 | 2008 |
| 508 | Laos | 9.00 | 2008 |
| 509 | Liberia | 9.00 | 2000 |
| 510 | Malawi | 9.00 | 2007 |
| 511 | Malawi | 9.00 | 2007 |
| 512 | Malawi | 9.00 | 2007 |
| 513 | Mali | 9.00 | 2009 |
| 514 | Mozambique | 9.00 | 2007 |
| 515 | Nigeria | 9.00 | 2005 |
| 516 | Nepal | 9.00 | 2003 |
| 517 | Nauru | 9.00 | 2008 |
| 518 | Nauru | 9.00 | 2008 |
| 519 | Guinea-Bissau | 9.00 | 2006 |
| 520 | Tanzania | 9.00 | 2007 |
| 521 | Tanzania | 9.00 | 2007 |
| 522 | Tanzania | 9.00 | 2007 |
| 523 | Yemen | 9.00 | 2005 |
| 524 | Zimbabwe | 9.00 | 2003 |
| 525 | Angola | 9.00 | 2006 |
| 526 | Bangladesh | 8.00 | 2007 |
| 527 | Zambia | 8.00 | 2000 |
| 528 | Bangladesh | 8.00 | 2007 |
| 529 | Burma | 8.00 | 2007 |
| 530 | Burma | 8.00 | 2007 |
| 531 | Benin | 8.00 | 2005 |
| 532 | Congo, Democratic Republic of the | 8.00 | 2009 |
| 533 | Central African Republic | 8.00 | 2009 |
| 534 | Equatorial Guinea | 8.00 | 2002 |
| 535 | Ethiopia | 8.00 | 2008 |
| 536 | Ethiopia | 8.00 | 2008 |
| 537 | Cote d'Ivoire | 8.00 | 2000 |
| 538 | Iraq | 8.00 | 2005 |
| 539 | Mali | 8.00 | 2009 |
| 540 | Mauritania | 8.00 | 2007 |
| 541 | Mauritania | 8.00 | 2007 |
| 542 | Mauritania | 8.00 | 2007 |
| 543 | Mozambique | 8.00 | 2007 |
| 544 | Nigeria | 8.00 | 2005 |
| 545 | Nepal | 8.00 | 2003 |
| 546 | Pakistan | 8.00 | 2009 |
| 547 | Senegal | 8.00 | 2008 |
| 548 | Senegal | 8.00 | 2008 |
| 549 | Togo | 8.00 | 2007 |
| 550 | Bangladesh | 8.00 | 2007 |
| 551 | Afghanistan | 7.00 | 2009 |
| 552 | Burundi | 7.00 | 2009 |
| 553 | Chad | 7.00 | 2009 |
| 554 | Congo, Democratic Republic of the | 7.00 | 2009 |
| 555 | Central African Republic | 7.00 | 2009 |
| 556 | Equatorial Guinea | 7.00 | 2002 |
| 557 | Zambia | 7.00 | 2000 |
| 558 | Mali | 7.00 | 2009 |
| 559 | Pakistan | 7.00 | 2009 |
| 560 | Senegal | 7.00 | 2008 |
| 561 | Burkina Faso | 7.00 | 2009 |
| 562 | Yemen | 7.00 | 2005 |
| 563 | Zambia | 7.00 | 2000 |
| 564 | Guinea | 7.00 | 2009 |
| 565 | Djibouti | 6.00 | 2009 |
| 566 | Eritrea | 6.00 | 2009 |
| 567 | Cote d'Ivoire | 6.00 | 2000 |
| 568 | Burkina Faso | 6.00 | 2009 |
| 569 | Pakistan | 6.00 | 2009 |
| 570 | Burkina Faso | 6.00 | 2009 |
| 571 | Niger | 6.00 | 2010 |
| 572 | Chad | 5.00 | 2009 |
| 573 | Central African Republic | 5.00 | 2009 |
| 574 | Djibouti | 5.00 | 2009 |
| 575 | Niger | 5.00 | 2010 |
| 576 | Eritrea | 5.00 | 2009 |
| 577 | Cote d'Ivoire | 5.00 | 2000 |
| 578 | Niger | 5.00 | 2010 |
| 579 | Djibouti | 5.00 | 2009 |
| 580 | Sudan | 4.00 | 2000 |
| 581 | Eritrea | 4.00 | 2009 |
| 582 | Somalia | 3.00 | 2007 |
| 583 | Somalia | 3.00 | 2007 |
| 584 | Somalia | 2.00 | 2007 |
