CIA - The World Factbook --  GDP (official exchange rate)   

This entry gives the gross domestic product (GDP) or value of all final goods and services produced within a nation in a given year. A nation's GDP at official exchange rates (OER) is the home-currency-denominated annual GDP figure divided by the bilateral average US exchange rate with that country in that year. The measure is simple to compute and gives a precise measure of the value of output. Many economists prefer this measure when gauging the economic power an economy maintains vis-à-vis its neighbors, judging that an exchange rate captures the purchasing power a nation enjoys in the international marketplace. Official exchange rates, however, can be artificially fixed and/or subject to manipulation - resulting in claims of the country having an under- or over-valued currency - and are not necessarily the equivalent of a market-determined exchange rate. Moreover, even if the official exchange rate is market-determined, market exchange rates are frequently established by a relatively small set of goods and services (the ones the country trades) and may not capture the value of the larger set of goods the country produces. Furthermore, OER-converted GDP is not well suited to comparing domestic GDP over time, since appreciation/depreciation from one year to the next will make the OER GDP value rise/fall regardless of whether home-currency-denominated GDP changed.

| Rank | country | GDP (official exchange rate) | Date of Information |
| 41 | Czech Republic | $ 216,400,000,000 | 2008 est. |
| 42 | Hong Kong | $ 215,400,000,000 | 2008 est. |
| 43 | Nigeria | $ 207,100,000,000 | 2008 est. |
| 44 | Israel | $ 202,100,000,000 | 2008 est. |
| 45 | Romania | $ 200,100,000,000 | 2008 est. |
| 46 | Singapore | $ 181,900,000,000 | 2008 est. |
| 47 | Ukraine | $ 179,600,000,000 | 2008 est. |
| 48 | Chile | $ 169,500,000,000 | 2008 est. |
| 49 | Philippines | $ 166,900,000,000 | 2008 est. |
| 50 | Pakistan | $ 164,600,000,000 | 2008 est. |
| 51 | Egypt | $ 162,600,000,000 | 2008 est. |
| 52 | Algeria | $ 159,700,000,000 | 2008 est. |
| 53 | Kuwait | $ 158,100,000,000 | 2008 est. |
| 54 | Hungary | $ 155,900,000,000 | 2008 est. |
| 55 | Kazakhstan | $ 135,600,000,000 | 2008 est. |
| 56 | New Zealand | $ 128,400,000,000 | 2008 est. |
| 57 | Peru | $ 127,500,000,000 | 2008 est. |
| 58 | Qatar | $ 102,300,000,000 | 2008 est. |
| 59 | Slovakia | $ 95,400,000,000 | 2008 est. |
| 60 | Iraq | $ 91,450,000,000 | 2008 est. |
| 61 | Libya | $ 89,920,000,000 | 2008 est. |
| 62 | Vietnam | $ 89,830,000,000 | 2008 est. |
| 63 | Morocco | $ 88,880,000,000 | 2008 est. |
| 64 | Puerto Rico | $ 88,000,000,000 | 2008 est. |
| 65 | Angola | $ 84,950,000,000 | 2008 est. |
| 66 | Bangladesh | $ 84,200,000,000 | 2008 est. |
| 67 | Croatia | $ 69,360,000,000 | 2008 est. |
| 68 | Belarus | $ 60,300,000,000 | 2008 est. |
| 69 | Oman | $ 59,950,000,000 | 2008 est. |
| 70 | Sudan | $ 58,030,000,000 | 2008 est. |
| 71 | Syria | $ 55,020,000,000 | 2008 est. |
| 72 | Luxembourg | $ 54,970,000,000 | 2008 est. |
| 73 | Cuba | $ 54,710,000,000 | 2008 est. |
| 74 | Ecuador | $ 54,690,000,000 | 2008 est. |
| 75 | Slovenia | $ 54,640,000,000 | 2008 est. |
| 76 | Serbia | $ 50,060,000,000 | 2008 est. |
| 77 | Bulgaria | $ 49,900,000,000 | 2008 |
| 78 | Lithuania | $ 47,300,000,000 | 2008 est. |
| 79 | Azerbaijan | $ 46,380,000,000 | 2008 est. |
| 80 | Dominican Republic | $ 44,440,000,000 | 2008 est. |
| 81 | Tunisia | $ 40,840,000,000 | 2008 est. |
| 82 | Sri Lanka | $ 39,600,000,000 | 2008 est. |
| 83 | Guatemala | $ 38,980,000,000 | 2008 est. |
| 84 | Latvia | $ 33,980,000,000 | 2008 est. |
| 85 | Uruguay | $ 32,190,000,000 | 2008 est. |
| 86 | Costa Rica | $ 29,660,000,000 | 2008 est. |
| 87 | Kenya | $ 29,560,000,000 | 2008 est. |
| 88 | Lebanon | $ 29,350,000,000 | 2008 est. |
| 89 | Turkmenistan | $ 29,160,000,000 | 2008 est. |
| 90 | Uzbekistan | $ 27,920,000,000 | 2008 est. |
| 91 | Yemen | $ 26,910,000,000 | 2008 est. |
| 92 | Ethiopia | $ 26,390,000,000 | 2008 est. |
| 93 | Burma | $ 26,210,000,000 | 2008 est. |
| 94 | Korea, North | $ 26,200,000,000 | 2008 est. |
| 95 | Trinidad and Tobago | $ 25,930,000,000 | 2008 est. |
| 96 | Cyprus | $ 24,920,000,000 | 2008 est. |
| 97 | Cameroon | $ 23,730,000,000 | 2008 est. |
| 98 | Estonia | $ 23,550,000,000 | 2008 est. |
| 99 | Cote d'Ivoire | $ 23,510,000,000 | 2008 est. |
| 100 | Panama | $ 23,090,000,000 | 2008 est. |
| 101 | El Salvador | $ 22,120,000,000 | 2008 est. |
| 102 | Macau | $ 22,040,000,000 | 2008 est. |
| 103 | Bahrain | $ 21,240,000,000 | 2008 est. |
| 104 | Jordan | $ 21,230,000,000 | 2008 est. |
| 105 | Tanzania | $ 20,670,000,000 | 2008 est. |
| 106 | Equatorial Guinea | $ 18,530,000,000 | 2008 est. |
| 107 | Bosnia and Herzegovina | $ 18,470,000,000 | 2008 est. |
| 108 | Iceland | $ 16,790,000,000 | 2008 est. |
| 109 | Ghana | $ 16,650,000,000 | 2008 est. |
| 110 | Bolivia | $ 16,600,000,000 | 2008 est. |
| 111 | Paraguay | $ 16,010,000,000 | 2008 est. |
| 112 | Zambia | $ 14,650,000,000 | 2008 est. |
| 113 | Uganda | $ 14,570,000,000 | 2008 est. |
| 114 | Brunei | $ 14,550,000,000 | 2008 est. |
| 115 | Gabon | $ 14,540,000,000 | 2008 est. |
| 116 | Jamaica | $ 14,030,000,000 | 2008 est. |
| 117 | Honduras | $ 14,000,000,000 | 2008 est. |
| 118 | Botswana | $ 13,460,000,000 | 2008 est. |
| 119 | Senegal | $ 13,350,000,000 | 2008 est. |
| 120 | Albania | $ 12,960,000,000 | 2008 est. |
| 121 | Georgia | $ 12,860,000,000 | 2008 est. |
| 122 | Nepal | $ 12,280,000,000 | 2008 est. |
| 123 | Armenia | $ 11,920,000,000 | 2008 est. |
| 124 | Afghanistan | $ 11,710,000,000 | 2008 est. |
| 125 | Congo, Democratic Republic of the | $ 11,630,000,000 | 2008 est. |
| 126 | Cambodia | $ 11,250,000,000 | 2008 est. |
| 127 | Congo, Republic of the | $ 10,770,000,000 | 2008 est. |
| 128 | Zimbabwe | $ 10,580,000,000 | 2008 est. |
| 129 | Mozambique | $ 9,897,000,000 | 2008 est. |
| 130 | Macedonia | $ 9,569,000,000 | 2008 est. |
| 131 | Madagascar | $ 9,463,000,000 | 2008 est. |
| 132 | Namibia | $ 8,835,000,000 | 2008 est. |
| 133 | Mali | $ 8,774,000,000 | 2008 est. |
| 134 | Mauritius | $ 8,738,000,000 | 2008 est. |
| 135 | Chad | $ 8,400,000,000 | 2008 est. |
| 136 | Malta | $ 8,370,000,000 | 2008 est. |
| 137 | Burkina Faso | $ 8,116,000,000 | 2008 est. |
| 138 | Papua New Guinea | $ 8,092,000,000 | 2008 est. |
| 139 | Bahamas, The | $ 7,564,000,000 | 2008 est. |
| 140 | Haiti | $ 6,943,000,000 | 2008 est. |
| 141 | Benin | $ 6,712,000,000 | 2008 est. |
| 142 | Gaza Strip | $ 6,641,000,000 | 2008 est. |
| 143 | West Bank | $ 6,641,000,000 | 2008 est. |
| 144 | Nicaragua | $ 6,365,000,000 | 2008 est. |
| 145 | French Polynesia | $ 6,100,000,000 | 2004 |
| 146 | Moldova | $ 6,047,000,000 | 2008 est. |
| 147 | Niger | $ 5,382,000,000 | 2008 est. |
| 148 | Laos | $ 5,374,000,000 | 2008 est. |
| 149 | Mongolia | $ 5,243,000,000 | 2008 est. |
| 150 | Tajikistan | $ 5,135,000,000 | 2008 est. |
| 151 | Jersey | $ 5,100,000,000 | 2005 est. |
| 152 | Kyrgyzstan | $ 5,050,000,000 | 2008 est. |
| 153 | Liechtenstein | $ 4,993,000,000 | 2007 |
| 154 | Montenegro | $ 4,848,000,000 | 2008 est. |
| 155 | Guinea | $ 4,517,000,000 | 2008 est. |
| 156 | Rwanda | $ 4,459,000,000 | 2008 est. |
| 157 | Malawi | $ 4,268,000,000 | 2008 est. |
| 158 | Barbados | $ 3,670,000,000 | 2008 est. |
| 159 | Fiji | $ 3,589,000,000 | 2008 est. |
| 160 | New Caledonia | $ 3,300,000,000 | 2003 est. |
| 161 | Kosovo | $ 3,237,000,000 | 2007 est. |
| 162 | Mauritania | $ 3,161,000,000 | 2008 est. |
| 163 | Suriname | $ 2,933,000,000 | 2008 est. |
| 164 | Togo | $ 2,890,000,000 | 2008 est. |
| 165 | Swaziland | $ 2,840,000,000 | 2008 est. |
| 166 | Guernsey | $ 2,742,000,000 | 2005 |
| 167 | Isle of Man | $ 2,719,000,000 | 2005 est. |
| 168 | Somalia | $ 2,600,000,000 | 2008 est. |
| 169 | Aruba | $ 2,258,000,000 | 2005 est. |
| 170 | Central African Republic | $ 1,997,000,000 | 2008 est. |
| 171 | Sierra Leone | $ 1,953,000,000 | 2008 est. |
| 172 | Cape Verde | $ 1,744,000,000 | 2008 est. |
| 173 | Faroe Islands | $ 1,700,000,000 | 2005 est. |
| 174 | Greenland | $ 1,700,000,000 | 2005 |
| 175 | Lesotho | $ 1,618,000,000 | 2008 est. |
| 176 | Eritrea | $ 1,479,000,000 | 2008 est. |
| 177 | Bhutan | $ 1,389,000,000 | 2008 est. |
| 178 | Belize | $ 1,359,000,000 | 2008 est. |
| 179 | Maldives | $ 1,261,000,000 | 2008 est. |
| 180 | Antigua and Barbuda | $ 1,224,000,000 | 2008 est. |
| 181 | Guyana | $ 1,154,000,000 | 2008 est. |
| 182 | Burundi | $ 1,097,000,000 | 2008 est. |
| 183 | Gibraltar | $ 1,066,000,000 | 2005 est. |
| 184 | San Marino | $ 1,048,000,000 | 2004 |
| 185 | Saint Lucia | $ 987,000,000 | 2008 est. |
| 186 | Djibouti | $ 982,000,000 | 2008 est. |
| 187 | Liberia | $ 850,000,000 | 2008 est. |
| 188 | British Virgin Islands | $ 839,700,000 | 2003 |
| 189 | Seychelles | $ 822,000,000 | 2008 est. |
| 190 | Gambia, The | $ 810,000,000 | 2008 est. |
| 191 | Grenada | $ 678,000,000 | 2008 est. |
| 192 | Solomon Islands | $ 642,000,000 | 2008 est. |
| 193 | Northern Mariana Islands | $ 633,400,000 | 2000 |
| 194 | Saint Vincent and the Grenadines | $ 601,000,000 | 2008 est. |
| 195 | Vanuatu | $ 573,000,000 | 2008 est. |
| 196 | Saint Kitts and Nevis | $ 546,000,000 | 2008 est. |
| 197 | Comoros | $ 532,000,000 | 2008 est. |
| 198 | Samoa | $ 500,000,000 | 2008 est. |
| 199 | Timor-Leste | $ 499,000,000 | 2008 est. |
| 200 | American Samoa | $ 462,200,000 | 2005 |
| 201 | Guinea-Bissau | $ 461,000,000 | 2008 est. |
| 202 | Dominica | $ 364,000,000 | 2008 est. |
| 203 | Tonga | $ 258,000,000 | 2008 est. |
| 204 | Micronesia, Federated States of | $ 238,100,000 | 2008 |
| 205 | Cook Islands | $ 183,200,000 | 2005 est. |
| 206 | Sao Tome and Principe | $ 175,000,000 | 2008 est. |
| 207 | Palau | $ 164,000,000 | 2008 |
| 208 | Marshall Islands | $ 161,700,000 | 2008 est. |
| 209 | Kiribati | $ 137,000,000 | 2008 est. |
| 210 | Anguilla | $ 108,900,000 | 2004 est. |
| 211 | Falkland Islands (Islas Malvinas) | $ 105,100,000 | 2002 est. |
| 212 | Tuvalu | $ 14,940,000 | 2002 |
| 213 | Niue | $ 10,010,000 | 2003 |
