CIA - The World Factbook --  BUDGET SURPLUS (+) OR DEFICIT (-)

Budget surplus or deficit records the difference between national government revenues and expenditures, expressed as a percent of GDP. A positive (+) number indicates that revenues exceeded expenditures (a budget surplus), while a negative (-) number indicates the reverse (a budget deficit).

| Rank | Country | (% OF GDP) | Date of Information |
| 56 | Jamaica | -0.90 | 2014 est. |
| 57 | New Zealand | -0.90 | 2014 est. |
| 58 | Uzbekistan | -1.00 | 2014 est. |
| 59 | Gabon | -1.00 | 2014 est. |
| 60 | Monaco | -1.10 | 2011 est. |
| 61 | Comoros | -1.10 | 2014 est. |
| 62 | Mauritania | -1.10 | 2014 est. |
| 63 | Azerbaijan | -1.30 | 2014 est. |
| 64 | Taiwan | -1.30 | 2014 est. |
| 65 | Denmark | -1.40 | 2014 est. |
| 66 | Paraguay | -1.40 | 2014 est. |
| 67 | Colombia | -1.50 | 2014 est. |
| 68 | Philippines | -1.50 | 2014 est. |
| 69 | Swaziland | -1.50 | 2014 est. |
| 70 | Poland | -1.50 | 2014 est. |
| 71 | Kazakhstan | -1.60 | 2014 est. |
| 72 | Czech Republic | -1.70 | 2014 est. |
| 73 | Armenia | -1.70 | 2014 est. |
| 74 | Mongolia | -1.80 | 2014 est. |
| 75 | Kosovo | -1.80 | 2013 est. |
| 76 | Nicaragua | -1.90 | 2014 est. |
| 77 | Vanuatu | -1.90 | 2014 est. |
| 78 | Lesotho | -1.90 | 2014 est. |
| 79 | Lithuania | -1.90 | 2014 est. |
| 80 | Australia | -1.90 | 2014 est. |
| 81 | Saudi Arabia | -1.90 | 2014 est. |
| 82 | Romania | -1.90 | 2014 est. |
| 83 | Benin | -2.00 | 2014 est. |
| 84 | Palau | -2.00 | 2010 est. |
| 85 | Nigeria | -2.00 | 2014 est. |
| 86 | Cambodia | -2.10 | 2014 est. |
| 87 | Chile | -2.10 | 2014 est. |
| 88 | Sweden | -2.20 | 2014 est. |
| 89 | Thailand | -2.20 | 2014 est. |
| 90 | Canada | -2.30 | 2014 est. |
| 91 | Guatemala | -2.30 | 2014 est. |
| 92 | Kyrgyzstan | -2.30 | 2014 est. |
| 93 | Indonesia | -2.40 | 2014 est. |
| 94 | Turkey | -2.40 | 2014 est. |
| 95 | Malta | -2.40 | 2014 est. |
| 96 | Argentina | -2.50 | 2014 est. |
| 97 | Belgium | -2.50 | 2014 est. |
| 98 | Sudan | -2.60 | 2014 est. |
| 99 | Fiji | -2.60 | 2014 est. |
| 100 | Trinidad and Tobago | -2.60 | 2014 est. |
| 101 | Dominican Republic | -2.70 | 2014 est. |
| 102 | Netherlands | -2.70 | 2014 est. |
| 103 | Israel | -2.70 | 2014 est. |
| 104 | Cote d'Ivoire | -2.80 | 2014 est. |
| 105 | Burundi | -2.80 | 2014 est. |
| 106 | Georgia | -2.80 | 2014 est. |
| 107 | Central African Republic | -2.80 | 2014 est. |
| 108 | United States | -2.80 | 2014 est. |
| 109 | Saint Lucia | -2.80 | 2011 est. |
| 110 | Slovakia | -2.80 | 2014 est. |
| 111 | San Marino | -2.90 | 2011 est. |
| 112 | China | -2.90 | 2014 est. |
| 113 | Ethiopia | -2.90 | 2014 est. |
| 114 | Moldova | -2.90 | 2014 est. |
| 115 | Burma | -2.90 | 2014 est. |
| 116 | Austria | -3.00 | 2014 est. |
| 117 | Italy | -3.00 | 2014 est. |
| 118 | Hungary | -3.00 | 2014 est. |
| 119 | Guam | -3.00 | FY10/11 est. |
| 120 | Belize | -3.00 | 2014 est. |
| 121 | Bulgaria | -3.00 | 2014 est. |
| 122 | Bahrain | -3.20 | 2013 est. |
| 123 | Sierra Leone | -3.30 | 2014 est. |
| 124 | Madagascar | -3.30 | 2014 est. |
| 125 | Bangladesh | -3.30 | 2014 est. |
| 126 | Greece | -3.40 | 2014 est. |
| 127 | Malaysia | -3.40 | 2014 est. |
| 128 | Uruguay | -3.40 | 2014 est. |
| 129 | Guinea-Bissau | -3.40 | 2014 est. |
| 130 | El Salvador | -3.50 | 2014 est. |
| 131 | Finland | -3.50 | 2014 est. |
| 132 | Bosnia and Herzegovina | -3.60 | 2014 est. |
| 133 | Rwanda | -3.70 | 2014 est. |
| 134 | Mauritius | -3.70 | 2014 est. |
| 135 | Mexico | -3.70 | 2014 est. |
| 136 | Burkina Faso | -3.70 | 2014 est. |
| 137 | Uganda | -3.80 | 2014 est. |
| 138 | Tuvalu | -3.90 | 2006 |
| 139 | Bermuda | -3.90 | 2014 est. |
| 140 | Suriname | -4.00 | 2014 est. |
| 141 | Slovenia | -4.00 | 2014 est. |
| 142 | Grenada | -4.10 | 2012 est. |
| 143 | Panama | -4.10 | 2014 est. |
| 144 | Macedonia | -4.10 | 2014 est. |
| 145 | Algeria | -4.20 | 2014 est. |
| 146 | France | -4.30 | 2014 est. |
| 147 | Guinea | -4.30 | 2014 est. |
| 148 | Jordan | -4.30 | 2014 est. |
| 149 | Cameroon | -4.40 | 2014 est. |
| 150 | Liberia | -4.40 | 2014 est. |
| 151 | South Africa | -4.40 | 2014 est. |
| 152 | Guyana | -4.50 | 2014 est. |
| 153 | Ireland | -4.60 | 2014 est. |
| 154 | Vietnam | -4.60 | 2014 est. |
| 155 | Bahamas, The | -4.60 | 2014 est. |
| 156 | Maldives | -4.70 | 2013 est. |
| 157 | Mali | -4.70 | 2014 est. |
| 158 | Laos | -4.70 | 2014 est. |
| 159 | Angola | -4.70 | 2014 est. |
| 160 | United Kingdom | -4.80 | 2014 est. |
| 161 | Portugal | -4.80 | 2014 est. |
| 162 | Croatia | -4.90 | 2014 est. |
| 163 | Togo | -4.90 | 2014 est. |
| 164 | Falkland Islands (Islas Malvinas) | -5.00 | FY09/10 |
| 165 | Morocco | -5.00 | 2014 est. |
| 166 | Cyprus | -5.00 | 2014 est. |
| 167 | India | -5.00 | 2014 est. |
| 168 | Ukraine | -5.00 | 2014 est. |
| 169 | Honduras | -5.10 | 2014 est. |
| 170 | Ecuador | -5.20 | 2014 est. |
| 171 | Chad | -5.20 | 2014 est. |
| 172 | Kenya | -5.20 | 2014 est. |
| 173 | Samoa | -5.20 | 2014 est. |
| 174 | Senegal | -5.20 | 2014 est. |
| 175 | Namibia | -5.30 | 2014 est. |
| 176 | Djibouti | -5.30 | 2014 est. |
| 177 | Costa Rica | -5.50 | 2014 est. |
| 178 | Spain | -5.60 | 2014 est. |
| 179 | Syria | -5.80 | 2014 est. |
| 180 | Sri Lanka | -5.80 | 2014 est. |
| 181 | Pakistan | -5.90 | FY2014 est. |
| 182 | Zambia | -5.90 | 2014 est. |
| 183 | Albania | -6.00 | 2014 est. |
| 184 | Tanzania | -6.00 | 2014 est. |
| 185 | American Samoa | -6.10 | 2007 est. |
| 186 | Tunisia | -6.40 | 2014 est. |
| 187 | Haiti | -6.60 | 2014 est. |
| 188 | Equatorial Guinea | -6.90 | 2014 est. |
| 189 | Serbia | -6.90 | 2014 est. |
| 190 | Malawi | -7.00 | 2014 est. |
| 191 | Papua New Guinea | -7.00 | 2014 est. |
| 192 | Gambia, The | -7.10 | 2014 est. |
| 193 | Cabo Verde | -7.10 | 2014 est. |
| 194 | Dominica | -7.20 | 2013 est. |
| 195 | Aruba | -7.40 | 2014 est. |
| 196 | Japan | -7.90 | 2014 est. |
| 197 | Northern Mariana Islands | -7.90 | FY10/11 est. |
| 198 | Yemen | -9.00 | 2014 est. |
| 199 | Barbados | -9.40 | 2014 est. |
| 200 | Ghana | -9.60 | 2014 est. |
| 201 | Lebanon | -9.80 | 2014 est. |
| 202 | Mozambique | -9.90 | 2014 est. |
| 203 | Bhutan | -9.90 | 2014 est. |
| 204 | Sao Tome and Principe | -10.20 | 2014 est. |
| 205 | Egypt | -11.80 | 2014 est. |
| 206 | Faroe Islands | -11.90 | 2010 est. |
| 207 | Niue | -12.60 | FY04/05 |
| 208 | Niger | -12.60 | 2014 est. |
| 209 | Eritrea | -12.80 | 2014 est. |
| 210 | Libya | -14.10 | 2014 est. |
| 211 | South Sudan | -15.30 | FY 2013 est. |
| 212 | West Bank | -23.10 | 2014 est. |
| 213 | Venezuela | -29.40 | 2014 est. |
| 214 | Timor-Leste | -31.00 | 2014 est. |
| 215 | Kiribati | -31.40 | 2010 est. |


