CIA - The World Factbook --  BUDGET SURPLUS (+) OR DEFICIT (-)

Budget surplus or deficit records the difference between national government revenues and expenditures, expressed as a percent of GDP. A positive (+) number indicates that revenues exceeded expenditures (a budget surplus), while a negative (-) number indicates the reverse (a budget deficit).

| Rank | Country | (% OF GDP) | Date of Information |
| 196 | Lebanon | -7.70 | 2015 est. |
| 197 | Zambia | -7.90 | 2015 est. |
| 198 | Gambia, The | -8.00 | 2015 est. |
| 199 | Belize | -8.50 | 2015 est. |
| 200 | Guinea | -9.10 | 2015 est. |
| 201 | Niger | -9.10 | 2015 est. |
| 202 | Yemen | -9.80 | 2015 est. |
| 203 | Congo, Republic of the | -10.30 | 2015 est. |
| 204 | Egypt | -11.70 | 2015 est. |
| 205 | Faroe Islands | -11.90 | 2010 est. |
| 206 | Kuwait | -12.40 | 2015 est. |
| 207 | Niue | -12.60 | FY04/05 |
| 208 | Bahrain | -13.20 | 2015 est. |
| 209 | Eritrea | -13.20 | 2015 est. |
| 210 | West Bank | -13.50 | 2014 est. |
| 211 | Djibouti | -14.20 | 2015 est. |
| 212 | Saudi Arabia | -14.80 | 2015 est. |
| 213 | Iraq | -15.50 | 2015 est. |
| 214 | Algeria | -16.00 | 2015 est. |
| 215 | Oman | -20.60 | 2015 est. |
| 216 | Afghanistan | -23.70 | 2015 est. |
| 217 | Libya | -31.20 | 2015 est. |
| 218 | Venezuela | -41.10 | 2015 est. |
| 219 | South Sudan | -69.40 | FY 2013 est. |
| 220 | Timor-Leste | -91.60 | 2015 est. |


