CIA - The World Factbook --  BUDGET SURPLUS (+) OR DEFICIT (-)

Budget surplus or deficit records the difference between national government revenues and expenditures, expressed as a percent of GDP. A positive (+) number indicates that revenues exceeded expenditures (a budget surplus), while a negative (-) number indicates the reverse (a budget deficit).

| Rank | Country | (% OF GDP) | Date of Information |
| 188 | Ecuador | -7.50 | 2016 est. |
| 189 | Montenegro | -7.50 | 2016 est. |
| 190 | Sierra Leone | -7.60 | 2016 est. |
| 191 | Ghana | -7.80 | 2016 est. |
| 192 | Suriname | -8.10 | 2016 est. |
| 193 | Qatar | -8.30 | 2016 est. |
| 194 | British Virgin Islands | -9.10 | 2016 est. |
| 195 | Mozambique | -9.20 | 2016 est. |
| 196 | Lebanon | -9.50 | 2016 est. |
| 197 | Syria | -9.70 | 2016 est. |
| 198 | Egypt | -9.80 | 2016 est. |
| 199 | Zambia | -9.80 | 2016 est. |
| 200 | Zimbabwe | -9.90 | 2016 est. |
| 201 | Kuwait | -11.00 | 2016 est. |
| 202 | Eritrea | -11.40 | 2016 est. |
| 203 | Yemen | -11.80 | 2016 est. |
| 204 | Swaziland | -12.30 | 2017 est. |
| 205 | Niue | -12.60 | FY04/05 |
| 206 | Saudi Arabia | -13.00 | 2016 est. |
| 207 | Greenland | -13.50 | 2015 est. |
| 208 | Bahrain | -13.60 | 2016 est. |
| 209 | Algeria | -13.80 | 2016 est. |
| 210 | Mongolia | -15.20 | 2016 est. |
| 211 | Iraq | -15.30 | 2016 est. |
| 212 | Djibouti | -16.00 | 2016 est. |
| 213 | Brunei | -16.80 | 2016 est. |
| 214 | Congo, Republic of the | -17.90 | 2016 est. |
| 215 | Gambia, The | -19.50 | 2016 est. |
| 216 | Oman | -21.80 | 2016 est. |
| 217 | Afghanistan | -24.60 | 2016 est. |
| 218 | Venezuela | -48.00 | 2016 est. |
| 219 | Libya | -52.20 | 2016 est. |
| 220 | South Sudan | -62.50 | FY 2013 est. |
| 221 | Timor-Leste | -76.10 | 2016 est. |


