CIA - The World Factbook --  Budget surplus (+) or deficit (-)   

This entry records the difference between national government revenues and expenditures, expressed as a percent of GDP. A positive (+) number indicates that revenues exceeded expenditures (a budget surplus), while a negative (-) number indicates the reverse (a budget deficit). Normalizing the data, by dividing the budget balance by GDP, enables easy comparisons across countries and indicates whether a national government saves or borrows money. Countries with high budget deficits (relative to their GDPs) generally have more difficulty raising funds to finance expenditures, than those with lower deficits.

| Rank | country | (% of GDP) | Date of Information |
| 50 | Jersey | -0.40 | 2005 |
| 51 | Korea, North | -0.40 | 2007 est. |
| 52 | Central African Republic | -0.50 | 2010 est. |
| 53 | Peru | -0.60 | 2010 est. |
| 54 | Nicaragua | -0.60 | 2010 est. |
| 55 | Liberia | -0.70 | 2010 est. |
| 56 | Djibouti | -0.80 | 2010 est. |
| 57 | Turkmenistan | -0.90 | 2010 est. |
| 58 | Curacao | -0.90 | 2010 est. |
| 59 | Suriname | -0.90 | 2004 |
| 60 | Algeria | -1.10 | 2010 est. |
| 61 | Uruguay | -1.20 | 2010 est. |
| 62 | Thailand | -1.30 | 2010 est. |
| 63 | Luxembourg | -1.40 | 2010 est. |
| 64 | Brunei | -1.40 | 2010 est. |
| 65 | Ethiopia | -1.40 | 2010 est. |
| 66 | Comoros | -1.60 | 2010 est. |
| 67 | Togo | -1.60 | 2010 est. |
| 68 | Falkland Islands (Islas Malvinas) | -1.60 | FY98/99 |
| 69 | China | -1.60 | 2010 est. |
| 70 | Equatorial Guinea | -1.70 | 2010 est. |
| 71 | Panama | -1.90 | 2010 est. |
| 72 | Indonesia | -1.90 | 2011 est. |
| 73 | Aruba | -1.90 | 2010 est. |
| 74 | Gambia, The | -2.00 | 2010 est. |
| 75 | Greenland | -2.00 | 2007 |
| 76 | Belarus | -2.00 | 2010 est. |
| 77 | Madagascar | -2.00 | 2010 est. |
| 78 | Cote d'Ivoire | -2.00 | 2010 est. |
| 79 | Haiti | -2.10 | 2010 est. |
| 80 | United Arab Emirates | -2.10 | 2010 est. |
| 81 | Kosovo | -2.20 | 2010 est. |
| 82 | New Caledonia | -2.30 | 2001 est. |
| 83 | Guinea-Bissau | -2.40 | 2010 est. |
| 84 | Moldova | -2.50 | 2010 est. |
| 85 | Cameroon | -2.50 | 2010 est. |
| 86 | Macedonia | -2.50 | 2010 est. |
| 87 | Kazakhstan | -2.60 | 2010 est. |
| 88 | Colombia | -2.60 | 2011 est. |
| 89 | Mali | -2.60 | 2010 est. |
| 90 | Dominican Republic | -2.80 | 2010 est. |
| 91 | Finland | -2.80 | 2010 est. |
| 92 | Kiribati | -2.80 | FY05 |
| 93 | Mexico | -2.80 | 2010 est. |
| 94 | Denmark | -2.90 | 2010 est. |
| 95 | Trinidad and Tobago | -2.90 | 2010 est. |
| 96 | Guyana | -3.00 | 2010 est. |
| 97 | Benin | -3.00 | 2010 est. |
| 98 | Sudan | -3.00 | 2010 est. |
| 99 | Puerto Rico | -3.10 | FY99/00 |
| 100 | Albania | -3.10 | 2010 est. |
| 101 | Poland | -3.20 | 2010 est. |
| 102 | Laos | -3.20 | 2010 est. |
| 103 | Guatemala | -3.30 | 2010 est. |
| 104 | Germany | -3.30 | 2010 est. |
| 105 | Taiwan | -3.30 | 2010 est. |
| 106 | Zambia | -3.30 | 2010 est. |
| 107 | Fiji | -3.30 | 2010 est. |
| 108 | Australia | -3.40 | 2010 est. |
| 109 | Nigeria | -3.40 | 2010 est. |
| 110 | Uganda | -3.50 | 2010 est. |
| 111 | Malta | -3.60 | 2010 est. |
| 112 | Belize | -3.60 | 2010 est. |
| 113 | Turkey | -3.60 | 2010 est. |
| 114 | Sao Tome and Principe | -3.60 | 2010 est. |
| 115 | Philippines | -3.70 | 2010 est. |
| 116 | Ecuador | -3.70 | 2011 est. |
| 117 | Israel | -3.80 | 2010 est. |
| 118 | Burma | -3.80 | 2010 est. |
| 119 | Mauritania | -3.80 | 2010 est. |
| 120 | San Marino | -3.80 | 2009 |
| 121 | Bahamas, The | -4.00 | 2010 est. |
| 122 | Bulgaria | -4.00 | 2010 est. |
| 123 | Russia | -4.10 | 2010 est. |
| 124 | South Africa | -4.10 | 2010 est. |
| 125 | Morocco | -4.10 | 2010 est. |
| 126 | Belgium | -4.20 | 2010 est. |
| 127 | Bangladesh | -4.20 | 2010 est. |
| 128 | Syria | -4.20 | 2010 est. |
| 129 | El Salvador | -4.20 | 2010 est. |
| 130 | Tunisia | -4.20 | 2010 est. |
| 131 | Hungary | -4.30 | 2010 est. |
| 132 | Cuba | -4.30 | 2010 est. |
| 133 | Bosnia and Herzegovina | -4.40 | 2010 est. |
| 134 | Croatia | -4.50 | 2010 est. |
| 135 | New Zealand | -4.60 | 2010 est. |
| 136 | Italy | -4.60 | 2010 est. |
| 137 | Mauritius | -4.60 | 2010 est. |
| 138 | Czech Republic | -4.70 | 2010 est. |
| 139 | Northern Mariana Islands | -4.70 | FY01/02 |
| 140 | Tuvalu | -4.70 | 2006 |
| 141 | Austria | -4.70 | 2010 est. |
| 142 | Honduras | -4.80 | 2010 est. |
| 143 | Armenia | -4.90 | 2010 est. |
| 144 | Serbia | -4.90 | 2010 est. |
| 145 | Kyrgyzstan | -5.10 | 2010 est. |
| 146 | Senegal | -5.20 | 2010 est. |
| 147 | Costa Rica | -5.20 | 2010 est. |
| 148 | World | -5.30 | 2010 est. |
| 149 | Slovenia | -5.30 | 2010 est. |
| 150 | Cyprus | -5.30 | 2010 est. |
| 151 | Netherlands | -5.30 | 2010 est. |
| 152 | Bahrain | -5.40 | 2010 est. |
| 153 | Vietnam | -5.50 | 2010 est. |
| 154 | India | -5.60 | 2010 est. |
| 155 | Canada | -5.60 | 2010 est. |
| 156 | Malaysia | -5.60 | 2010 est. |
| 157 | Venezuela | -5.70 | 2010 est. |
| 158 | Mozambique | -5.80 | 2010 est. |
| 159 | Antigua and Barbuda | -5.80 | 2009 est. |
| 160 | Cambodia | -5.90 | 2010 est. |
| 161 | Burkina Faso | -5.90 | 2010 est. |
| 162 | Grenada | -6.00 | 2009 est. |
| 163 | American Samoa | -6.10 | FY07 |
| 164 | Tanzania | -6.10 | 2010 est. |
| 165 | Jamaica | -6.20 | 2010 est. |
| 166 | Pakistan | -6.20 | 2010 est. |
| 167 | Kenya | -6.30 | 2010 est. |
| 168 | Bhutan | -6.30 | 2010 est. |
| 169 | Romania | -6.40 | 2010 est. |
| 170 | Namibia | -6.50 | 2010 est. |
| 171 | Saint Vincent and the Grenadines | -6.60 | 2010 est. |
| 172 | Georgia | -6.60 | 2010 est. |
| 173 | Burundi | -6.80 | 2010 est. |
| 174 | Botswana | -7.00 | 2010 est. |
| 175 | France | -7.00 | 2010 est. |
| 176 | Lithuania | -7.10 | 2010 est. |
| 177 | Sierra Leone | -7.30 | 2010 est. |
| 178 | Jordan | -7.40 | 2010 est. |
| 179 | Lebanon | -7.40 | 2010 est. |
| 180 | Ukraine | -7.50 | 2010 est. |
| 181 | Cayman Islands | -7.60 | 2010 est. |
| 182 | Ghana | -7.60 | 2010 est. |
| 183 | Latvia | -7.70 | 2010 est. |
| 184 | Iceland | -7.80 | 2010 est. |
| 185 | Sri Lanka | -7.90 | 2010 est. |
| 186 | Slovakia | -7.90 | 2010 est. |
| 187 | Egypt | -8.00 | 2010 est. |
| 188 | Barbados | -8.10 | 2010 est. |
| 189 | Japan | -8.10 | 2010 est. |
| 190 | United States | -8.80 | 2010 est. |
| 191 | Niger | -8.90 | 2010 est. |
| 192 | Lesotho | -9.00 | 2010 est. |
| 193 | Portugal | -9.20 | 2010 est. |
| 194 | Spain | -9.30 | 2010 est. |
| 195 | Nepal | -10.10 | FY10 |
| 196 | United Kingdom | -10.30 | 2010 est. |
| 197 | Greece | -10.40 | 2010 est. |
| 198 | Chad | -11.60 | 2010 est. |
| 199 | Cape Verde | -13.70 | 2010 est. |
| 200 | Guinea | -14.30 | 2010 est. |
| 201 | Azerbaijan | -14.40 | 2010 est. |
| 202 | Samoa | -14.50 | 2010 est. |
| 203 | Afghanistan | -14.70 | FY09/10 est. |
| 204 | Maldives | -15.10 | 2010 est. |
| 205 | Swaziland | -15.40 | 2010 est. |
| 206 | Eritrea | -15.40 | 2010 est. |
| 207 | West Bank | -18.50 | 2010 |
| 208 | Ireland | -32.40 | 2010 est. |
