CIA - The World Factbook --  CRUDE OIL - EXPORTS

Crude oil - exports is the total amount of crude oil exported, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| 114 | Cook Islands | 0 | 2012 est. |
| 115 | Cyprus | 0 | 2012 est. |
| 116 | Djibouti | 0 | 2012 est. |
| 117 | Dominica | 0 | 2012 est. |
| 118 | Dominican Republic | 0 | 2014 est. |
| 119 | Eritrea | 0 | 2012 est. |
| 120 | El Salvador | 0 | 2012 est. |
| 121 | Ethiopia | 0 | 2012 est. |
| 122 | Finland | 0 | 2013 est. |
| 123 | Fiji | 0 | 2012 est. |
| 124 | Falkland Islands (Islas Malvinas) | 0 | 2012 est. |
| 125 | Micronesia, Federated States of | 0 | 2014 |
| 126 | Faroe Islands | 0 | 2012 est. |
| 127 | French Polynesia | 0 | 2012 est. |
| 128 | Gambia, The | 0 | 2012 est. |
| 129 | Gibraltar | 0 | 2012 est. |
| 130 | Grenada | 0 | 2012 est. |
| 131 | Greenland | 0 | 2012 est. |
| 132 | Guam | 0 | 2012 est. |
| 133 | Guinea | 0 | 2012 est. |
| 134 | Guyana | 0 | 2012 est. |
| 135 | Haiti | 0 | 2012 est. |
| 136 | Hong Kong | 0 | 2013 est. |
| 137 | Honduras | 0 | 2012 est. |
| 138 | Croatia | 0 | 2014 est. |
| 139 | Iceland | 0 | 2013 est. |
| 140 | India | 0 | 2013 est. |
| 141 | Japan | 0 | 2014 est. |
| 142 | Jamaica | 0 | 2012 est. |
| 143 | Jordan | 0 | 2013 est. |
| 144 | Kenya | 0 | 2012 est. |
| 145 | Kyrgyzstan | 0 | 2012 est. |
| 146 | Korea, North | 0 | 2012 est. |
| 147 | Kiribati | 0 | 2012 est. |
| 148 | Kosovo | 0 | 2012 est. |
| 149 | Laos | 0 | 2012 est. |
| 150 | Lebanon | 0 | 2012 est. |
| 151 | Liberia | 0 | 2012 est. |
| 152 | Lesotho | 0 | 2012 est. |
| 153 | Luxembourg | 0 | 2013 est. |
| 154 | Madagascar | 0 | 2012 est. |
| 155 | Macau | 0 | 2013 est. |
| 156 | Moldova | 0 | 2012 est. |
| 157 | Montserrat | 0 | 2012 est. |
| 158 | Malawi | 0 | 2012 est. |
| 159 | Montenegro | 0 | 2013 |
| 160 | Macedonia | 0 | 2014 |
| 161 | Mali | 0 | 2012 est. |
| 162 | Morocco | 0 | 2012 est. |
| 163 | Mauritius | 0 | 2012 est. |
| 164 | Malta | 0 | 2014 est. |
| 165 | Maldives | 0 | 2012 est. |
| 166 | Mozambique | 0 | 2012 est. |
| 167 | New Caledonia | 0 | 2012 est. |
| 168 | Niue | 0 | 2012 est. |
| 169 | Vanuatu | 0 | 2012 est. |
| 170 | Nepal | 0 | 2012 est. |
| 171 | Nauru | 0 | 2012 est. |
| 172 | Suriname | 0 | 2012 est. |
| 173 | Nicaragua | 0 | 2015 est. |
| 174 | Paraguay | 0 | 2012 est. |
| 175 | Pakistan | 0 | 2012 est. |
| 176 | Panama | 0 | 2012 est. |
| 177 | Portugal | 0 | 2013 est. |
| 178 | Guinea-Bissau | 0 | 2012 est. |
| 179 | Serbia | 0 | 2014 est. |
| 180 | Puerto Rico | 0 | 2012 est. |
| 181 | Rwanda | 0 | 2012 est. |
| 182 | Saint Pierre and Miquelon | 0 | 2012 est. |
| 183 | Saint Kitts and Nevis | 0 | 2012 est. |
| 184 | Seychelles | 0 | 2012 est. |
| 185 | South Africa | 0 | 2012 est. |
| 186 | Senegal | 0 | 2012 est. |
| 187 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2012 est. |
| 188 | Slovenia | 0 | 2013 est. |
| 189 | Sierra Leone | 0 | 2012 est. |
| 190 | Somalia | 0 | 2012 est. |
| 191 | Saint Lucia | 0 | 2012 est. |
| 192 | Syria | 0 | 2012 est. |
| 193 | Switzerland | 0 | 2013 est. |
| 194 | Tajikistan | 0 | 2013 est. |
| 195 | Turks and Caicos Islands | 0 | 2012 est. |
| 196 | Tonga | 0 | 2012 est. |
| 197 | Togo | 0 | 2012 est. |
| 198 | Sao Tome and Principe | 0 | 2012 est. |
| 199 | Tuvalu | 0 | 2014 |
| 200 | Taiwan | 0 | 2015 est. |
| 201 | Tanzania | 0 | 2012 est. |
| 202 | Uganda | 0 | 2012 est. |
| 203 | Burkina Faso | 0 | 2012 est. |
| 204 | Uruguay | 0 | 2012 est. |
| 205 | Saint Vincent and the Grenadines | 0 | 2012 est. |
| 206 | British Virgin Islands | 0 | 2012 est. |
| 207 | Virgin Islands | 0 | 2012 est. |
| 208 | Namibia | 0 | 2014 est. |
| 209 | West Bank | 0 | 2012 est. |
| 210 | Western Sahara | 0 | 2012 est. |
| 211 | Samoa | 0 | 2012 est. |
| 212 | Swaziland | 0 | 2012 est. |
| 213 | Zambia | 0 | 2012 est. |
| 214 | Zimbabwe | 0 | 2012 est. |


