CIA - The World Factbook --  Sex ratio   

This entry includes the number of males for each female in five age groups - at birth, under 15 years, 15-64 years, 65 years and over, and for the total population. Sex ratio at birth has recently emerged as an indicator of certain kinds of sex discrimination in some countries. For instance, high sex ratios at birth in some Asian countries are now attributed to sex-selective abortion and infanticide due to a strong preference for sons. This will affect future marriage patterns and fertility patterns. Eventually, it could cause unrest among young adult males who are unable to find partners.

| Rank | country | (male(s)/female) | Date of Information |
| 79 | Jersey | 1.08 | 2009 est. |
| 80 | Jersey | 1.08 | 2009 est. |
| 81 | Grenada | 1.08 | 2009 est. |
| 82 | Andorra | 1.07 | 2009 est. |
| 83 | Ireland | 1.07 | 2009 est. |
| 84 | Vietnam | 1.07 | 2009 est. |
| 85 | Tunisia | 1.07 | 2009 est. |
| 86 | Tunisia | 1.07 | 2009 est. |
| 87 | Turks and Caicos Islands | 1.07 | 2009 est. |
| 88 | Sudan | 1.07 | 2009 est. |
| 89 | Spain | 1.07 | 2009 est. |
| 90 | Slovenia | 1.07 | 2009 est. |
| 91 | Serbia | 1.07 | 2009 est. |
| 92 | Serbia | 1.07 | 2009 est. |
| 93 | Portugal | 1.07 | 2009 est. |
| 94 | Suriname | 1.07 | 2009 est. |
| 95 | Malaysia | 1.07 | 2009 est. |
| 96 | Luxembourg | 1.07 | 2009 est. |
| 97 | Korea, South | 1.07 | 2009 est. |
| 98 | Italy | 1.07 | 2009 est. |
| 99 | Faroe Islands | 1.07 | 2009 est. |
| 100 | Faroe Islands | 1.07 | 2009 est. |
| 101 | Ireland | 1.07 | 2009 est. |
| 102 | Djibouti | 1.07 | 2009 est. |
| 103 | Bosnia and Herzegovina | 1.07 | 2009 est. |
| 104 | Bosnia and Herzegovina | 1.07 | 2009 est. |
| 105 | Cook Islands | 1.07 | 2009 est. |
| 106 | Andorra | 1.07 | 2009 est. |
| 107 | Andorra | 1.06 | 2009 est. |
| 108 | Belarus | 1.06 | 2009 est. |
| 109 | Samoa | 1.06 | 2009 est. |
| 110 | West Bank | 1.06 | 2009 est. |
| 111 | Virgin Islands | 1.06 | 2009 est. |
| 112 | British Virgin Islands | 1.06 | 2009 est. |
| 113 | Saint Vincent and the Grenadines | 1.06 | 2009 est. |
| 114 | Uzbekistan | 1.06 | 2009 est. |
| 115 | Ukraine | 1.06 | 2009 est. |
| 116 | Ukraine | 1.06 | 2009 est. |
| 117 | Saint Barthelemy | 1.06 | 2009 est. |
| 118 | Syria | 1.06 | 2009 est. |
| 119 | Syria | 1.06 | 2009 est. |
| 120 | Sweden | 1.06 | 2009 est. |
| 121 | Sweden | 1.06 | 2009 est. |
| 122 | Saint Lucia | 1.06 | 2009 est. |
| 123 | Spain | 1.06 | 2009 est. |
| 124 | Slovenia | 1.06 | 2009 est. |
| 125 | Saint Kitts and Nevis | 1.06 | 2009 est. |
| 126 | Saudi Arabia | 1.06 | 2009 est. |
| 127 | Russia | 1.06 | 2009 est. |
| 128 | Romania | 1.06 | 2009 est. |
| 129 | Qatar | 1.06 | 2009 est. |
| 130 | Qatar | 1.06 | 2009 est. |
| 131 | Poland | 1.06 | 2009 est. |
| 132 | Pakistan | 1.06 | 2009 est. |
| 133 | Nigeria | 1.06 | 2009 est. |
| 134 | Vanuatu | 1.06 | 2009 est. |
| 135 | Malaysia | 1.06 | 2009 est. |
| 136 | Malta | 1.06 | 2009 est. |
| 137 | Malta | 1.06 | 2009 est. |
| 138 | Monaco | 1.06 | 2009 est. |
| 139 | Gaza Strip | 1.06 | 2009 est. |
| 140 | Palau | 1.06 | 2009 est. |
| 141 | Palau | 1.06 | 2009 est. |
| 142 | Papua New Guinea | 1.06 | 2009 est. |
| 143 | Poland | 1.06 | 2009 est. |
| 144 | Greece | 1.06 | 2009 est. |
| 145 | Greece | 1.06 | 2009 est. |
| 146 | Germany | 1.06 | 2009 est. |
| 147 | Czech Republic | 1.06 | 2009 est. |
| 148 | Czech Republic | 1.06 | 2009 est. |
| 149 | Estonia | 1.06 | 2009 est. |
| 150 | Estonia | 1.06 | 2009 est. |
| 151 | Cook Islands | 1.06 | 2009 est. |
| 152 | Moldova | 1.06 | 2009 est. |
| 153 | Moldova | 1.06 | 2009 est. |
| 154 | Libya | 1.06 | 2009 est. |
| 155 | Luxembourg | 1.06 | 2009 est. |
| 156 | Lithuania | 1.06 | 2009 est. |
| 157 | Kazakhstan | 1.06 | 2009 est. |
| 158 | Kosovo | 1.06 | 2009 est. |
| 159 | Korea, North | 1.06 | 2009 est. |
| 160 | Jordan | 1.06 | 2009 est. |
| 161 | Japan | 1.06 | 2009 est. |
| 162 | Japan | 1.06 | 2009 est. |
| 163 | Italy | 1.06 | 2009 est. |
| 164 | India | 1.06 | 2009 est. |
| 165 | India | 1.06 | 2009 est. |
| 166 | Hungary | 1.06 | 2009 est. |
| 167 | Hungary | 1.06 | 2009 est. |
| 168 | Croatia | 1.06 | 2009 est. |
| 169 | Gaza Strip | 1.06 | 2009 est. |
| 170 | Cuba | 1.06 | 2009 est. |
| 171 | Cuba | 1.06 | 2009 est. |
| 172 | Northern Mariana Islands | 1.06 | 2009 est. |
| 173 | China | 1.06 | 2009 est. |
| 174 | China | 1.06 | 2009 est. |
| 175 | Canada | 1.06 | 2009 est. |
| 176 | Brunei | 1.06 | 2009 est. |
| 177 | Bulgaria | 1.06 | 2009 est. |
| 178 | French Polynesia | 1.06 | 2009 est. |
| 179 | European Union | 1.06 | 2009 est. |
| 180 | European Union | 1.06 | 2009 est. |
| 181 | Denmark | 1.06 | 2009 est. |
| 182 | Belarus | 1.06 | 2009 est. |
| 183 | Burma | 1.06 | 2009 est. |
| 184 | Australia | 1.06 | 2009 est. |
| 185 | American Samoa | 1.06 | 2009 est. |
| 186 | Antigua and Barbuda | 1.05 | 2009 est. |
| 187 | Afghanistan | 1.05 | 2009 est. |
| 188 | Afghanistan | 1.05 | 2009 est. |
| 189 | Afghanistan | 1.05 | 2009 est. |
| 190 | Bulgaria | 1.05 | 2009 est. |
| 191 | Bhutan | 1.05 | 2009 est. |
| 192 | Brazil | 1.05 | 2009 est. |
| 193 | Anguilla | 1.05 | 2009 est. |
| 194 | Austria | 1.05 | 2009 est. |
| 195 | Austria | 1.05 | 2009 est. |
| 196 | Australia | 1.05 | 2009 est. |
| 197 | Argentina | 1.05 | 2009 est. |
| 198 | Argentina | 1.05 | 2009 est. |
| 199 | Angola | 1.05 | 2009 est. |
| 200 | Albania | 1.05 | 2009 est. |
| 201 | Algeria | 1.05 | 2009 est. |
| 202 | Afghanistan | 1.05 | 2009 est. |
| 203 | United Arab Emirates | 1.05 | 2009 est. |
| 204 | United Arab Emirates | 1.05 | 2009 est. |
| 205 | Cook Islands | 1.05 | 2009 est. |
| 206 | Costa Rica | 1.05 | 2009 est. |
| 207 | Chile | 1.05 | 2009 est. |
| 208 | Chile | 1.05 | 2009 est. |
| 209 | Canada | 1.05 | 2009 est. |
| 210 | Brunei | 1.05 | 2009 est. |
| 211 | Solomon Islands | 1.05 | 2009 est. |
| 212 | Benin | 1.05 | 2009 est. |
| 213 | Bolivia | 1.05 | 2009 est. |
| 214 | Belize | 1.05 | 2009 est. |
| 215 | Yemen | 1.05 | 2009 est. |
| 216 | Samoa | 1.05 | 2009 est. |
| 217 | Wallis and Futuna | 1.05 | 2009 est. |
| 218 | West Bank | 1.05 | 2009 est. |
| 219 | West Bank | 1.05 | 2009 est. |
| 220 | British Virgin Islands | 1.05 | 2009 est. |
| 221 | British Virgin Islands | 1.05 | 2009 est. |
| 222 | British Virgin Islands | 1.05 | 2009 est. |
| 223 | Venezuela | 1.05 | 2009 est. |
| 224 | Uzbekistan | 1.05 | 2009 est. |
| 225 | United States | 1.05 | 2009 est. |
| 226 | United Kingdom | 1.05 | 2009 est. |
| 227 | United Kingdom | 1.05 | 2009 est. |
| 228 | Turkmenistan | 1.05 | 2009 est. |
| 229 | Tuvalu | 1.05 | 2009 est. |
| 230 | Turkey | 1.05 | 2009 est. |
| 231 | Turkey | 1.05 | 2009 est. |
| 232 | Timor-Leste | 1.05 | 2009 est. |
| 233 | Tonga | 1.05 | 2009 est. |
| 234 | Turks and Caicos Islands | 1.05 | 2009 est. |
| 235 | Tajikistan | 1.05 | 2009 est. |
| 236 | Thailand | 1.05 | 2009 est. |
| 237 | Thailand | 1.05 | 2009 est. |
| 238 | Trinidad and Tobago | 1.05 | 2009 est. |
| 239 | Trinidad and Tobago | 1.05 | 2009 est. |
| 240 | Saint Barthelemy | 1.05 | 2009 est. |
| 241 | Switzerland | 1.05 | 2009 est. |
| 242 | Syria | 1.05 | 2009 est. |
| 243 | Syria | 1.05 | 2009 est. |
| 244 | Sudan | 1.05 | 2009 est. |
| 245 | Saint Lucia | 1.05 | 2009 est. |
| 246 | Saint Helena | 1.05 | 2009 est. |
| 247 | Seychelles | 1.05 | 2009 est. |
| 248 | Saint Kitts and Nevis | 1.05 | 2009 est. |
| 249 | Saint Pierre and Miquelon | 1.05 | 2009 est. |
| 250 | Saudi Arabia | 1.05 | 2009 est. |
| 251 | Russia | 1.05 | 2009 est. |
| 252 | Puerto Rico | 1.05 | 2009 est. |
| 253 | Puerto Rico | 1.05 | 2009 est. |
| 254 | Philippines | 1.05 | 2009 est. |
| 255 | Romania | 1.05 | 2009 est. |
| 256 | Marshall Islands | 1.05 | 2009 est. |
| 257 | Marshall Islands | 1.05 | 2009 est. |
| 258 | Papua New Guinea | 1.05 | 2009 est. |
| 259 | Pakistan | 1.05 | 2009 est. |
| 260 | Pakistan | 1.05 | 2009 est. |
| 261 | Peru | 1.05 | 2009 est. |
| 262 | Paraguay | 1.05 | 2009 est. |
| 263 | New Zealand | 1.05 | 2009 est. |
| 264 | New Zealand | 1.05 | 2009 est. |
| 265 | Nicaragua | 1.05 | 2009 est. |
| 266 | Netherlands Antilles | 1.05 | 2009 est. |
| 267 | Netherlands Antilles | 1.05 | 2009 est. |
| 268 | Nauru | 1.05 | 2009 est. |
| 269 | Norway | 1.05 | 2009 est. |
| 270 | Norway | 1.05 | 2009 est. |
| 271 | Netherlands | 1.05 | 2009 est. |
| 272 | Netherlands | 1.05 | 2009 est. |
| 273 | Nigeria | 1.05 | 2009 est. |
| 274 | Vanuatu | 1.05 | 2009 est. |
| 275 | New Caledonia | 1.05 | 2009 est. |
| 276 | Mexico | 1.05 | 2009 est. |
| 277 | Maldives | 1.05 | 2009 est. |
| 278 | Oman | 1.05 | 2009 est. |
| 279 | Mauritius | 1.05 | 2009 est. |
| 280 | Morocco | 1.05 | 2009 est. |
| 281 | Monaco | 1.05 | 2009 est. |
| 282 | Mongolia | 1.05 | 2009 est. |
| 283 | Macau | 1.05 | 2009 est. |
| 284 | Libya | 1.05 | 2009 est. |
| 285 | Libya | 1.05 | 2009 est. |
| 286 | Slovakia | 1.05 | 2009 est. |
| 287 | Slovakia | 1.05 | 2009 est. |
| 288 | Lithuania | 1.05 | 2009 est. |
| 289 | Latvia | 1.05 | 2009 est. |
| 290 | Latvia | 1.05 | 2009 est. |
| 291 | Lebanon | 1.05 | 2009 est. |
| 292 | Laos | 1.05 | 2009 est. |
| 293 | Kiribati | 1.05 | 2009 est. |
| 294 | Kyrgyzstan | 1.05 | 2009 est. |
| 295 | Jamaica | 1.05 | 2009 est. |
| 296 | Iraq | 1.05 | 2009 est. |
| 297 | Israel | 1.05 | 2009 est. |
| 298 | Israel | 1.05 | 2009 est. |
| 299 | Iran | 1.05 | 2009 est. |
| 300 | Iran | 1.05 | 2009 est. |
| 301 | Isle of Man | 1.05 | 2009 est. |
| 302 | Isle of Man | 1.05 | 2009 est. |
| 303 | Indonesia | 1.05 | 2009 est. |
| 304 | Croatia | 1.05 | 2009 est. |
| 305 | Honduras | 1.05 | 2009 est. |
| 306 | Gaza Strip | 1.05 | 2009 est. |
| 307 | Guyana | 1.05 | 2009 est. |
| 308 | Guatemala | 1.05 | 2009 est. |
| 309 | Germany | 1.05 | 2009 est. |
| 310 | Greenland | 1.05 | 2009 est. |
| 311 | Gibraltar | 1.05 | 2009 est. |
| 312 | Gibraltar | 1.05 | 2009 est. |
| 313 | France | 1.05 | 2009 est. |
| 314 | France | 1.05 | 2009 est. |
| 315 | French Polynesia | 1.05 | 2009 est. |
| 316 | Egypt | 1.05 | 2009 est. |
| 317 | Egypt | 1.05 | 2009 est. |
| 318 | Ecuador | 1.05 | 2009 est. |
| 319 | Dominica | 1.05 | 2009 est. |
| 320 | Dominica | 1.05 | 2009 est. |
| 321 | Dominica | 1.05 | 2009 est. |
| 322 | Denmark | 1.05 | 2009 est. |
| 323 | Cyprus | 1.05 | 2009 est. |
| 324 | Costa Rica | 1.05 | 2009 est. |
| 325 | Micronesia, Federated States of | 1.05 | 2009 est. |
| 326 | Fiji | 1.05 | 2009 est. |
| 327 | El Salvador | 1.05 | 2009 est. |
| 328 | Algeria | 1.04 | 2009 est. |
| 329 | Albania | 1.04 | 2009 est. |
| 330 | Belgium | 1.04 | 2009 est. |
| 331 | Belgium | 1.04 | 2009 est. |
| 332 | Botswana | 1.04 | 2009 est. |
| 333 | American Samoa | 1.04 | 2009 est. |
| 334 | Bangladesh | 1.04 | 2009 est. |
| 335 | Belize | 1.04 | 2009 est. |
| 336 | Kazakhstan | 1.04 | 2009 est. |
| 337 | Kuwait | 1.04 | 2009 est. |
| 338 | Iceland | 1.04 | 2009 est. |
| 339 | Honduras | 1.04 | 2009 est. |
| 340 | Gaza Strip | 1.04 | 2009 est. |
| 341 | Guyana | 1.04 | 2009 est. |
| 342 | Germany | 1.04 | 2009 est. |
| 343 | French Polynesia | 1.04 | 2009 est. |
| 344 | Ecuador | 1.04 | 2009 est. |
| 345 | Dominican Republic | 1.04 | 2009 est. |
| 346 | Dominican Republic | 1.04 | 2009 est. |
| 347 | Dominican Republic | 1.04 | 2009 est. |
| 348 | Djibouti | 1.04 | 2009 est. |
| 349 | Cyprus | 1.04 | 2009 est. |
| 350 | Sri Lanka | 1.04 | 2009 est. |
| 351 | Sri Lanka | 1.04 | 2009 est. |
| 352 | Chad | 1.04 | 2009 est. |
| 353 | Yemen | 1.04 | 2009 est. |
| 354 | Samoa | 1.04 | 2009 est. |
| 355 | Western Sahara | 1.04 | 2009 est. |
| 356 | West Bank | 1.04 | 2009 est. |
| 357 | Uruguay | 1.04 | 2009 est. |
| 358 | United States | 1.04 | 2009 est. |
| 359 | Tuvalu | 1.04 | 2009 est. |
| 360 | Timor-Leste | 1.04 | 2009 est. |
| 361 | Tonga | 1.04 | 2009 est. |
| 362 | Turks and Caicos Islands | 1.04 | 2009 est. |
| 363 | Tajikistan | 1.04 | 2009 est. |
| 364 | Sudan | 1.04 | 2009 est. |
| 365 | Saint Helena | 1.04 | 2009 est. |
| 366 | Saint Helena | 1.04 | 2009 est. |
| 367 | Saint Pierre and Miquelon | 1.04 | 2009 est. |
| 368 | Saudi Arabia | 1.04 | 2009 est. |
| 369 | Philippines | 1.04 | 2009 est. |
| 370 | Saint Martin | 1.04 | 2009 est. |
| 371 | Marshall Islands | 1.04 | 2009 est. |
| 372 | Marshall Islands | 1.04 | 2009 est. |
| 373 | Papua New Guinea | 1.04 | 2009 est. |
| 374 | Panama | 1.04 | 2009 est. |
| 375 | Panama | 1.04 | 2009 est. |
| 376 | Pakistan | 1.04 | 2009 est. |
| 377 | Peru | 1.04 | 2009 est. |
| 378 | Nicaragua | 1.04 | 2009 est. |
| 379 | Suriname | 1.04 | 2009 est. |
| 380 | Nauru | 1.04 | 2009 est. |
| 381 | Nauru | 1.04 | 2009 est. |
| 382 | Nepal | 1.04 | 2009 est. |
| 383 | Nepal | 1.04 | 2009 est. |
| 384 | Nigeria | 1.04 | 2009 est. |
| 385 | Nigeria | 1.04 | 2009 est. |
| 386 | Vanuatu | 1.04 | 2009 est. |
| 387 | Vanuatu | 1.04 | 2009 est. |
| 388 | Vanuatu | 1.04 | 2009 est. |
| 389 | New Caledonia | 1.04 | 2009 est. |
| 390 | Mexico | 1.04 | 2009 est. |
| 391 | Maldives | 1.04 | 2009 est. |
| 392 | Oman | 1.04 | 2009 est. |
| 393 | Morocco | 1.04 | 2009 est. |
| 394 | Mongolia | 1.04 | 2009 est. |
| 395 | Mayotte | 1.04 | 2009 est. |
| 396 | Kuwait | 1.04 | 2009 est. |
| 397 | Korea, South | 1.04 | 2009 est. |
| 398 | Kyrgyzstan | 1.04 | 2009 est. |
| 399 | Jordan | 1.04 | 2009 est. |
| 400 | Cote d'Ivoire | 1.04 | 2009 est. |
| 401 | Fiji | 1.04 | 2009 est. |
| 402 | Finland | 1.04 | 2009 est. |
| 403 | Finland | 1.04 | 2009 est. |
| 404 | El Salvador | 1.04 | 2009 est. |
| 405 | Libya | 1.04 | 2009 est. |
| 406 | Lebanon | 1.04 | 2009 est. |
| 407 | Cambodia | 1.04 | 2009 est. |
| 408 | Bhutan | 1.04 | 2009 est. |
| 409 | Brazil | 1.04 | 2009 est. |
| 410 | Solomon Islands | 1.04 | 2009 est. |
| 411 | Benin | 1.04 | 2009 est. |
| 412 | Bolivia | 1.04 | 2009 est. |
| 413 | Antigua and Barbuda | 1.03 | 2009 est. |
| 414 | Botswana | 1.03 | 2009 est. |
| 415 | Kiribati | 1.03 | 2009 est. |
| 416 | Korea, North | 1.03 | 2009 est. |
| 417 | Jamaica | 1.03 | 2009 est. |
| 418 | Iraq | 1.03 | 2009 est. |
| 419 | Iraq | 1.03 | 2009 est. |
| 420 | Cote d'Ivoire | 1.03 | 2009 est. |
| 421 | Cote d'Ivoire | 1.03 | 2009 est. |
| 422 | Italy | 1.03 | 2009 est. |
| 423 | Israel | 1.03 | 2009 est. |
| 424 | Indonesia | 1.03 | 2009 est. |
| 425 | Iceland | 1.03 | 2009 est. |
| 426 | Tanzania | 1.03 | 2009 est. |
| 427 | Timor-Leste | 1.03 | 2009 est. |
| 428 | Timor-Leste | 1.03 | 2009 est. |
| 429 | Sao Tome and Principe | 1.03 | 2009 est. |
| 430 | Sao Tome and Principe | 1.03 | 2009 est. |
| 431 | Togo | 1.03 | 2009 est. |
| 432 | Trinidad and Tobago | 1.03 | 2009 est. |
| 433 | Sweden | 1.03 | 2009 est. |
| 434 | Sudan | 1.03 | 2009 est. |
| 435 | Zimbabwe | 1.03 | 2009 est. |
| 436 | Zambia | 1.03 | 2009 est. |
| 437 | Yemen | 1.03 | 2009 est. |
| 438 | Yemen | 1.03 | 2009 est. |
| 439 | Swaziland | 1.03 | 2009 est. |
| 440 | Western Sahara | 1.03 | 2009 est. |
| 441 | Namibia | 1.03 | 2009 est. |
| 442 | Virgin Islands | 1.03 | 2009 est. |
| 443 | British Virgin Islands | 1.03 | 2009 est. |
| 444 | Venezuela | 1.03 | 2009 est. |
| 445 | Saint Vincent and the Grenadines | 1.03 | 2009 est. |
| 446 | Saint Vincent and the Grenadines | 1.03 | 2009 est. |
| 447 | Uruguay | 1.03 | 2009 est. |
| 448 | Burkina Faso | 1.03 | 2009 est. |
| 449 | United Kingdom | 1.03 | 2009 est. |
| 450 | Uganda | 1.03 | 2009 est. |
| 451 | Somalia | 1.03 | 2009 est. |
| 452 | Sierra Leone | 1.03 | 2009 est. |
| 453 | Saint Helena | 1.03 | 2009 est. |
| 454 | Senegal | 1.03 | 2009 est. |
| 455 | Seychelles | 1.03 | 2009 est. |
| 456 | Seychelles | 1.03 | 2009 est. |
| 457 | Saint Pierre and Miquelon | 1.03 | 2009 est. |
| 458 | Rwanda | 1.03 | 2009 est. |
| 459 | Haiti | 1.03 | 2009 est. |
| 460 | Guinea | 1.03 | 2009 est. |
| 461 | Guatemala | 1.03 | 2009 est. |
| 462 | Greenland | 1.03 | 2009 est. |
| 463 | Guernsey | 1.03 | 2009 est. |
| 464 | Guernsey | 1.03 | 2009 est. |
| 465 | Gibraltar | 1.03 | 2009 est. |
| 466 | Ghana | 1.03 | 2009 est. |
| 467 | Guinea-Bissau | 1.03 | 2009 est. |
| 468 | Papua New Guinea | 1.03 | 2009 est. |
| 469 | Paraguay | 1.03 | 2009 est. |
| 470 | Norway | 1.03 | 2009 est. |
| 471 | Niger | 1.03 | 2009 est. |
| 472 | Malta | 1.03 | 2009 est. |
| 473 | Mauritania | 1.03 | 2009 est. |
| 474 | Mauritius | 1.03 | 2009 est. |
| 475 | Mali | 1.03 | 2009 est. |
| 476 | Montserrat | 1.03 | 2009 est. |
| 477 | Mayotte | 1.03 | 2009 est. |
| 478 | Madagascar | 1.03 | 2009 est. |
| 479 | Gabon | 1.03 | 2009 est. |
| 480 | Gambia, The | 1.03 | 2009 est. |
| 481 | Micronesia, Federated States of | 1.03 | 2009 est. |
| 482 | Ethiopia | 1.03 | 2009 est. |
| 483 | Eritrea | 1.03 | 2009 est. |
| 484 | Equatorial Guinea | 1.03 | 2009 est. |
| 485 | Equatorial Guinea | 1.03 | 2009 est. |
| 486 | Cyprus | 1.03 | 2009 est. |
| 487 | Lesotho | 1.03 | 2009 est. |
| 488 | Liberia | 1.03 | 2009 est. |
| 489 | Cape Verde | 1.03 | 2009 est. |
| 490 | Central African Republic | 1.03 | 2009 est. |
| 491 | Colombia | 1.03 | 2009 est. |
| 492 | Comoros | 1.03 | 2009 est. |
| 493 | Cameroon | 1.03 | 2009 est. |
| 494 | Congo, Democratic Republic of the | 1.03 | 2009 est. |
| 495 | Congo, Republic of the | 1.03 | 2009 est. |
| 496 | Chad | 1.03 | 2009 est. |
| 497 | Dominican Republic | 1.03 | 2009 est. |
| 498 | Djibouti | 1.03 | 2009 est. |
| 499 | Burundi | 1.03 | 2009 est. |
| 500 | Bahrain | 1.03 | 2009 est. |
| 501 | Burma | 1.03 | 2009 est. |
| 502 | Angola | 1.03 | 2009 est. |
| 503 | Belize | 1.03 | 2009 est. |
| 504 | Australia | 1.03 | 2009 est. |
| 505 | American Samoa | 1.03 | 2009 est. |
| 506 | Aruba | 1.02 | 2009 est. |
| 507 | Cambodia | 1.02 | 2009 est. |
| 508 | Canada | 1.02 | 2009 est. |
| 509 | Bahamas, The | 1.02 | 2009 est. |
| 510 | Belgium | 1.02 | 2009 est. |
| 511 | Bermuda | 1.02 | 2009 est. |
| 512 | Bermuda | 1.02 | 2009 est. |
| 513 | Bahrain | 1.02 | 2009 est. |
| 514 | Anguilla | 1.02 | 2009 est. |
| 515 | American Samoa | 1.02 | 2009 est. |
| 516 | Angola | 1.02 | 2009 est. |
| 517 | Angola | 1.02 | 2009 est. |
| 518 | Zimbabwe | 1.02 | 2009 est. |
| 519 | Swaziland | 1.02 | 2009 est. |
| 520 | Namibia | 1.02 | 2009 est. |
| 521 | Namibia | 1.02 | 2009 est. |
| 522 | Saint Vincent and the Grenadines | 1.02 | 2009 est. |
| 523 | Turkmenistan | 1.02 | 2009 est. |
| 524 | Taiwan | 1.02 | 2009 est. |
| 525 | Taiwan | 1.02 | 2009 est. |
| 526 | Turkey | 1.02 | 2009 est. |
| 527 | Turkey | 1.02 | 2009 est. |
| 528 | Trinidad and Tobago | 1.02 | 2009 est. |
| 529 | Switzerland | 1.02 | 2009 est. |
| 530 | Slovenia | 1.02 | 2009 est. |
| 531 | South Africa | 1.02 | 2009 est. |
| 532 | South Africa | 1.02 | 2009 est. |
| 533 | Panama | 1.02 | 2009 est. |
| 534 | Panama | 1.02 | 2009 est. |
| 535 | Netherlands | 1.02 | 2009 est. |
| 536 | Niger | 1.02 | 2009 est. |
| 537 | Mozambique | 1.02 | 2009 est. |
| 538 | Mali | 1.02 | 2009 est. |
