CIA - The World Factbook --  Budget   

This entry includes revenues, expenditures, and capital expenditures. These figures are calculated on an exchange rate basis, i.e., not in purchasing power parity (PPP) terms.

| Rank | country | Budget | Date of Information |
| 55 | United Arab Emirates | $ 130,300,000,000 | 2012 est. |
| 56 | Finland | $ 129,400,000,000 | 2012 est. |
| 57 | Greece | $ 128,000,000,000 | 2012 est. |
| 58 | Argentina | $ 117,500,000,000 | 2012 est. |
| 59 | South Africa | $ 116,500,000,000 | 2012 est. |
| 60 | Venezuela | $ 116,300,000,000 | 2012 est. |
| 61 | United Arab Emirates | $ 113,800,000,000 | 2012 est. |
| 62 | Greece | $ 108,700,000,000 | 2012 est. |
| 63 | Portugal | $ 107,400,000,000 | 2012 est. |
| 64 | Kuwait | $ 106,900,000,000 | 2012 est. |
| 65 | Colombia | $ 106,000,000,000 | 2012 est. |
| 66 | Iraq | $ 104,400,000,000 | 2012 est. |
| 67 | Colombia | $ 104,200,000,000 | 2012 est. |
| 68 | Poland | $ 99,540,000,000 | 2012 est. |
| 69 | Iraq | $ 98,490,000,000 | 2012 est. |
| 70 | South Africa | $ 95,270,000,000 | 2012 est. |
| 71 | Portugal | $ 94,670,000,000 | 2012 est. |
| 72 | Iran | $ 92,630,000,000 | 2011 est. |
| 73 | Taiwan | $ 92,440,000,000 | 2012 est. |
| 74 | Poland | $ 89,470,000,000 | 2012 est. |
| 75 | Ireland | $ 88,970,000,000 | 2012 est. |
| 76 | Czech Republic | $ 87,250,000,000 | 2012 est. |
| 77 | Algeria | $ 84,290,000,000 | 2012 est. |
| 78 | Egypt | $ 83,240,000,000 | 2012 est. |
| 79 | Czech Republic | $ 81,080,000,000 | 2012 est. |
| 80 | Algeria | $ 79,320,000,000 | 2012 est. |
| 81 | Taiwan | $ 78,970,000,000 | 2012 est. |
| 82 | Thailand | $ 77,130,000,000 | 2012 est. |
| 83 | Malaysia | $ 75,310,000,000 | 2012 est. |
| 84 | New Zealand | $ 72,710,000,000 | 2012 est. |
| 85 | Israel | $ 72,000,000,000 | 2012 est. |
| 86 | Ireland | $ 71,570,000,000 | 2012 est. |
| 87 | Kuwait | $ 69,180,000,000 | 2012 est. |
| 88 | Thailand | $ 68,260,000,000 | 2012 est. |
| 89 | Qatar | $ 62,660,000,000 | 2012 est. |
| 90 | New Zealand | $ 62,640,000,000 | 2012 est. |
| 91 | Israel | $ 62,640,000,000 | 2012 est. |
| 92 | Ukraine | $ 59,580,000,000 | 2012 est. |
| 93 | Chile | $ 59,490,000,000 | 2012 est. |
| 94 | Malaysia | $ 59,220,000,000 | 2012 est. |
| 95 | Hungary | $ 58,550,000,000 | 2012 est. |
| 96 | Peru | $ 58,150,000,000 | 2012 est. |
| 97 | Romania | $ 58,140,000,000 | 2012 est. |
| 98 | Libya | $ 56,880,000,000 | 2012 est. |
| 99 | Egypt | $ 56,640,000,000 | 2012 est. |
| 100 | Peru | $ 56,420,000,000 | 2012 est. |
| 101 | Angola | $ 56,070,000,000 | 2012 est. |
| 102 | Chile | $ 55,730,000,000 | 2012 est. |
| 103 | Hungary | $ 55,050,000,000 | 2012 est. |
| 104 | Romania | $ 54,270,000,000 | 2012 est. |
| 105 | Ukraine | $ 53,070,000,000 | 2012 est. |
| 106 | Libya | $ 51,410,000,000 | 2012 est. |
| 107 | Qatar | $ 51,190,000,000 | 2012 est. |
| 108 | Hong Kong | $ 50,460,000,000 | 2012 est. |
| 109 | Cuba | $ 48,970,000,000 | 2012 est. |
| 110 | Kazakhstan | $ 48,040,000,000 | 2012 est. |
| 111 | Vietnam | $ 47,570,000,000 | 2012 est. |
| 112 | Hong Kong | $ 47,560,000,000 | 2012 est. |
| 113 | Cuba | $ 46,300,000,000 | 2012 est. |
| 114 | Pakistan | $ 44,190,000,000 | 2012 est. |
| 115 | Kazakhstan | $ 43,080,000,000 | 2012 est. |
| 116 | Angola | $ 42,260,000,000 | 2012 est. |
| 117 | Vietnam | $ 42,140,000,000 | 2012 est. |
| 118 | Philippines | $ 41,570,000,000 | 2012 est. |
| 119 | Singapore | $ 39,860,000,000 | 2012 est. |
| 120 | Singapore | $ 39,580,000,000 | 2012 est. |
| 121 | Slovakia | $ 35,850,000,000 | 2012 est. |
| 122 | Oman | $ 35,550,000,000 | 2012 est. |
| 123 | Philippines | $ 35,160,000,000 | 2012 est. |
| 124 | Ecuador | $ 32,800,000,000 | 2012 est. |
| 125 | Morocco | $ 32,300,000,000 | 2012 est. |
| 126 | Nigeria | $ 31,610,000,000 | 2012 est. |
| 127 | Ecuador | $ 31,500,000,000 | 2012 est. |
| 128 | Slovakia | $ 31,390,000,000 | 2012 est. |
| 129 | Oman | $ 30,490,000,000 | 2012 est. |
| 130 | Pakistan | $ 29,510,000,000 | 2012 est. |
| 131 | Turkmenistan | $ 26,900,000,000 | 2012 est. |
| 132 | Turkmenistan | $ 26,400,000,000 | 2012 est. |
| 133 | Azerbaijan | $ 25,550,000,000 | 2012 est. |
| 134 | Morocco | $ 25,160,000,000 | 2012 est. |
| 135 | Luxembourg | $ 23,560,000,000 | 2012 est. |
| 136 | Nigeria | $ 23,480,000,000 | 2012 est. |
| 137 | Azerbaijan | $ 23,250,000,000 | 2012 est. |
| 138 | Luxembourg | $ 23,050,000,000 | 2012 est. |
| 139 | Slovenia | $ 22,590,000,000 | 2012 est. |
| 140 | Croatia | $ 22,510,000,000 | 2012 est. |
| 141 | Belarus | $ 22,040,000,000 | 2012 est. |
| 142 | Belarus | $ 21,420,000,000 | 2012 est. |
| 143 | Slovenia | $ 20,500,000,000 | 2012 est. |
| 144 | Croatia | $ 19,900,000,000 | 2012 est. |
| 145 | Bangladesh | $ 19,620,000,000 | 2012 est. |
| 146 | Bulgaria | $ 17,930,000,000 | 2012 est. |
| 147 | Serbia | $ 17,750,000,000 | 2012 est. |
| 148 | Bulgaria | $ 17,190,000,000 | 2012 est. |
| 149 | Macau | $ 16,950,000,000 | 2012 est. |
| 150 | Uzbekistan | $ 16,510,000,000 | 2012 est. |
| 151 | Uzbekistan | $ 16,390,000,000 | 2012 est. |
| 152 | Serbia | $ 15,240,000,000 | 2012 est. |
| 153 | Uruguay | $ 15,070,000,000 | 2012 est. |
| 154 | Lithuania | $ 14,840,000,000 | 2012 est. |
| 155 | Tunisia | $ 14,430,000,000 | 2012 est. |
| 156 | Uruguay | $ 14,280,000,000 | 2012 est. |
| 157 | Bangladesh | $ 13,980,000,000 | 2012 est. |
| 158 | Lithuania | $ 13,080,000,000 | 2012 est. |
| 159 | Dominican Republic | $ 13,070,000,000 | 2012 est. |
| 160 | Bolivia | $ 12,940,000,000 | 2012 est. |
| 161 | Syria | $ 12,680,000,000 | 2012 est. |
| 162 | Lebanon | $ 12,570,000,000 | 2012 est. |
| 163 | Bolivia | $ 12,420,000,000 | 2012 est. |
| 164 | Sri Lanka | $ 12,390,000,000 | 2012 est. |
| 165 | Yemen | $ 12,010,000,000 | 2012 est. |
| 166 | Ghana | $ 10,740,000,000 | 2012 est. |
| 167 | Tunisia | $ 10,630,000,000 | 2012 est. |
| 168 | Cyprus | $ 10,590,000,000 | 2012 est. |
| 169 | Equatorial Guinea | $ 10,220,000,000 | 2012 est. |
| 170 | Panama | $ 10,210,000,000 | 2012 est. |
| 171 | Latvia | $ 10,180,000,000 | 2012 est. |
| 172 | Sudan | $ 10,070,000,000 | 2012 est. |
| 173 | Jordan | $ 9,953,000,000 | 2012 est. |
| 174 | Cyprus | $ 9,645,000,000 | 2012 est. |
| 175 | Equatorial Guinea | $ 9,644,000,000 | 2012 est. |
| 176 | Puerto Rico | $ 9,600,000,000 | FY99/00 |
| 177 | Latvia | $ 9,451,000,000 | 2012 est. |
| 178 | Lebanon | $ 9,317,000,000 | 2012 est. |
| 179 | Kenya | $ 9,300,000,000 | 2012 est. |
| 180 | Panama | $ 9,219,000,000 | 2012 est. |
| 181 | Costa Rica | $ 8,937,000,000 | 2012 est. |
| 182 | Bahrain | $ 8,911,000,000 | 2012 est. |
| 183 | Bosnia and Herzegovina | $ 8,521,000,000 | 2012 est. |
| 184 | Bahrain | $ 8,466,000,000 | 2012 est. |
| 185 | Estonia | $ 8,439,000,000 | 2012 est. |
| 186 | Ghana | $ 8,375,000,000 | 2012 est. |
| 187 | Trinidad and Tobago | $ 8,341,000,000 | 2012 est. |
| 188 | Dominican Republic | $ 8,338,000,000 | 2012 est. |
| 189 | Brunei | $ 8,240,000,000 | 2012 est. |
| 190 | Sri Lanka | $ 8,234,000,000 | 2012 est. |
| 191 | Estonia | $ 7,915,000,000 | 2012 est. |
| 192 | Bosnia and Herzegovina | $ 7,887,000,000 | 2012 est. |
| 193 | Trinidad and Tobago | $ 7,705,000,000 | 2012 est. |
| 194 | Tanzania | $ 7,670,000,000 | 2012 est. |
| 195 | Yemen | $ 7,630,000,000 | 2012 est. |
| 196 | Kenya | $ 7,375,000,000 | 2012 est. |
| 197 | Ethiopia | $ 7,219,000,000 | 2012 est. |
| 198 | Guatemala | $ 7,091,000,000 | 2012 est. |
| 199 | Costa Rica | $ 6,949,000,000 | 2012 est. |
| 200 | Macau | $ 6,934,000,000 | 2012 est. |
| 201 | Congo, Republic of the | $ 6,719,000,000 | 2012 est. |
| 202 | Puerto Rico | $ 6,700,000,000 | FY99/00 |
| 203 | Syria | $ 6,511,000,000 | 2012 est. |
| 204 | Jordan | $ 6,372,000,000 | 2012 est. |
| 205 | Cote d'Ivoire | $ 6,129,000,000 | 2012 est. |
| 206 | Ethiopia | $ 6,079,000,000 | 2012 est. |
| 207 | Tanzania | $ 6,075,000,000 | 2012 est. |
| 208 | Guatemala | $ 5,799,000,000 | 2012 est. |
| 209 | Iceland | $ 5,775,000,000 | 2012 est. |
| 210 | Cameroon | $ 5,610,000,000 | 2012 est. |
| 211 | El Salvador | $ 5,534,000,000 | 2012 est. |
| 212 | Brunei | $ 5,520,000,000 | 2012 est. |
| 213 | Botswana | $ 5,491,000,000 | 2012 est. |
| 214 | Iceland | $ 5,463,000,000 | 2012 est. |
| 215 | Gabon | $ 5,395,000,000 | 2012 est. |
| 216 | Zambia | $ 5,369,000,000 | 2012 est. |
| 217 | Botswana | $ 5,346,000,000 | 2012 est. |
| 218 | Mozambique | $ 5,324,000,000 | 2012 est. |
| 219 | Cameroon | $ 5,243,000,000 | 2012 est. |
| 220 | Paraguay | $ 5,122,000,000 | 2012 est. |
| 221 | Namibia | $ 5,081,000,000 | 2012 est. |
| 222 | Papua New Guinea | $ 4,962,000,000 | 2012 est. |
| 223 | Papua New Guinea | $ 4,942,000,000 | 2012 est. |
| 224 | Mongolia | $ 4,925,000,000 | 2012 est. |
| 225 | El Salvador | $ 4,835,000,000 | 2012 est. |
| 226 | Jamaica | $ 4,764,000,000 | 2012 est. |
| 227 | Nepal | $ 4,700,000,000 | FY11/12 |
| 228 | Paraguay | $ 4,687,000,000 | 2012 est. |
| 229 | Sudan | $ 4,521,000,000 | 2012 est. |
| 230 | Namibia | $ 4,481,000,000 | 2012 est. |
| 231 | Congo, Republic of the | $ 4,475,000,000 | 2012 est. |
| 232 | Burma | $ 4,414,000,000 | 2012 est. |
| 233 | Mongolia | $ 4,409,000,000 | 2012 est. |
| 234 | Cote d'Ivoire | $ 4,391,000,000 | 2012 est. |
| 235 | Georgia | $ 4,388,000,000 | 2012 est. |
| 236 | Mozambique | $ 4,370,000,000 | 2012 est. |
| 237 | Gabon | $ 4,277,000,000 | 2012 est. |
| 238 | Senegal | $ 4,112,000,000 | 2012 est. |
| 239 | Zambia | $ 4,092,000,000 | 2012 est. |
| 240 | Congo, Democratic Republic of the | $ 4,057,000,000 | 2012 est. |
| 241 | Honduras | $ 4,044,000,000 | 2012 est. |
| 242 | Afghanistan | $ 3,963,000,000 | 2012 est. |
| 243 | Malta | $ 3,854,000,000 | 2012 est. |
| 244 | Jamaica | $ 3,830,000,000 | 2012 est. |
| 245 | Albania | $ 3,669,000,000 | 2012 est. |
| 246 | Uganda | $ 3,627,000,000 | 2012 est. |
| 247 | Georgia | $ 3,605,000,000 | 2012 est. |
| 248 | Malta | $ 3,526,000,000 | 2012 est. |
| 249 | Nepal | $ 3,500,000,000 | FY11/12 |
| 250 | Congo, Democratic Republic of the | $ 3,383,000,000 | 2012 est. |
| 251 | Chad | $ 3,348,000,000 | 2012 est. |
| 252 | Honduras | $ 3,339,000,000 | 2012 est. |
| 253 | Senegal | $ 3,307,000,000 | 2012 est. |
| 254 | Korea, North | $ 3,300,000,000 | 2007 est. |
| 255 | Albania | $ 3,262,000,000 | 2012 est. |
| 256 | West Bank | $ 3,230,000,000 | 2011 est. |
| 257 | Korea, North | $ 3,200,000,000 | 2007 est. |
| 258 | Macedonia | $ 3,186,000,000 | 2012 est. |
| 259 | Cambodia | $ 2,934,000,000 | 2012 est. |
| 260 | Macedonia | $ 2,922,000,000 | 2012 est. |
| 261 | Mauritius | $ 2,919,000,000 | 2012 est. |
| 262 | Moldova | $ 2,909,000,000 | 2012 est. |
| 263 | Uganda | $ 2,909,000,000 | 2012 est. |
| 264 | Chad | $ 2,831,000,000 | 2012 est. |
| 265 | Burkina Faso | $ 2,693,000,000 | 2012 est. |
| 266 | Moldova | $ 2,687,000,000 | 2012 est. |
| 267 | Nicaragua | $ 2,619,000,000 | 2012 est. |
| 268 | Nicaragua | $ 2,560,000,000 | 2012 est. |
| 269 | Armenia | $ 2,507,000,000 | 2012 est. |
| 270 | Mauritius | $ 2,421,000,000 | 2012 est. |
| 271 | Laos | $ 2,258,000,000 | 2012 est. |
| 272 | Burkina Faso | $ 2,256,000,000 | 2012 est. |
| 273 | Afghanistan | $ 2,243,000,000 | 2012 est. |
| 274 | Burma | $ 2,234,000,000 | 2012 est. |
| 275 | Kyrgyzstan | $ 2,223,000,000 | 2012 est. |
| 276 | Cambodia | $ 2,216,000,000 | 2012 est. |
| 277 | Armenia | $ 2,200,000,000 | 2012 est. |
| 278 | West Bank | $ 2,150,000,000 | 2011 est. |
| 279 | Mali | $ 2,107,000,000 | 2012 est. |
| 280 | Tajikistan | $ 2,066,000,000 | 2012 est. |
| 281 | Laos | $ 2,066,000,000 | 2012 est. |
| 282 | Kosovo | $ 2,060,000,000 | 2011 est. |
| 283 | Tajikistan | $ 2,046,000,000 | 2012 est. |
| 284 | Niger | $ 1,927,000,000 | 2012 est. |
| 285 | Rwanda | $ 1,911,000,000 | 2012 est. |
| 286 | Madagascar | $ 1,907,000,000 | 2012 est. |
| 287 | Montenegro | $ 1,900,000,000 | 2011 est. |
| 288 | Bahamas, The | $ 1,800,000,000 | 2012 est. |
| 289 | Rwanda | $ 1,788,000,000 | 2012 est. |
| 290 | Kyrgyzstan | $ 1,741,000,000 | 2012 est. |
| 291 | Kosovo | $ 1,740,000,000 | 2011 est. |
| 292 | Madagascar | $ 1,738,000,000 | 2012 est. |
| 293 | Greenland | $ 1,720,000,000 | 2010 |
| 294 | Timor-Leste | $ 1,700,000,000 | 2012 est. |
| 295 | Timor-Leste | $ 1,700,000,000 | 2012 est. |
| 296 | Montenegro | $ 1,700,000,000 | 2011 est. |
| 297 | Benin | $ 1,683,000,000 | 2012 est. |
| 298 | Greenland | $ 1,680,000,000 | 2010 |
| 299 | Lesotho | $ 1,680,000,000 | 2012 est. |
| 300 | Niger | $ 1,655,000,000 | 2012 est. |
| 301 | Lesotho | $ 1,655,000,000 | 2012 est. |
| 302 | Mauritania | $ 1,643,000,000 | 2012 est. |
| 303 | Guinea | $ 1,610,000,000 | 2012 est. |
| 304 | Mauritania | $ 1,568,000,000 | 2012 est. |
| 305 | Bahamas, The | $ 1,500,000,000 | 2012 est. |
| 306 | Barbados | $ 1,500,000,000 | 2012 est. |
| 307 | Swaziland | $ 1,459,000,000 | 2012 est. |
| 308 | Swaziland | $ 1,447,000,000 | 2012 est. |
| 309 | Haiti | $ 1,446,000,000 | 2012 est. |
| 310 | Benin | $ 1,403,000,000 | 2012 est. |
| 311 | Mali | $ 1,391,000,000 | 2012 est. |
| 312 | Malawi | $ 1,373,000,000 | 2012 est. |
| 313 | Haiti | $ 1,350,000,000 | 2012 est. |
| 314 | Faroe Islands | $ 1,301,000,000 | 2010 est. |
| 315 | Barbados | $ 1,300,000,000 | 2012 est. |
| 316 | Guinea | $ 1,235,000,000 | 2012 est. |
| 317 | Eritrea | $ 1,190,000,000 | 2012 est. |
| 318 | Fiji | $ 1,172,000,000 | 2012 est. |
| 319 | Monaco | $ 1,110,000,000 | 2010 est. |
| 320 | Liechtenstein | $ 1,095,000,000 | 2010 est. |
| 321 | Malawi | $ 1,089,000,000 | 2012 est. |
| 322 | New Caledonia | $ 1,072,000,000 | 2001 est. |
| 323 | Liechtenstein | $ 1,053,000,000 | 2010 est. |
| 324 | Faroe Islands | $ 1,025,000,000 | 2010 est. |
| 325 | Monaco | $ 1,007,000,000 | 2010 est. |
| 326 | Fiji | $ 1,004,000,000 | 2012 est. |
| 327 | New Caledonia | $ 996,000,000 | 2001 est. |
| 328 | Isle of Man | $ 965,000,000 | FY05/06 est. |
| 329 | Isle of Man | $ 943,000,000 | FY05/06 est. |
| 330 | San Marino | $ 940,400,000 | 2009 |
| 331 | Suriname | $ 939,700,000 | 2010 est. |
| 332 | San Marino | $ 882,100,000 | 2009 |
| 333 | Togo | $ 872,200,000 | 2012 est. |
| 334 | French Polynesia | $ 865,000,000 | 1999 |
| 335 | Jersey | $ 851,000,000 | 2005 |
| 336 | Eritrea | $ 838,800,000 | 2012 est. |
| 337 | Virgin Islands | $ 837,000,000 | FY08/09 |
| 338 | Virgin Islands | $ 837,000,000 | FY08/09 |
| 339 | Jersey | $ 829,000,000 | 2005 |
| 340 | Suriname | $ 826,600,000 | 2010 est. |
| 341 | Guyana | $ 793,100,000 | 2012 est. |
| 342 | Maldives | $ 790,000,000 | 2011 est. |
| 343 | Cayman Islands | $ 742,800,000 | 2012 est. |
| 344 | Bermuda | $ 738,000,000 | FY04/05 |
| 345 | Aruba | $ 735,000,000 | 2012 est. |
| 346 | Togo | $ 729,600,000 | 2012 est. |
| 347 | Cape Verde | $ 724,400,000 | 2012 est. |
| 348 | Cayman Islands | $ 723,400,000 | 2012 est. |
| 349 | Sierra Leone | $ 685,700,000 | 2012 est. |
| 350 | Bermuda | $ 665,000,000 | FY04/05 |
| 351 | French Polynesia | $ 644,100,000 | 1999 |
| 352 | Guyana | $ 628,700,000 | 2012 est. |
| 353 | Bhutan | $ 610,600,000 | 2012 est. |
| 354 | Maldives | $ 591,000,000 | 2011 est. |
| 355 | Bhutan | $ 581,500,000 | 2012 est. |
| 356 | Liberia | $ 575,700,000 | 2012 est. |
| 357 | Aruba | $ 568,400,000 | 2012 est. |
| 358 | Guernsey | $ 563,600,000 | 2005 est. |
| 359 | Burundi | $ 558,500,000 | 2012 est. |
| 360 | Liberia | $ 556,800,000 | 2012 est. |
| 361 | Cape Verde | $ 539,200,000 | 2012 est. |
| 362 | Guernsey | $ 530,900,000 | 2005 est. |
| 363 | Sierra Leone | $ 527,500,000 | 2012 est. |
| 364 | Djibouti | $ 502,000,000 | 2012 est. |
| 365 | Andorra | $ 502,000,000 | 2012 |
| 366 | Djibouti | $ 485,600,000 | 2012 est. |
| 367 | Gibraltar | $ 475,800,000 | 2008 est. |
| 368 | Burundi | $ 473,200,000 | 2012 est. |
| 369 | Gibraltar | $ 452,300,000 | 2008 est. |
| 370 | Belize | $ 450,000,000 | 2012 est. |
| 371 | Belize | $ 450,000,000 | 2012 est. |
| 372 | Guam | $ 427,800,000 | 2002 est. |
| 373 | Andorra | $ 427,000,000 | 2012 |
| 374 | Turks and Caicos Islands | $ 417,400,000 | 2012 est. |
| 375 | Turks and Caicos Islands | $ 408,900,000 | 2012 est. |
| 376 | Seychelles | $ 390,700,000 | 2012 est. |
| 377 | Seychelles | $ 376,300,000 | 2012 est. |
| 378 | Central African Republic | $ 352,200,000 | 2012 est. |
| 379 | Solomon Islands | $ 339,700,000 | 2012 est. |
| 380 | Central African Republic | $ 335,100,000 | 2012 est. |
| 381 | Holy See (Vatican City) | $ 326,400,000 | 2011 |
| 382 | Guam | $ 319,600,000 | 2002 est. |
| 383 | Holy See (Vatican City) | $ 308,000,000 | 2011 |
| 384 | Samoa | $ 301,700,000 | 2012 est. |
| 385 | British Virgin Islands | $ 300,000,000 | 2012 est. |
| 386 | British Virgin Islands | $ 300,000,000 | 2012 est. |
| 387 | Antigua and Barbuda | $ 293,400,000 | 2009 est. |
| 388 | Solomon Islands | $ 285,400,000 | 2012 est. |
| 389 | Samoa | $ 258,600,000 | 2012 est. |
| 390 | Gambia, The | $ 257,100,000 | 2012 est. |
| 391 | Antigua and Barbuda | $ 229,500,000 | 2009 est. |
| 392 | Northern Mariana Islands | $ 223,000,000 | FY91/92 |
| 393 | Saint Kitts and Nevis | $ 222,200,000 | 2012 est. |
| 394 | Saint Lucia | $ 222,200,000 | 2011 est. |
| 395 | Grenada | $ 215,900,000 | 2009 est. |
| 396 | Vanuatu | $ 207,400,000 | 2012 est. |
| 397 | Gambia, The | $ 206,300,000 | 2012 est. |
| 398 | Northern Mariana Islands | $ 193,000,000 | FY91/92 |
| 399 | Vanuatu | $ 188,200,000 | 2012 est. |
| 400 | Dominica | $ 185,200,000 | 2012 est. |
| 401 | Saint Vincent and the Grenadines | $ 185,200,000 | 2012 est. |
| 402 | Saint Vincent and the Grenadines | $ 185,200,000 | 2012 est. |
| 403 | Saint Kitts and Nevis | $ 185,200,000 | 2012 est. |
| 404 | Saint Lucia | $ 185,200,000 | 2011 est. |
| 405 | American Samoa | $ 183,600,000 | FY07 |
| 406 | Grenada | $ 175,300,000 | 2009 est. |
| 407 | Guinea-Bissau | $ 169,400,000 | 2012 est. |
| 408 | Micronesia, Federated States of | $ 166,000,000 | FY07 est. |
| 409 | American Samoa | $ 155,400,000 | FY07 |
| 410 | Micronesia, Federated States of | $ 152,700,000 | FY07 est. |
| 411 | Dominica | $ 148,100,000 | 2012 est. |
| 412 | Sao Tome and Principe | $ 139,900,000 | 2012 est. |
| 413 | Guinea-Bissau | $ 134,600,000 | 2012 est. |
| 414 | Comoros | $ 130,400,000 | 2012 est. |
| 415 | Comoros | $ 126,800,000 | 2012 est. |
| 416 | Marshall Islands | $ 123,300,000 | 2008 |
| 417 | Tonga | $ 115,100,000 | 2012 est. |
| 418 | Tonga | $ 115,100,000 | 2012 est. |
| 419 | Sao Tome and Principe | $ 111,500,000 | 2012 est. |
| 420 | Kiribati | $ 107,100,000 | 2010 est. |
| 421 | Palau | $ 94,300,000 | 2010 est. |
| 422 | Palau | $ 89,000,000 | 2010 est. |
| 423 | Falkland Islands (Islas Malvinas) | $ 75,300,000 | FY09/10 |
| 424 | Cook Islands | $ 70,950,000 | FY05/06 |
| 425 | Saint Pierre and Miquelon | $ 70,000,000 | 1996 est. |
| 426 | Cook Islands | $ 69,050,000 | FY05/06 |
| 427 | Falkland Islands (Islas Malvinas) | $ 67,100,000 | FY09/10 |
| 428 | Saint Pierre and Miquelon | $ 60,000,000 | 1996 est. |
| 429 | Kiribati | $ 55,520,000 | 2010 est. |
| 430 | Montserrat | $ 37,040,000 | 2011 est. |
| 431 | Montserrat | $ 31,400,000 | 2011 est. |
| 432 | Saint Helena, Ascension, and Tristan da Cunha | $ 25,390,000 | FY06/07 est. |
| 433 | Tuvalu | $ 23,050,000 | 2006 |
| 434 | Anguilla | $ 22,800,000 | 2009 est. |
| 435 | Anguilla | $ 22,500,000 | 2009 est. |
| 436 | Tuvalu | $ 21,540,000 | 2006 |
| 437 | Niue | $ 16,330,000 | FY04/05 |
| 438 | Niue | $ 15,070,000 | FY04/05 |
| 439 | Nauru | $ 13,500,000 | 2005 |
| 440 | Nauru | $ 13,500,000 | 2005 |
| 441 | Saint Helena, Ascension, and Tristan da Cunha | $ 10,340,000 | FY06/07 est. |
| 442 | Norfolk Island | $ 4,800,000 | FY99/00 |
| 443 | Norfolk Island | $ 4,600,000 | FY99/00 |
| 444 | Tokelau | $ 2,800,000 | 1987 est. |
| 445 | Pitcairn Islands | $ 1,028,000 | FY04/05 |
| 446 | Pitcairn Islands | $ 746,000 | FY04/05 |
| 447 | Tokelau | $ 430,800 | 1987 est. |
| 448 | Wallis and Futuna | $ 31,330 | 2004 est. |
| 449 | Wallis and Futuna | $ 29,730 | 2004 est. |
