CIA - The World Factbook --  Budget   

This entry includes revenues, expenditures, and capital expenditures. These figures are calculated on an exchange rate basis, i.e., not in purchasing power parity (PPP) terms.

| Rank | country | Budget | Date of Information |
| 71 | Venezuela | $ 79,590,000,000 | 2010 est. |
| 72 | Czech Republic | $ 77,730,000,000 | 2010 est. |
| 73 | Kuwait | $ 75,010,000,000 | 2010 est. |
| 74 | Colombia | $ 73,240,000,000 | 2010 est. |
| 75 | Ireland | $ 70,740,000,000 | 2010 est. |
| 76 | Israel | $ 69,080,000,000 | 2010 est. |
| 77 | Taiwan | $ 66,850,000,000 | 2010 est. |
| 78 | Romania | $ 65,910,000,000 | 2010 est. |
| 79 | Egypt | $ 65,050,000,000 | 2010 est. |
| 80 | Hungary | $ 63,710,000,000 | 2010 est. |
| 81 | Venezuela | $ 63,020,000,000 | 2010 est. |
| 82 | Malaysia | $ 63,000,000,000 | 2010 est. |
| 83 | Thailand | $ 62,160,000,000 | 2010 est. |
| 84 | Israel | $ 61,000,000,000 | 2010 est. |
| 85 | Algeria | $ 60,670,000,000 | 2010 est. |
| 86 | New Zealand | $ 60,310,000,000 | 2010 est. |
| 87 | Iraq | $ 59,420,000,000 | 2010 est. |
| 88 | Algeria | $ 58,880,000,000 | 2010 est. |
| 89 | Hungary | $ 58,170,000,000 | 2010 est. |
| 90 | Thailand | $ 58,100,000,000 | 2010 est. |
| 91 | Kuwait | $ 56,590,000,000 | 2010 est. |
| 92 | Romania | $ 55,500,000,000 | 2010 est. |
| 93 | Iraq | $ 55,000,000,000 | 2010 est. |
| 94 | New Zealand | $ 53,900,000,000 | 2010 est. |
| 95 | Qatar | $ 52,840,000,000 | 2010 est. |
| 96 | Ukraine | $ 49,890,000,000 | 2010 est. |
| 97 | Malaysia | $ 49,560,000,000 | 2010 est. |
| 98 | Cuba | $ 48,610,000,000 | 2010 est. |
| 99 | Egypt | $ 47,660,000,000 | 2010 est. |
| 100 | Chile | $ 46,260,000,000 | 2010 est. |
| 101 | Cuba | $ 46,140,000,000 | 2010 est. |
| 102 | Chile | $ 45,650,000,000 | 2010 est. |
| 103 | Peru | $ 45,460,000,000 | 2010 est. |
| 104 | Hong Kong | $ 45,400,000,000 | 2010 est. |
| 105 | Peru | $ 44,530,000,000 | 2010 est. |
| 106 | Libya | $ 42,040,000,000 | 2010 est. |
| 107 | Ukraine | $ 39,620,000,000 | 2010 est. |
| 108 | Hong Kong | $ 38,940,000,000 | 2010 est. |
| 109 | Libya | $ 38,750,000,000 | 2010 est. |
| 110 | Slovakia | $ 35,820,000,000 | 2010 est. |
| 111 | Pakistan | $ 35,670,000,000 | 2010 est. |
| 112 | Angola | $ 35,540,000,000 | 2010 est. |
| 113 | Vietnam | $ 34,950,000,000 | 2010 est. |
| 114 | Philippines | $ 33,750,000,000 | 2010 est. |
| 115 | Kazakhstan | $ 32,770,000,000 | 2010 est. |
| 116 | Singapore | $ 32,700,000,000 | 2010 est. |
| 117 | Singapore | $ 32,310,000,000 | 2010 est. |
| 118 | Qatar | $ 31,610,000,000 | 2010 est. |
| 119 | Angola | $ 29,500,000,000 | 2010 est. |
| 120 | Vietnam | $ 29,230,000,000 | 2010 est. |
| 121 | Kazakhstan | $ 29,180,000,000 | 2010 est. |
| 122 | Slovakia | $ 28,920,000,000 | 2010 est. |
| 123 | Nigeria | $ 27,900,000,000 | 2010 est. |
| 124 | Morocco | $ 27,210,000,000 | 2010 est. |
| 125 | Philippines | $ 26,780,000,000 | 2010 est. |
| 126 | Croatia | $ 25,310,000,000 | 2010 est. |
| 127 | Pakistan | $ 24,750,000,000 | 2010 est. |
| 128 | Belarus | $ 24,700,000,000 | 2010 est. |
| 129 | Ecuador | $ 23,700,000,000 | 2010 est. |
| 130 | Belarus | $ 23,590,000,000 | 2010 est. |
| 131 | Morocco | $ 22,920,000,000 | 2010 est. |
| 132 | Luxembourg | $ 22,670,000,000 | 2010 est. |
| 133 | Croatia | $ 22,580,000,000 | 2010 est. |
| 134 | Slovenia | $ 22,160,000,000 | 2010 est. |
| 135 | Luxembourg | $ 21,870,000,000 | 2010 est. |
| 136 | Ecuador | $ 21,500,000,000 | 2010 est. |
| 137 | Oman | $ 20,710,000,000 | 2010 est. |
| 138 | Oman | $ 20,590,000,000 | 2010 est. |
| 139 | Nigeria | $ 20,550,000,000 | 2010 est. |
| 140 | Slovenia | $ 19,640,000,000 | 2010 est. |
| 141 | Serbia | $ 19,070,000,000 | 2010 est. |
| 142 | Bulgaria | $ 18,070,000,000 | 2010 est. |
| 143 | Serbia | $ 17,160,000,000 | 2010 est. |
| 144 | Bulgaria | $ 16,160,000,000 | 2010 est. |
| 145 | Bangladesh | $ 15,870,000,000 | 2010 est. |
| 146 | Lithuania | $ 15,370,000,000 | 2010 est. |
| 147 | Syria | $ 14,970,000,000 | 2010 est. |
| 148 | Azerbaijan | $ 14,660,000,000 | 2010 est. |
| 149 | Sudan | $ 13,350,000,000 | 2010 est. |
| 150 | Lithuania | $ 12,780,000,000 | 2010 est. |
| 151 | Uzbekistan | $ 12,700,000,000 | 2010 est. |
| 152 | Uzbekistan | $ 12,570,000,000 | 2010 est. |
| 153 | Syria | $ 12,480,000,000 | 2010 est. |
| 154 | Uruguay | $ 12,290,000,000 | 2010 est. |
| 155 | Tunisia | $ 12,150,000,000 | 2010 est. |
| 156 | Uruguay | $ 11,800,000,000 | 2010 est. |
| 157 | Bangladesh | $ 11,410,000,000 | 2010 est. |
| 158 | Sri Lanka | $ 11,320,000,000 | 2010 est. |
| 159 | Sudan | $ 11,320,000,000 | 2010 est. |
| 160 | Lebanon | $ 11,310,000,000 | 2010 est. |
| 161 | Cyprus | $ 10,810,000,000 | 2010 est. |
| 162 | Latvia | $ 10,310,000,000 | 2010 est. |
| 163 | Tunisia | $ 10,290,000,000 | 2010 est. |
| 164 | Puerto Rico | $ 9,600,000,000 | FY99/00 est. |
| 165 | Cyprus | $ 9,576,000,000 | 2010 est. |
| 166 | Kenya | $ 9,043,000,000 | 2010 est. |
| 167 | Macau | $ 8,998,000,000 | 2010 est. |
| 168 | Yemen | $ 8,861,000,000 | 2010 est. |
| 169 | Bolivia | $ 8,623,000,000 | 2010 est. |
| 170 | Dominican Republic | $ 8,504,000,000 | 2010 est. |
| 171 | Yemen | $ 8,492,000,000 | 2010 est. |
| 172 | Latvia | $ 8,471,000,000 | 2010 est. |
| 173 | Lebanon | $ 8,414,000,000 | 2010 est. |
| 174 | Bosnia and Herzegovina | $ 8,372,000,000 | 2010 est. |
| 175 | Bolivia | $ 8,239,000,000 | 2010 est. |
| 176 | Jordan | $ 8,051,000,000 | 2010 est. |
| 177 | Ghana | $ 7,757,000,000 | 2010 est. |
| 178 | Estonia | $ 7,719,000,000 | 2010 est. |
| 179 | Estonia | $ 7,692,000,000 | 2010 est. |
| 180 | Bosnia and Herzegovina | $ 7,625,000,000 | 2010 est. |
| 181 | Sri Lanka | $ 7,386,000,000 | 2010 est. |
| 182 | Panama | $ 7,386,000,000 | 2010 est. |
| 183 | Trinidad and Tobago | $ 7,199,000,000 | 2010 est. |
| 184 | Costa Rica | $ 7,083,000,000 | 2010 est. |
| 185 | Dominican Republic | $ 7,038,000,000 | 2010 est. |
| 186 | Kenya | $ 7,016,000,000 | 2010 est. |
| 187 | Bahrain | $ 7,009,000,000 | 2010 est. |
| 188 | Panama | $ 6,874,000,000 | 2010 est. |
| 189 | Equatorial Guinea | $ 6,851,000,000 | 2010 est. |
| 190 | Azerbaijan | $ 6,837,000,000 | 2010 est. |
| 191 | Puerto Rico | $ 6,700,000,000 | FY99/00 est. |
| 192 | Trinidad and Tobago | $ 6,600,000,000 | 2010 est. |
| 193 | Equatorial Guinea | $ 6,598,000,000 | 2010 est. |
| 194 | Iceland | $ 6,302,000,000 | 2010 est. |
| 195 | Jordan | $ 6,008,000,000 | 2010 est. |
| 196 | Guatemala | $ 6,005,000,000 | 2010 est. |
| 197 | Bahrain | $ 5,786,000,000 | 2010 est. |
| 198 | Tanzania | $ 5,779,000,000 | 2010 est. |
| 199 | Botswana | $ 5,638,000,000 | 2010 est. |
| 200 | Ghana | $ 5,381,000,000 | 2010 est. |
| 201 | Iceland | $ 5,322,000,000 | 2010 est. |
| 202 | Costa Rica | $ 5,217,000,000 | 2010 est. |
| 203 | Cote d'Ivoire | $ 5,027,000,000 | 2010 est. |
| 204 | Ethiopia | $ 5,017,000,000 | 2010 est. |
| 205 | El Salvador | $ 4,890,000,000 | 2010 est. |
| 206 | Brunei | $ 4,869,000,000 | 2010 est. |
| 207 | Brunei | $ 4,689,000,000 | 2010 est. |
| 208 | Botswana | $ 4,656,000,000 | 2010 est. |
| 209 | Guatemala | $ 4,644,000,000 | 2010 est. |
| 210 | Nepal | $ 4,600,000,000 | FY10 |
| 211 | Ethiopia | $ 4,587,000,000 | 2010 est. |
| 212 | Cote d'Ivoire | $ 4,571,000,000 | 2010 est. |
| 213 | Jamaica | $ 4,458,000,000 | 2010 est. |
| 214 | Cameroon | $ 4,434,000,000 | 2010 est. |
| 215 | Tanzania | $ 4,403,000,000 | 2010 est. |
| 216 | Congo, Democratic Republic of the | $ 4,308,000,000 | 2010 est. |
| 217 | Gabon | $ 4,223,000,000 | 2010 est. |
| 218 | Georgia | $ 4,063,000,000 | 2010 est. |
| 219 | Congo, Democratic Republic of the | $ 3,999,000,000 | 2010 est. |
| 220 | El Salvador | $ 3,970,000,000 | 2010 est. |
| 221 | Cameroon | $ 3,881,000,000 | 2010 est. |
| 222 | Namibia | $ 3,874,000,000 | 2010 est. |
| 223 | Macau | $ 3,862,000,000 | 2010 est. |
| 224 | Zambia | $ 3,760,000,000 | 2010 est. |
| 225 | Gabon | $ 3,628,000,000 | 2010 est. |
| 226 | Jamaica | $ 3,607,000,000 | 2010 est. |
| 227 | Malta | $ 3,507,000,000 | 2010 est. |
| 228 | Senegal | $ 3,500,000,000 | 2010 est. |
| 229 | Albania | $ 3,491,000,000 | 2010 est. |
| 230 | Honduras | $ 3,412,000,000 | 2010 est. |
| 231 | Paraguay | $ 3,386,000,000 | 2010 est. |
| 232 | Afghanistan | $ 3,300,000,000 | FY09/10 est. |
| 233 | Korea, North | $ 3,300,000,000 | 2007 est. |
| 234 | Georgia | $ 3,291,000,000 | 2010 est. |
| 235 | Turkmenistan | $ 3,263,000,000 | 2010 est. |
| 236 | Congo, Republic of the | $ 3,262,000,000 | 2010 est. |
| 237 | Paraguay | $ 3,220,000,000 | 2010 est. |
| 238 | Zambia | $ 3,217,000,000 | 2010 est. |
| 239 | Malta | $ 3,207,000,000 | 2010 est. |
| 240 | Korea, North | $ 3,200,000,000 | 2007 est. |
| 241 | Uganda | $ 3,137,000,000 | 2010 est. |
| 242 | Albania | $ 3,124,000,000 | 2010 est. |
| 243 | Namibia | $ 3,103,000,000 | 2010 est. |
| 244 | West Bank | $ 3,100,000,000 | 2010 |
| 245 | Macedonia | $ 3,080,000,000 | 2010 est. |
| 246 | Papua New Guinea | $ 3,045,000,000 | 2010 est. |
| 247 | Burma | $ 3,042,000,000 | 2010 est. |
| 248 | Turkmenistan | $ 3,018,000,000 | 2010 est. |
| 249 | Nepal | $ 3,000,000,000 | FY10 |
| 250 | Mozambique | $ 2,986,000,000 | 2010 est. |
| 251 | Papua New Guinea | $ 2,976,000,000 | 2010 est. |
| 252 | Chad | $ 2,928,000,000 | 2010 est. |
| 253 | Macedonia | $ 2,853,000,000 | 2010 est. |
| 254 | Senegal | $ 2,829,000,000 | 2010 est. |
| 255 | Honduras | $ 2,672,000,000 | 2010 est. |
| 256 | Uganda | $ 2,544,000,000 | 2010 est. |
| 257 | Armenia | $ 2,486,000,000 | 2010 est. |
| 258 | Mauritius | $ 2,478,000,000 | 2010 est. |
| 259 | Mozambique | $ 2,417,000,000 | 2010 est. |
| 260 | Burkina Faso | $ 2,413,000,000 | 2010 est. |
| 261 | Congo, Republic of the | $ 2,376,000,000 | 2010 est. |
| 262 | Moldova | $ 2,371,000,000 | 2010 est. |
| 263 | Moldova | $ 2,227,000,000 | 2010 est. |
| 264 | Mongolia | $ 2,205,000,000 | 2010 est. |
| 265 | Cambodia | $ 2,159,000,000 | 2010 est. |
| 266 | Nicaragua | $ 2,156,000,000 | 2010 est. |
| 267 | Mali | $ 2,143,000,000 | 2010 est. |
| 268 | Nicaragua | $ 2,120,000,000 | 2010 est. |
| 269 | Mongolia | $ 2,089,000,000 | 2010 est. |
| 270 | Mauritius | $ 2,028,000,000 | 2010 est. |
| 271 | Armenia | $ 2,023,000,000 | 2010 est. |
| 272 | Chad | $ 2,019,000,000 | 2010 est. |
| 273 | Burkina Faso | $ 1,899,000,000 | 2010 est. |
| 274 | Mali | $ 1,898,000,000 | 2010 est. |
| 275 | West Bank | $ 1,870,000,000 | 2010 |
| 276 | Malawi | $ 1,667,000,000 | 2010 est. |
| 277 | Malawi | $ 1,619,000,000 | 2010 est. |
| 278 | Kosovo | $ 1,581,000,000 | 2010 est. |
| 279 | Swaziland | $ 1,517,000,000 | 2010 est. |
| 280 | Greenland | $ 1,510,000,000 | 2007 |
| 281 | Barbados | $ 1,502,000,000 | 2010 est. |
| 282 | Tajikistan | $ 1,496,000,000 | 2010 est. |
| 283 | Kyrgyzstan | $ 1,496,000,000 | 2010 est. |
| 284 | Tajikistan | $ 1,473,000,000 | 2010 est. |
| 285 | Cambodia | $ 1,472,000,000 | 2010 est. |
| 286 | Rwanda | $ 1,471,000,000 | 2010 est. |
| 287 | Greenland | $ 1,470,000,000 | 2007 |
| 288 | Kosovo | $ 1,458,000,000 | 2010 est. |
| 289 | Rwanda | $ 1,449,000,000 | 2010 est. |
| 290 | Haiti | $ 1,430,000,000 | 2010 est. |
| 291 | Benin | $ 1,418,000,000 | 2010 est. |
| 292 | Guinea | $ 1,411,000,000 | 2010 est. |
| 293 | Burma | $ 1,411,000,000 | 2010 est. |
| 294 | Lesotho | $ 1,367,000,000 | 2010 est. |
| 295 | Madagascar | $ 1,350,000,000 | 2010 est. |
| 296 | Laos | $ 1,338,000,000 | 2010 est. |
| 297 | Bahamas, The | $ 1,300,000,000 | 2010 est. |
| 298 | Bahamas, The | $ 1,300,000,000 | 2010 est. |
| 299 | Niger | $ 1,297,000,000 | 2010 est. |
| 300 | Haiti | $ 1,291,000,000 | 2010 est. |
| 301 | Kyrgyzstan | $ 1,262,000,000 | 2010 est. |
| 302 | Benin | $ 1,218,000,000 | 2010 est. |
| 303 | Madagascar | $ 1,184,000,000 | 2010 est. |
| 304 | Barbados | $ 1,180,000,000 | 2010 est. |
| 305 | Lesotho | $ 1,176,000,000 | 2010 est. |
| 306 | Faroe Islands | $ 1,163,000,000 | 2006 |
| 307 | Faroe Islands | $ 1,139,000,000 | 2006 |
| 308 | Laos | $ 1,136,000,000 | 2010 est. |
| 309 | Mauritania | $ 1,078,000,000 | 2010 est. |
| 310 | New Caledonia | $ 1,072,000,000 | 2001 est. |
| 311 | Afghanistan | $ 1,000,000,000 | FY09/10 est. |
| 312 | New Caledonia | $ 996,000,000 | 2001 est. |
| 313 | Swaziland | $ 970,600,000 | 2010 est. |
| 314 | Isle of Man | $ 965,000,000 | FY05/06 est. |
| 315 | Liechtenstein | $ 943,000,000 | 2008 est. |
| 316 | Isle of Man | $ 943,000,000 | FY05/06 est. |
| 317 | San Marino | $ 940,400,000 | 2009 |
| 318 | Mauritania | $ 934,400,000 | 2010 est. |
| 319 | Monaco | $ 920,600,000 | 2005 est. |
| 320 | Timor-Leste | $ 900,000,000 | 2010 est. |
| 321 | Fiji | $ 885,900,000 | 2010 est. |
| 322 | San Marino | $ 882,100,000 | 2009 |
| 323 | Andorra | $ 872,000,000 | 2009 |
| 324 | Andorra | $ 868,400,000 | 2009 |
| 325 | French Polynesia | $ 865,000,000 | 1999 |
| 326 | Monaco | $ 863,000,000 | 2005 est. |
| 327 | Jersey | $ 851,000,000 | 2005 |
| 328 | Eritrea | $ 839,000,000 | 2010 est. |
| 329 | Virgin Islands | $ 837,000,000 | FY08/09 |
| 330 | Virgin Islands | $ 837,000,000 | FY08/09 |
| 331 | Jersey | $ 829,000,000 | 2005 |
| 332 | Liechtenstein | $ 820,000,000 | 2008 est. |
| 333 | Niger | $ 800,400,000 | 2010 est. |
| 334 | Timor-Leste | $ 800,000,000 | 2010 est. |
| 335 | Cape Verde | $ 785,500,000 | 2010 est. |
| 336 | Fiji | $ 781,700,000 | 2010 est. |
| 337 | Maldives | $ 758,000,000 | 2010 est. |
| 338 | Guinea | $ 750,600,000 | 2010 est. |
| 339 | Bermuda | $ 738,000,000 | FY04/05 |
| 340 | Togo | $ 703,800,000 | 2010 est. |
| 341 | Aruba | $ 693,600,000 | 2010 est. |
| 342 | Cayman Islands | $ 674,700,000 | 2010 est. |
| 343 | Bhutan | $ 666,000,000 | 2010 est. |
| 344 | Bermuda | $ 665,000,000 | FY04/05 |
| 345 | Guyana | $ 653,600,000 | 2010 est. |
| 346 | Togo | $ 653,000,000 | 2010 est. |
| 347 | Aruba | $ 650,400,000 | 2010 est. |
| 348 | French Polynesia | $ 644,100,000 | 1999 |
| 349 | Guyana | $ 587,300,000 | 2010 est. |
| 350 | Curacao | $ 587,000,000 | 2010 est. |
| 351 | Bhutan | $ 576,500,000 | 2010 est. |
| 352 | Guernsey | $ 563,600,000 | 2005 |
| 353 | Cape Verde | $ 559,700,000 | 2010 est. |
| 354 | Curacao | $ 542,300,000 | 2010 est. |
| 355 | Guernsey | $ 530,900,000 | 2005 |
| 356 | Sierra Leone | $ 527,900,000 | 2010 est. |
| 357 | Burundi | $ 525,400,000 | 2010 est. |
| 358 | Eritrea | $ 513,800,000 | 2010 est. |
| 359 | Djibouti | $ 506,400,000 | 2010 est. |
| 360 | Cayman Islands | $ 503,400,000 | 2010 est. |
| 361 | Djibouti | $ 497,400,000 | 2010 est. |
| 362 | Maldives | $ 476,000,000 | 2010 est. |
| 363 | Gibraltar | $ 475,800,000 | 2008 est. |
| 364 | Gibraltar | $ 452,300,000 | 2008 est. |
| 365 | Suriname | $ 425,900,000 | 2004 |
| 366 | Burundi | $ 424,400,000 | 2010 est. |
| 367 | Belize | $ 400,000,000 | 2010 est. |
| 368 | Suriname | $ 392,600,000 | 2004 |
| 369 | Sierra Leone | $ 389,700,000 | 2010 est. |
| 370 | Turks and Caicos Islands | $ 374,500,000 | 2010 est. |
| 371 | Holy See (Vatican City) | $ 356,800,000 | 2008 |
| 372 | Holy See (Vatican City) | $ 355,500,000 | 2008 |
| 373 | Belize | $ 350,000,000 | 2010 est. |
| 374 | Turks and Caicos Islands | $ 345,000,000 | 2010 est. |
| 375 | Seychelles | $ 339,700,000 | 2010 est. |
| 376 | Central African Republic | $ 335,200,000 | 2010 est. |
| 377 | Central African Republic | $ 325,700,000 | 2010 est. |
| 378 | Saint Lucia | $ 320,900,000 | 2010 est. |
| 379 | Seychelles | $ 314,900,000 | 2010 est. |
| 380 | British Virgin Islands | $ 300,000,000 | 2010 est. |
| 381 | British Virgin Islands | $ 300,000,000 | 2010 est. |
| 382 | Antigua and Barbuda | $ 293,400,000 | 2009 est. |
| 383 | Samoa | $ 281,700,000 | 2010 est. |
| 384 | Antigua and Barbuda | $ 229,500,000 | 2009 est. |
| 385 | Solomon Islands | $ 223,200,000 | 2010 est. |
| 386 | Northern Mariana Islands | $ 223,000,000 | FY91/02 |
| 387 | Saint Lucia | $ 222,200,000 | 2010 est. |
| 388 | Saint Vincent and the Grenadines | $ 222,200,000 | 2010 est. |
| 389 | Grenada | $ 215,900,000 | 2009 est. |
| 390 | Gambia, The | $ 203,500,000 | 2010 est. |
| 391 | Samoa | $ 201,200,000 | 2010 est. |
| 392 | Solomon Islands | $ 198,400,000 | 2010 est. |
| 393 | Northern Mariana Islands | $ 193,000,000 | FY91/02 |
| 394 | Saint Kitts and Nevis | $ 185,200,000 | 2010 est. |
| 395 | Saint Kitts and Nevis | $ 185,200,000 | 2010 est. |
| 396 | Saint Vincent and the Grenadines | $ 185,200,000 | 2010 est. |
| 397 | American Samoa | $ 183,600,000 | FY07 |
| 398 | Gambia, The | $ 182,100,000 | 2010 est. |
| 399 | Grenada | $ 175,300,000 | 2009 est. |
| 400 | Micronesia, Federated States of | $ 166,000,000 | FY07 est. |
| 401 | American Samoa | $ 155,400,000 | FY07 |
| 402 | Micronesia, Federated States of | $ 152,700,000 | FY07 est. |
| 403 | Dominica | $ 148,100,000 | 2010 est. |
| 404 | Marshall Islands | $ 123,300,000 | 2008 |
| 405 | Comoros | $ 118,200,000 | 2010 est. |
| 406 | Palau | $ 114,800,000 | 2008 est. |
| 407 | Dominica | $ 111,100,000 | 2010 est. |
| 408 | Tonga | $ 104,900,000 | 2010 est. |
| 409 | Tonga | $ 104,900,000 | 2010 est. |
| 410 | Palau | $ 99,500,000 | 2008 est. |
| 411 | Vanuatu | $ 78,700,000 | 2005 est. |
| 412 | Vanuatu | $ 72,230,000 | 2005 est. |
| 413 | Cook Islands | $ 70,950,000 | FY05/06 |
| 414 | Saint Pierre and Miquelon | $ 70,000,000 | 1996 est. |
| 415 | Cook Islands | $ 69,050,000 | FY05/06 |
| 416 | Falkland Islands (Islas Malvinas) | $ 67,900,000 | FY98/99 |
| 417 | Falkland Islands (Islas Malvinas) | $ 66,200,000 | FY98/99 |
| 418 | Saint Pierre and Miquelon | $ 60,000,000 | 1996 est. |
| 419 | Kiribati | $ 59,710,000 | FY05 |
| 420 | Kiribati | $ 55,520,000 | FY05 |
| 421 | Sao Tome and Principe | $ 43,140,000 | 2010 est. |
| 422 | Montserrat | $ 37,040,000 | 2010 est. |
| 423 | Sao Tome and Principe | $ 36,160,000 | 2010 est. |
| 424 | Montserrat | $ 31,400,000 | 2010 est. |
| 425 | Saint Helena, Ascension, and Tristan da Cunha | $ 25,140,000 | FY06/07 est. |
| 426 | Svalbard | $ 25,070,000 | 2004 est. |
| 427 | Tuvalu | $ 23,050,000 | 2006 |
| 428 | Anguilla | $ 22,800,000 | 2009 est. |
| 429 | Anguilla | $ 22,500,000 | 2009 est. |
| 430 | Tuvalu | $ 21,540,000 | 2006 |
| 431 | Niue | $ 16,330,000 | FY04/05 |
| 432 | Niue | $ 15,070,000 | FY04/05 |
| 433 | Nauru | $ 13,500,000 | 2005 |
| 434 | Nauru | $ 13,500,000 | 2005 |
| 435 | Saint Helena, Ascension, and Tristan da Cunha | $ 10,230,000 | FY06/07 est. |
| 436 | Norfolk Island | $ 4,800,000 | FY99/00 |
| 437 | Norfolk Island | $ 4,600,000 | FY99/00 |
| 438 | Tokelau | $ 2,800,000 | 1987 est. |
| 439 | Pitcairn Islands | $ 1,028,000 | FY04/05 |
| 440 | Pitcairn Islands | $ 746,000 | FY04/05 |
| 441 | Tokelau | $ 430,800 | 1987 est. |
| 442 | Wallis and Futuna | $ 31,330 | 2004 |
| 443 | Wallis and Futuna | $ 29,730 | 2004 |
