CIA - The World Factbook --  ELECTRICITY - FROM FOSSIL FUELS

Electricity â€“ from fossil fuels measures the capacity of plants that generate electricity by burning fossil fuels (such as coal, petroleum products, and natural gas), expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 87 | Saint Vincent and the Grenadines | 85.1 | 2011 est. |
| 88 | Netherlands | 85.1 | 2012 est. |
| 89 | Indonesia | 84.7 | 2011 est. |
| 90 | Azerbaijan | 84.4 | 2011 est. |
| 91 | Taiwan | 81.6 | 2011 est. |
| 92 | Dominican Republic | 81.4 | 2011 est. |
| 93 | Australia | 79.7 | 2011 est. |
| 94 | French Polynesia | 79.0 | 2011 est. |
| 95 | Haiti | 77.3 | 2011 est. |
| 96 | Ireland | 77.2 | 2011 est. |
| 97 | New Caledonia | 76.8 | 2011 est. |
| 98 | Luxembourg | 76.8 | 2011 est. |
| 99 | United States | 76.3 | 2011 est. |
| 100 | United Kingdom | 76.0 | 2012 est. |
| 101 | Mexico | 75.7 | 2011 est. |
| 102 | Mauritius | 75.6 | 2011 est. |
| 103 | Sao Tome and Principe | 75.0 | 2011 est. |
| 104 | Madagascar | 74.0 | 2011 est. |
| 105 | Morocco | 73.2 | 2011 est. |
| 106 | Korea, South | 72.4 | 2011 est. |
| 107 | Samoa | 71.3 | 2011 est. |
| 108 | Japan | 71.0 | 2011 est. |
| 109 | Hungary | 70.7 | 2011 est. |
| 110 | Russia | 69.2 | 2012 est. |
| 111 | China | 69.1 | 2013 est. |
| 112 | Cabo Verde | 68.4 | 2011 est. |
| 113 | Argentina | 68.3 | 2011 est. |
| 114 | Pakistan | 68.0 | 2011 est. |
| 115 | India | 67.9 | 31 March 2012 est. |
| 116 | Guinea | 67.8 | 2011 est. |
| 117 | Nigeria | 67.1 | 2011 est. |
| 118 | Mauritania | 66.9 | 2011 est. |
| 119 | Macedonia | 66.4 | 2013 est. |
| 120 | Greece | 66.3 | 2011 est. |
| 121 | Italy | 66.3 | 2011 est. |
| 122 | Philippines | 66.2 | 2011 est. |
| 123 | Faroe Islands | 64.9 | 2011 est. |
| 124 | Ukraine | 64.9 | 2011 est. |
| 125 | Bolivia | 63.6 | 2012 est. |
| 126 | Czech Republic | 63.6 | 2012 est. |
| 127 | Cambodia | 63.0 | 2011 est. |
| 128 | Turkey | 62.8 | 2011 est. |
| 129 | Zimbabwe | 62.1 | 2011 est. |
| 130 | Denmark | 61.5 | 2011 est. |
| 131 | Andorra | 61.3 | 2010 est. |
| 132 | Papua New Guinea | 61.1 | 2011 est. |
| 133 | Chile | 60.6 | 2011 est. |
| 134 | Cote d'Ivoire | 60.3 | 2011 est. |
| 135 | Honduras | 60.0 | 2011 est. |
| 136 | Swaziland | 59.7 | 2011 est. |
| 137 | Peru | 59.6 | 2011 est. |
| 138 | Gabon | 59.0 | 2011 est. |
| 139 | Nicaragua | 57.6 | 2013 est. |
| 140 | Serbia | 57.5 | 2013 est. |
| 141 | Ecuador | 56.0 | 2011 est. |
| 142 | Guatemala | 55.8 | 2011 est. |
| 143 | Sri Lanka | 55.4 | 2011 est. |
| 144 | Romania | 55.1 | 2012 est. |
| 145 | Vietnam | 55.0 | 2012 est. |
| 146 | Armenia | 54.9 | 2011 est. |
| 147 | Suriname | 54.1 | 2011 est. |
| 148 | El Salvador | 53.1 | 2011 est. |
| 149 | Finland | 52.1 | 2011 est. |
| 150 | Congo, Republic of the | 51.2 | 2012 est. |
| 151 | Germany | 51.0 | 2012 est. |
| 152 | European Union | 50.5 | 2011 est. |
| 153 | Fiji | 49.0 | 2011 est. |
| 154 | Portugal | 49.0 | 2011 est. |
| 155 | Belize | 48.8 | 2011 est. |
| 156 | Croatia | 48.8 | 2011 est. |
| 157 | Mali | 48.4 | 2011 est. |
| 158 | Bulgaria | 48.1 | 2011 est. |
| 159 | Korea, North | 47.4 | 2011 est. |
| 160 | Belgium | 46.3 | 2011 est. |
| 161 | Ghana | 45.9 | 2011 est. |
| 162 | Slovakia | 43.6 | 2011 est. |
| 163 | Panama | 43.5 | 2011 est. |
| 164 | Bosnia and Herzegovina | 43.3 | 2012 est. |
| 165 | Central African Republic | 43.2 | 2011 est. |
| 166 | Kenya | 43.2 | 2011 est. |
| 167 | Spain | 43.0 | 2011 est. |
| 168 | Uruguay | 41.6 | 2011 est. |
| 169 | Rwanda | 39.9 | 2011 est. |
| 170 | Angola | 39.6 | 2011 est. |
| 171 | Georgia | 38.8 | 2011 est. |
| 172 | Slovenia | 36.6 | 2012 est. |
| 173 | Venezuela | 35.7 | 2012 est. |
| 174 | Tanzania | 33.5 | 2011 est. |
| 175 | Sierra Leone | 33.3 | 2011 est. |
| 176 | Colombia | 32.4 | 2011 est. |
| 177 | Namibia | 31.8 | 2013 est. |
| 178 | Canada | 31.3 | 2011 est. |
| 179 | New Zealand | 30.9 | 2011 est. |
| 180 | Sudan | 30.7 | 2010 est. |
| 181 | South Sudan | 30.7 | 2010 est. |
| 182 | Costa Rica | 29.3 | 2011 est. |
| 183 | Cameroon | 28.6 | 2011 est. |
| 184 | Austria | 28.3 | 2011 est. |
| 185 | Latvia | 26.5 | 2011 est. |
| 186 | Burma | 26.1 | 2011 est. |
| 187 | France | 24.7 | 2011 est. |
| 188 | Montenegro | 24.2 | 2011 est. |
| 189 | Afghanistan | 23.5 | 2011 est. |
| 190 | Togo | 21.7 | 2011 est. |
| 191 | Kyrgyzstan | 21.1 | 2011 est. |
| 192 | Uganda | 21.0 | 2011 est. |
| 193 | Dominica | 20.4 | 2011 est. |
| 194 | Brazil | 18.8 | 2011 est. |
| 195 | Mozambique | 10.3 | 2011 est. |
| 196 | Ethiopia | 9.6 | 2011 est. |
| 197 | Tajikistan | 9.0 | 2013 est. |
| 198 | Nepal | 7.6 | 2011 est. |
| 199 | Sweden | 7.1 | 2011 est. |
| 200 | Albania | 5.6 | 2012 est. |
| 201 | Norway | 4.6 | 2011 est. |
| 202 | Iceland | 4.5 | 2011 est. |
| 203 | Switzerland | 3.0 | 2011 est. |
| 204 | Laos | 1.9 | 2011 est. |
| 205 | Burundi | 1.9 | 2011 est. |
| 206 | Congo, Democratic Republic of the | 1.4 | 2011 est. |
| 207 | Bhutan | 0.7 | 2011 est. |
| 208 | Zambia | 0.4 | 2011 est. |
| 209 | Malawi | 0.3 | 2011 est. |
| 210 | Paraguay | 0.1 | 2011 est. |
| 211 | Lesotho | 0.0 | 2011 est. |


