CIA - The World Factbook --  ELECTRICITY - FROM FOSSIL FUELS

Electricity â€“ from fossil fuels measures the capacity of plants that generate electricity by burning fossil fuels (such as coal, petroleum products, and natural gas), expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 208 | Switzerland | 2.9 | 2015 est. |
| 209 | Congo, Democratic Republic of the | 1.3 | 2015 est. |
| 210 | Laos | 1.1 | 2015 est. |
| 211 | Bhutan | 1.0 | 2015 est. |
| 212 | Malawi | 0.5 | 2015 est. |
| 213 | Zambia | 0.3 | 2015 est. |
| 214 | Paraguay | 0.2 | 2015 est. |
| 215 | Lesotho | 0.0 | 2015 est. |


