CIA - The World Factbook --  ELECTRICITY - FROM FOSSIL FUELS

Electricity â€“ from fossil fuels measures the capacity of plants that generate electricity by burning fossil fuels (such as coal, petroleum products, and natural gas), expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 198 | Mozambique | 10.2 | 2012 est. |
| 199 | Sweden | 9.5 | 2012 est. |
| 200 | Tajikistan | 9.0 | 2013 est. |
| 201 | Ethiopia | 8.3 | 2012 est. |
| 202 | Nepal | 7.5 | 2012 est. |
| 203 | Albania | 5.2 | 2013 est. |
| 204 | Norway | 4.7 | 2014 est. |
| 205 | Iceland | 4.3 | 2012 est. |
| 206 | Switzerland | 2.5 | 2012 est. |
| 207 | Burundi | 1.8 | 2012 est. |
| 208 | Laos | 1.7 | 2012 est. |
| 209 | Congo, Democratic Republic of the | 1.4 | 2012 est. |
| 210 | Bhutan | 0.7 | 2013 est. |
| 211 | Malawi | 0.7 | 2012 est. |
| 212 | Zambia | 0.4 | 2012 est. |
| 213 | Paraguay | 0.1 | 2012 est. |
| 214 | Lesotho | 0.0 | 2012 est. |


