CIA - The World Factbook --  Oil - consumption   

This entry is the total oil consumed in barrels per day (bbl/day). The discrepancy between the amount of oil produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes, refinery gains, and other complicating factors.

| Rank | country | (bbl/day) | Date of Information |
| 89 | Guatemala | 71,000 | 2010 est. |
| 90 | Lithuania | 67,000 | 2010 est. |
| 91 | Jamaica | 63,000 | 2010 est. |
| 92 | Slovenia | 63,000 | 2010 est. |
| 93 | Bolivia | 62,000 | 2010 est. |
| 94 | Cyprus | 61,000 | 2010 est. |
| 95 | Luxembourg | 60,500 | 2010 est. |
| 96 | Ghana | 60,000 | 2010 est. |
| 97 | Uruguay | 52,000 | 2010 est. |
| 98 | Armenia | 52,000 | 2010 est. |
| 99 | Honduras | 51,000 | 2010 est. |
| 100 | Costa Rica | 47,000 | 2010 est. |
| 101 | Bahrain | 47,000 | 2010 est. |
| 102 | El Salvador | 47,000 | 2010 est. |
| 103 | Ethiopia | 47,000 | 2010 est. |
| 104 | Senegal | 41,000 | 2010 est. |
| 105 | Latvia | 41,000 | 2010 est. |
| 106 | Trinidad and Tobago | 41,000 | 2010 est. |
| 107 | Tajikistan | 40,000 | 2010 est. |
| 108 | Tanzania | 38,000 | 2010 est. |
| 109 | Burma | 37,000 | 2010 est. |
| 110 | Bahamas, The | 35,000 | 2010 est. |
| 111 | Papua New Guinea | 33,000 | 2010 est. |
| 112 | Albania | 33,000 | 2010 est. |
| 113 | Cambodia | 32,000 | 2010 est. |
| 114 | Paraguay | 31,000 | 2010 est. |
| 115 | Estonia | 31,000 | 2010 est. |
| 116 | Nicaragua | 30,000 | 2010 est. |
| 117 | Cameroon | 30,000 | 2010 est. |
| 118 | Bosnia and Herzegovina | 28,500 | 2010 est. |
| 119 | Cote d'Ivoire | 25,000 | 2010 est. |
| 120 | Gibraltar | 25,000 | 2010 est. |
| 121 | Benin | 25,000 | 2010 est. |
| 122 | Namibia | 24,000 | 2010 est. |
| 123 | West Bank | 24,000 | 2010 est. |
| 124 | Togo | 23,000 | 2010 est. |
| 125 | Mauritius | 23,000 | 2010 est. |
| 126 | Madagascar | 22,000 | 2010 est. |
| 127 | Moldova | 20,000 | 2010 est. |
| 128 | Mauritania | 20,000 | 2010 est. |
| 129 | Nepal | 20,000 | 2010 est. |
| 130 | Macedonia | 19,000 | 2010 est. |
| 131 | Malta | 19,000 | 2010 est. |
| 132 | Gabon | 18,000 | 2010 est. |
| 133 | Iceland | 17,430 | 2010 est. |
| 134 | Macau | 17,000 | 2010 est. |
| 135 | Mongolia | 17,000 | 2010 est. |
| 136 | Mozambique | 17,000 | 2010 est. |
| 137 | Brunei | 17,000 | 2010 est. |
| 138 | Kyrgyzstan | 16,000 | 2010 est. |
| 139 | Zambia | 16,000 | 2010 est. |
| 140 | Botswana | 15,000 | 2010 est. |
| 141 | Fiji | 15,000 | 2010 est. |
| 142 | Suriname | 15,000 | 2010 est. |
| 143 | New Caledonia | 14,000 | 2010 est. |
| 144 | Uganda | 14,000 | 2010 est. |
| 145 | Congo, Democratic Republic of the | 13,000 | 2010 est. |
| 146 | Korea, North | 13,000 | 2010 est. |
| 147 | Georgia | 13,000 | 2010 est. |
| 148 | Haiti | 12,000 | 2010 est. |
| 149 | Djibouti | 12,000 | 2010 est. |
| 150 | Congo, Republic of the | 11,000 | 2010 est. |
| 151 | Zimbabwe | 11,000 | 2010 est. |
| 152 | Guyana | 10,000 | 2010 est. |
| 153 | Sierra Leone | 9,000 | 2010 est. |
| 154 | Guinea | 9,000 | 2010 est. |
| 155 | Barbados | 9,000 | 2010 est. |
| 156 | Burkina Faso | 9,000 | 2010 est. |
| 157 | Aruba | 8,000 | 2010 est. |
| 158 | Seychelles | 8,000 | 2010 est. |
| 159 | Malawi | 8,000 | 2010 est. |
| 160 | French Polynesia | 8,000 | 2010 est. |
| 161 | Belize | 7,000 | 2010 est. |
| 162 | Rwanda | 6,000 | 2010 est. |
| 163 | Mali | 6,000 | 2010 est. |
| 164 | Eritrea | 6,000 | 2010 est. |
| 165 | Niger | 6,000 | 2010 est. |
| 166 | Maldives | 6,000 | 2010 est. |
| 167 | Somalia | 5,000 | 2010 est. |
| 168 | Bermuda | 5,000 | 2010 est. |
| 169 | Faroe Islands | 5,000 | 2010 est. |
| 170 | Antigua and Barbuda | 5,000 | 2010 est. |
| 171 | Afghanistan | 4,800 | 2010 est. |
| 172 | Liberia | 4,500 | 2010 est. |
| 173 | American Samoa | 4,400 | 2010 est. |
| 174 | Montenegro | 4,000 | 2010 est. |
| 175 | Swaziland | 4,000 | 2010 est. |
| 176 | Greenland | 4,000 | 2010 est. |
| 177 | Cayman Islands | 3,000 | 2010 est. |
| 178 | Saint Lucia | 3,000 | 2010 est. |
| 179 | Laos | 3,000 | 2010 est. |
| 180 | Guinea-Bissau | 3,000 | 2010 est. |
| 181 | Grenada | 3,000 | 2010 est. |
| 182 | Burundi | 3,000 | 2010 est. |
| 183 | Timor-Leste | 2,600 | 2010 est. |
| 184 | Gambia, The | 2,000 | 2010 est. |
| 185 | Solomon Islands | 2,000 | 2010 est. |
| 186 | Lesotho | 2,000 | 2010 est. |
| 187 | Central African Republic | 2,000 | 2010 est. |
| 188 | Saint Vincent and the Grenadines | 2,000 | 2010 est. |
| 189 | Cape Verde | 2,000 | 2010 est. |
| 190 | Equatorial Guinea | 2,000 | 2010 est. |
| 191 | Saint Kitts and Nevis | 2,000 | 2010 est. |
| 192 | Western Sahara | 2,000 | 2010 est. |
| 193 | Chad | 2,000 | 2010 est. |
| 194 | Nauru | 1,300 | 2010 est. |
| 195 | Saint Pierre and Miquelon | 1,000 | 2010 est. |
| 196 | Montserrat | 1,000 | 2010 est. |
| 197 | Dominica | 1,000 | 2010 est. |
| 198 | Cook Islands | 1,000 | 2010 est. |
| 199 | Comoros | 1,000 | 2010 est. |
| 200 | British Virgin Islands | 1,000 | 2010 est. |
| 201 | Bhutan | 1,000 | 2010 est. |
| 202 | Vanuatu | 1,000 | 2010 est. |
| 203 | Tonga | 1,000 | 2010 est. |
| 204 | Sao Tome and Principe | 1,000 | 2010 est. |
| 205 | Samoa | 1,000 | 2010 est. |
| 206 | Turks and Caicos Islands | 500 | 2010 est. |
| 207 | Kiribati | 300 | 2010 est. |
| 208 | Falkland Islands (Islas Malvinas) | 300 | 2010 est. |
| 209 | Saint Helena, Ascension, and Tristan da Cunha | 100 | 2010 est. |
| 210 | Niue | 40 | 2010 est. |
