CIA - The World Factbook --  Natural gas - consumption   

This entry is the total natural gas consumed in cubic meters (cu m). The discrepancy between the amount of natural gas produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes and other complicating factors.

| Rank | country | (cu m) | Date of Information |
| 81 | Armenia | 1,930,000,000 | 2008 est. |
| 82 | Georgia | 1,730,000,000 | 2008 est. |
| 83 | Estonia | 1,510,000,000 | 2008 est. |
| 84 | Equatorial Guinea | 1,500,000,000 | 2008 est. |
| 85 | Cote d'Ivoire | 1,300,000,000 | 2008 est. |
| 86 | Luxembourg | 1,255,000,000 | 2008 est. |
| 87 | Israel | 1,190,000,000 | 2008 est. |
| 88 | Slovenia | 1,000,000,000 | 2008 est. |
| 89 | Sweden | 913,000,000 | 2008 est. |
| 90 | Puerto Rico | 806,600,000 | 2008 est. |
| 91 | Kyrgyzstan | 750,000,000 | 2008 est. |
| 92 | Angola | 680,000,000 | 2008 est. |
| 93 | Tanzania | 560,700,000 | 2008 est. |
| 94 | Morocco | 560,000,000 | 2008 est. |
| 95 | Tajikistan | 515,300,000 | 2008 est. |
| 96 | Dominican Republic | 470,000,000 | 2008 est. |
| 97 | Cuba | 400,000,000 | 2008 est. |
| 98 | Bosnia and Herzegovina | 310,000,000 | 2008 est. |
| 99 | Ecuador | 260,000,000 | 2008 est. |
| 100 | Congo, Republic of the | 180,000,000 | 2008 est. |
| 101 | Mozambique | 100,000,000 | 2008 est. |
| 102 | Papua New Guinea | 100,000,000 | 2008 est. |
| 103 | Gabon | 90,000,000 | 2008 est. |
| 104 | Macau | 81,600,000 | 2008 est. |
| 105 | Macedonia | 70,000,000 | 2008 est. |
| 106 | Uruguay | 70,000,000 | 2008 est. |
| 107 | Senegal | 50,000,000 | 2008 est. |
| 108 | Afghanistan | 30,000,000 | 2008 est. |
| 109 | Albania | 30,000,000 | 2008 est. |
| 110 | Barbados | 29,170,000 | 2008 est. |
| 111 | Cameroon | 20,000,000 | 2008 est. |
| 112 | Aruba | 0 | 2008 est. |
| 113 | Bahamas, The | 0 | 2008 est. |
| 114 | Solomon Islands | 0 | 2008 est. |
| 115 | Burundi | 0 | 2008 est. |
| 116 | Zimbabwe | 0 | 2008 est. |
| 117 | Zambia | 0 | 2008 est. |
| 118 | Yemen | 0 | 2008 est. |
| 119 | Swaziland | 0 | 2008 est. |
| 120 | Samoa | 0 | 2008 est. |
| 121 | Western Sahara | 0 | 2008 est. |
| 122 | Namibia | 0 | 2008 est. |
| 123 | Virgin Islands | 0 | 2008 est. |
| 124 | British Virgin Islands | 0 | 2008 est. |
| 125 | Saint Vincent and the Grenadines | 0 | 2008 est. |
| 126 | Burkina Faso | 0 | 2008 est. |
| 127 | Uganda | 0 | 2008 est. |
| 128 | Timor-Leste | 0 | 2008 est. |
| 129 | Sao Tome and Principe | 0 | 2008 est. |
| 130 | Togo | 0 | 2008 est. |
| 131 | Tonga | 0 | 2008 est. |
| 132 | Turks and Caicos Islands | 0 | 2008 est. |
| 133 | Sudan | 0 | 2008 est. |
| 134 | Saint Lucia | 0 | 2008 est. |
| 135 | Somalia | 0 | 2008 est. |
| 136 | Sierra Leone | 0 | 2008 est. |
| 137 | Saint Helena | 0 | 2008 est. |
| 138 | Seychelles | 0 | 2008 est. |
| 139 | Saint Kitts and Nevis | 0 | 2008 est. |
| 140 | Saint Pierre and Miquelon | 0 | 2008 est. |
| 141 | Rwanda | 0 | 2008 est. |
| 142 | Netherlands Antilles | 0 | 2008 est. |
| 143 | Suriname | 0 | 2008 est. |
| 144 | Nauru | 0 | 2008 est. |
| 145 | Nepal | 0 | 2008 est. |
| 146 | Vanuatu | 0 | 2008 est. |
| 147 | Niger | 0 | 2008 est. |
| 148 | Niue | 0 | 2008 est. |
| 149 | New Caledonia | 0 | 2008 est. |
| 150 | Maldives | 0 | 2008 est. |
| 151 | Guinea-Bissau | 0 | 2008 est. |
| 152 | Panama | 0 | 2008 est. |
| 153 | Paraguay | 0 | 2008 est. |
| 154 | Nicaragua | 0 | 2008 est. |
| 155 | Malta | 0 | 2008 est. |
| 156 | Mauritania | 0 | 2008 est. |
| 157 | Mauritius | 0 | 2008 est. |
| 158 | Mali | 0 | 2008 est. |
| 159 | Malawi | 0 | 2008 est. |
| 160 | Montserrat | 0 | 2008 est. |
| 161 | Mongolia | 0 | 2008 est. |
| 162 | Madagascar | 0 | 2008 est. |
| 163 | Lesotho | 0 | 2008 est. |
| 164 | Liberia | 0 | 2008 est. |
| 165 | Lebanon | 0 | 2008 est. |
| 166 | Laos | 0 | 2008 est. |
| 167 | Kosovo | 0 | 2007 |
| 168 | Kiribati | 0 | 2008 est. |
| 169 | Korea, North | 0 | 2008 est. |
| 170 | Kenya | 0 | 2008 est. |
| 171 | Jamaica | 0 | 2008 est. |
| 172 | Iceland | 0 | 2008 est. |
| 173 | Honduras | 0 | 2008 est. |
| 174 | Haiti | 0 | 2008 est. |
| 175 | Guyana | 0 | 2008 est. |
| 176 | Guinea | 0 | 2008 est. |
| 177 | Guatemala | 0 | 2008 est. |
| 178 | Greenland | 0 | 2008 est. |
| 179 | Grenada | 0 | 2008 est. |
| 180 | Gibraltar | 0 | 2008 est. |
| 181 | Ghana | 0 | 2008 est. |
| 182 | Gambia, The | 0 | 2008 est. |
| 183 | French Polynesia | 0 | 2008 est. |
| 184 | Faroe Islands | 0 | 2008 est. |
| 185 | Falkland Islands (Islas Malvinas) | 0 | 2008 est. |
| 186 | Fiji | 0 | 2008 est. |
| 187 | Ethiopia | 0 | 2008 est. |
| 188 | El Salvador | 0 | 2008 est. |
| 189 | Eritrea | 0 | 2008 est. |
| 190 | Dominica | 0 | 2008 est. |
| 191 | Djibouti | 0 | 2008 est. |
| 192 | Cyprus | 0 | 2008 est. |
| 193 | Cook Islands | 0 | 2008 est. |
| 194 | Cape Verde | 0 | 2008 est. |
| 195 | Central African Republic | 0 | 2008 est. |
| 196 | Costa Rica | 0 | 2008 est. |
| 197 | Comoros | 0 | 2008 est. |
| 198 | Cayman Islands | 0 | 2008 est. |
| 199 | Congo, Democratic Republic of the | 0 | 2008 est. |
| 200 | Sri Lanka | 0 | 2008 est. |
| 201 | Chad | 0 | 2008 est. |
| 202 | Cambodia | 0 | 2008 est. |
| 203 | Bhutan | 0 | 2008 est. |
| 204 | Benin | 0 | 2008 est. |
| 205 | Belize | 0 | 2008 est. |
| 206 | Bermuda | 0 | 2008 est. |
| 207 | American Samoa | 0 | 2008 est. |
| 208 | Botswana | 0 | 2008 est. |
| 209 | Antigua and Barbuda | 0 | 2008 est. |
