CIA - The World Factbook --  Natural gas - consumption   

This entry is the total natural gas consumed in cubic meters (cu m). The discrepancy between the amount of natural gas produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes and other complicating factors.

| Rank | country | (cu m) | Date of Information |
| 177 | French Polynesia | 0 | 2009 est. |
| 178 | Gambia, The | 0 | 2009 est. |
| 179 | Ghana | 0 | 2009 est. |
| 180 | Gibraltar | 0 | 2009 est. |
| 181 | Greenland | 0 | 2009 est. |
| 182 | Grenada | 0 | 2009 est. |
| 183 | Guatemala | 0 | 2009 est. |
| 184 | Guinea | 0 | 2009 est. |
| 185 | Guinea-Bissau | 0 | 2009 est. |
| 186 | Guyana | 0 | 2009 est. |
| 187 | Haiti | 0 | 2009 est. |
| 188 | Honduras | 0 | 2009 est. |
| 189 | Iceland | 0 | 2010 est. |
| 190 | Jamaica | 0 | 2009 est. |
| 191 | Kenya | 0 | 2009 est. |
| 192 | Kiribati | 0 | 2009 est. |
| 193 | Korea, North | 0 | 2009 est. |
| 194 | Kosovo | 0 | 2007 |
| 195 | Laos | 0 | 2009 est. |
| 196 | Lebanon | 0 | 2009 est. |
| 197 | Lesotho | 0 | 2009 est. |
| 198 | Liberia | 0 | 2009 est. |
| 199 | Madagascar | 0 | 2009 est. |
| 200 | Malawi | 0 | 2009 est. |
| 201 | Maldives | 0 | 2010 est. |
| 202 | Mali | 0 | 2009 est. |
| 203 | Malta | 0 | 2009 est. |
| 204 | Mauritania | 0 | 2009 est. |
| 205 | Mauritius | 0 | 2009 est. |
| 206 | Mongolia | 0 | 2010 est. |
| 207 | Montserrat | 0 | 2009 est. |
| 208 | Namibia | 0 | 2009 est. |
| 209 | Nauru | 0 | 2009 est. |
| 210 | Nepal | 0 | 2009 est. |
