CIA - The World Factbook --  Radio broadcast stations   

| Rank | country | Radio broadcast stations | Date of Information |
| 185 | Malta | 18.00 | 1999 |
| 186 | Spain | 18.00 | 2008 |
| 187 | Kazakhstan | 18.00 | 2008 |
| 188 | Antigua and Barbuda | 17.00 | 2008 |
| 189 | Mozambique | 17.00 | 2001 |
| 190 | Korea, North | 17.00 | 2006 |
| 191 | Czech Republic | 17.00 | 2000 |
| 192 | Chile | 17.00 | 1998 |
| 193 | Bangladesh | 17.00 | 2009 |
| 194 | Armenia | 16.00 | 2006 |
| 195 | Belize | 16.00 | 2006 |
| 196 | Croatia | 16.00 | 1999 |
| 197 | Bosnia and Herzegovina | 16.00 | 1998 |
| 198 | Virgin Islands | 16.00 | 2005 |
| 199 | Tajikistan | 16.00 | 2009 |
| 200 | Libya | 16.00 | 2001 |
| 201 | Aruba | 16.00 | 2004 |
| 202 | Guatemala | 15.00 | 2000 |
| 203 | Mexico | 15.00 | 2009 |
| 204 | Syria | 15.00 | 2010 |
| 205 | Sri Lanka | 15.00 | 2007 |
| 206 | Israel | 15.00 | 2010 |
| 207 | Malaysia | 15.00 | 2001 |
| 208 | Morocco | 15.00 | 2009 |
| 209 | Cayman Islands | 14.00 | 2009 |
| 210 | Syria | 14.00 | 2010 |
| 211 | Korea, North | 14.00 | 2006 |
| 212 | French Polynesia | 14.00 | 1998 |
| 213 | Mauritania | 14.00 | 2001 |
| 214 | South Africa | 14.00 | 1998 |
| 215 | Poland | 14.00 | 2008 |
| 216 | Korea, North | 14.00 | 2006 |
| 217 | Greenland | 14.00 | 2008 |
| 218 | Albania | 13.00 | 2005 |
| 219 | United Arab Emirates | 13.00 | 2004 |
| 220 | Mozambique | 13.00 | 2001 |
| 221 | Fiji | 13.00 | 1998 |
| 222 | Faroe Islands | 13.00 | 1998 |
| 223 | Botswana | 13.00 | 2001 |
| 224 | Barbados | 13.00 | 2009 |
| 225 | Georgia | 12.00 | 1998 |
| 226 | Honduras | 12.00 | 1998 |
| 227 | Sudan | 12.00 | 1998 |
| 228 | Turkmenistan | 12.00 | 2008 |
| 229 | Tanzania | 12.00 | 1998 |
| 230 | Grenada | 12.00 | 2009 |
| 231 | Anguilla | 11.00 | 2009 |
| 232 | Somalia | 11.00 | 2001 |
| 233 | Saint Lucia | 11.00 | 2008 |
| 234 | Nigeria | 11.00 | 2001 |
| 235 | Mozambique | 11.00 | 2001 |
| 236 | Monaco | 11.00 | 2008 |
| 237 | Kuwait | 11.00 | 1998 |
| 238 | Azerbaijan | 11.00 | 2010 |
| 239 | Congo, Democratic Republic of the | 11.00 | 2001 |
| 240 | Bahamas, The | 11.00 | 2009 |
| 241 | Tanzania | 11.00 | 1998 |
| 242 | Belarus | 11.00 | 1998 |
| 243 | Azerbaijan | 10.00 | 2010 |
| 244 | Hong Kong | 10.00 | 2009 |
| 245 | Iran | 10.00 | 2010 |
| 246 | Slovenia | 10.00 | 2006 |
| 247 | Rwanda | 10.00 | 2007 |
| 248 | Liberia | 10.00 | 2007 |
| 249 | Gaza Strip | 10.00 | 2008 |
| 250 | Armenia | 9.00 | 2006 |
| 251 | Turkmenistan | 9.00 | 2008 |
| 252 | Togo | 9.00 | 1998 |
| 253 | Sierra Leone | 9.00 | 2001 |
| 254 | Oman | 9.00 | 1999 |
| 255 | Mauritius | 9.00 | 2001 |
| 256 | Malawi | 9.00 | 2001 |
| 257 | Madagascar | 9.00 | 2001 |
| 258 | Luxembourg | 9.00 | 1999 |
| 259 | Kazakhstan | 9.00 | 2008 |
| 260 | Italy | 9.00 | 1998 |
| 261 | Ireland | 9.00 | 1998 |
| 262 | Cote d'Ivoire | 9.00 | 1998 |
| 263 | Cameroon | 9.00 | 2001 |
| 264 | Bhutan | 9.00 | 2007 |
| 265 | Algeria | 8.00 | 1999 |
| 266 | Bosnia and Herzegovina | 8.00 | 1998 |
| 267 | Ethiopia | 8.00 | 2001 |
| 268 | United Arab Emirates | 8.00 | 2004 |
| 269 | Senegal | 8.00 | 2001 |
| 270 | Saint Vincent and the Grenadines | 8.00 | 2008 |
| 271 | Saint Kitts and Nevis | 8.00 | 2008 |
| 272 | Papua New Guinea | 8.00 | 1998 |
| 273 | Latvia | 8.00 | 2008 |
| 274 | Botswana | 8.00 | 2001 |
| 275 | Angola | 7.00 | 2001 |
| 276 | Turks and Caicos Islands | 7.00 | 2003 |
| 277 | Zimbabwe | 7.00 | 1998 |
| 278 | Vietnam | 7.00 | 1999 |
| 279 | Uruguay | 7.00 | 2005 |
| 280 | Uganda | 7.00 | 2001 |
| 281 | Tunisia | 7.00 | 2007 |
| 282 | Falkland Islands (Islas Malvinas) | 7.00 | 2006 |
| 283 | Mongolia | 7.00 | 2009 |
| 284 | Gabon | 7.00 | 2001 |
| 285 | Georgia | 7.00 | 1998 |
| 286 | Belgium | 7.00 | 1998 |
| 287 | Angola | 6.00 | 2001 |
| 288 | Argentina | 6.00 | 1998 |
| 289 | Yemen | 6.00 | 1998 |
| 290 | Virgin Islands | 6.00 | 2005 |
| 291 | Qatar | 6.00 | 1998 |
| 292 | Paraguay | 6.00 | 2006 |
| 293 | Niger | 6.00 | 2001 |
| 294 | Nepal | 6.00 | 2008 |
| 295 | Malta | 6.00 | 1999 |
| 296 | Maldives | 6.00 | 2009 |
| 297 | Madagascar | 6.00 | 2001 |
| 298 | Kuwait | 6.00 | 1998 |
| 299 | Kenya | 6.00 | 2008 |
| 300 | Hong Kong | 6.00 | 2009 |
| 301 | Gabon | 6.00 | 2001 |
| 302 | Thailand | 6.00 | 2007 |
| 303 | Northern Mariana Islands | 6.00 | 2005 |
| 304 | Canada | 6.00 | 2004 |
| 305 | Bermuda | 5.00 | 2009 |
| 306 | British Virgin Islands | 5.00 | 2004 |
| 307 | Central African Republic | 5.00 | 2001 |
| 308 | Chad | 5.00 | 2001 |
| 309 | Congo, Republic of the | 5.00 | 2001 |
| 310 | Cyprus | 5.00 | 2004 |
| 311 | Croatia | 5.00 | 1999 |
| 312 | Zambia | 5.00 | 2001 |
| 313 | Norway | 5.00 | 2008 |
| 314 | Niger | 5.00 | 2001 |
| 315 | New Caledonia | 5.00 | 1998 |
| 316 | Micronesia, Federated States of | 5.00 | 2004 |
| 317 | Mayotte | 5.00 | 2001 |
| 318 | Malawi | 5.00 | 2001 |
| 319 | Hungary | 5.00 | 2008 |
| 320 | Holy See (Vatican City) | 5.00 | 2008 |
| 321 | Holy See (Vatican City) | 5.00 | 2008 |
| 322 | Sao Tome and Principe | 5.00 | 2001 |
| 323 | Samoa | 5.00 | 2004 |
| 324 | Qatar | 5.00 | 1998 |
| 325 | Guinea | 5.00 | 2006 |
| 326 | Greenland | 5.00 | 2008 |
| 327 | Gibraltar | 5.00 | 1998 |
| 328 | Equatorial Guinea | 5.00 | 2001 |
| 329 | Bermuda | 4.00 | 2009 |
| 330 | Burundi | 4.00 | 2001 |
| 331 | Chad | 4.00 | 2001 |
| 332 | Gabon | 4.00 | 2001 |
| 333 | Zambia | 4.00 | 2001 |
| 334 | Vanuatu | 4.00 | 2001 |
| 335 | New Zealand | 4.00 | 1998 |
| 336 | Netherlands | 4.00 | 2009 |
| 337 | Nepal | 4.00 | 2008 |
| 338 | Namibia | 4.00 | 2001 |
| 339 | Mongolia | 4.00 | 2009 |
| 340 | Mauritius | 4.00 | 2001 |
| 341 | Liechtenstein | 4.00 | 1998 |
| 342 | Lebanon | 4.00 | 2009 |
| 343 | Jamaica | 4.00 | 2008 |
| 344 | Guinea-Bissau | 4.00 | 2001 |
| 345 | Tonga | 4.00 | 2001 |
| 346 | Togo | 4.00 | 1998 |
| 347 | Suriname | 4.00 | 2008 |
| 348 | Sri Lanka | 4.00 | 2007 |
| 349 | Saint Pierre and Miquelon | 4.00 | 1998 |
| 350 | Philippines | 4.00 | 2008 |
| 351 | Palau | 4.00 | 2001 |
| 352 | Niger | 4.00 | 2001 |
| 353 | Greece | 4.00 | 1998 |
| 354 | Germany | 4.00 | 1998 |
| 355 | Georgia | 4.00 | 1998 |
| 356 | Dominican Republic | 4.00 | 1998 |
| 357 | Dominica | 4.00 | 2009 |
| 358 | Comoros | 4.00 | 2001 |
| 359 | Botswana | 4.00 | 2001 |
| 360 | American Samoa | 3.00 | 2005 |
| 361 | Venezuela | 3.00 | 2008 |
| 362 | Uzbekistan | 3.00 | 2008 |
| 363 | United Kingdom | 3.00 | 2008 |
| 364 | Switzerland | 3.00 | 2008 |
| 365 | Switzerland | 3.00 | 2008 |
| 366 | Swaziland | 3.00 | 2004 |
| 367 | Swaziland | 3.00 | 2004 |
| 368 | Suriname | 3.00 | 2008 |
| 369 | Saint Martin | 3.00 | 2007 |
| 370 | Saint Kitts and Nevis | 3.00 | 2008 |
| 371 | Oman | 3.00 | 1999 |
| 372 | Norfolk Island | 3.00 | 2005 |
| 373 | Marshall Islands | 3.00 | 2005 |
| 374 | Libya | 3.00 | 2001 |
| 375 | Libya | 3.00 | 2001 |
| 376 | Lesotho | 3.00 | 2007 |
| 377 | Laos | 3.00 | 2010 |
| 378 | Laos | 3.00 | 2010 |
| 379 | Kyrgyzstan | 3.00 | 2009 |
| 380 | Iceland | 3.00 | 2008 |
| 381 | Holy See (Vatican City) | 3.00 | 2008 |
| 382 | Guyana | 3.00 | 2009 |
| 383 | Guyana | 3.00 | 2009 |
| 384 | Guinea | 3.00 | 2006 |
| 385 | Ghana | 3.00 | 2007 |
| 386 | Gambia, The | 3.00 | 2001 |
| 387 | Equatorial Guinea | 3.00 | 2001 |
| 388 | Cote d'Ivoire | 3.00 | 1998 |
| 389 | Congo, Republic of the | 3.00 | 2001 |
| 390 | Congo, Democratic Republic of the | 3.00 | 2001 |
| 391 | Cameroon | 3.00 | 2001 |
| 392 | Burma | 3.00 | 2007 |
| 393 | Burkina Faso | 3.00 | 2007 |
| 394 | Anguilla | 3.00 | 2009 |
| 395 | Bahamas, The | 3.00 | 2009 |
| 396 | Bahrain | 3.00 | 1998 |
| 397 | Antigua and Barbuda | 3.00 | 2008 |
| 398 | American Samoa | 2.00 | 2005 |
| 399 | Djibouti | 2.00 | 2001 |
| 400 | Cote d'Ivoire | 2.00 | 1998 |
| 401 | Cocos (Keeling) Islands | 2.00 | 2004 |
| 402 | Chad | 2.00 | 2001 |
| 403 | Cameroon | 2.00 | 2001 |
| 404 | Burma | 2.00 | 2007 |
| 405 | Burkina Faso | 2.00 | 2007 |
| 406 | Bulgaria | 2.00 | 2001 |
| 407 | Brunei | 2.00 | 2006 |
| 408 | British Indian Ocean Territory | 2.00 | 1998 |
| 409 | Barbados | 2.00 | 2009 |
| 410 | Bangladesh | 2.00 | 2009 |
| 411 | Bahrain | 2.00 | 1998 |
| 412 | Namibia | 2.00 | 2001 |
| 413 | Montserrat | 2.00 | 2008 |
| 414 | Moldova | 2.00 | 2006 |
| 415 | Malawi | 2.00 | 2001 |
| 416 | Madagascar | 2.00 | 2001 |
| 417 | Macau | 2.00 | 2009 |
| 418 | Luxembourg | 2.00 | 1999 |
| 419 | Luxembourg | 2.00 | 1999 |
| 420 | French Polynesia | 2.00 | 1998 |
| 421 | Yemen | 2.00 | 1998 |
| 422 | Western Sahara | 2.00 | 1998 |
| 423 | Vanuatu | 2.00 | 2001 |
| 424 | United Arab Emirates | 2.00 | 2004 |
| 425 | Uganda | 2.00 | 2001 |
| 426 | Turks and Caicos Islands | 2.00 | 2003 |
| 427 | Turkmenistan | 2.00 | 2008 |
| 428 | Tunisia | 2.00 | 2007 |
| 429 | Trinidad and Tobago | 2.00 | 2008 |
| 430 | Togo | 2.00 | 1998 |
| 431 | Tanzania | 2.00 | 1998 |
| 432 | Swaziland | 2.00 | 2004 |
| 433 | Spain | 2.00 | 2008 |
| 434 | Seychelles | 2.00 | 2001 |
| 435 | Saudi Arabia | 2.00 | 1998 |
| 436 | San Marino | 2.00 | 2008 |
| 437 | Samoa | 2.00 | 2004 |
| 438 | Saint Lucia | 2.00 | 2008 |
| 439 | Portugal | 2.00 | 2008 |
| 440 | Poland | 2.00 | 2008 |
| 441 | Oman | 2.00 | 1999 |
| 442 | French Polynesia | 2.00 | 1998 |
| 443 | France | 2.00 | 1998 |
| 444 | Finland | 2.00 | 2008 |
| 445 | Finland | 2.00 | 2008 |
| 446 | Eritrea | 2.00 | 2000 |
| 447 | Eritrea | 2.00 | 2000 |
| 448 | Congo, Democratic Republic of the | 2.00 | 2001 |
| 449 | Christmas Island | 2.00 | 2006 |
| 450 | Liberia | 2.00 | 2007 |
| 451 | Kyrgyzstan | 2.00 | 2009 |
| 452 | Kiribati | 2.00 | 2002 |
| 453 | Grenada | 2.00 | 2009 |
| 454 | Gambia, The | 2.00 | 2001 |
| 455 | Aruba | 2.00 | 2004 |
| 456 | Antarctica | 2.00 | 2007 |
| 457 | Anguilla | 2.00 | 2009 |
| 458 | Akrotiri | 1.00 | 2006 |
| 459 | Albania | 1.00 | 2005 |
| 460 | Algeria | 1.00 | 1999 |
| 461 | Antarctica | 1.00 | 2007 |
| 462 | Australia | 1.00 | 1998 |
| 463 | Christmas Island | 1.00 | 2006 |
| 464 | Burma | 1.00 | 2007 |
| 465 | Brunei | 1.00 | 2006 |
| 466 | British Virgin Islands | 1.00 | 2004 |
| 467 | British Indian Ocean Territory | 1.00 | 1998 |
| 468 | Bosnia and Herzegovina | 1.00 | 1998 |
| 469 | Bhutan | 1.00 | 2007 |
| 470 | Bermuda | 1.00 | 2009 |
| 471 | Benin | 1.00 | 2007 |
| 472 | Benin | 1.00 | 2007 |
| 473 | Guyana | 1.00 | 2009 |
| 474 | Guernsey | 1.00 | 1998 |
| 475 | Guernsey | 1.00 | 1998 |
| 476 | Gibraltar | 1.00 | 1998 |
| 477 | Faroe Islands | 1.00 | 1998 |
| 478 | Falkland Islands (Islas Malvinas) | 1.00 | 2006 |
| 479 | Ethiopia | 1.00 | 2001 |
| 480 | Egypt | 1.00 | 2010 |
| 481 | Congo, Republic of the | 1.00 | 2001 |
| 482 | Tuvalu | 1.00 | 2004 |
| 483 | Tuvalu | 1.00 | 2004 |
| 484 | Tonga | 1.00 | 2001 |
| 485 | Tonga | 1.00 | 2001 |
| 486 | Sweden | 1.00 | 2008 |
| 487 | Svalbard | 1.00 | 1998 |
| 488 | Svalbard | 1.00 | 1998 |
| 489 | Sudan | 1.00 | 1998 |
| 490 | Sudan | 1.00 | 1998 |
| 491 | South Africa | 1.00 | 1998 |
| 492 | Somalia | 1.00 | 2001 |
| 493 | Solomon Islands | 1.00 | 2004 |
| 494 | Solomon Islands | 1.00 | 2004 |
| 495 | Solomon Islands | 1.00 | 2004 |
| 496 | Slovakia | 1.00 | 2008 |
| 497 | Slovakia | 1.00 | 2008 |
| 498 | Singapore | 1.00 | 2008 |
| 499 | Sierra Leone | 1.00 | 2001 |
| 500 | Sierra Leone | 1.00 | 2001 |
| 501 | Seychelles | 1.00 | 2001 |
| 502 | Seychelles | 1.00 | 2001 |
| 503 | Senegal | 1.00 | 2001 |
| 504 | Sao Tome and Principe | 1.00 | 2001 |
| 505 | Sao Tome and Principe | 1.00 | 2001 |
| 506 | Saint Vincent and the Grenadines | 1.00 | 2008 |
| 507 | Saint Pierre and Miquelon | 1.00 | 1998 |
| 508 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2005 |
| 509 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2005 |
| 510 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2005 |
| 511 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2005 |
| 512 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2005 |
| 513 | Qatar | 1.00 | 1998 |
| 514 | Portugal | 1.00 | 2008 |
| 515 | Pitcairn Islands | 1.00 | 2004 |
| 516 | Palau | 1.00 | 2001 |
| 517 | Palau | 1.00 | 2001 |
| 518 | Norway | 1.00 | 2008 |
| 519 | Northern Mariana Islands | 1.00 | 2005 |
| 520 | Northern Mariana Islands | 1.00 | 2005 |
| 521 | Norfolk Island | 1.00 | 2005 |
| 522 | Niue | 1.00 | 1998 |
| 523 | Niue | 1.00 | 1998 |
| 524 | Nicaragua | 1.00 | 1998 |
| 525 | New Caledonia | 1.00 | 1998 |
| 526 | Netherlands | 1.00 | 2009 |
| 527 | Nauru | 1.00 | 1998 |
| 528 | Montserrat | 1.00 | 2008 |
| 529 | Monaco | 1.00 | 2008 |
| 530 | Monaco | 1.00 | 2008 |
| 531 | Micronesia, Federated States of | 1.00 | 2004 |
| 532 | Mayotte | 1.00 | 2001 |
| 533 | Mauritania | 1.00 | 2001 |
| 534 | Mauritania | 1.00 | 2001 |
| 535 | Marshall Islands | 1.00 | 2005 |
| 536 | Malta | 1.00 | 1999 |
| 537 | Mali | 1.00 | 2001 |
| 538 | Mali | 1.00 | 2001 |
| 539 | Maldives | 1.00 | 2009 |
| 540 | Maldives | 1.00 | 2009 |
| 541 | Macedonia | 1.00 | 2009 |
| 542 | Macau | 1.00 | 2009 |
| 543 | Lithuania | 1.00 | 2001 |
| 544 | Lesotho | 1.00 | 2007 |
| 545 | Lesotho | 1.00 | 2007 |
| 546 | Latvia | 1.00 | 2008 |
| 547 | Kuwait | 1.00 | 1998 |
| 548 | Korea, South | 1.00 | 2008 |
| 549 | Kiribati | 1.00 | 2002 |
| 550 | Kiribati | 1.00 | 2002 |
| 551 | Jordan | 1.00 | 2010 |
| 552 | Jersey | 1.00 | 2008 |
| 553 | Isle of Man | 1.00 | 1998 |
| 554 | Isle of Man | 1.00 | 1998 |
| 555 | Iceland | 1.00 | 2008 |
| 556 | Hungary | 1.00 | 2008 |
| 557 | Comoros | 1.00 | 2001 |
| 558 | Comoros | 1.00 | 2001 |
| 559 | Cocos (Keeling) Islands | 1.00 | 2004 |
| 560 | Central African Republic | 1.00 | 2001 |
| 561 | Central African Republic | 1.00 | 2001 |
| 562 | Cayman Islands | 1.00 | 2009 |
| 563 | Cambodia | 1.00 | 2008 |
| 564 | Burundi | 1.00 | 2001 |
| 565 | Taiwan | 1.00 | 2008 |
| 566 | Zimbabwe | 1.00 | 1998 |
| 567 | Yemen | 1.00 | 1998 |
| 568 | Wallis and Futuna | 1.00 | 2000 |
| 569 | Vanuatu | 1.00 | 2001 |
| 570 | Guinea-Bissau | 1.00 | 2001 |
| 571 | Djibouti | 1.00 | 2001 |
| 572 | Dhekelia | 1.00 | 2006 |
| 573 | Denmark | 1.00 | 1998 |
| 574 | Cuba | 1.00 | 1998 |
| 575 | Cook Islands | 1.00 | 2004 |
| 576 | Cook Islands | 1.00 | 2004 |
| 577 | Belize | 1.00 | 2006 |
| 578 | Belgium | 1.00 | 1998 |
| 579 | Azerbaijan | 1.00 | 2010 |
| 580 | Austria | 1.00 | 2009 |
| 581 | Armenia | 1.00 | 2006 |
| 582 | Andorra | 1.00 | 2009 |
| 583 | American Samoa | 0.00 | 2005 |
| 584 | Belize | 0.00 | 2006 |
| 585 | Saint Helena, Ascension, and Tristan da Cunha | 0.00 | 2005 |
| 586 | Rwanda | 0.00 | 2007 |
| 587 | Puerto Rico | 0.00 | 2008 |
| 588 | Pitcairn Islands | 0.00 | 2004 |
| 589 | Pitcairn Islands | 0.00 | 2004 |
| 590 | Panama | 0.00 | 1998 |
| 591 | Norfolk Island | 0.00 | 2005 |
| 592 | Niue | 0.00 | 1998 |
| 593 | New Caledonia | 0.00 | 1998 |
| 594 | Nauru | 0.00 | 1998 |
| 595 | Nauru | 0.00 | 1998 |
