CIA - The World Factbook --  Electricity - production   

This entry is the annual electricity generated expressed in kilowatt-hours. The discrepancy between the amount of electricity generated and/or imported and the amount consumed and/or exported is accounted for as loss in transmission and distribution.

| Rank | country | (kWh) | Date of Information |
| 161 | Congo, Republic of the | 502,000,000 | 2009 est. |
| 162 | Mauritania | 474,000,000 | 2009 est. |
| 163 | West Bank | 470,000,000 | 2009 est. |
| 164 | Swaziland | 450,000,000 | 2009 est. |
| 165 | Botswana | 417,000,000 | 2009 est. |
| 166 | Saint Lucia | 358,000,000 | 2010 est. |
| 167 | Djibouti | 350,000,000 | 2009 est. |
| 168 | Liberia | 335,000,000 | 2009 est. |
| 169 | Somalia | 315,000,000 | 2009 est. |
| 170 | Belize | 307,200,000 | 2009 est. |
| 171 | Sint Maarten | 304,300,000 | 2008 est. |
| 172 | Maldives | 300,000,000 | 2009 est. |
| 173 | Faroe Islands | 280,300,000 | 2010 est. |
| 174 | Eritrea | 277,000,000 | 2009 est. |
| 175 | Cape Verde | 277,000,000 | 2009 est. |
| 176 | Greenland | 276,600,000 | 2010 est. |
| 177 | Seychelles | 245,000,000 | 2009 est. |
| 178 | Rwanda | 240,200,000 | 2009 est. |
| 179 | Gambia, The | 240,000,000 | 2009 est. |
| 180 | Niger | 210,000,000 | 2009 est. |
| 181 | Grenada | 201,400,000 | 2010 est. |
| 182 | Lesotho | 200,000,000 | 2009 est. |
| 183 | Turks and Caicos Islands | 200,000,000 | 2009 est. |
| 184 | Micronesia, Federated States of | 192,000,000 | 2002 |
| 185 | American Samoa | 190,000,000 | 2009 est. |
| 186 | Gibraltar | 164,000,000 | 2009 est. |
| 187 | Central African Republic | 160,000,000 | 2009 est. |
| 188 | Saint Kitts and Nevis | 135,000,000 | 2009 est. |
| 189 | Saint Vincent and the Grenadines | 132,000,000 | 2009 est. |
| 190 | Timor-Leste | 131,700,000 | 2011 est. |
| 191 | Burundi | 127,000,000 | 2009 est. |
| 192 | Togo | 123,000,000 | 2009 est. |
| 193 | Benin | 120,000,000 | 2009 est. |
| 194 | Sierra Leone | 120,000,000 | 2009 est. |
| 195 | Antigua and Barbuda | 115,000,000 | 2009 est. |
| 196 | Samoa | 104,200,000 | 2009 est. |
| 197 | Andorra | 101,000,000 | 2009 |
| 198 | Equatorial Guinea | 97,000,000 | 2009 est. |
| 199 | Chad | 95,000,000 | 2009 est. |
| 200 | Western Sahara | 90,000,000 | 2009 est. |
| 201 | Dominica | 85,500,000 | 2009 est. |
| 202 | Solomon Islands | 82,000,000 | 2009 est. |
| 203 | Guinea-Bissau | 65,000,000 | 2009 est. |
| 204 | Vanuatu | 55,000,000 | 2009 est. |
| 205 | Saint Pierre and Miquelon | 53,000,000 | 2009 est. |
| 206 | Comoros | 52,000,000 | 2009 est. |
| 207 | British Virgin Islands | 50,000,000 | 2009 est. |
| 208 | Tonga | 41,000,000 | 2009 est. |
| 209 | Nauru | 33,000,000 | 2009 est. |
| 210 | Sao Tome and Principe | 32,000,000 | 2009 est. |
| 211 | Cook Islands | 31,130,000 | 2009 est. |
| 212 | Montserrat | 22,000,000 | 2009 est. |
| 213 | Kiribati | 21,000,000 | 2009 est. |
| 214 | Falkland Islands (Islas Malvinas) | 19,000,000 | 2009 est. |
| 215 | Saint Helena, Ascension, and Tristan da Cunha | 8,000,000 | 2009 est. |
| 216 | Niue | 3,000,000 | 2009 est. |
| 217 | Northern Mariana Islands | 60,600 | January 2009 |
| 218 | Gaza Strip | 51,000 | 2011 est. |
