CIA - The World Factbook --  ELECTRICITY - PRODUCTION

Electricity - production compares the annual electricity generated expressed in kilowatt-hours.

| Rank | Country | (KWH) | Date of Information |
| 100 | Trinidad and Tobago | 8,355,000,000 | 2011 est. |
| 101 | Congo, Democratic Republic of the | 7,802,000,000 | 2011 est. |
| 102 | Panama | 7,642,000,000 | 2011 est. |
| 103 | Kenya | 7,618,000,000 | 2011 est. |
| 104 | Bhutan | 7,550,000,000 | 2013 est. |
| 105 | Bolivia | 7,375,000,000 | 2013 est. |
| 106 | Zimbabwe | 7,297,000,000 | 2011 est. |
| 107 | Sudan | 7,193,000,000 | 2010 est. |
| 108 | Burma | 7,144,000,000 | 2011 est. |
| 109 | Armenia | 7,075,000,000 | 2011 est. |
| 110 | Albania | 6,987,000,000 | 2013 est. |
| 111 | Honduras | 6,713,000,000 | 2011 est. |
| 112 | El Salvador | 5,992,000,000 | 2011 est. |
| 113 | Latvia | 5,891,000,000 | 2011 est. |
| 114 | Cote d'Ivoire | 5,870,000,000 | 2011 est. |
| 115 | Cameroon | 5,857,000,000 | 2011 est. |
| 116 | Kosovo | 5,847,000,000 | 2012 |
| 117 | Yemen | 5,834,000,000 | 2011 est. |
| 118 | Macedonia | 5,676,000,000 | 2013 est. |
| 119 | Angola | 5,512,000,000 | 2011 est. |
| 120 | Moldova | 5,456,000,000 | 2011 est. |
| 121 | Tanzania | 5,115,000,000 | 2011 est. |
| 122 | Ethiopia | 5,107,000,000 | 2011 est. |
| 123 | Jamaica | 4,745,000,000 | 2011 est. |
| 124 | Mongolia | 4,472,000,000 | 2011 est. |
| 125 | Cyprus | 4,443,000,000 | 2012 est. |
| 126 | Nicaragua | 4,159,000,000 | 2013 est. |
| 127 | Brunei | 3,500,000,000 | 2011 est. |
| 128 | Nepal | 3,431,000,000 | 2012 est. |
| 129 | Papua New Guinea | 3,325,000,000 | 2011 est. |
| 130 | Senegal | 2,801,000,000 | 2011 est. |
| 131 | Mauritius | 2,628,000,000 | 2011 est. |
| 132 | Montenegro | 2,557,000,000 | 2011 est. |
| 133 | Uganda | 2,493,000,000 | 2011 est. |
| 134 | New Caledonia | 2,430,000,000 | 2011 est. |
| 135 | Malta | 2,221,000,000 | 2013 |
| 136 | Luxembourg | 2,211,000,000 | 2012 est. |
| 137 | Bahamas, The | 2,190,000,000 | 2011 est. |
| 138 | Malawi | 2,069,000,000 | 2011 est. |
| 139 | Curacao | 1,785,000,000 | 2012 est. |
| 140 | Guam | 1,734,000,000 | 2011 est. |
| 141 | Gabon | 1,702,000,000 | 2011 est. |
| 142 | Suriname | 1,600,000,000 | 2011 est. |
| 143 | Madagascar | 1,340,000,000 | 2011 est. |
| 144 | Namibia | 1,331,000,000 | 2013 est. |
| 145 | Barbados | 1,002,000,000 | 2011 est. |
| 146 | Cambodia | 991,200,000 | 2011 est. |
| 147 | Aruba | 980,000,000 | 2011 est. |
| 148 | Guinea | 950,000,000 | 2011 est. |
| 149 | Mauritania | 930,000,000 | 2011 est. |
| 150 | South Sudan | 881,300,000 | 2010 est. |
| 151 | Fiji | 836,100,000 | 2011 est. |
| 152 | Afghanistan | 833,100,000 | 2011 est. |
| 153 | French Polynesia | 825,000,000 | 2011 est. |
| 154 | Virgin Islands | 794,000,000 | 2011 est. |
| 155 | Haiti | 726,000,000 | 2012 est. |
| 156 | Guyana | 725,000,000 | 2011 est. |
| 157 | Lesotho | 700,000,000 | 2011 est. |
| 158 | Bermuda | 674,000,000 | 2011 est. |
| 159 | Cayman Islands | 594,000,000 | 2011 est. |
| 160 | Burkina Faso | 579,000,000 | 2011 est. |
| 161 | Congo, Republic of the | 559,000,000 | 2012 est. |
| 162 | West Bank | 535,000,000 | 2011 est. |
| 163 | Mali | 520,000,000 | 2011 est. |
| 164 | Belize | 452,200,000 | 2011 est. |
| 165 | Swaziland | 415,000,000 | 2011 est. |
| 166 | Macau | 413,700,000 | 2013 est. |
| 167 | Saint Lucia | 362,000,000 | 2011 est. |
| 168 | Botswana | 350,000,000 | 2011 est. |
| 169 | Liberia | 335,000,000 | 2011 est. |
| 170 | Djibouti | 330,000,000 | 2011 est. |
| 171 | Greenland | 320,000,000 | 2011 est. |
| 172 | Eritrea | 317,000,000 | 2011 est. |
| 173 | Antigua and Barbuda | 310,000,000 | 2011 est. |
| 174 | Somalia | 310,000,000 | 2011 est. |
| 175 | Cabo Verde | 307,000,000 | 2011 est. |
| 176 | Sint Maarten | 304,300,000 | 2008 est. |
| 177 | Seychelles | 304,000,000 | 2011 est. |
| 178 | Rwanda | 300,200,000 | 2011 est. |
| 179 | Niger | 300,000,000 | 2011 est. |
| 180 | Maldives | 265,200,000 | 2011 est. |
| 181 | Faroe Islands | 261,000,000 | 2011 est. |
| 182 | Gambia, The | 230,000,000 | 2011 est. |
| 183 | Chad | 200,000,000 | 2011 est. |
| 184 | Grenada | 196,000,000 | 2011 est. |
| 185 | Micronesia, Federated States of | 192,000,000 | 2002 |
| 186 | Turks and Caicos Islands | 185,000,000 | 2011 est. |
| 187 | Central African Republic | 175,000,000 | 2011 est. |
| 188 | Gibraltar | 161,000,000 | 2011 est. |
| 189 | American Samoa | 155,000,000 | 2011 est. |
| 190 | Burundi | 152,000,000 | 2011 est. |
| 191 | Benin | 146,000,000 | 2011 est. |
| 192 | Liechtenstein | 145,300,000 | 2012 |
| 193 | Sierra Leone | 145,000,000 | 2011 est. |
| 194 | Saint Kitts and Nevis | 138,000,000 | 2011 est. |
| 195 | Togo | 136,000,000 | 2011 est. |
| 196 | Saint Vincent and the Grenadines | 135,000,000 | 2011 est. |
| 197 | Timor-Leste | 131,700,000 | 2012 est. |
| 198 | Samoa | 115,200,000 | 2011 est. |
| 199 | Dominica | 105,500,000 | 2011 est. |
| 200 | Equatorial Guinea | 97,000,000 | 2011 est. |
| 201 | Andorra | 91,240,000 | 2011 |
| 202 | Western Sahara | 90,000,000 | 2011 est. |
| 203 | Solomon Islands | 85,000,000 | 2011 est. |
| 204 | Sao Tome and Principe | 60,000,000 | 2011 est. |
| 205 | Guinea-Bissau | 55,000,000 | 2011 est. |
| 206 | Vanuatu | 55,000,000 | 2011 est. |
| 207 | British Virgin Islands | 53,000,000 | 2011 est. |
| 208 | Tonga | 48,000,000 | 2011 est. |
| 209 | Comoros | 43,000,000 | 2011 est. |
| 210 | Saint Pierre and Miquelon | 42,000,000 | 2011 est. |
| 211 | Cook Islands | 32,130,000 | 2011 est. |
| 212 | Kiribati | 25,000,000 | 2011 est. |
| 213 | Nauru | 25,000,000 | 2011 est. |
| 214 | Montserrat | 24,000,000 | 2011 est. |
| 215 | Falkland Islands (Islas Malvinas) | 12,000,000 | 2011 est. |
| 216 | Saint Helena, Ascension, and Tristan da Cunha | 8,000,000 | 2011 est. |
| 217 | Niue | 3,000,000 | 2011 est. |
| 218 | Northern Mariana Islands | 60,600 | January 2009 |
| 219 | Gaza Strip | 51,000 | 2011 est. |


