CIA - The World Factbook --  Taxes and other revenues   

This entry records total taxes and other revenues received by the national government during the time period indicated, expressed as a percent of GDP. Taxes include personal and corporate income taxes, value added taxes, excise taxes, and tariffs. Other revenues include social contributions - such as payments for social security and hospital insurance - grants, and net revenues from public enterprises. Normalizing the data, by dividing total revenues by GDP, enables easy comparisons across countries, and provides an average rate at which all income (GDP) is paid to the national level government for the supply of public goods and services.

| Rank | country | (% of GDP) | Date of Information |
| 142 | Kenya | 21.8 | 2010 est. |
| 143 | Venezuela | 21.7 | 2010 est. |
| 144 | Burkina Faso | 21.6 | 2010 est. |
| 145 | Armenia | 21.5 | 2010 est. |
| 146 | Lebanon | 21.4 | 2010 est. |
| 147 | Kazakhstan | 21.1 | 2010 est. |
| 148 | Syria | 21.0 | 2010 est. |
| 149 | China | 20.9 | 2010 est. |
| 150 | Antigua and Barbuda | 20.8 | 2009 est. |
| 151 | Malaysia | 20.8 | 2010 est. |
| 152 | Mauritius | 20.8 | 2010 est. |
| 153 | Guernsey | 20.6 | 2005 |
| 154 | Sierra Leone | 20.5 | 2010 est. |
| 155 | Mali | 20.5 | 2010 est. |
| 156 | Togo | 20.4 | 2010 est. |
| 157 | Hong Kong | 20.2 | 2010 est. |
| 158 | Cote d'Ivoire | 20.0 | 2010 est. |
| 159 | Zambia | 19.9 | 2010 est. |
| 160 | Haiti | 19.5 | 2010 est. |
| 161 | Tanzania | 19.4 | 2010 est. |
| 162 | Guinea-Bissau | 19.2 | 2010 est. |
| 163 | Nepal | 18.9 | FY10 |
| 164 | Russia | 18.7 | 2010 est. |
| 165 | Liechtenstein | 18.6 | 2008 est. |
| 166 | Sao Tome and Principe | 18.5 | 2010 est. |
| 167 | El Salvador | 18.3 | 2010 est. |
| 168 | Paraguay | 18.3 | 2010 est. |
| 169 | Benin | 18.3 | 2010 est. |
| 170 | Thailand | 18.2 | 2010 est. |
| 171 | Laos | 17.9 | 2010 est. |
| 172 | Poland | 17.7 | 2010 est. |
| 173 | Honduras | 17.4 | 2010 est. |
| 174 | Cameroon | 17.3 | 2010 est. |
| 175 | Ghana | 17.3 | 2010 est. |
| 176 | Bahamas, The | 17.2 | 2010 est. |
| 177 | Gambia, The | 17.1 | 2010 est. |
| 178 | Indonesia | 16.9 | 2011 est. |
| 179 | Sudan | 16.5 | 2010 est. |
| 180 | Jersey | 16.3 | 2005 |
| 181 | Guinea | 16.2 | 2010 est. |
| 182 | Central African Republic | 16.1 | 2010 est. |
| 183 | Taiwan | 15.5 | 2010 est. |
| 184 | Ethiopia | 15.4 | 2010 est. |
| 185 | Uganda | 15.0 | 2010 est. |
| 186 | Sri Lanka | 14.9 | 2010 est. |
| 187 | Singapore | 14.7 | 2010 est. |
| 188 | United States | 14.7 | 2010 est. |
| 189 | Costa Rica | 14.6 | 2010 est. |
| 190 | Niger | 14.4 | 2010 est. |
| 191 | Pakistan | 14.2 | 2010 est. |
| 192 | Philippines | 14.2 | 2010 est. |
| 193 | French Polynesia | 14.2 | 1999 |
| 194 | Madagascar | 14.2 | 2010 est. |
| 195 | Dominican Republic | 13.6 | 2010 est. |
| 196 | Anguilla | 13.0 | 2009 est. |
| 197 | Cambodia | 12.7 | 2010 est. |
| 198 | Azerbaijan | 12.6 | 2010 est. |
| 199 | India | 11.9 | 2010 est. |
| 200 | Vanuatu | 11.4 | 2005 est. |
| 201 | Korea, North | 11.4 | 2007 est. |
| 202 | Guatemala | 11.2 | 2010 est. |
| 203 | Bangladesh | 10.9 | 2010 est. |
| 204 | Turkmenistan | 10.8 | 2010 est. |
| 205 | Suriname | 10.7 | 2004 |
| 206 | Curacao | 10.7 | 2010 est. |
| 207 | Nigeria | 9.5 | 2010 est. |
| 208 | Puerto Rico | 7.2 | FY99/00 |
| 209 | Afghanistan | 6.4 | FY09/10 est. |
| 210 | Burma | 3.3 | 2010 est. |
