CIA - The World Factbook --  Exports   

This entry provides the total US dollar amount of merchandise exports on an f.o.b. (free on board) basis. These figures are calculated on an exchange rate basis, i.e., not in purchasing power parity (PPP) terms.

| Rank | country | Exports | Date of Information |
| 112 | El Salvador | $ 5,447,000,000 | 2012 est. |
| 113 | Iceland | $ 5,060,000,000 | 2012 est. |
| 114 | Namibia | $ 4,883,000,000 | 2012 est. |
| 115 | Korea, North | $ 4,707,000,000 | 2011 |
| 116 | Mongolia | $ 4,382,000,000 | 2012 est. |
| 117 | Virgin Islands | $ 4,234,000,000 | 2001 |
| 118 | Malta | $ 4,232,000,000 | 2012 est. |
| 119 | Nicaragua | $ 4,157,000,000 | 2012 est. |
| 120 | Chad | $ 4,126,000,000 | 2012 est. |
| 121 | Macedonia | $ 3,975,000,000 | 2012 est. |
| 122 | Syria | $ 3,876,000,000 | 2012 est. |
| 123 | San Marino | $ 3,827,000,000 | 2011 est. |
| 124 | Liechtenstein | $ 3,760,000,000 | 2011 est. |
| 125 | Mozambique | $ 3,470,000,000 | 2012 est. |
| 126 | Georgia | $ 3,458,000,000 | 2012 est. |
| 127 | Sudan | $ 3,368,000,000 | 2012 est. |
| 128 | Zimbabwe | $ 3,314,000,000 | 2012 est. |
| 129 | Bosnia and Herzegovina | $ 3,306,000,000 | 2012 est. |
| 130 | Ethiopia | $ 3,039,000,000 | 2012 est. |
| 131 | Uganda | $ 2,811,000,000 | 2012 est. |
| 132 | Mali | $ 2,756,000,000 | 2012 est. |
| 133 | Burkina Faso | $ 2,746,000,000 | 2012 est. |
| 134 | Mauritius | $ 2,673,000,000 | 2012 est. |
| 135 | Mauritania | $ 2,642,000,000 | 2012 est. |
| 136 | Cyprus | $ 2,602,000,000 | 2012 est. |
| 137 | Suriname | $ 2,564,000,000 | 2012 est. |
| 138 | Senegal | $ 2,382,000,000 | 2012 est. |
| 139 | Moldova | $ 2,228,000,000 | 2012 est. |
| 140 | Laos | $ 1,984,000,000 | 2012 est. |
| 141 | Kyrgyzstan | $ 1,921,000,000 | 2012 est. |
| 142 | Jamaica | $ 1,747,000,000 | 2012 est. |
| 143 | Swaziland | $ 1,681,000,000 | 2012 est. |
| 144 | Armenia | $ 1,588,000,000 | 2012 est. |
| 145 | Curacao | $ 1,500,000,000 | 2011 est. |
| 146 | Niger | $ 1,458,000,000 | 2012 est. |
| 147 | Guyana | $ 1,396,000,000 | 2012 est. |
| 148 | Aruba | $ 1,389,000,000 | 2012 est. |
| 149 | Guinea | $ 1,348,000,000 | 2012 est. |
| 150 | New Caledonia | $ 1,321,000,000 | 2012 est. |
| 151 | Malawi | $ 1,224,000,000 | 2012 est. |
| 152 | Albania | $ 1,123,000,000 | 2012 est. |
| 153 | Benin | $ 1,071,000,000 | 2012 est. |
| 154 | Barbados | $ 1,039,000,000 | 2012 est. |
| 155 | Macau | $ 1,020,000,000 | 2012 est. |
| 156 | Nepal | $ 1,004,000,000 | 2012 est. |
| 157 | Bahamas, The | $ 984,000,000 | 2012 est. |
| 158 | Lesotho | $ 972,400,000 | 2012 est. |
| 159 | Togo | $ 960,500,000 | 2012 est. |
| 160 | Sierra Leone | $ 953,400,000 | 2012 est. |
| 161 | Fiji | $ 932,400,000 | 2012 est. |
| 162 | Monaco | $ 864,600,000 | 2011 |
| 163 | Tajikistan | $ 826,600,000 | 2012 est. |
| 164 | Faroe Islands | $ 824,000,000 | 2010 |
| 165 | Haiti | $ 785,000,000 | 2012 est. |
| 166 | Liberia | $ 774,800,000 | 2012 est. |
| 167 | Bhutan | $ 721,800,000 | 2012 est. |
| 168 | West Bank | $ 666,100,000 | 2010 est. |
| 169 | Belize | $ 628,300,000 | 2012 est. |
| 170 | Madagascar | $ 592,100,000 | 2012 est. |
| 171 | Somalia | $ 515,800,000 | 2012 est. |
| 172 | Rwanda | $ 512,000,000 | 2012 est. |
| 173 | Seychelles | $ 493,300,000 | 2012 est. |
| 174 | Montenegro | $ 489,200,000 | 2012 est. |
| 175 | Eritrea | $ 454,900,000 | 2012 est. |
| 176 | American Samoa | $ 445,600,000 | FY04 est. |
| 177 | Kosovo | $ 419,000,000 | 2011 est. |
| 178 | Greenland | $ 384,300,000 | 2010 |
| 179 | Afghanistan | $ 376,000,000 | 2012 est. |
| 180 | Maldives | $ 283,000,000 | 2012 est. |
| 181 | Gibraltar | $ 271,000,000 | 2004 est. |
| 182 | Central African Republic | $ 207,700,000 | 2012 est. |
| 183 | French Polynesia | $ 200,000,000 | 2008 est. |
| 184 | Saint Lucia | $ 190,100,000 | 2012 est. |
| 185 | Cabo Verde | $ 173,100,000 | 2012 est. |
| 186 | Burundi | $ 134,700,000 | 2012 est. |
| 187 | Guinea-Bissau | $ 127,900,000 | 2012 est. |
| 188 | Falkland Islands (Islas Malvinas) | $ 125,000,000 | 2004 est. |
| 189 | Gambia, The | $ 111,800,000 | 2012 est. |
| 190 | Northern Mariana Islands | $ 98,200,000 | 2008 |
| 191 | Djibouti | $ 87,900,000 | 2012 est. |
| 192 | Andorra | $ 70,000,000 | 2012 est. |
| 193 | Saint Kitts and Nevis | $ 68,600,000 | 2012 est. |
| 194 | Vanuatu | $ 57,500,000 | 2012 est. |
| 195 | Antigua and Barbuda | $ 56,700,000 | 2012 est. |
| 196 | Marshall Islands | $ 50,140,000 | 2011 est. |
| 197 | Saint Vincent and the Grenadines | $ 48,700,000 | 2012 est. |
| 198 | Guam | $ 44,000,000 | 2011 est. |
| 199 | Dominica | $ 40,600,000 | 2012 est. |
| 200 | Grenada | $ 40,500,000 | 2012 est. |
| 201 | Timor-Leste | $ 34,100,000 | 2011 est. |
| 202 | British Virgin Islands | $ 26,000,000 | 2012 est. |
| 203 | Micronesia, Federated States of | $ 24,900,000 | 2009 est. |
| 204 | Turks and Caicos Islands | $ 24,770,000 | 2008 est. |
| 205 | Comoros | $ 19,600,000 | 2012 est. |
| 206 | Saint Helena, Ascension, and Tristan da Cunha | $ 19,000,000 | 2004 est. |
| 207 | Cayman Islands | $ 15,000,000 | 2012 est. |
| 208 | Palau | $ 12,300,000 | 2010 est. |
| 209 | Sao Tome and Principe | $ 12,200,000 | 2012 est. |
| 210 | Bermuda | $ 12,000,000 | 2012 est. |
| 211 | Samoa | $ 11,400,000 | 2011 est. |
| 212 | Tonga | $ 8,400,000 | 2012 est. |
| 213 | Anguilla | $ 7,300,000 | 2012 est. |
| 214 | Kiribati | $ 7,066,000 | 2010 est. |
| 215 | Saint Pierre and Miquelon | $ 6,641,000 | 2010 est. |
| 216 | Cook Islands | $ 5,222,000 | 2005 est. |
| 217 | Montserrat | $ 2,300,000 | 2012 est. |
| 218 | Tuvalu | $ 600,000 | 2010 est. |
| 219 | Niue | $ 201,400 | 2004 |
| 220 | Nauru | $ 64,000 | 2005 est. |
| 221 | Wallis and Futuna | $ 47,450 | 2004 |
| 222 | Tokelau | $ 0 | 2002 |


