CIA - The World Factbook --  Median age   

This entry is the age that divides a population into two numerically equal groups; that is, half the people are younger than this age and half are older. It is a single index that summarizes the age distribution of a population. Currently, the median age ranges from a low of about 15 in Uganda and Gaza Strip to 40 or more in several European countries and Japan. See the entry for "Age structure" for the importance of a young versus an older age structure and, by implication, a low versus a higher median age.

| Rank | country | (years) | Date of Information |
| 158 | Micronesia, Federated States of | 23.10 | 2012 est. |
| 159 | Tajikistan | 22.90 | 2012 est. |
| 160 | Kiribati | 22.90 | 2012 est. |
| 161 | Bolivia | 22.80 | 2012 est. |
| 162 | Timor-Leste | 22.80 | 2012 est. |
| 163 | Botswana | 22.50 | 2012 est. |
| 164 | Samoa | 22.50 | 2012 est. |
| 165 | Jordan | 22.40 | 2012 est. |
| 166 | Syria | 22.30 | 2012 est. |
| 167 | Djibouti | 22.10 | 2012 est. |
| 168 | Nepal | 22.10 | 2012 est. |
| 169 | Namibia | 22.10 | 2012 est. |
| 170 | Papua New Guinea | 22.00 | 2012 est. |
| 171 | Pakistan | 21.90 | 2012 est. |
| 172 | Marshall Islands | 21.90 | 2012 est. |
| 173 | Ghana | 21.70 | 2012 est. |
| 174 | West Bank | 21.70 | 2012 est. |
| 175 | Tonga | 21.60 | 2012 est. |
| 176 | Haiti | 21.60 | 2012 est. |
| 177 | Laos | 21.40 | 2012 est. |
| 178 | Belize | 21.30 | 2012 est. |
| 179 | Honduras | 21.30 | 2012 est. |
| 180 | Solomon Islands | 21.10 | 2012 est. |
| 181 | Iraq | 21.10 | 2012 est. |
| 182 | Western Sahara | 20.50 | 2012 est. |
| 183 | Swaziland | 20.50 | 2012 est. |
| 184 | Guatemala | 20.40 | 2012 est. |
| 185 | Cote d'Ivoire | 19.80 | 2012 est. |
| 186 | Gambia, The | 19.70 | 2012 est. |
| 187 | Mauritania | 19.60 | 2012 est. |
| 188 | Guinea-Bissau | 19.60 | 2012 est. |
| 189 | Cameroon | 19.60 | 2012 est. |
| 190 | Togo | 19.40 | 2012 est. |
| 191 | Central African Republic | 19.30 | 2012 est. |
| 192 | Equatorial Guinea | 19.20 | 2012 est. |
| 193 | Sierra Leone | 19.10 | 2012 est. |
| 194 | Comoros | 18.90 | 2012 est. |
| 195 | Eritrea | 18.90 | 2012 est. |
| 196 | Zimbabwe | 18.90 | 2012 est. |
| 197 | Kenya | 18.80 | 2012 est. |
| 198 | Rwanda | 18.80 | 2012 est. |
| 199 | Tanzania | 18.70 | 2012 est. |
| 200 | Sudan | 18.70 | 2012 est. |
| 201 | Gabon | 18.60 | 2012 est. |
| 202 | Guinea | 18.60 | 2012 est. |
| 203 | Madagascar | 18.30 | 2012 est. |
| 204 | Yemen | 18.30 | 2012 est. |
| 205 | Liberia | 18.20 | 2012 est. |
| 206 | Senegal | 18.20 | 2012 est. |
| 207 | Gaza Strip | 17.90 | 2012 est. |
| 208 | Afghanistan | 17.90 | 2012 est. |
| 209 | Nigeria | 17.90 | 2012 est. |
| 210 | Somalia | 17.80 | 2012 est. |
| 211 | Angola | 17.70 | 2012 est. |
| 212 | Benin | 17.60 | 2012 est. |
| 213 | Congo, Democratic Republic of the | 17.60 | 2012 est. |
| 214 | Sao Tome and Principe | 17.60 | 2012 est. |
| 215 | Malawi | 17.30 | 2012 est. |
| 216 | Congo, Republic of the | 17.10 | 2012 est. |
| 217 | Burundi | 17.00 | 2012 est. |
| 218 | Burkina Faso | 17.00 | 2012 est. |
| 219 | Chad | 16.90 | 2012 est. |
| 220 | Ethiopia | 16.80 | 2012 est. |
| 221 | Mozambique | 16.80 | 2012 est. |
| 222 | Zambia | 16.50 | 2012 est. |
| 223 | Mali | 16.40 | 2012 est. |
| 224 | Niger | 15.20 | 2012 est. |
| 225 | Uganda | 15.10 | 2012 est. |
