CIA - The World Factbook -- Field Listing - Telephone system

| Country | Telephone system |
| **Bermuda** | *general assessment:* good |
| | *domestic:* fully automatic digital telephone system; fiber optic trunk lines |
| | *international:* country code - 1-441; 3 fiber optic submarine cables; satellite earth stations - 3 Intelsat (Atlantic Ocean) |
| **Bhutan** | *general assessment:* telecommunications facilities are poor |
| | *domestic:* very low tele-density; domestic service is very poor especially in rural areas; wireless service available since 2003 |
| | *international:* country code - 975; international telephone and telegraph service via landline and microwave relay through India; satellite earth station - 1 Intelsat (Atlantic Ocean) (2005) |
| **Bolivia** | *general assessment:* new subscribers face bureaucratic difficulties; most telephones are concentrated in La Paz and other cities; mobile cellular telephone use expanding rapidly |
| | *domestic:* primary trunk system, which is being expanded, employs digital microwave radio relay; some areas are served by fiber-optic cable; mobile cellular systems are being expanded |
| | *international:* country code - 591; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Bosnia and Herzegovina** | *general assessment:* telephone and telegraph network needs modernization and expansion; many urban areas are below average as contrasted with services in other former Yugoslav republics |
| | *domestic:* NA |
| | *international:* country code - 387; no satellite earth stations |
| **Botswana** | *general assessment:* the system is expanding with the growth of mobile cellular service and participation in regional development |
| | *domestic:* small system of open-wire lines, microwave radio relay links, and a few radiotelephone communication stations; mobile cellular service is growing fast |
| | *international:* country code - 267; two international exchanges; digital microwave radio relay links to Namibia, Zambia, Zimbabwe, and South Africa; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Brazil** | *general assessment:* good working system |
| | *domestic:* extensive microwave radio relay system and a domestic satellite system with 64 earth stations |
| | *international:* country code - 55; 3 coaxial submarine cables; satellite earth stations - 3 Intelsat (Atlantic Ocean), 1 Inmarsat (Atlantic Ocean region east), connected by microwave relay system to Mercosur Brazilsat B3 satellite earth station |
| **British Indian Ocean Territory** | *general assessment:* separate facilities for military and public needs are available |
| | *domestic:* all commercial telephone services are available, including connection to the Internet |
| | *international:* international telephone service is carried by satellite (2000) |
| **British Virgin Islands** | *general assessment:* worldwide telephone service |
| | *domestic:* NA |
| | *international:* country code - 1-284; submarine cable to Bermuda |
| **Brunei** | *general assessment:* service throughout the country is excellent; international service is good to East Asia, Europe, and the US |
| | *domestic:* every service available |
| | *international:* country code - 673; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean); digital submarine cable links to Malaysia, the Philippines, and Singapore (2001) |
| **Bulgaria** | *general assessment:* extensive but antiquated |
| | *domestic:* more than two-thirds of the lines are residential; telephone service is available in most villages; a fairly modern digital cable trunk line now connects switching centers in most of the regions, the others are connected by digital microwave radio relay |
| | *international:* country code - 359; direct dialing to 58 countries; satellite earth stations - 1 Intersputnik (Atlantic Ocean region); 2 Intelsat (Atlantic and Indian Ocean regions) |
| **Burkina Faso** | *general assessment:* all services only fair |
| | *domestic:* microwave radio relay, open-wire, and radiotelephone communication stations |
| | *international:* country code - 226; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Burma** | *general assessment:* barely meets minimum requirements for local and intercity service for business and government; international service is fair |
| | *domestic:* NA |
| | *international:* country code - 95; satellite earth station - 2, Intelsat (Indian Ocean), and ShinSat |
| **Burundi** | *general assessment:* primitive system |
| | *domestic:* sparse system of open-wire, radiotelephone communications, and low-capacity microwave radio relay |
| | *international:* country code - 257; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Cambodia** | *general assessment:* adequate landline and/or cellular service in Phnom Penh and other provincial cities; mobile phone coverage is rapidly expanding in rural areas |
| | *domestic:* NA |
| | *international:* country code - 855; adequate but expensive landline and cellular service available to all countries from Phnom Penh and major provincial cities; satellite earth station - 1 Intersputnik (Indian Ocean region) |
| **Cameroon** | *general assessment:* available only to business and government |
| | *domestic:* cable, microwave radio relay, and tropospheric scatter |
| | *international:* country code - 237; satellite earth stations - 2 Intelsat (Atlantic Ocean); fiber optic submarine cable (SAT-3/WASC) provides connectivity to Europe and Asia |
| **Canada** | *general assessment:* excellent service provided by modern technology |
| | *domestic:* domestic satellite system with about 300 earth stations |
| | *international:* country code - 1-xxx; 5 coaxial submarine cables; satellite earth stations - 5 Intelsat (4 Atlantic Ocean and 1 Pacific Ocean) and 2 Intersputnik (Atlantic Ocean region) |
| **Cape Verde** | *general assessment:* effective system, extensive modernization from 1996-2000 following partial privatization in 1995 |
| | *domestic:* major service provider is Cabo Verde Telecom (CVT); fiber optic ring, completed in 2001, links all islands providing Internet access and ISDN services; cellular service introduced in 1998 |
| | *international:* country code - 238; 2 coaxial submarine cables; HF radiotelephone to Senegal and Guinea-Bissau; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Cayman Islands** | *general assessment:* reasonably good system |
| | *domestic:* liberalization of telecom market in 2003 reflected in falling prices and improving services |
| | *international:* country code - 1-345; 2 submarine fiber optic cables (Maya-1, Cayman-Jamaica); satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Central African Republic** | *general assessment:* fair system |
| | *domestic:* network consists principally of microwave radio relay and low-capacity, low-powered radiotelephone communication |
| | *international:* country code - 236; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Chad** | *general assessment:* primitive system |
| | *domestic:* fair system of radiotelephone communication stations |
| | *international:* country code - 235; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Chile** | *general assessment:* modern system based on extensive microwave radio relay facilities |
| | *domestic:* extensive microwave radio relay links; domestic satellite system with 3 earth stations |
| | *international:* country code - 56; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **China** | *general assessment:* domestic and international services are increasingly available for private use; unevenly distributed domestic system serves principal cities, industrial centers, and many towns |
| | *domestic:* interprovincial fiber-optic trunk lines and cellular telephone systems have been installed; a domestic satellite system with 55 earth stations is in place |
| | *international:* country code - 86; satellite earth stations - 5 Intelsat (4 Pacific Ocean and 1 Indian Ocean), 1 Intersputnik (Indian Ocean region) and 1 Inmarsat (Pacific and Indian Ocean regions); several international fiber-optic links to Japan, South Korea, Hong Kong, Russia, and Germany (2000) |
| **Christmas Island** | *general assessment:* service provided by the Australian network |
| | *domestic:* GSM mobile telephone service replaced older analog system in February 2005 |
| | *international:* country code - 61-891; satellite earth stations - one Intelsat earth station provides telephone and telex service (2000) |
| **Cocos (Keeling) Islands** | *general assessment:* connected within Australia's telecommunication system |
| | *domestic:* NA |
| | *international:* country code - 61-891; telephone, telex, and facsimile communications with Australia and elsewhere via satellite; 1 satellite earth station of NA type (2002) |
| **Colombia** | *general assessment:* modern system in many respects |
| | *domestic:* nationwide microwave radio relay system; domestic satellite system with 41 earth stations; fiber-optic network linking 50 cities |
| | *international:* country code - 57; satellite earth stations - 6 Intelsat, 1 Inmarsat; 3 fully digitalized international switching centers; 8 submarine cables |
| **Comoros** | *general assessment:* sparse system of microwave radio relay and HF radiotelephone communication stations |
| | *domestic:* HF radiotelephone communications and microwave radio relay |
| | *international:* country code - 269; HF radiotelephone communications to Madagascar and Reunion |
| **Congo, Democratic Republic of the** | *general assessment:* poor |
| | *domestic:* barely adequate wire and microwave radio relay service in and between urban areas; domestic satellite system with 14 earth stations |
| | *international:* country code - 243; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Congo, Republic of the** | *general assessment:* services barely adequate for government use; key exchanges are in Brazzaville, Pointe-Noire, and Loubomo; intercity lines frequently out of order |
| | *domestic:* primary network consists of microwave radio relay and coaxial cable |
| | *international:* country code - 242; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Cook Islands** | *general assessment:* Telecom Cook Islands offers international direct dialing, Internet, email, fax, and Telex |
| | *domestic:* the individual islands are connected by a combination of satellite earth stations, microwave systems, and VHF and HF radiotelephone; within the islands, service is provided by small exchanges connected to subscribers by open-wire, cable, and fiber-optic cable |
| | *international:* country code - 682; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Costa Rica** | *general assessment:* good domestic telephone service in terms of breadth of coverage; restricted cellular telephone service |
| | *domestic:* point-to-point and point-to-multi-point microwave, fiber-optic, and coaxial cable link rural areas; Internet service is available |
| | *international:* country code - 506; connected to Central American Microwave System; satellite earth stations - 2 Intelsat (Atlantic Ocean); two submarine cables (1999) |
| **Cote d'Ivoire** | *general assessment:* well developed by African standards but operating well below capacity |
| | *domestic:* open-wire lines and microwave radio relay; 90% digitalized |
| | *international:* country code - 225; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean); 2 submarine cables (June 1999) |
| **Croatia** | *general assessment:* NA |
| | *domestic:* reconstruction plan calls for replacement of all analog circuits with digital and enlarging the network; a backup will be included in the plan for the main trunk |
| | *international:* country code - 385; digital international service is provided through the main switch in Zagreb; Croatia participates in the Trans-Asia-Europe (TEL) fiber-optic project, which consists of two fiber-optic trunk connections with Slovenia and a fiber-optic trunk line from Rijeka to Split and Dubrovnik; Croatia is also investing in ADRIA 1, a joint fiber-optic project with Germany, Albania, and Greece (2000) |
| **Cuba** | *general assessment:* greater investment beginning in 1994 and the establishment of a new Ministry of Information Technology and Communications in 2000 has resulted in improvements in the system; wireless service is expensive and remains restricted to foreigners and regime elites, many Cubans procure wireless service illegally with the help of foreigners |
| | *domestic:* national fiber-optic system under development; 85% of switches digitized by end of 2004; telephone line density remains low, at 10 per 100 inhabitants; domestic cellular service expanding |
| | *international:* country code - 53; fiber-optic cable laid to but not linked to US network; satellite earth station - 1 Intersputnik (Atlantic Ocean region) |
| **Cyprus** | *general assessment:* excellent in both Republic of Cyprus and north Cyprus areas |
| | *domestic:* open-wire, fiber-optic cable, and microwave radio relay |
| | *international:* country code - 357; tropospheric scatter; 3 coaxial and 5 fiber-optic submarine cables; satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Indian Ocean), 2 Eutelsat, 2 Intersputnik, and 1 Arabsat |
| **Czech Republic** | *general assessment:* privatization and modernization of the Czech telecommunication system got a late start but is advancing steadily; growth in the use of mobile cellular telephones is particularly vigorous |
| | *domestic:* 86% of exchanges now digital; existing copper subscriber systems now being enhanced with Asymmetric Digital Subscriber Line (ADSL) equipment to accommodate Internet and other digital signals; trunk systems include fiber-optic cable and microwave radio relay |
| | *international:* country code - 420; satellite earth stations - 2 Intersputnik (Atlantic and Indian Ocean regions), 1 Intelsat, 1 Eutelsat, 1 Inmarsat, 1 Globalstar |
| **Denmark** | *general assessment:* excellent telephone and telegraph services |
| | *domestic:* buried and submarine cables and microwave radio relay form trunk network, 4 cellular mobile communications systems |
| | *international:* country code - 45; 18 submarine fiber-optic cables linking Denmark with Canada, Faroe Islands, Germany, Iceland, Netherlands, Norway, Poland, Russia, Sweden, and UK; satellite earth stations - 6 Intelsat, 10 Eutelsat, 1 Orion, 1 Inmarsat (Blaavand-Atlantic-East); note - the Nordic countries (Denmark, Finland, Iceland, Norway, and Sweden) share the Danish earth station and the Eik, Norway, station for worldwide Inmarsat access (1997) |
| **Djibouti** | *general assessment:* telephone facilities in the city of Djibouti are adequate as are the microwave radio relay connections to outlying areas of the country |
| | *domestic:* microwave radio relay network |
| | *international:* country code - 253; submarine cable to Jiddah, Suez, Sicily, Marseilles, Colombo, and Singapore; satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Arabsat; Medarabtel regional microwave radio relay telephone network |
| **Dominica** | *general assessment:* NA |
| | *domestic:* fully automatic network |
| | *international:* country code - 1-767; microwave radio relay and SHF radiotelephone links to Martinique and Guadeloupe; VHF and UHF radiotelephone links to Saint Lucia |
| **Dominican Republic** | *general assessment:* NA |
| | *domestic:* relatively efficient system based on island-wide microwave radio relay network |
| | *international:* country code - 1-809; 1 coaxial submarine cable; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **East Timor** | NA |
| **Ecuador** | *general assessment:* generally elementary but being expanded |
| | *domestic:* facilities generally inadequate and unreliable |
| | *international:* country code - 593; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Egypt** | *general assessment:* large system; underwent extensive upgrading during 1990s and is reasonably modern; Internet access and cellular service are available |
| | *domestic:* principal centers at Alexandria, Cairo, Al Mansurah, Ismailia, Suez, and Tanta are connected by coaxial cable and microwave radio relay |
| | *international:* country code - 20; satellite earth stations - 2 Intelsat (Atlantic Ocean and Indian Ocean), 1 Arabsat, and 1 Inmarsat; 5 coaxial submarine cables; tropospheric scatter to Sudan; microwave radio relay to Israel; a participant in Medarabtel |
| **El Salvador** | *general assessment:* NA |
| | *domestic:* nationwide microwave radio relay system |
| | *international:* country code - 503; satellite earth station - 1 Intelsat (Atlantic Ocean); connected to Central American Microwave System |
| **Equatorial Guinea** | *general assessment:* poor system with adequate government services |
| | *domestic:* NA |
| | *international:* country code - 240; international communications from Bata and Malabo to African and European countries; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Eritrea** | *general assessment:* inadequate |
| | *domestic:* very inadequate; most telephones are in Asmara; government is seeking international tenders to improve the system (2002) |
| | *international:* country code - 291; note - international connections exist |
| **Estonia** | *general assessment:* foreign investment in the form of joint business ventures greatly improved telephone service; substantial fiber-optic cable systems carry telephone, TV, and radio traffic in the digital mode; Internet services are available throughout most of the country - only about 11,000 subscriber requests were unfilled by September 2000 |
| | *domestic:* a wide range of high quality voice, data, and Internet services is available throughout the country |
| | *international:* country code - 372; fiber-optic cables to Finland, Sweden, Latvia, and Russia provide worldwide packet-switched service; two international switches are located in Tallinn (2001) |
| **Ethiopia** | *general assessment:* adequate for government use |
| | *domestic:* open-wire; microwave radio relay; radio communication in the HF, VHF, and UHF frequencies; two domestic satellites provide the national trunk service |
| | *international:* country code - 251; open-wire to Sudan and Djibouti; microwave radio relay to Kenya and Djibouti; satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Pacific Ocean) |
| **European Union** | note - see individual country entries of member states |
| **Falkland Islands (Islas Malvinas)** | *general assessment:* NA |
| | *domestic:* government-operated radiotelephone and private VHF/CB radiotelephone networks provide effective service to almost all points on both islands |
| | *international:* country code - 500; satellite earth station - 1 Intelsat (Atlantic Ocean) with links through London to other countries |
| **Faroe Islands** | *general assessment:* good international communications; good domestic facilities |
| | *domestic:* digitalization was completed in 1998; both NMT (analog) and GSM (digital) mobile telephone systems are installed |
| | *international:* country code - 298; satellite earth stations - 1 Orion; 1 fiber-optic submarine cable to the Shetland Islands, linking the Faroe Islands with Denmark and Iceland; fiber-optic submarine cable connection to Canada-Europe cable |
| **Fiji** | *general assessment:* modern local, interisland, and international (wire/radio integrated) public and special-purpose telephone, telegraph, and teleprinter facilities; regional radio communications center |
| | *domestic:* NA |
| | *international:* country code - 679; access to important cable links between US and Canada as well as between NZ and Australia; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Finland** | *general assessment:* modern system with excellent service |
| | *domestic:* digital fiber-optic fixed-line network and an extensive cellular network provide domestic needs |
| | *international:* country code - 358; 1 submarine cable (Finland Estonia Connection); satellite earth stations - access to Intelsat transmission service via a Swedish satellite earth station, 1 Inmarsat (Atlantic and Indian Ocean regions); note - Finland shares the Inmarsat earth station with the other Nordic countries (Denmark, Iceland, Norway, and Sweden) |
| **France** | *general assessment:* highly developed |
| | *domestic:* extensive cable and microwave radio relay; extensive introduction of fiber-optic cable; domestic satellite system |
| | *international:* country code - 33; satellite earth stations - 2 Intelsat (with total of 5 antennas - 2 for Indian Ocean and 3 for Atlantic Ocean), NA Eutelsat, 1 Inmarsat (Atlantic Ocean region); HF radiotelephone communications with more than 20 countries |
| **French Guiana** | *general assessment:* NA |
| | *domestic:* fair open-wire and microwave radio relay system |
| | *international:* country code - 594; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **French Polynesia** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 689; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Gabon** | *general assessment:* adequate service by African standards and improving with the help of the growing mobile cell system |
| | *domestic:* adequate system of cable, microwave radio relay, tropospheric scatter, radiotelephone communication stations, and a domestic satellite system with 12 earth stations |
| | *international:* country code - 241; satellite earth stations - 3 Intelsat (Atlantic Ocean); fiber optic submarine cable (SAT-3/WASC) provides connectivity to Europe and Asia |
| **Gambia, The** | *general assessment:* adequate; a packet switched data network is available |
| | *domestic:* adequate network of microwave radio relay and open-wire |
| | *international:* country code - 220; microwave radio relay links to Senegal and Guinea-Bissau; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Gaza Strip** | *general assessment:* NA |
| | *domestic:* rudimentary telephone services provided by an open-wire system |
| | *international:* NA |
| **Georgia** | *general assessment:* NA |
| | *domestic:* local - T'bilisi and K'ut'aisi have cellular telephone networks; urban telephone density is about 20 per 100 people; rural telephone density is about 4 per 100 people; intercity facilities include a fiber-optic line between T'bilisi and K'ut'aisi; nationwide pager service is available |
| | *international:* country code - 995; Georgia and Russia are working on a fiber-optic line between P'ot'i and Sochi (Russia); present international service is available by microwave, landline, and satellite through the Moscow switch; international electronic mail and telex service are available |
| **Germany** | *general assessment:* Germany has one of the world's most technologically advanced telecommunications systems; as a result of intensive capital expenditures since reunification, the formerly backward system of the eastern part of the country, dating back to World War II, has been modernized and integrated with that of the western part |
| | *domestic:* Germany is served by an extensive system of automatic telephone exchanges connected by modern networks of fiber-optic cable, coaxial cable, microwave radio relay, and a domestic satellite system; cellular telephone service is widely available, expanding rapidly, and includes roaming service to many foreign countries |
| | *international:* country code - 49; Germany's international service is excellent worldwide, consisting of extensive land and undersea cable facilities as well as earth stations in the Inmarsat, Intelsat, Eutelsat, and Intersputnik satellite systems (2001) |
| **Ghana** | *general assessment:* poor to fair system; Internet accessible; many rural communities not yet connected; expansion of services is underway |
| | *domestic:* primarily microwave radio relay; wireless local loop has been installed |
| | *international:* country code - 233; satellite earth stations - 4 Intelsat (Atlantic Ocean); microwave radio relay link to Panaftel system connects Ghana to its neighbors; fiber optic submarine cable (SAT-3/WASC) provides connectivity to Europe and Asia |
| **Gibraltar** | *general assessment:* adequate, automatic domestic system and adequate international facilities |
| | *domestic:* automatic exchange facilities |
| | *international:* country code - 350; radiotelephone; microwave radio relay; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Greece** | *general assessment:* adequate, modern networks reach all areas; good mobile telephone and international service |
| | *domestic:* microwave radio relay trunk system; extensive open-wire connections; submarine cable to offshore islands |
| | *international:* country code - 30; tropospheric scatter; 8 submarine cables; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean), 1 Eutelsat, and 1 Inmarsat (Indian Ocean region) |
| **Greenland** | *general assessment:* adequate domestic and international service provided by satellite, cables and microwave radio relay; totally digitalized in 1995 |
| | *domestic:* microwave radio relay and satellite |
| | *international:* country code - 299; satellite earth stations - 12 Intelsat, 1 Eutelsat, 2 Americom GE-2 (all Atlantic Ocean) |
| **Grenada** | *general assessment:* automatic, islandwide telephone system |
| | *domestic:* interisland VHF and UHF radiotelephone links |
| | *international:* country code - 1-473; new SHF radiotelephone links to Trinidad and Tobago and Saint Vincent; VHF and UHF radio links to Trinidad |
| **Guadeloupe** | *general assessment:* domestic facilities inadequate |
| | *domestic:* NA |
| | *international:* country code - 590; satellite earth station - 1 Intelsat (Atlantic Ocean); microwave radio relay to Antigua and Barbuda, Dominica, and Martinique |
| **Guam** | *general assessment:* modern system, integrated with US facilities for direct dialing, including free use of 800 numbers |
| | *domestic:* modern digital system, including cellular mobile service and local access to the Internet |
| | *international:* country code - 1-671; satellite earth stations - 2 Intelsat (Pacific Ocean); submarine cables to US and Japan (Guam is a trans-Pacific communications hub for MCI, Sprint, AT&T, IT&E, and GTE, linking the US and Asia) |
| **Guatemala** | *general assessment:* fairly modern network centered in the city of Guatemala |
| | *domestic:* NA |
| | *international:* country code - 502; connected to Central American Microwave System; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Guernsey** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* 1 submarine cable |
| **Guinea** | *general assessment:* poor to fair system of open-wire lines, small radiotelephone communication stations, and new microwave radio relay system |
| | *domestic:* microwave radio relay and radiotelephone communication |
| | *international:* country code - 224; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Guinea-Bissau** | *general assessment:* small system |
