CIA - The World Factbook --  DEBT - EXTERNAL

Debt - external compares the total public and private debt owed to nonresidents repayable in foreign currency, goods, or services. These figures are calculated on an exchange rate basis.

| Rank | Country | DEBT - EXTERNAL | Date of Information |
| 34 | United Arab Emirates | $204,300,000,000 | 31 December 2015 est. |
| 35 | Malaysia | $186,500,000,000 | 31 December 2015 est. |
| 36 | Saudi Arabia | $169,800,000,000 | 31 December 2015 est. |
| 37 | Taiwan | $159,000,000,000 | 31 December 2015 est. |
| 38 | Chile | $156,100,000,000 | 31 December 2015 est. |
| 39 | Kazakhstan | $153,300,000,000 | 31 December 2015 est. |
| 40 | Qatar | $141,600,000,000 | 31 December 2015 est. |
| 41 | Argentina | $136,100,000,000 | 31 December 2015 est. |
| 42 | Thailand | $134,700,000,000 | 31 December 2015 est. |
| 43 | South Africa | $131,700,000,000 | 31 December 2015 est. |
| 44 | Hungary | $127,600,000,000 | 31 December 2015 est. |
| 45 | Czechia | $126,200,000,000 | 31 December 2015 est. |
| 46 | Ukraine | $119,800,000,000 | 31 December 2015 est. |
| 47 | Colombia | $107,300,000,000 | 31 December 2015 est. |
| 48 | Romania | $102,600,000,000 | 31 December 2015 est. |
| 49 | Venezuela | $101,900,000,000 | 31 December 2015 est. |
| 50 | Malta | $99,020,000,000 | 31 December 2015 est. |
| 51 | Cyprus | $95,280,000,000 | 31 December 2013 est. |
| 52 | Israel | $89,360,000,000 | 31 December 2015 est. |
| 53 | New Zealand | $83,400,000,000 | 31 December 2015 est. |
| 54 | Philippines | $77,460,000,000 | 31 December 2015 est. |
| 55 | Vietnam | $73,330,000,000 | 31 December 2015 est. |
| 56 | Peru | $67,870,000,000 | 31 December 2015 est. |
| 57 | Slovakia | $67,660,000,000 | 30 September 2015 est. |
| 58 | Pakistan | $60,910,000,000 | 31 December 2015 est. |
| 59 | Iraq | $60,280,000,000 | 31 December 2015 est. |
| 60 | Puerto Rico | $56,820,000,000 | 31 December 2010 est. |
| 61 | Slovenia | $56,110,000,000 | 31 December 2014 est. |
| 62 | Croatia | $50,880,000,000 | 31 December 2015 est. |
| 63 | Sudan | $49,420,000,000 | 31 December 2015 est. |
| 64 | Sri Lanka | $45,470,000,000 | 31 December 2015 est. |
| 65 | Egypt | $44,610,000,000 | 31 December 2015 est. |
| 66 | Bulgaria | $42,500,000,000 | 31 December 2015 est. |
| 67 | Morocco | $42,250,000,000 | 31 December 2015 est. |
| 68 | Latvia | $40,500,000,000 | 31 December 2014 est. |
| 69 | Lebanon | $37,080,000,000 | 31 December 2015 est. |
| 70 | Kuwait | $36,300,000,000 | 31 December 2015 est. |
| 71 | Bangladesh | $35,490,000,000 | 31 December 2015 est. |
| 72 | Belarus | $34,850,000,000 | 31 December 2015 est. |
| 73 | Angola | $33,830,000,000 | 31 December 2015 est. |
| 74 | Serbia | $32,440,000,000 | 31 December 2015 est. |
| 75 | Nigeria | $32,270,000,000 | 31 December 2015 est. |
| 76 | Iceland | $31,040,000,000 | 31 December 2015 est. |
| 77 | Lithuania | $30,810,000,000 | 31 December 2014 est. |
| 78 | Ecuador | $30,790,000,000 | 31 December 2015 est. |
| 79 | Cuba | $26,000,000,000 | 31 December 2015 est. |
| 80 | Dominican Republic | $25,710,000,000 | 31 December 2015 est. |
| 81 | Tunisia | $25,450,000,000 | 31 December 2015 est. |
| 82 | Jordan | $25,160,000,000 | 31 December 2015 est. |
| 83 | Costa Rica | $23,180,000,000 | 31 December 2015 est. |
| 84 | Panama | $21,030,000,000 | 31 December 2015 est. |
| 85 | Papua New Guinea | $20,410,000,000 | 31 December 2015 est. |
| 86 | Uruguay | $20,070,000,000 | 31 December 2015 est. |
| 87 | Bahrain | $19,740,000,000 | 31 December 2015 est. |
| 88 | Ghana | $19,150,000,000 | 31 December 2015 est. |
| 89 | Ethiopia | $19,040,000,000 | 31 December 2015 est. |
| 90 | Guatemala | $18,600,000,000 | 31 December 2015 est. |
| 91 | Palau | $18,380,000,000 | 31 December 2014 est. |
| 92 | Estonia | $18,300,000,000 | 31 December 2015 est. |
| 93 | Mongolia | $18,160,000,000 | 31 December 2015 est. |
| 94 | Kenya | $17,920,000,000 | 31 December 2015 est. |
| 95 | Bahamas, The | $17,560,000,000 | 31 December 2013 est. |
| 96 | Jamaica | $16,490,000,000 | 31 December 2015 est. |
| 97 | Tanzania | $15,300,000,000 | 31 December 2015 est. |
| 98 | El Salvador | $14,670,000,000 | 31 December 2015 est. |
| 99 | Paraguay | $14,410,000,000 | 31 December 2015 est. |
| 100 | Uzbekistan | $13,920,000,000 | 31 December 2015 est. |
| 101 | Georgia | $13,310,000,000 | 31 December 2015 est. |
| 102 | Oman | $12,940,000,000 | 31 December 2015 est. |
| 103 | Azerbaijan | $12,280,000,000 | 31 December 2015 est. |
| 104 | Cote d'Ivoire | $11,710,000,000 | 31 December 2015 est. |
| 105 | Laos | $10,770,000,000 | 31 December 2015 est. |
| 106 | Nicaragua | $10,640,000,000 | 31 December 2015 est. |
| 107 | Mauritius | $10,620,000,000 | 31 December 2015 est. |
| 108 | Zimbabwe | $10,560,000,000 | 31 December 2015 est. |
| 109 | Mozambique | $9,743,000,000 | 31 December 2015 est. |
| 110 | Bosnia and Herzegovina | $9,597,000,000 | 31 December 2015 est. |
| 111 | Bolivia | $9,035,000,000 | 31 December 2015 est. |
| 112 | Zambia | $8,880,000,000 | 31 December 2015 est. |
| 113 | Armenia | $8,554,000,000 | 31 December 2015 est. |
| 114 | Albania | $7,716,000,000 | 31 December 2015 est. |
| 115 | Yemen | $7,697,000,000 | 31 December 2015 est. |
| 116 | Honduras | $7,649,000,000 | 31 December 2015 est. |
| 117 | Cambodia | $7,483,000,000 | 31 December 2015 est. |
| 118 | Burma | $7,407,000,000 | 31 December 2015 est. |
| 119 | Kyrgyzstan | $7,370,000,000 | 31 December 2015 est. |
| 120 | Macedonia | $7,029,000,000 | 31 December 2015 est. |
| 121 | Cameroon | $6,300,000,000 | 31 December 2015 est. |
| 122 | Moldova | $6,207,000,000 | 31 December 2015 est. |
| 123 | Namibia | $6,124,000,000 | 31 December 2014 est. |
| 124 | Senegal | $5,735,000,000 | 31 December 2015 est. |
| 125 | Uganda | $5,649,000,000 | 31 December 2015 est. |
| 126 | Iran | $5,348,000,000 | 31 December 2015 est. |
| 127 | Syria | $5,300,000,000 | 31 December 2015 est. |
| 128 | Algeria | $5,143,000,000 | 31 December 2015 est. |
| 129 | Congo, Democratic Republic of the | $5,106,000,000 | 31 December 2015 est. |
| 130 | Korea, North | $5,000,000,000 | 2013 est. |
| 131 | Gabon | $4,883,000,000 | 31 December 2015 est. |
| 132 | Nepal | $4,609,000,000 | 31 December 2015 est. |
| 133 | Barbados | $4,490,000,000 | 2010 est. |
| 134 | Congo, Republic of the | $4,324,000,000 | 31 December 2015 est. |
| 135 | Libya | $3,985,000,000 | 31 December 2015 est. |
| 136 | Tajikistan | $3,938,000,000 | 31 December 2015 est. |
| 137 | Mauritania | $3,415,000,000 | 31 December 2015 est. |
| 138 | Mali | $3,334,000,000 | 31 December 2015 est. |
| 139 | Madagascar | $3,332,000,000 | 31 December 2015 est. |
| 140 | Somalia | $3,054,000,000 | 31 December 2013 est. |
| 141 | Chad | $2,802,000,000 | 31 December 2015 est. |
| 142 | Seychelles | $2,758,000,000 | 31 December 2015 est. |
| 143 | Burkina Faso | $2,669,000,000 | 31 December 2015 est. |
| 144 | Niger | $2,611,000,000 | 31 December 2015 est. |
| 145 | Bermuda | $2,435,000,000 | 2015 est. |
| 146 | Guyana | $2,303,000,000 | 31 December 2013 est. |
| 147 | Botswana | $2,221,000,000 | 31 December 2015 est. |
| 148 | Rwanda | $2,178,000,000 | 31 December 2015 est. |
| 149 | Trinidad and Tobago | $2,115,000,000 | 31 December 2014 est. |
| 150 | Benin | $2,115,000,000 | 31 December 2015 est. |
| 151 | Haiti | $1,969,000,000 | 31 December 2015 est. |
| 152 | Bhutan | $1,911,000,000 | 31 December 2015 est. |
| 153 | Malawi | $1,715,000,000 | 31 December 2015 est. |
| 154 | Montenegro | $1,576,000,000 | 31 December 2014 est. |
| 155 | Cabo Verde | $1,534,000,000 | 31 December 2015 est. |
| 156 | Sierra Leone | $1,403,000,000 | 31 December 2015 est. |
| 157 | Guinea | $1,329,000,000 | 31 December 2015 est. |
| 158 | Belize | $1,309,000,000 | 31 December 2015 est. |
| 159 | Afghanistan | $1,280,000,000 | FY10/11 |
| 160 | Equatorial Guinea | $1,194,000,000 | 31 December 2015 est. |
| 161 | Suriname | $1,150,000,000 | 31 December 2015 est. |
| 162 | Guinea-Bissau | $1,095,000,000 | 31 December 2010 est. |
| 163 | Djibouti | $1,090,000,000 | 31 December 2015 est. |
| 164 | West Bank | $1,089,000,000 | 2014 est. |
| 165 | Togo | $1,034,000,000 | 31 December 2015 est. |
| 166 | Liberia | $968,000,000 | 31 December 2015 est. |
| 167 | Faroe Islands | $888,800,000 | 2010 |
| 168 | Lesotho | $866,700,000 | 31 December 2015 est. |
| 169 | Eritrea | $831,200,000 | 31 December 2015 est. |
| 170 | Fiji | $820,100,000 | 31 December 2015 est. |
| 171 | Maldives | $741,600,000 | 2014 est. |
| 172 | Aruba | $693,200,000 | 31 December 2014 est. |
| 173 | Burundi | $684,100,000 | 31 December 2015 est. |
| 174 | Grenada | $679,000,000 | 2013 est. |
| 175 | Central African Republic | $661,900,000 | 31 December 2015 est. |
| 176 | Saint Lucia | $517,000,000 | 31 December 2015 est. |
| 177 | Gambia, The | $502,500,000 | 31 December 2015 est. |
| 178 | Solomon Islands | $491,500,000 | 31 December 2013 est. |
| 179 | Turkmenistan | $454,700,000 | 31 December 2015 est. |
| 180 | Samoa | $447,200,000 | 31 December 2013 est. |
| 181 | Antigua and Barbuda | $441,200,000 | 31 December 2012 |
| 182 | Swaziland | $440,100,000 | 31 December 2015 est. |
| 183 | Kosovo | $411,600,000 | 2014 est. |
| 184 | Saint Vincent and the Grenadines | $327,000,000 | 31 December 2015 est. |
| 185 | Timor-Leste | $311,500,000 | 31 December 2014 est. |
| 186 | Dominica | $275,400,000 | 31 December 2015 est. |
| 187 | Sao Tome and Principe | $219,000,000 | 31 December 2015 est. |
| 188 | Tonga | $206,200,000 | 31 December 2015 est. |
| 189 | Vanuatu | $190,900,000 | 31 December 2015 est. |
| 190 | Saint Kitts and Nevis | $168,300,000 | 31 December 2015 est. |
| 191 | Cook Islands | $141,000,000 | 1996 est. |
| 192 | Comoros | $132,800,000 | 31 December 2015 est. |
| 193 | New Caledonia | $112,000,000 | 31 December 2013 est. |
| 194 | Marshall Islands | $97,960,000 | 2013 est. |
| 195 | Micronesia, Federated States of | $93,600,000 | 2013 est. |
| 196 | Greenland | $36,400,000 | 2010 |
| 197 | British Virgin Islands | $36,100,000 | 1997 |
| 198 | Nauru | $33,300,000 | 2004 est. |
| 199 | Kiribati | $13,600,000 | 2013 est. |
| 200 | Montserrat | $8,900,000 | 1997 |
| 201 | Anguilla | $8,800,000 | 1998 |
| 202 | Wallis and Futuna | $3,670,000 | 2004 |
| 203 | Niue | $418,000 | 2002 est. |
| 204 | Brunei | $0 | 2014 |
| 205 | Macau | $0 | 31 December 2013 |
| 206 | Liechtenstein | $0 | 2001 |


