CIA - The World Factbook --  GDP (purchasing power parity)   

This entry gives the gross domestic product (GDP) or value of all final goods and services produced within a nation in a given year. A nation's GDP at purchasing power parity (PPP) exchange rates is the sum value of all goods and services produced in the country valued at prices prevailing in the United States. This is the measure most economists prefer when looking at per-capita welfare and when comparing living conditions or use of resources across countries. The measure is difficult to compute, as a US dollar value has to be assigned to all goods and services in the country regardless of whether these goods and services have a direct equivalent in the United States (for example, the value of an ox-cart or non-US military equipment); as a result, PPP estimates for some countries are based on a small and sometimes different set of goods and services. In addition, many countries do not formally participate in the World Bank's PPP project that calculates these measures, so the resulting GDP estimates for these countries may lack precision. For many developing countries, PPP-based GDP measures are multiples of the official exchange rate (OER) measure. The differences between the OER- and PPP-denominated GDP values for most of the wealthy industrialized countries are generally much smaller.

| Rank | country | GDP (purchasing power parity) | Date of Information |
| 125 | Macedonia | $ 18,830,000,000 | 2008 est. |
| 126 | Armenia | $ 18,810,000,000 | 2008 est. |
| 127 | Macau | $ 18,140,000,000 | 2008 est. |
| 128 | Burkina Faso | $ 17,960,000,000 | 2008 est. |
| 129 | Zambia | $ 17,540,000,000 | 2008 est. |
| 130 | Nicaragua | $ 16,830,000,000 | 2008 est. |
| 131 | Chad | $ 15,820,000,000 | 2008 est. |
| 132 | Mauritius | $ 15,430,000,000 | 2008 est. |
| 133 | Congo, Republic of the | $ 15,390,000,000 | 2008 est. |
| 134 | Mali | $ 14,750,000,000 | 2008 est. |
| 135 | Laos | $ 14,010,000,000 | 2008 est. |
| 136 | Namibia | $ 13,280,000,000 | 2008 est. |
| 137 | Tajikistan | $ 13,190,000,000 | 2008 est. |
| 138 | Papua New Guinea | $ 13,170,000,000 | 2008 est. |
| 139 | Iceland | $ 12,870,000,000 | 2008 est. |
| 140 | Benin | $ 12,860,000,000 | 2008 est. |
| 141 | Gaza Strip | $ 11,950,000,000 | 2008 est. |
| 142 | West Bank | $ 11,950,000,000 | 2008 est. |
| 143 | Malawi | $ 11,950,000,000 | 2008 est. |
| 144 | Kyrgyzstan | $ 11,640,000,000 | 2008 est. |
| 145 | Haiti | $ 11,530,000,000 | 2008 est. |
| 146 | Moldova | $ 10,800,000,000 | 2008 est. |
| 147 | Guinea | $ 10,620,000,000 | 2008 est. |
| 148 | Niger | $ 10,290,000,000 | 2008 est. |
| 149 | Malta | $ 9,933,000,000 | 2008 est. |
| 150 | Rwanda | $ 9,729,000,000 | 2008 est. |
| 151 | Mongolia | $ 9,499,000,000 | 2008 est. |
| 152 | Bahamas, The | $ 9,352,000,000 | 2008 est. |
| 153 | Montenegro | $ 6,832,000,000 | 2008 est. |
| 154 | Mauritania | $ 6,323,000,000 | 2008 est. |
| 155 | Swaziland | $ 5,826,000,000 | 2008 est. |
| 156 | Somalia | $ 5,524,000,000 | 2008 est. |
| 157 | Barbados | $ 5,367,000,000 | 2008 est. |
| 158 | Togo | $ 5,130,000,000 | 2008 est. |
| 159 | Jersey | $ 5,100,000,000 | 2005 est. |
| 160 | Kosovo | $ 5,000,000,000 | 2007 est. |
| 161 | French Polynesia | $ 4,718,000,000 | 2004 est. |
| 162 | Bermuda | $ 4,500,000,000 | 2004 est. |
| 163 | Sierra Leone | $ 4,388,000,000 | 2008 est. |
| 164 | Suriname | $ 4,226,000,000 | 2008 est. |
| 165 | Liechtenstein | $ 4,160,000,000 | 2007 |
| 166 | Eritrea | $ 3,954,000,000 | 2008 est. |
| 167 | Andorra | $ 3,660,000,000 | 2007 |
| 168 | Fiji | $ 3,587,000,000 | 2008 est. |
| 169 | Bhutan | $ 3,533,000,000 | 2008 est. |
| 170 | Lesotho | $ 3,301,000,000 | 2008 est. |
| 171 | Central African Republic | $ 3,184,000,000 | 2008 est. |
| 172 | New Caledonia | $ 3,158,000,000 | 2003 est. |
| 173 | Burundi | $ 3,109,000,000 | 2008 est. |
| 174 | Guyana | $ 2,973,000,000 | 2008 est. |
| 175 | Netherlands Antilles | $ 2,800,000,000 | 2004 est. |
| 176 | Guernsey | $ 2,742,000,000 | 2005 |
| 177 | Isle of Man | $ 2,719,000,000 | 2005 est. |
| 178 | Belize | $ 2,542,000,000 | 2008 est. |
| 179 | Timor-Leste | $ 2,526,000,000 | 2008 est. |
| 180 | Gambia, The | $ 2,277,000,000 | 2008 est. |
| 181 | Aruba | $ 2,258,000,000 | 2005 est. |
| 182 | Cayman Islands | $ 1,939,000,000 | 2004 est. |
| 183 | Zimbabwe | $ 1,925,000,000 | 2008 est. |
| 184 | Djibouti | $ 1,891,000,000 | 2008 est. |
| 185 | Seychelles | $ 1,821,000,000 | 2008 est. |
| 186 | Saint Lucia | $ 1,774,000,000 | 2008 est. |
| 187 | Maldives | $ 1,723,000,000 | 2008 est. |
| 188 | San Marino | $ 1,662,000,000 | 2007 |
| 189 | Antigua and Barbuda | $ 1,639,000,000 | 2008 est. |
| 190 | Cape Verde | $ 1,630,000,000 | 2008 est. |
| 191 | Virgin Islands | $ 1,577,000,000 | 2004 est. |
| 192 | Solomon Islands | $ 1,546,000,000 | 2008 est. |
| 193 | Liberia | $ 1,531,000,000 | 2008 est. |
| 194 | Grenada | $ 1,190,000,000 | 2008 est. |
| 195 | Greenland | $ 1,100,000,000 | 2001 est. |
| 196 | Saint Vincent and the Grenadines | $ 1,072,000,000 | 2008 est. |
| 197 | Gibraltar | $ 1,066,000,000 | 2005 est. |
| 198 | Samoa | $ 1,021,000,000 | 2008 est. |
| 199 | Faroe Islands | $ 1,000,000,000 | 2001 est. |
| 200 | Vanuatu | $ 990,800,000 | 2008 est. |
| 201 | Monaco | $ 976,300,000 | 2006 est. |
| 202 | Mayotte | $ 953,600,000 | 2005 est. |
| 203 | Northern Mariana Islands | $ 900,000,000 | 2000 est. |
| 204 | Western Sahara | $ 900,000,000 | 2007 est. |
| 205 | Guinea-Bissau | $ 896,500,000 | 2008 est. |
| 206 | British Virgin Islands | $ 853,400,000 | 2004 est. |
| 207 | Saint Kitts and Nevis | $ 759,500,000 | 2008 est. |
| 208 | Comoros | $ 741,700,000 | 2008 est. |
| 209 | Dominica | $ 726,300,000 | 2008 est. |
| 210 | Kiribati | $ 580,800,000 | 2008 est. |
| 211 | American Samoa | $ 575,300,000 | 2007 est. |
| 212 | Tonga | $ 548,100,000 | 2008 est. |
| 213 | Sao Tome and Principe | $ 277,100,000 | 2008 est. |
| 214 | Micronesia, Federated States of | $ 238,100,000 | 2008 est. |
| 215 | Turks and Caicos Islands | $ 216,000,000 | 2002 est. |
| 216 | Cook Islands | $ 183,200,000 | 2005 est. |
| 217 | Palau | $ 164,000,000 | 2008 est. |
| 218 | Marshall Islands | $ 133,500,000 | 2008 est. |
| 219 | Anguilla | $ 108,900,000 | 2004 est. |
| 220 | Falkland Islands (Islas Malvinas) | $ 105,100,000 | 2002 est. |
| 221 | Nauru | $ 60,000,000 | 2005 est. |
| 222 | Wallis and Futuna | $ 60,000,000 | 2004 est. |
| 223 | Saint Pierre and Miquelon | $ 48,300,000 | 2003 est. |
| 224 | Montserrat | $ 29,000,000 | 2002 est. |
| 225 | Saint Helena | $ 18,000,000 | 1998 est. |
| 226 | Tuvalu | $ 14,940,000 | 2002 est. |
| 227 | Niue | $ 10,010,000 | 2003 est. |
| 228 | Tokelau | $ 1,500,000 | 1993 est. |
