CIA - The World Factbook --  GDP (purchasing power parity)   

This entry gives the gross domestic product (GDP) or value of all final goods and services produced within a nation in a given year. A nation's GDP at purchasing power parity (PPP) exchange rates is the sum value of all goods and services produced in the country valued at prices prevailing in the United States. This is the measure most economists prefer when looking at per-capita welfare and when comparing living conditions or use of resources across countries. The measure is difficult to compute, as a US dollar value has to be assigned to all goods and services in the country regardless of whether these goods and services have a direct equivalent in the United States (for example, the value of an ox-cart or non-US military equipment); as a result, PPP estimates for some countries are based on a small and sometimes different set of goods and services. In addition, many countries do not formally participate in the World Bank's PPP project that calculates these measures, so the resulting GDP estimates for these countries may lack precision. For many developing countries, PPP-based GDP measures are multiples of the official exchange rate (OER) measure. The differences between the OER- and PPP-denominated GDP values for most of the wealthy industrialized countries are generally much smaller.

| Rank | country | GDP (purchasing power parity) | Date of Information |
| 127 | Macedonia | $ 19,460,000,000 | 2010 est. |
| 128 | Chad | $ 18,560,000,000 | 2010 est. |
| 129 | Macau | $ 18,470,000,000 | 2009 est. |
| 130 | Mauritius | $ 17,490,000,000 | 2010 est. |
| 131 | Congo, Republic of the | $ 17,450,000,000 | 2010 est. |
| 132 | Nicaragua | $ 17,340,000,000 | 2010 est. |
| 133 | Armenia | $ 17,270,000,000 | 2010 est. |
| 134 | Mali | $ 16,740,000,000 | 2010 est. |
| 135 | Laos | $ 15,420,000,000 | 2010 est. |
| 136 | Papua New Guinea | $ 14,930,000,000 | 2010 est. |
| 137 | Namibia | $ 14,640,000,000 | 2010 est. |
| 138 | Tajikistan | $ 14,610,000,000 | 2010 est. |
| 139 | Benin | $ 14,200,000,000 | 2010 est. |
| 140 | Malawi | $ 13,510,000,000 | 2010 est. |
| 141 | West Bank | $ 12,790,000,000 | 2009 est. |
| 142 | Iceland | $ 11,860,000,000 | 2010 est. |
| 143 | Kyrgyzstan | $ 11,850,000,000 | 2010 est. |
| 144 | Rwanda | $ 11,840,000,000 | 2010 est. |
| 145 | Haiti | $ 11,180,000,000 | 2010 est. |
| 146 | Guinea | $ 10,600,000,000 | 2010 est. |
| 147 | Moldova | $ 10,600,000,000 | 2010 est. |
| 148 | Niger | $ 10,580,000,000 | 2010 est. |
| 149 | Malta | $ 10,210,000,000 | 2010 est. |
| 150 | Mongolia | $ 10,160,000,000 | 2010 est. |
| 151 | Bahamas, The | $ 8,878,000,000 | 2010 est. |
| 152 | Mauritania | $ 6,800,000,000 | 2010 est. |
| 153 | Montenegro | $ 6,569,000,000 | 2010 est. |
| 154 | Barbados | $ 6,196,000,000 | 2010 est. |
| 155 | Swaziland | $ 6,055,000,000 | 2010 est. |
| 156 | Togo | $ 5,927,000,000 | 2010 est. |
| 157 | Somalia | $ 5,896,000,000 | 2010 est. |
| 158 | Kosovo | $ 5,300,000,000 | 2008 |
| 159 | Jersey | $ 5,100,000,000 | 2005 est. |
| 160 | Guyana | $ 5,069,000,000 | 2010 est. |
| 161 | Sierra Leone | $ 4,812,000,000 | 2010 est. |
| 162 | Suriname | $ 4,794,000,000 | 2010 est. |
| 163 | French Polynesia | $ 4,718,000,000 | 2004 est. |
| 164 | Bermuda | $ 4,500,000,000 | 2004 est. |
| 165 | Zimbabwe | $ 4,395,000,000 | 2010 est. |
| 166 | Andorra | $ 4,220,000,000 | 2008 |
| 167 | Eritrea | $ 4,178,000,000 | 2010 est. |
| 168 | Liechtenstein | $ 4,160,000,000 | 2007 |
| 169 | Fiji | $ 3,792,000,000 | 2010 est. |
| 170 | Bhutan | $ 3,526,000,000 | 2010 est. |
| 171 | Central African Republic | $ 3,468,000,000 | 2010 est. |
| 172 | Burundi | $ 3,418,000,000 | 2010 est. |
| 173 | Gambia, The | $ 3,406,000,000 | 2010 est. |
| 174 | Lesotho | $ 3,310,000,000 | 2010 est. |
| 175 | New Caledonia | $ 3,158,000,000 | 2003 est. |
| 176 | Timor-Leste | $ 3,004,000,000 | 2010 est. |
| 177 | Curacao | $ 2,838,000,000 | 2008 est. |
| 178 | Guernsey | $ 2,742,000,000 | 2005 |
| 179 | Isle of Man | $ 2,719,000,000 | 2005 est. |
| 180 | Belize | $ 2,652,000,000 | 2010 est. |
| 181 | Aruba | $ 2,258,000,000 | 2005 est. |
| 182 | Cayman Islands | $ 2,250,000,000 | 2008 est. |
| 183 | Djibouti | $ 2,099,000,000 | 2010 est. |
| 184 | Greenland | $ 2,030,000,000 | 2008 est. |
| 185 | Seychelles | $ 1,908,000,000 | 2010 est. |
| 186 | Cape Verde | $ 1,861,000,000 | 2010 est. |
| 187 | Saint Lucia | $ 1,789,000,000 | 2010 est. |
| 188 | Guinea-Bissau | $ 1,769,000,000 | 2010 est. |
| 189 | Maldives | $ 1,767,000,000 | 2010 est. |
| 190 | Liberia | $ 1,760,000,000 | 2010 est. |
| 191 | San Marino | $ 1,662,000,000 | 2007 |
| 192 | Faroe Islands | $ 1,642,000,000 | 2008 est. |
| 193 | Virgin Islands | $ 1,577,000,000 | 2004 est. |
| 194 | Solomon Islands | $ 1,559,000,000 | 2010 est. |
| 195 | Antigua and Barbuda | $ 1,433,000,000 | 2010 est. |
| 196 | Vanuatu | $ 1,216,000,000 | 2010 est. |
| 197 | Grenada | $ 1,127,000,000 | 2010 est. |
| 198 | Saint Vincent and the Grenadines | $ 1,107,000,000 | 2010 est. |
| 199 | Gibraltar | $ 1,106,000,000 | 2006 est. |
| 200 | Samoa | $ 1,002,000,000 | 2010 est. |
| 201 | Monaco | $ 976,300,000 | 2006 est. |
| 202 | Mayotte | $ 953,600,000 | 2005 est. |
| 203 | Northern Mariana Islands | $ 900,000,000 | 2000 est. |
| 204 | Western Sahara | $ 900,000,000 | 2007 est. |
| 205 | British Virgin Islands | $ 853,400,000 | 2004 est. |
| 206 | Sint Maarten | $ 794,700,000 | 2008 est. |
| 207 | Comoros | $ 789,400,000 | 2010 est. |
| 208 | Tonga | $ 767,000,000 | 2010 est. |
| 209 | Dominica | $ 765,400,000 | 2010 est. |
| 210 | Saint Kitts and Nevis | $ 719,500,000 | 2010 est. |
| 211 | Kiribati | $ 619,500,000 | 2010 est. |
| 212 | American Samoa | $ 575,300,000 | 2007 est. |
| 213 | Sao Tome and Principe | $ 316,900,000 | 2010 est. |
| 214 | Micronesia, Federated States of | $ 238,100,000 | 2008 est. |
| 215 | Turks and Caicos Islands | $ 216,000,000 | 2002 est. |
| 216 | Cook Islands | $ 183,200,000 | 2005 est. |
| 217 | Anguilla | $ 175,400,000 | 2009 est. |
| 218 | Palau | $ 164,000,000 | 2008 est. |
| 219 | Marshall Islands | $ 133,500,000 | 2008 est. |
| 220 | Falkland Islands (Islas Malvinas) | $ 105,100,000 | 2002 est. |
| 221 | Nauru | $ 60,000,000 | 2005 est. |
| 222 | Wallis and Futuna | $ 60,000,000 | 2004 est. |
| 223 | Saint Pierre and Miquelon | $ 48,300,000 | 2003 est. |
| 224 | Montserrat | $ 29,000,000 | 2002 est. |
| 225 | Saint Helena, Ascension, and Tristan da Cunha | $ 18,000,000 | 1998 est. |
| 226 | Tuvalu | $ 14,940,000 | 2002 est. |
| 227 | Niue | $ 10,010,000 | 2003 est. |
| 228 | Tokelau | $ 1,500,000 | 1993 est. |
