CIA - The World Factbook 2000 -- Executive branch

| Country | Executive branch |
| | *elections:* none; the monarch is hereditary; governor appointed by the monarch; chief minister appointed by the governor from among the members of the House of Assembly |
| **Antigua and Barbuda** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by Governor General James B. CARLISLE (since NA 1993) |
| | *head of government:* Prime Minister Lester Bryant BIRD (since 8 March 1994) |
| | *cabinet:* Council of Ministers appointed by the governor general on the advice of the prime minister |
| | *elections:* none; the monarch is hereditary; governor general chosen by the monarch on the advice of the prime minister; prime minister appointed by the governor general |
| **Argentina** | *chief of state:* President Fernando DE LA RUA (since 10 December 1999); Vice President Carlos Alberto ALVAREZ (since 10 December 1999); note - the president is both the chief of state and head of government |
| | *head of government:* President Fernando DE LA RUA (since 10 December 1999); Vice President Carlos Alberto ALVAREZ (since 10 December 1999); note - the president is both the chief of state and head of government |
| | *cabinet:* Cabinet appointed by the president |
| | *elections:* president and vice president elected on the same ticket by popular vote for four-year terms; election last held 24 October 1999 (next to be held NA October 2003) |
| | *election results:* Fernando DE LA RUA elected president; percent of vote - 48.5% |
| **Armenia** | *chief of state:* President Robert KOCHARIAN (since 30 March 1998) |
| | *head of government:* Prime Minister Aram SARKISYAN (since 3 November 1999) |
| | *cabinet:* Council of Ministers appointed by the prime minister |
| | *elections:* president elected by popular vote for a five-year term; special election last held 30 March 1998 (next to be held NA March 2003); prime minister appointed by the president |
| | *election results:* Robert KOCHARIAN elected president; percent of vote - Robert KOCHARIAN 59%, Karen DEMIRCHYAN 41% |
| **Aruba** | *chief of state:* Queen BEATRIX Wilhelmina Armgard of the Netherlands (since 30 April 1980), represented by Governor General Olindo KOOLMAN (since 1 January 1992) |
| | *head of government:* Prime Minister Jan (Henny) H. EMAN (since 29 July 1994) and Deputy Prime Minister Dr. Lili BEKE-MARTINEZ (since NA) |
| | *cabinet:* Council of Ministers (elected by the Staten) |
| | *elections:* the monarch is hereditary; governor general appointed for a six-year term by the monarch; prime minister and deputy prime minister elected by the Staten for four-year terms; election last held 12 July 1997 (next to be held by December 2001) |
| | *election results:* Jan (Henny) H. EMAN elected prime minister; percent of legislative vote - NA; Dr. Lili BEKE-MARTINEZ elected deputy prime minister; percent of legislative vote - NA |
| **Australia** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by Governor General Sir William DEANE (since 16 February 1996) |
| | *head of government:* Prime Minister John Winston HOWARD (since 11 March 1996); Deputy Prime Minister John ANDERSON (since NA) |
| | *cabinet:* Cabinet selected from among the members of Federal Parliament by the governor general on the advice of the prime minister |
| | *elections:* none; the monarch is hereditary; governor general appointed by the monarch; following legislative elections, the leader of the majority party or leader of a majority coalition is usually appointed prime minister by the governor general for a three-year term |
| | *note:* government coalition - Liberal Party and National Party |
| **Austria** | *chief of state:* President Thomas KLESTIL (since 8 July 1992) |
| | *head of government:* Chancellor Wolfgang SCHUESSEL (OeVP)(since 4 February 2000); Vice Chancellor Susanne RIESS-PASSER (FPOe) (since 4 February 2000) |
| | *cabinet:* Council of Ministers chosen by the president on the advice of the chancellor |
| | *elections:* president elected by direct popular vote for a six-year term; presidential election last held 19 April 1998 (next to be held in the spring of 2004); chancellor traditionally chosen by the president from the plurality party in the National Council; in the case of the current coalition, the chancellor was chosen from another party after the plurality party failed to form a government; vice chancellor chosen by the president on the advice of the chancellor |
| | *election results:* Thomas KLESTIL reelected president; percent of vote - Thomas KLESTIL 63%, Gertraud KNOLL 14%, Heide SCHMIDT 11%, Richard LUGNER 10%, Karl NOWAK 2% |
| | *note:* government coalition - FPOe and OeVP |
| **Azerbaijan** | *chief of state:* President Heydar ALIYEV (since 18 June 1993) |
| | *head of government:* Prime Minister Artur RASIZADE (since 26 November 1996) |
| | *cabinet:* Council of Ministers appointed by the president and confirmed by the National Assembly |
| | *elections:* president elected by popular vote to a five-year term; election last held 11 October 1998 (next to be held October 2003); prime minister and first deputy prime ministers appointed by the president and confirmed by the National Assembly |
| | *election results:* Heydar ALIYEV reelected president; percent of vote - Heydar ALIYEV 76% |
| **Bahamas, The** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by Governor General Sir Orville TURNQUEST (since 2 January 1995) |
| | *head of government:* Prime Minister Hubert Alexander INGRAHAM (since 19 August 1992) and Deputy Prime Minister Frank WATSON (since December 1994) |
| | *cabinet:* Cabinet appointed by the governor general on the prime minister's recommendation |
| | *elections:* none; the monarch is hereditary; governor general appointed by the monarch; prime minister and deputy prime minister appointed by the governor general |
| **Bahrain** | *chief of state:* Amir HAMAD bin Isa Al Khalifa (since 6 March 1999); Heir Apparent Crown Prince SALMAN bin Hamad (son of the monarch, born 21 October 1969) |
| | *head of government:* Prime Minister KHALIFA bin Salman Al Khalifa (since NA 1971) |
| | *cabinet:* Cabinet appointed by the monarch |
| | *elections:* none; the monarch is hereditary; prime minister appointed by the monarch |
| **Bangladesh** | *chief of state:* President Shahabuddin AHMED (since 9 October 1996); note - the president's duties are normally ceremonial, but with the 13th amendment to the constitution ("Caretaker Government Amendment"), the president's role becomes significant at times when Parliament is dissolved and a caretaker government is installed - at presidential direction - to supervise the elections |
| | *head of government:* Prime Minister Sheikh HASINA Wajed (since 23 June 1996) |
| | *cabinet:* Cabinet selected by the prime minister and appointed by the president |
| | *elections:* president elected by National Parliament for a five-year term; election last held 24 July 1996 (next to be held by NA October 2001); following legislative elections, the leader of the party that wins the most seats is usually appointed prime minister by the president |
| | *election results:* Shahabuddin AHMED elected president without opposition; percent of National Parliament vote - NA |
| **Barbados** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by Governor General Sir Clifford Straughn HUSBANDS (since 1 June 1996) |
| | *head of government:* Prime Minister Owen Seymour ARTHUR (since 6 September 1994); Deputy Prime Minister Billie MILLER (since 6 September 1994) |
| | *cabinet:* Cabinet appointed by the governor general on the advice of the prime minister |
| | *elections:* none; the monarch is hereditary; governor general appointed by the monarch; prime minister appointed by the governor general |
| **Belarus** | *chief of state:* President Aleksandr LUKASHENKO (since 20 July 1994) |
| | *head of government:* Prime Minister Sergey LING (acting since 18 November 1996, confirmed 19 February 1997); First Deputy Prime Minister Vasiliy DOLGOLEV (since 2 December 1998); Deputy Prime Ministers Vladimir ZAMETALIN (since 15 July 1997), Ural LATYPOV (since 30 December 1997), Gennadiy NOVITSKIY (since 11 February 1997), Leonid KOZIK (since 4 February 1997), Aleksandr POPKOV (since 10 November 1998) |
| | *cabinet:* Council of Ministers |
| | *elections:* president elected by popular vote for a five-year term; election last held 24 June and 10 July 1994 (next to be held NA; according to the 1994 constitution, the next election should have been held in 1999, however LUKASHENKO extended his term to 2001 via the November 1996 referendum); prime minister and deputy prime ministers appointed by the president |
| | *election results:* Aleksandr LUKASHENKO elected president; percent of vote - Aleksandr LUKASHENKO 85%, Vyacheslav KEBICH 15% |
| | *note:* first presidential elections took place in June-July 1994 |
| **Belgium** | *chief of state:* King ALBERT II (since 9 August 1993); Heir Apparent Prince PHILIPPE, son of the monarch |
| | *head of government:* Prime Minister Guy VERHOFSTADT (since 13 July 1999) |
| | *cabinet:* Council of Ministers appointed by the monarch and approved by Parliament |
| | *elections:* none; the monarch is hereditary; prime minister appointed by the monarch and then approved by Parliament |
| | *note:* government coalition - VLD, PRL, PS, SP, AGALEV, and ECOLO |
| **Belize** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by Governor General Sir Colville YOUNG (since 17 November 1993) |
| | *head of government:* Prime Minister Said MUSA (since 27 August 1998); Deputy Prime Minister John BRICENO (since 1 September 1998) |
| | *cabinet:* Cabinet appointed by the governor general on the advice of the prime minister |
| | *elections:* none; the monarch is hereditary; governor general appointed by the monarch; governor general appoints the member of the House of Representatives who is leader of the majority party to be prime minister |
| **Benin** | *chief of state:* President Mathieu KEREKOU (since 4 April 1996); note - the president is both the chief of state and head of government |
| | *head of government:* President Mathieu KEREKOU (since 4 April 1996); note - the president is both the chief of state and head of government |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections:* president elected by popular vote for a five-year term; election last held 18 March 1996 (next to be held NA March 2001) |
| | *election results:* Mathieu KEREKOU elected president; percent of vote - Mathieu KEREKOU 52.49%, Nicephore SOGLO 47.51% |
| **Bermuda** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by Governor Thorold MASEFIELD (since NA June 1997) |
| | *head of government:* Premier Jennifer SMITH (since 10 November 1998) |
| | *cabinet:* Cabinet nominated by the premier, appointed by the governor |
| | *elections:* none; the monarch is hereditary; governor appointed by the monarch; governor invites leader of largest party in Parliament to form a government as premier |
| **Bhutan** | *chief of state:* King Jigme Singye WANGCHUCK (since 24 July 1972) |
| | *head of government:* Foreign Minister Jigme Yoeser THINLEY (since NA June 1998) |
| | *cabinet:* Council of Ministers (Lhengye Shungtsog) nominated by the monarch, approved by the National Assembly; members serve fixed, five-year terms |
| | *note:* there is also a Royal Advisory Council (Lodoi Tsokde), members nominated by the monarch |
| | *elections:* none; the monarch is hereditary, but democratic reforms in July 1998 give the National Assembly authority to remove the monarch with two-thirds vote |
| **Bolivia** | *chief of state:* President Hugo BANZER Suarez (since 6 August 1997); Vice President Jorge Fernando QUIROGA Ramirez (since 6 August 1997); note - the president is both the chief of state and head of government |
| | *head of government:* President Hugo BANZER Suarez (since 6 August 1997); Vice President Jorge Fernando QUIROGA Ramirez (since 6 August 1997); note - the president is both the chief of state and head of government |
| | *cabinet:* Cabinet appointed by the president |
| | *elections:* president and vice president elected on the same ticket by popular vote for five-year terms; election last held 1 June 1997 (next to be held June 2002) |
| | *election results:* Hugo BANZER Suarez elected president; percent of vote - Hugo BANZER Suarez (ADN) 22%; Jaime PAZ Zamora (MIR) 17%, Juan Carlos DURAN (MNR) 18%, Ivo KULJIS (UCS) 16%, Remedios LOZA (CONDEPA) 17%; no candidate received a majority of the popular vote; Hugo BANZER Suarez won a congressional runoff election on 5 August 1997 after forming a "megacoalition" with MIR, UCS, CONDEPA, NFR and PDC |
| **Bosnia and Herzegovina** | *chief of state:* Chairman of the Presidency Alija IZETBEGOVIC (chairman since 14 February 2000, presidency member since 14 March 1996 - Bosniak); other members of the three-member rotating (every 8 months) presidency: Zivko RADISIC (since 13 October 1998 - Serb) and Ante JELAVIC (since NA September 1998 - Croat) |
| | *head of government:* vacant; note - in February 2000, the Supreme Court ruled that the structure of the Council of Ministers was unconstitutional; a new structure is being negotiated |
| | *cabinet:* Council of Ministers nominated by the council chairmen |
| | *note:* President of the Federation of Bosnia and Herzegovina: Ejup GANIC (since 28 December 1999; Vice President Ivo ANDRIC-LUZANIC (since 28 December 1999); note - president and vice president rotate every year; President of the Republika Srpska: vacant since Nikola POPLASEN was removed by the Office of the High Representative on 5 March 1999 (see Government note) |
| | *elections:* the three members of the presidency (one Bosniak, one Croat, one Serb) are elected by popular vote for a four-year term; the member with the most votes becomes the chairman unless he or she was the incumbent chairman at the time of the election; election last held 12-13 September 1998 (next to be held NA September 2002); the cochairmen of the Council of Ministers are appointed by the presidency |
| | *election results:* percent of vote - Zivko RADISIC with 52% of the Serb vote was elected chairman of the collective presidency for the first 8 months; Ante JELAVIC with 52% of the Croat vote followed RADISIC in the rotation; Alija IZETBEGOVIC with 87% of the Bosniak vote won the highest number of votes in the election but was ineligible to serve a second term until RADISIC and JELAVIC had each served a first term as Chairman of the Presidency |
| **Botswana** | *chief of state:* President Festus MOGAE (since 1 April 1998) and Vice President Seretse Ian KHAMA (since NA April 1998); note - the president is both the chief of state and head of government; vice president KHAMA is on a one-year leave of absence, effective 1 January 2000, but retains the title of vice president |
| | *head of government:* President Festus MOGAE (since 1 April 1998) and Vice President Seretse Ian KHAMA (since NA April 1998); note - the president is both the chief of state and head of government; vice president KHAMA is on a one-year leave of absence, effective 1 January 2000, but retains the title of vice president |
| | *cabinet:* Cabinet appointed by the president |
| | *elections:* president elected by the National Assembly for a five-year term; election last held 16 October 1999 (next to be held NA October 2004); vice president appointed by the president |
| | *election results:* Festus MOGAE elected president; percent of National Assembly vote - 61.3% |
| **Brazil** | *chief of state:* President Fernando Henrique CARDOSO (since 1 January 1995); Vice President Marco MACIEL (since 1 January 1995); note - the president is both the chief of state and head of government |
| | *head of government:* President Fernando Henrique CARDOSO (since 1 January 1995); Vice President Marco MACIEL (since 1 January 1995); note - the president is both the chief of state and head of government |
| | *cabinet:* Cabinet appointed by the president |
| | *elections:* president and vice president elected on the same ticket by popular vote for four-year terms; election last held 4 October 1998 (next to be held NA October 2002) |
| | *election results:* Fernando Henrique CARDOSO reelected president; percent of vote - 53% |
| **British Indian Ocean Territory** | *chief of state:* Queen ELIZABETH II (since 6 February 1952) |
| | *head of government:* Commissioner David Ross MACLENNAN (since NA 1994); Administrator Don CAIRNS (since NA); note - both reside in the UK |
| | *cabinet:* NA |
| | *elections:* none; the monarch is hereditary; commissioner and administrator appointed by the monarch |
| **British Virgin Islands** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by Governor Francis J. SAVAGE (since NA) |
| | *head of government:* Chief Minister Ralph T. O'NEAL (since 15 May 1995; appointed after the death of former Chief Minister H. Lavity STOUTT) |
| | *cabinet:* Executive Council appointed by the governor from members of the Legislative Council |
| | *elections:* none; the monarch is hereditary; governor appointed by the monarch; chief minister appointed by the governor from among the members of the Legislative Council |
| **Brunei** | *chief of state:* Sultan and Prime Minister His Majesty Paduka Seri Baginda Sultan Haji HASSANAL Bolkiah Mu'izzaddin Waddaulah (since 5 October 1967); note - the monarch is both the chief of state and head of government |
| | *head of government:* Sultan and Prime Minister His Majesty Paduka Seri Baginda Sultan Haji HASSANAL Bolkiah Mu'izzaddin Waddaulah (since 5 October 1967); note - the monarch is both the chief of state and head of government |
| | *cabinet:* Council of Cabinet Ministers appointed and presided over by the monarch; deals with executive matters |
| | *note:* there is also a Religious Council (members appointed by the monarch) that advises on religious matters, a Privy Council (members appointed by the monarch) that deals with constitutional matters, and the Council of Succession (members appointed by the monarch) that determines the succession to the throne if the need arises |
| | *elections:* none; the monarch is hereditary |
| **Bulgaria** | *chief of state:* President Petar STOYANOV (since 22 January 1997); Vice President Todor KAVALDZHIEV (since 22 January 1997) |
| | *head of government:* Chairman of the Council of Ministers (Prime Minister) Ivan KOSTOV (since 19 May 1997); Deputy Prime Minister Petur ZHOTEV (since 21 December 1999) |
| | *cabinet:* Council of Ministers elected by the National Assembly |
| | *elections:* president and vice president elected on the same ticket by popular vote for five-year terms; election last held 27 October and 3 November 1996 (next to be held NA 2001); chairman of the Council of Ministers (prime minister) nominated by the president; deputy prime ministers nominated by the prime minister |
| | *election results:* Petar STOYANOV elected president; percent of vote - Petar STOYANOV 59.73% |
| **Burkina Faso** | *chief of state:* President Captain Blaise COMPAORE (since 15 October 1987) |
| | *head of government:* Prime Minister Kadre Desire OUEDRAOGO (since 6 February 1996) |
| | *cabinet:* Council of Ministers appointed by the president on the recommendation of the prime minister |
| | *elections:* president elected by popular vote for a seven-year term; the president may serve unlimited terms; election last held 15 November 1998 (next to be held NA 2005); prime minister appointed by the president with the consent of the legislature |
| | *election results:* Blaise COMPAORE reelected president with 88% percent of the vote, with 56% of voter turnout |
| | *note:* despite his reelection, President COMPAORE faces a growing political crisis due to his mishandling of an investigation into the assassination of a newspaper editor and pressure for political reform |
| **Burma** | *chief of state:* Prime Minister and Chairman of the State Peace and Development Council Gen. THAN SHWE (since 23 April 1992); note - the prime minister is both the chief of state and head of government |
| | *head of government:* Prime Minister and Chairman of the State Peace and Development Council Gen. THAN SHWE (since 23 April 1992); note - the prime minister is both the chief of state and head of government |
| | *cabinet:* State Peace and Development Council (SPDC); military junta, so named 15 November 1997, which initially assumed power 18 September 1988 under the name State Law and Order Restoration Council; the SPDC oversees the cabinet |
| | *elections:* none; the prime minister assumed power upon resignation of the former prime minister |
| **Burundi** | *chief of state:* President Pierre BUYOYA (interim president since 27 September 1996, officially sworn in 11 June 1998), First Vice President Frederic BAMVUGINYUMVIRA (since NA May 1998), Second Vice President Mathias SINAMENYA (since NA May 1998); note - the president is both chief of state and head of government |
| | *head of government:* President Pierre BUYOYA (interim president since 27 September 1996, officially sworn in 11 June 1998), First Vice President Frederic BAMVUGINYUMVIRA (since NA May 1998), Second Vice President Mathias SINAMENYA (since NA May 1998); note - the president is both chief of state and head of government |
| | *cabinet:* Council of Ministers appointed by president |
| | *elections:* NA; current president assumed power following a coup on 25 July 1996 in which former President NTIBANTUNGANYA was overthrown |
| **Cambodia** | *chief of state:* King Norodom SIHANOUK (reinstated 24 September 1993) |
| | *head of government:* Prime Minister HUN SEN (since 30 November 1998) |
| | *cabinet:* Council of Ministers appointed by the monarch |
| | *elections:* none; the monarch is chosen by a Royal Throne Council; prime minister appointed by the monarch after a vote of confidence by the National Assembly |
| **Cameroon** | *chief of state:* President Paul BIYA (since 6 November 1982) |
| | *head of government:* Prime Minister Peter Mafany MUSONGE (since 19 September 1996) |
| | *cabinet:* Cabinet appointed by the president |
| | *elections:* president elected by popular vote for a seven-year term; election last held 12 October 1997 (next to be held NA October 2004); prime minister appointed by the president |
| | *election results:* President Paul BIYA reelected; percent of vote - Paul BIYA 92.6%; note - supporters of the opposition candidates boycotted the elections, making a comparison of vote shares relatively meaningless |
| **Canada** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by Governor General Adrienne CLARKSON (since 7 October 1999) |
| | *head of government:* Prime Minister Jean CHRETIEN (since 4 November 1993) |
| | *cabinet:* Federal Ministry chosen by the prime minister from among the members of his own party sitting in Parliament |
| | *elections:* none; the monarch is hereditary; governor general appointed by the monarch on the advice of the prime minister for a five-year term; following legislative elections, the leader of the majority party in the House of Commons is automatically designated by the governor general to become prime minister |
| **Cape Verde** | *chief of state:* President Antonio MASCARENHAS Monteiro (since 22 March 1991) |
| | *head of government:* Prime Minister Carlos Alberto Wahnon de Carvalho VEIGA (since 13 January 1991) |
| | *cabinet:* Council of Ministers appointed by the president on the recommendation of the prime minister from among the members of the National Assembly |
| | *elections:* president elected by popular vote for a five-year term; election last held 18 February 1996 (next to be held NA February 2001); prime minister nominated by the National Assembly and appointed by the president |
| | *election results:* Antonio MASCARENHAS Monteiro reelected president; percent of vote - Antonio MASCARENHAS Monteiro (independent) 80.1% |
|nesia: | *chief of state:* President Jacques CHIRAC of France (since 17 May 1995), represented by High Commissioner of the Republic Paul RONCIERE (since NA 1994) |
| | *head of government:* President of the Territorial Government of French Polynesia Gaston FLOSSE (since 4 April 1991); President of the Territorial Assembly Justin ARAPARI (since 13 May 1996) |
| | *cabinet:* Council of Ministers; presiden|
||
| **Central African Republic** | *chief of state:* President Ange-Felix PATASSE (since 22 October 1993) |
| | *head of government:* Prime Minister Anicet Georges DOLOGUELE (since 4 January 1999) |
| | *cabinet:* Council of Ministers |
| | *elections:* president elected by popular vote for a six-year term; election last held 19 September 1999 (next to be held NA 2005); prime minister appointed by the president |
| | *election results:* Ange-Felix PATASSE reelected president; percent of vote - Ange-Felix PATASSE 51.63%, Andre KOLINGBA 19.38%, David DACKO 11.15% |
| **Chad** | *chief of state:* President Lt. Gen. Idriss DEBY (since 4 December 1990) |
| | *head of government:* Prime Minister Nagdum YAMASSOUM (since 13 December 1999) |
| | *cabinet:* Council of State, members appointed by the president on the recommendation of the prime minister |
| | *elections:* president elected by popular vote to serve five-year terms; if no candidate receives at least 50% of the total vote, the two candidates receiving the most votes must stand for a second round of voting; last held 2 June and 11 July 1996 (next to be held June 2001); prime minister appointed by the president |
| | *election results:* in the first round of voting none of the 15 candidates received the required 50% of the total vote; percent of vote, first round - Lt. Gen. Idriss DEBY 43.8%, Wadal Abdelkader KAMOUGUE 12.4%; percent of vote, second round - Lt. Gen. Idriss DEBY 69.1%, Wadal Abdelkader KAMOUGUE 30.9% |
| | *note:* government coalition - MPS, UNDR, and URD |
| **Chile** | *chief of state:* President Ricardo LAGOS Escobar (since 11 March 2000); note - the president is both the chief of state and head of government |
| | *head of government:* President Ricardo LAGOS Escobar (since 11 March 2000); note - the president is both the chief of state and head of government |
| | *cabinet:* Cabinet appointed by the president |
| | *elections:* president elected by popular vote for a six-year term; election last held 12 December 1999, with runoff election held 16 January 2000 (next to be held NA December 2005) |
| | *election results:* Ricardo LAGOS Escobar elected president; percent of vote - Ricardo LAGOS Escobar 51.32%, Joaquin LAVIN 48.68% |
| **China** | *chief of state:* President JIANG Zemin (since 27 March 1993) and Vice President HU Jintao (since 16 March 1998) |
| | *head of government:* Premier ZHU Rongji (since 18 March 1998); Vice Premiers QIAN Qichen (since 29 March 1993), LI Lanqing (29 March 1993), WU Bangguo (since 17 March 1995), and WEN Jiabao (since 18 March 1998) |
| | *cabinet:* State Council appointed by the National People's Congress (NPC) |
| | *elections:* president and vice president elected by the National People's Congress for five-year terms; elections last held 16-18 March 1998 (next to be held NA March 2003); premier nominated by the president, confirmed by the National People's Congress |
| | *election results:* JIANG Zemin reelected president by the Ninth National People's Congress with a total of 2,882 votes (36 delegates voted against him, 29 abstained, and 32 did not vote); HU Jintao elected vice president by the Ninth National People's Congress with a total of 2,841 votes (67 delegates voted against him, 39 abstained, and 32 did not vote) |
| **Christmas Island** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by the Australian governor general |
| | *head of government:* Administrator (acting) Graham NICHOLLS (since NA) |
| | *elections:* none; the monarch is hereditary; administrator appointed by the governor general of Australia and represents the monarch and Australia |
| **Cocos (Keeling) Islands** | *chief of state:* Queen ELIZABETH II (since 6 February 1952), represented by the Australian governor general |
| | *head of government:* Administrator (acting) Maureen ELLIS (since NA) |
| | *cabinet:* NA |
| | *elections:* none; the monarch is hereditary; administrator appointed by the governor general of Australia and represents the monarch and Australia |
| **Colombia** | *chief of state:* President Andres PASTRANA (since 7 August 1998); Vice President Gustavo BELL Lemus (since 7 August 1998); note - the president is both the chief of state and head of government |
| | *head of government:* President Andres PASTRANA (since 7 August 1998); Vice President Gustavo BELL Lemus (since 7 August 1998); note - the president is both the chief of state and head of government |
| | *cabinet:* Cabinet |
| | *elections:* president elected by popular vote for a four-year term; election last held 31 May 1998 (next to be held NA May 2002); vice president elected by popular vote for a four-year term in a new procedure that replaces the traditional designation of vice presidents by newly elected presidents; election last held 31 May 1998 (next to be held NA May 2002) |
| | *election results:* no candidate received more than 50% of the total vote, therefore, a run-off election to select a president from the two leading candidates was held 21 June 1998; Andres PASTRANA elected president; percent of vote - 50.3%; Gustavo BELL elected vice president; percent of vote - 50.3% |
| **Comoros** | *chief of state:* President AZALI Assoumani (since 6 May 1999); note - the interim government of President Tajiddine Ben Said MASSOUNDE, which had assumed power on 6 November 1998 upon the death of President Mohamed TAKI Abdulkarim, was overthrown in a bloodless coup on 30 April 1999 |
| | *head of government:* Prime Minister Bianrifi TARMIDI (since 2 December 1999) |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections:* president elected by popular vote for a five-year term; election last held 6 and 16 March 1996 (next to be held NA); prime minister appointed by the president |
| | *note:* President AZALI claimed a one-year term at the time of the coup; elections, in theory, should be held in the spring of 2000 but are likely to be dependent on the island of Anjouan remaining part of the federation |
| | *election results:* results of the last presidential election before the coup were: Mohamed TAKI Abdulkarim elected president; percent of vote - 64.3% |
| **Congo, Democratic Republic of the** | *chief of state:* Laurent Desire KABILA (since 17 May 1997); note - the president is both chief of state and head of government |
| | *head of government:* Laurent Desire KABILA (since 17 May 1997); note - the president is both chief of state and head of government |
| | *cabinet:* National Executive Council, appointed by the president |
| | *elections:* before Laurent Desire KABILA seized power, the president was elected by popular vote for a seven-year term; election last held 29 July 1984 (next was scheduled to be held in May 1997); formerly, the prime minister was elected by the High Council of the Republic; note - the term of the former government expired in 1991, elections were not held, and former President MOBUTU continued in office until his government was militarily defeated by KABILA on 17 May 1997 |
| | *election results:* results of the last election before the coup were: MOBUTU Sese Seko Kuku Ngbendu wa Za Banga reelected president in 1984 without opposition |
