CIA - The World Factbook -- Field Listing - Executive branch

| Country | Executive branch |
| | *elections:* president elected by popular vote for a six-year term (eligible for a second term); election last held 8 November 2005 (next to be held in 2011) |
| | *election results:* Ellen JOHNSON SIRLEAF elected president; percent of vote, second round - Ellen JOHNSON SIRLEAF 59.6%, George WEAH 40.4% |
| **Libya** | *chief of state:* Revolutionary Leader Col. Muammar Abu Minyar al-QADHAFI (since 1 September 1969); note - holds no official title, but is de facto chief of state |
| | *head of government:* Secretary of the General People's Committee (Prime Minister) al-Baghdadi Ali al-MAHMUDI (since 5 March 2006) |
| | *cabinet:* General People's Committee established by the General People's Congress |
| | *elections:* national elections are indirect through a hierarchy of people's committees; head of government elected by the General People's Congress; election last held March 2006 (next to be held NA) |
| | *election results:* NA |
| **Liechtenstein** | *chief of state:* Prince HANS ADAM II (since 13 November 1989, assumed executive powers 26 August 1984); Heir Apparent Prince ALOIS, son of the monarch (born 11 June 1968); note - on 15 August 2004, HANS ADAM transferred the official duties of the ruling prince to ALOIS, but HANS ADAM retains status of chief of state |
| | *head of government:* Head of Government (Prime Minister) Otmar HASLER (since 5 April 2001); Deputy Head of Government (Deputy Prime Minister) Klaus TSCHUETSCHER (since 21 April 2005) |
| | *cabinet:* Cabinet elected by the Parliament, confirmed by the monarch |
| | *elections:* the monarch is hereditary; following legislative elections, the leader of the majority party in the Landtag is usually appointed the head of government by the monarch and the leader of the largest minority party in the Landtag is usually appointed the deputy head of government by the monarch if there is a coalition government |
| **Lithuania** | *chief of state:* President Valdas ADAMKUS (since 12 July 2004) |
| | *head of government:* Prime Minister Andrius KUBILIUS (since 27 November 2008) |
| | *cabinet:* Council of Ministers appointed by the president on the nomination of the prime minister |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); election last held 13 and 27 June 2004 (next to be held in June 2009); prime minister appointed by the president on the approval of the Parliament |
| | *election results:* Valdas ADAMKUS elected president; percent of vote - Valdas ADAMKUS 52.2%, Kazimiera PRUNSKIENE 47.8%; Andrius KUBILIUS approved by Parliament 89-27 with 16 abstentions |
| **Luxembourg** | *chief of state:* Grand Duke HENRI (since 7 October 2000); Heir Apparent Prince GUILLAUME (son of the monarch) |
| | *head of government:* Prime Minister Jean-Claude JUNCKER (since 20 January 1995); Deputy Prime Minister Jean ASSELBORN (since 31 July 2004) |
| | *cabinet:* Council of Ministers recommended by the prime minister and appointed by the monarch |
| | *elections:* the monarch is hereditary; following popular elections to the Chamber of Deputies, the leader of the majority party or the leader of the majority coalition is usually appointed prime minister by the monarch; the deputy prime minister is appointed by the monarch; they are responsible to the Chamber of Deputies |
| | *note:* government coalition - CSV and LSAP |
| **Macau** | *chief of state:* President of China HU Jintao (since 15 March 2003) |
| | *head of government:* Chief Executive Edmund HO Hau-wah (since 20 December 1999) |
| | *cabinet:* Executive Council consists of one government secretary, three legislators, four businessmen, one pro-Beijing unionist, and one pro-Beijing educator |
| | *elections:* chief executive chosen by a 300-member Election Committee for a five-year term (eligible for a second term); election last held 29 August 2004 (next to be held in 2009) |
| | *election results:* Edmund HO Hau-wah reelected received 296 votes; three members submitted blank ballots; one member was absent |
| **Macedonia** | *chief of state:* President Branko CRVENKOVSKI (since 12 May 2004) |
| | *head of government:* Prime Minister Nikola GRUEVSKI (since 26 August 2006) |
| | *cabinet:* Council of Ministers elected by the majority vote of all the deputies in the Assembly; note - current cabinet formed by the government coalition parties VMRO/DPMNE, NSDP, PDSh/DPA, and several small parties |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); two-round election last held 14 April and 28 April 2004 (next to be held by April 2009); prime minister elected by the Assembly following legislative elections |
| | *election results:* Branko CRVENKOVSKI elected president on second-round ballot; percent of vote - Branko CRVENKOVSKI 62.7%, Sasko KEDEV 37.3% |
| **Madagascar** | *chief of state:* President Marc RAVALOMANANA (since 6 May 2002) |
| | *head of government:* Prime Minister Charles RABEMANANJARA (25 January 2007) |
| | *cabinet:* Council of Ministers appointed by the prime minister |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); election last held 3 December 2006 (next to be held in December 2011); prime minister appointed by the president |
| | *election results:* percent of vote - Marc RAVALOMANANA 54.8%, Jean LAHINIRIKO 11.7%, Roland RATSIRAKA 10.1%, Herizo RAZAFIMAHALEO 9.1%, Norbert RATSIRAHONANA 4.2%, Ny Hasina ANDRIAMANJATO 4.2%, Elia RAVELOMANANTSOA 2.6%, Pety RAKOTONIAINA 1.7%, other 1.6% |
| **Malawi** | *chief of state:* President Bingu wa MUTHARIKA (since 24 May 2004); note - the president is both the chief of state and head of government |
| | *head of government:* President Bingu wa MUTHARIKA (since 24 May 2004) |
| | *cabinet:* 46-member Cabinet named by the president |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); election last held 20 May 2004 (next to be held in May 2009) |
| | *election results:* Bingu wa MUTHARIKA elected president; percent of vote - Bingu wa MUTHARIKA 35.9%, John TEMBO 27.1%, Gwandaguluwe CHAKUAMBA 25.7%, Brown MPINGANJIRA 8.7%, Justin MALEWEZI 2.5% |
| **Malaysia** | *chief of state:* Paramount Ruler Sultan MIZAN Zainal Abidin (since 13 December 2006) |
| | *head of government:* Prime Minister ABDULLAH bin Ahmad Badawi (since 31 October 2003); Deputy Prime Minister Mohamed NAJIB bin Abdul Razak (since 7 January 2004) |
| | *cabinet:* Cabinet appointed by the prime minister from among the members of Parliament with consent of the paramount ruler |
| | *elections:* paramount ruler elected by and from the hereditary rulers of nine of the states for five-year terms; election last held on 3 November 2006 (next to be held in 2011); prime minister designated from among the members of the House of Representatives; following legislative elections, the leader of the party that wins a plurality of seats in the House of Representatives becomes prime minister |
| | *election results:* Sultan MIZAN Zainal Abidin elected paramount ruler |
| | *note:* position of paramount ruler is primarily ceremonial; in practice, selection is based on principle of rotation among rulers of states |
| **Maldives** | *chief of state:* President Mohamed NASHEED (since 11 November 2008); Vice President (vacant); note - the president is both the chief of state and head of government |
| | *head of government:* President Mohamed NASHEED (since 11 November 2008); Vice President (vacant) |
| | *cabinet:* Cabinet of Ministers appointed by the president |
| | *elections:* under the new constitution, the president is elected by direct vote; president elected for a five-year term (eligible for a second term); election last held 8 and 28 October 2008 (next to be held in 2013) |
| | *election results:* Mohamed NASHEED elected president; percent of vote - NASHEED 54.25%, Maumoon Abdul GAYOOM 45.75%; note - NASHEED is expected to assume office on 11 November 2008 |
| **Mali** | *chief of state:* President Amadou Toumani TOURE (since 8 June 2002) |
| | *head of government:* Prime Minister Modibo SIDIBE (since 28 September 2007) |
| | *cabinet:* Council of Ministers appointed by the prime minister |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); election last held on 29 April 2007 (next to be held in April 2012); prime minister appointed by the president |
| | *election results:* Amadou Toumani TOURE reelected president; percent of vote - Amadou Toumani TOURE 71.2%, Ibrahim Boubacar KEITA 19.2%, other 9.6% |
| **Malta** | *chief of state:* President Edward FENECH ADAMI (since 4 April 2004) |
| | *head of government:* Prime Minister Lawrence GONZI (since 23 March 2004) |
| | *cabinet:* Cabinet appointed by the president on the advice of the prime minister |
| | *elections:* president elected by the House of Representatives for a five-year term (eligible for a second term); election last held on 29 March 2004 (next to be held by April 2009); following legislative elections, the leader of the majority party or leader of a majority coalition is usually appointed prime minister by the president for a five-year term; the deputy prime minister is appointed by the president on the advice of the prime minister |
| | *election results:* Eddie FENECH ADAMI elected president; House of Representatives vote - 33 out of 65 votes |
| **Marshall Islands** | *chief of state:* President Litokwa TOMEING (since 7 January 2008); note - the president is both the chief of state and head of government |
| | *head of government:* President Litokwa TOMEING (since 7 January 2008) |
| | *cabinet:* Cabinet selected by the president from among the members of the legislature |
| | *elections:* president elected by Parliament from among its members for a four-year term; election last held 7 January 2008 (next to be held in 2012) |
| | *election results:* Litokwa TOMEING elected president; TOMEING received 18 votes to 15 for incumbent Kessai Hesa NOTE |
| **Mauritania** | *chief of state:* Gen. Mohamed Ould Abdel AZIZ who led a coup that deposed the democratically elected President Sidi Ould Cheikh ABDELLAHI on 6 August 2008 |
| | *head of government:* Prime Minister Moulaye Ould Mohamed LAGHDAF (since 14 August 2008) |
| | *cabinet:* Council of Ministers |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second consecutive term); election last held 11 March 2007 with a runoff between the two leading candidates held on 25 March 2007 (next to be held 2012); prime minister appointed by the president |
| | *election results:* percent of vote - (second round) Sidi Ould Cheikh ABDELLAHI 52.8%, Ahmed Ould DADDAH 47.2% |
| **Mauritius** | *chief of state:* President Sir Anerood JUGNAUTH (since 7 October 2003); Vice President Abdool Raouf BUNDHUN (since 25 February 2002) |
| | *head of government:* Prime Minister Navinchandra RAMGOOLAM (since 5 July 2005) |
| | *cabinet:* Council of Ministers appointed by the president on the recommendation of the prime minister |
| | *elections:* president and vice president elected by the National Assembly for five-year terms (eligible for a second term); election last held 19 September 2008 (next to be held in 2013); prime minister and deputy prime minister appointed by the president, responsible to the National Assembly |
| | *election results:* Sir Anerood JUGNAUTH reelected president by unanimous vote; percent of vote by the National Assembly - NA% |
| **Mayotte** | *chief of state:* President Nicolas SARKOZY (since 16 May 2007); represented by Prefect Denis ROBIN (since 28 July 2008) |
| | *head of government:* President of the General Council Said Omar OILI (since 8 April 2004) |
| | *cabinet:* NA |
| | *elections:* French president elected by popular vote for a five-year term; prefect appointed by the French president on the advice of the French Ministry of the Interior; president of the General Council elected by the members of the General Council for a six-year term; next election to be held in 2010 |
| **Mexico** | *chief of state:* President Felipe de Jesus CALDERON Hinojosa (since 1 December 2006); note - the president is both the chief of state and head of government |
| | *head of government:* President Felipe de Jesus CALDERON Hinojosa (since 1 December 2006) |
| | *cabinet:* Cabinet appointed by the president; note - appointment of attorney general requires consent of the Senate |
| | *elections:* president elected by popular vote for a single six-year term; election last held on 2 July 2006 (next to be held 1 July 2012) |
| | *election results:* Felipe CALDERON elected president; percent of vote - Felipe CALDERON 35.89%, Andres Manuel LOPEZ OBRADOR 35.31%, Roberto MADRAZO 22.26%, other 6.54% |
| **Micronesia, Federated States of** | *chief of state:* President Emanuel MORI (since 11 May 2007); Vice President Alik L. ALIK (since 11 May 2007); note - the president is both the chief of state and head of government |
| | *head of government:* President Emanuel MORI (since 11 May 2007); Vice President Alik L. ALIK (since 11 May 2007) |
| | *cabinet:* Cabinet includes the vice president and the heads of the eight executive departments |
| | *elections:* president and vice president elected by Congress from among the four senators at large for a four-year term (eligible for a second term); election last held 11 May 2007 (next to be held May 2011); note - a proposed constitutional amendment to establish popular elections for president and vice president failed |
| | *election results:* Emanuel MORI elected president; percent of Congress vote - NA; Alik L. ALIK elected vice president; percent of Congress vote - NA |
| **Moldova** | *chief of state:* President Vladimir VORONIN (since 4 April 2001) |
| | *head of government:* Prime Minister Zinaida GRECEANII (since 31 March 2008); First Deputy Prime Minister Igor DODON (since 31 March 2008) |
| | *cabinet:* Cabinet selected by president, subject to approval of Parliament |
| | *elections:* president elected by Parliament for a four-year term (eligible for a second term); election last held 4 April 2005 (next to be held in 2009); note - prime minister designated by the president upon consultation with Parliament; within 15 days from designation, the prime minister-designate must request a vote of confidence from the Parliament regarding his/her work program and entire cabinet; prime minister designated 21 March 2008; cabinet received a vote of confidence 31 March 2008 |
| | *election results:* Vladimir VORONIN reelected president; parliamentary votes - Vladimir VORONIN 75, Gheorghe DUCA 1; Zinaida GRECEANII designated prime minister; parliamentary votes of confidence - 56 of 101 |
| **Monaco** | *chief of state:* Prince ALBERT II (since 6 April 2005) |
| | *head of government:* Minister of State Jean-Paul PROUST (since 1 June 2005) |
| | *cabinet:* Council of Government is under the authority of the monarch |
| | *elections:* the monarchy is hereditary; minister of state appointed by the monarch from a list of three French national candidates presented by the French Government |
| **Mongolia** | *chief of state:* President Nambaryn ENKHBAYAR (since 24 June 2005) |
| | *head of government:* Prime Minister Sanjaa BAYAR (since 22 November 2007); First Deputy Prime Minister (Norov ALTANKHUYAG (since 27 September 2008); Vice Prime Minister Miegombyn ENKHBOLD (since 6 December 2007) |
| | *cabinet:* Cabinet nominated by the prime minister in consultation with the president and confirmed by the State Great Hural (parliament) |
| | *elections:* presidential candidates nominated by political parties represented in State Great Hural and elected by popular vote for a four-year term (eligible for a second term); election last held 22 May 2005 (next to be held in May 2009); following legislative elections, leader of majority party or majority coalition is usually elected prime minister by State Great Hural |
| | *election results:* Nambaryn ENKHBAYAR elected president; percent of vote - Nambaryn ENKHBAYAR 53.44%, Mendsaikhanin ENKHSAIKHAN 20.05%, Bazarsadyn JARGALSAIKHAN 13.92%, Badarchyn ERDENEBAT 12.59%; Miegombyn ENKHBOLD elected prime minister by the State Great Hural 56 to 10 |
| **Montenegro** | *chief of state:* President Filip VUJANOVIC (since 11 May 2003) |
| | *head of government:* Prime Minister Milo DJUKANOVIC (since 29 February 2008) |
| | *cabinet:* Ministries act as cabinet |
| | *elections:* president elected by direct vote for five-year term (eligible for a second term); election last held 6 April 2008 (next to be held in 2013); prime minister proposed by president, accepted by Assembly |
| | *election results:* Filip VUJANOVIC reelected president; Filip VUJANOVIC 51.89%, Andrija MANDIC 19.55%, Nebojsa MEDOJEVIC 16.64%, Srdan MILIC 11.92% |
| **Montserrat** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by Governor Peter A. WATERWORTH (since 27 July 2007) |
| | *head of government:* Chief Minister Lowell LEWIS (since 2 June 2006) |
| | *cabinet:* Executive Council consists of the governor, the chief minister, three other ministers, the attorney general, and the finance secretary |
| | *elections:* the monarch is hereditary; governor appointed by the monarch; following legislative elections, the leader of the majority party usually becomes chief minister |
| **Morocco** | *chief of state:* King MOHAMED VI (since 30 July 1999) |
| | *head of government:* Prime Minister Abbas EL FASSI (since 19 September 2007) |
| | *cabinet:* Council of Ministers appointed by the monarch |
| | *elections:* the monarch is hereditary; prime minister appointed by the monarch following legislative elections |
| **Mozambique** | *chief of state:* President Armando GUEBUZA (since 2 February 2005) |
| | *head of government:* Prime Minister Luisa DIOGO (since 17 February 2004) |
| | *cabinet:* Cabinet |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); election last held 1-2 December 2004 (next to be held in December 2009); prime minister appointed by the president |
| | *election results:* Armando GUEBUZA elected president; percent of vote - Armando GUEBUZA 63.7%, Afonso DHLAKAMA 31.7% |
| **Namibia** | *chief of state:* President Hifikepunye POHAMBA (since 21 March 2005) |
| | *head of government:* Prime Minister Nahas ANGULA (since 21 March 2005) |
| | *cabinet:* Cabinet appointed by the president from among the members of the National Assembly |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); election last held 15 November 2004 (next to be held in November 2009) |
| | *election results:* Hifikepunye POHAMBA elected president; percent of vote - Hifikepunye POHAMBA 76.4%, Den ULENGA 7.3%, Katuutire KAURA 5.1%, Kuaima RIRUAKO 4.2%, Justus GAROEB 3.8%, other 3.2% |
| **Nauru** | *chief of state:* President Marcus STEPHEN (since 19 December 2007); note - the president is both the chief of state and head of government |
| | *head of government:* President Marcus STEPHEN (since 19 December 2007); note - President Ludwig SCOTTY defeated in a no confidence vote in parliament on 19 December 2007 |
| | *cabinet:* Cabinet appointed by the president from among the members of Parliament |
| | *elections:* president elected by Parliament for a three-year term; election last held 19 December 2007 (next to be held in 2010) |
| | *election results:* NA |
| **Nepal** | *chief of state:* President Ram Baran YADAV (as of 23 July 2008); Vice President Paramananda JHA (as of 23 July 2008) |
| | *head of government:* Prime Minister Pushpa Kamal DAHAL (as of 18 August 2008); Deputy Prime Minister Bamdev GAUTAM |
| | *cabinet:* selected by the prime minister |
| | *elections:* president elected by Parliament; term NA; election last held 21 July 2008 |
| | *election results:* Ram Baran YADAV elected president by the Constituent Assembly in a second round of voting on 21 July 2008; Ram Baran YADAV 308, Ram Jaja Prasad SINGH 282 |
| **Netherlands** | *chief of state:* Queen BEATRIX (since 30 April 1980); Heir Apparent WILLEM-ALEXANDER (born 27 April 1967), son of the monarch |
| | *head of government:* Prime Minister Jan Peter BALKENENDE (since 22 July 2002); Deputy Prime Ministers Wouter BOS (since 22 February 2007) and Andre ROUVOET (since 22 February 2007) |
| | *cabinet:* Council of Ministers appointed by the monarch |
| | *elections:* the monarchy is hereditary; following Second Chamber elections, the leader of the majority party or leader of a majority coalition is usually appointed prime minister by the monarch; deputy prime ministers appointed by the monarch |
| | *note:* there is also a Council of State composed of the monarch, heir apparent, and councilors that provides consultations to the cabinet on legislative and administrative policy |
| **Netherlands Antilles** | *chief of state:* Queen BEATRIX of the Netherlands (since 30 April 1980); represented by Governor General Frits GOEDGEDRAG (since 1 July 2002) |
| | *head of government:* Prime Minister Emily de JONGH-ELHAGE (since 26 March 2006) |
| | *cabinet:* Council of Ministers elected by the Staten (legislature) |
| | *elections:* the monarch is hereditary; governor general appointed by the monarch for a six-year term; following legislative elections, the leader of the majority party is usually elected prime minister by the Staten; election last held 27 January 2006 (next to be held by 2010) |
| | *note:* government coalition - PAR, PNP, DP-St. M, UPB, WIPM Saba, DP-St. E |
| **New Caledonia** | *chief of state:* President Nicolas SARKOZY (since 16 May 2007); represented by High Commissioner Yves DASSONVILLE (since 9 November 2007) |
| | *head of government:* President of the Government Harold MARTIN (since 7 August 2007) |
| | *cabinet:* Cabinet consisting of 11 members elected from and by the Territorial Congress |
| | *elections:* French president elected by popular vote for a five-year term; high commissioner appointed by the French president on the advice of the French Ministry of Interior; president of the government elected by the members of the Territorial Congress for a five-year term (no term limits); note - last election held 7 August 2007 when Harold MARTIN was elected following the resignation of Marie-Noelle THEMEREAU as president on 24 July 2007 (next to be held in 2012) |
| **New Zealand** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by Governor General Anand SATYANAND (since 23 August 2006) |
| | *head of government:* Prime Minister John KEY (since 19 November 2008); Deputy Prime Minister Bill ENGLISH (since 19 November 2008) |
| | *cabinet:* Executive Council appointed by the governor general on the recommendation of the prime minister |
| | *elections:* the monarch is hereditary; governor general appointed by the monarch; following legislative elections, the leader of the majority party or the leader of a majority coalition is usually appointed prime minister by the governor general; deputy prime minister appointed by the governor general |
| **Nicaragua** | *chief of state:* President Daniel ORTEGA Saavedra (since 10 January 2007); Vice President Jaime MORALES Carazo (since 10 January 2007); note - the president is both chief of state and head of government |
| | *head of government:* President Daniel ORTEGA Saavedra (since 10 January 2007); Vice President Jaime MORALES Carazo (since 10 January 2007) |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections:* president and vice president elected on the same ticket by popular vote for a five-year term (eligible for a second term so long as it is not consecutive); election last held 5 November 2006 (next to be held by November 2011) |
| | *election results:* Daniel ORTEGA Saavedra elected president - 38.07%, Eduardo MONTEALEGRE 29%, Jose RIZO 26.21%, Edmundo JARQUIN 6.44% |
| **Niger** | *chief of state:* President Mamadou TANDJA (since 22 December 1999) |
| | *head of government:* Prime Minister Seyni OUMAROU (since 3 June 2007); appointed by the president and shares some executive responsibilities with the president |
| | *cabinet:* 26-member Cabinet appointed by the president |
| | *elections:* president elected by popular vote for a five-year term (eligible for a second term); second round of election last held 4 December 2004 (next to be held December 2009) |
| | *election results:* Mamadou TANDJA reelected president; percent of vote - Mamadou TANDJA 65.5%, Mahamadou ISSOUFOU 34.5% |
| **Nigeria** | *chief of state:* President Umaru Musa YAR'ADUA (since 29 May 2007); note - the president is both the chief of state and head of government |
| | *head of government:* President Umaru Musa YAR'ADUA (since 29 May 2007) |
| | *cabinet:* Federal Executive Council |
| | *elections:* president is elected by popular vote for a four-year term (eligible for a second term); election last held 21 April 2007 (next to be held in April 2011) |
| | *election results:* Umaru Musa YAR'ADUA elected president; percent of vote - Umaru Musa YAR'ADUA 69.8%, Muhammadu BUHARI 18.7%, Atiku ABUBAKAR 7.5%, Orji Uzor KALU 1.7%, other 2.3% |
| **Niue** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by Governor General of New Zealand Anand SATYANAND (since 23 August 2006); the UK and New Zealand are represented by New Zealand High Commissioner John BRYAN (since May 2000) |
| | *head of government:* Premier Toke TALAGI (since 18 June 2008) |
| | *cabinet:* Cabinet consists of the premier and three ministers |
| | *elections:* the monarch is hereditary; premier elected by the Legislative Assembly for a three-year term; election last held 18 June 2008 (next to be held in 2011) |
| | *election results:* Toke TALAGI defeats incumbent Young VIVIAN in Legislative Assembly vote; Toke TALAGI - 14, Young VIVIAN - 5 |
| **Norfolk Island** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by the Australian governor general |
| | *head of government:* Acting Administrator Owen WALSH (since October 2007) |
| | *cabinet:* Executive Council is made up of four of the nine members of the Legislative Assembly; the council devises government policy and acts as an advisor to the administrator |
| | *elections:* the monarch is hereditary; administrator appointed by the governor general of Australia and represents the monarch and Australia |
| **Northern Mariana Islands** | *chief of state:* President George W. BUSH of the US (since 20 January 2001); Vice President Richard B. CHENEY (since 20 January 2001) |
| | *head of government:* Governor Benigno R. FITIAL (since 9 January 2006); Lieutenant Governor Timothy P. VILLAGOMEZ (since 9 January 2006) |
| | *cabinet:* the cabinet consists of the heads of the 10 principal departments under the executive branch who are appointed by the governor with the advice and consent of the Senate; other members include Special Assistants to the governor and office heads appointed by and reporting directly to the governor |
| | *elections:* under the US Constitution, residents of unincorporated territories, such as the Commonwealth of the Northern Mariana Islands, do not vote in elections for US president and vice president; however, they may vote in the Democratic and Republican presidential primary elections; governor and lieutenant governor elected on the same ticket by popular vote for four-year terms (eligible for a second term); election last held 5 November 2005 (next to be held in November 2009) |
| | *election results:* Benigno R. FITIAL elected governor in a four-way race; percent of vote - Benigno R. FITIAL 28.07%, Heinz HOFSCHNEIDER 27.34%, Juan BABAUTA 26.6%, Froilan TENORIO 17.99% |
| **Norway** | *chief of state:* King HARALD V (since 17 January 1991); Heir Apparent Crown Prince HAAKON MAGNUS, son of the monarch (born 20 July 1973) |
| | *head of government:* Prime Minister Jens STOLTENBERG (since 17 October 2005) |
| | *cabinet:* State Council appointed by the monarch with the approval of parliament |
| | *elections:* the monarch is hereditary; following parliamentary elections, the leader of the majority party or the leader of the majority coalition is usually appointed prime minister by the monarch with the approval of the parliament |
| **Oman** | *chief of state:* Sultan and Prime Minister QABOOS bin Said al-Said (sultan since 23 July 1970 and prime minister since 23 July 1972); note - the monarch is both the chief of state and head of government |
| | *head of government:* Sultan and Prime Minister QABOOS bin Said al-Said (sultan since 23 July 1970 and prime minister since 23 July 1972) |
| | *cabinet:* Cabinet appointed by the monarch |
| | *elections:* the monarch is hereditary |
| **Pakistan** | *chief of state:* President Asif Ali ZARDARI (since 6 September 2008) |
| | *head of government:* Prime Minister Syed Yousuf Raza GILANI (since 25 March 2008) |
| | *cabinet:* Cabinet appointed by the president upon the advice of the prime minister |
| | *elections:* the president is elected by secret ballot through an Electoral College comprising the members of the Senate, National Assembly, and the provincial assemblies for a five-year term; election last held on 6 September 2008 (next to be held not later than 2013); note - any person who is a Muslim and not less than 45 years of age and is qualified to be elected as a member of the National Assembly can contest the presidential election; the prime minister is selected by the National Assembly; election last held on 24 March 2008 |
| | *election results:* ZARDARI elected; ZARDARI 481 votes, SIDDIQUI 153 votes, HUSSAIN 44 votes; GILANI elected prime minister; GILANI 264 votes, Pervaiz ELAHI 42 votes; several abstentions |
| **Palau** | *chief of state:* President Tommy Esang REMENGESAU, Jr. (since 19 January 2001); Vice President Camsek CHIN (since 1 January 2005); note - the president is both the chief of state and head of government |
| | *head of government:* President Tommy Esang REMENGESAU, Jr. (since 19 January 2001); Vice President Camsek CHIN (since 1 January 2005) |
| | *cabinet:* NA |
| | *elections:* president and vice president elected on separate tickets by popular vote for four-year terms (eligible for a second term); election last held 4 November 2008 (next to be held in November 2012) |
| | *election results:* Johnson TORIBIONG (51%) defeats Elias Camsek CHIN (49%) for president; Kerai MARIUR elected vice president |
| **Panama** | *chief of state:* President Martin TORRIJOS Espino (since 1 September 2004); First Vice President Samuel LEWIS Navarro (since 1 September 2004); Second Vice President Ruben AROSEMENA Valdes (since 1 September 2004); note - the president is both the chief of state and head of government |
| | *head of government:* President Martin TORRIJOS Espino (since 1 September 2004); First Vice President Samuel LEWIS Navarro (since 1 September 2004); Second Vice President Ruben AROSEMENA Valdes (since 1 September 2004) |
| | *cabinet:* Cabinet appointed by the president |
| | *elections:* president and vice presidents elected on the same ticket by popular vote for five-year terms (not eligible for immediate reelection; president and vice presidents must sit out two additional terms (10 years) before becoming eligible for reelection); election last held 2 May 2004 (next to be held on 3 May 2009); note - beginning in 2009, Panama will have only one vice president |
| | *election results:* Martin TORRIJOS Espino elected president; percent of vote - Martin TORRIJOS Espino 47.5%, Guillermo ENDARA Galimany 30.6%, Jose Miguel ALEMAN 17%, Ricardo MARTINELLI 4.9% |
| | *note:* government coalition - PRD (Democratic Revolutionary Party), PP (Popular Party) |
| **Papua New Guinea** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by governor general Sir Paulius MATANE (since 29 June 2004) |
| | *head of government:* Prime Minister Sir Michael SOMARE (since 2 August 2002); Deputy Prime Minister Puka TEMU (since 29 August 2007) |
| | *cabinet:* National Executive Council appointed by governor general on recommendation of prime minister |
| | *elections:* monarch is hereditary; governor general nominated by parliament and appointed by chief of state; following legislative elections, leader of majority party or leader of majority coalition usually is appointed prime minister by governor general |
| **Paraguay** | *chief of state:* President Fernando Armindo LUGO Mendez (since 15 August 2008); Vice President Federico FRANCO (since 15 August 2008); note - the president is both the chief of state and head of government |
| | *head of government:* President Fernando Armindo LUGO Mendez (since 15 August 2008); Vice President Federico FRANCO (since 15 August 2008) |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections:* president and vice president elected on the same ticket by popular vote for a single five-year term; election last held 20 April 2008 (next to be held April 2013) |
| | *election results:* Fernando Armindo LUGO Mendez elected president; percent of vote - Fernando Armindo LUGO Mendez 40.8%, Blanca OVELAR 30.6%, Lino OVIEDO 21.9%, Pedro FADUL 2.4%, other 4.3% |
| **Peru** | *chief of state:* President Alan GARCIA Perez (since 28 July 2006); First Vice President Luis GIAMPIETRI Rojas; Second Vice President Lourdes MENDOZA del Solar (since 28 July 2006); note - the president is both the chief of state and head of government |
| | *head of government:* President Alan GARCIA Perez (since 28 July 2006); First Vice President Luis GIAMPIETRI Rojas; Second Vice President Lourdes MENDOZA del Solar (since 28 July 2006) |
| | *note:* Prime Minister Yehude SIMON Munaro (since 14 October 2008) does not exercise executive power; this power is in the hands of the president |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections:* president elected by popular vote for a five-year term (eligible for a nonconsecutive reelection); presidential and congressional elections held 9 April 2006 with runoff election held 4 June 2006; next to be held in April 2011 |
| | *election results:* Alan GARCIA elected president in runoff election; percent of vote - Alan GARCIA 52.5%, Ollanta HUMALA Tasso 47.5% |
| **Philippines** | *chief of state:* President Gloria MACAPAGAL-ARROYO (since 20 January 2001); note - president is both chief of state and head of government |
| | *head of government:* President Gloria MACAPAGAL-ARROYO (since 20 January 2001) |
| | *cabinet:* Cabinet appointed by the president with consent of Commission of Appointments |
| | *elections:* president and vice president (Manuel "Noli" DE CASTRO) elected on separate tickets by popular vote for a single six-year term; election last held on 10 May 2004 (next to be held in May 2010) |
| | *election results:* Gloria MACAPAGAL-ARROYO elected president; percent of vote - Gloria MACAPAGAL-ARROYO 40%, Fernando POE 37%, three others 23% |
| **Pitcairn Islands** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by UK High Commissioner to New Zealand and Governor (nonresident) of the Pitcairn Islands George FERGUSSON (since April 2006); Commissioner (nonresident) Leslie JAQUES (since September 2003) serves as liaison between the governor and the Island Council |
| | *head of government:* Governor George FERGUSSON (since April 2006); Mayor and Chairman of the Island Council Mike WARREN (since 1 January 2008) |
| | *cabinet:* NA |
| | *elections:* the monarchy is hereditary; governor and commissioner appointed by the monarch; island mayor elected by popular vote for a three-year term; election last held December 2004 (next to be held in December 2007) |
| | *election results:* Jay WARREN elected mayor and chairman of the Island Council |
