CIA - The World Factbook -- Field Listing - Electricity - imports

| Country | Electricity - imports (kWh) |
| **Portugal** | 9.626 billion kWh (2005) |
| **Puerto Rico** | 0 kWh (2005) |
| **Qatar** | 0 kWh (2005) |
| **Romania** | 2.321 billion kWh (2005) |
| **Russia** | 10.14 billion kWh (2005) |
| **Rwanda** | 120 million kWh (2005) |
| **Saint Helena** | 0 kWh (2005) |
| **Saint Kitts and Nevis** | 0 kWh (2005) |
| **Saint Lucia** | 0 kWh (2005) |
| **Saint Pierre and Miquelon** | 0 kWh (2005) |
| **Saint Vincent and the Grenadines** | 0 kWh (2005) |
| **Samoa** | 0 kWh (2005) |
| **Sao Tome and Principe** | 0 kWh (2005) |
| **Saudi Arabia** | 0 kWh (2005) |
| **Senegal** | 0 kWh (2005) |
| **Serbia** | 11.23 billion kWh (excluding Kosovo; imports from Montenegro) (2004) |
| **Seychelles** | 0 kWh (2005) |
| **Sierra Leone** | 0 kWh (2005) |
| **Singapore** | 0 kWh (2005) |
| **Slovakia** | 8.005 billion kWh (2005) |
| **Slovenia** | 4.07 billion kWh (2006) |
| **Solomon Islands** | 0 kWh (2005) |
| **Somalia** | 0 kWh (2005) |
| **South Africa** | 11.08 billion kWh (2005) |
| **Spain** | 10.21 billion kWh (2005) |
| **Sri Lanka** | 0 kWh (2005) |
| **Sudan** | 0 kWh (2005) |
| **Suriname** | 0 kWh (2005) |
| **Swaziland** | 872 million kWh; note - electricity supplied by South Africa (2005) |
| **Sweden** | 14.58 billion kWh (2005) |
| **Switzerland** | 38.35 billion kWh (2005) |
| **Syria** | 0 kWh (2005) |
| **Taiwan** | 0 kWh (2005) |
| **Tajikistan** | 4.508 billion kWh (2005) |
| **Tanzania** | 136 million kWh (2005) |
| **Thailand** | 4.419 billion kWh (2005) |
| **Timor-Leste** | 0 kWh (2005) |
| **Togo** | 486 million kWh; note - electricity supplied by Ghana (2005) |
| **Tonga** | 0 kWh (2005) |
| **Trinidad and Tobago** | 0 kWh (2005) |
| **Tunisia** | 0 kWh (2005) |
| **Turkey** | 636 million kWh (2005) |
| **Turkmenistan** | 0 kWh (2005) |
| **Turks and Caicos Islands** | 0 kWh (2005) |
| **Uganda** | 0 kWh (2005) |
| **Ukraine** | 20 billion kWh (2006) |
| **United Arab Emirates** | 0 kWh (2005) |
| **United Kingdom** | 11.16 billion kWh (2005) |
| **United States** | 44.53 billion kWh (2005) |
| **Uruguay** | 1.585 billion kWh (2005) |
| **Uzbekistan** | 10.5 billion kWh (2006 est.) |
| **Vanuatu** | 0 kWh (2005) |
| **Venezuela** | 0 kWh (2005) |
| **Vietnam** | 0 kWh (2005) |
| **Virgin Islands** | 0 kWh (2005) |
| **Wallis and Futuna** | 0 kWh (2002) |
| **West Bank** | NA kWh |
| **Western Sahara** | 0 kWh (2005) |
| **World** | 633.2 billion kWh (2005) |
| **Yemen** | 0 kWh (2005) |
| **Zambia** | 465 million kWh (2005) |
| **Zimbabwe** | 3.013 billion kWh (2005) |

This page was last updated on 13 December, 2007
 
