CIA - The World Factbook --  Suffrage   

This entry gives the age at enfranchisement and whether the right to vote is universal or restricted.

| Rank | country | Suffrage | Date of Information |
| 46 | Sri Lanka | 18.00 | NA |
| 47 | Congo, Republic of the | 18.00 | NA |
| 48 | Congo, Democratic Republic of the | 18.00 | NA |
| 49 | China | 18.00 | NA |
| 50 | Chile | 18.00 | NA |
| 51 | Cayman Islands | 18.00 | NA |
| 52 | Cocos (Keeling) Islands | 18.00 | NA |
| 53 | Comoros | 18.00 | NA |
| 54 | Colombia | 18.00 | NA |
| 55 | Northern Mariana Islands | 18.00 | NA |
| 56 | Costa Rica | 18.00 | NA |
| 57 | Central African Republic | 18.00 | NA |
| 58 | Cabo Verde | 18.00 | NA |
| 59 | Cook Islands | 18.00 | NA |
| 60 | Cyprus | 18.00 | NA |
| 61 | Denmark | 18.00 | NA |
| 62 | Djibouti | 18.00 | NA |
| 63 | Dominica | 18.00 | NA |
| 64 | Dominican Republic | 18.00 | NA |
| 65 | Egypt | 18.00 | NA |
| 66 | Ireland | 18.00 | NA |
| 67 | Equatorial Guinea | 18.00 | NA |
| 68 | Estonia | 18.00 | NA |
| 69 | Eritrea | 18.00 | NA |
| 70 | El Salvador | 18.00 | NA |
| 71 | Ethiopia | 18.00 | NA |
| 72 | Czech Republic | 18.00 | NA |
| 73 | Finland | 18.00 | NA |
| 74 | Falkland Islands (Islas Malvinas) | 18.00 | NA |
| 75 | Micronesia, Federated States of | 18.00 | NA |
| 76 | Faroe Islands | 18.00 | NA |
| 77 | French Polynesia | 18.00 | NA |
| 78 | France | 18.00 | NA |
| 79 | Gambia, The | 18.00 | NA |
| 80 | Gabon | 18.00 | NA |
| 81 | Georgia | 18.00 | NA |
| 82 | Ghana | 18.00 | NA |
| 83 | Gibraltar | 18.00 | NA |
| 84 | Grenada | 18.00 | NA |
| 85 | Greenland | 18.00 | NA |
| 86 | Germany | 18.00 | NA |
| 87 | Guam | 18.00 | NA |
| 88 | Greece | 18.00 | NA |
| 89 | Guatemala | 18.00 | NA |
| 90 | Guinea | 18.00 | NA |
| 91 | Guyana | 18.00 | NA |
| 92 | Haiti | 18.00 | NA |
| 93 | Hong Kong | 18.00 | NA |
| 94 | Honduras | 18.00 | NA |
| 95 | Croatia | 18.00 | NA |
| 96 | Hungary | 18.00 | NA |
| 97 | Iceland | 18.00 | NA |
| 98 | India | 18.00 | NA |
| 99 | Iran | 18.00 | NA |
| 100 | Israel | 18.00 | NA |
| 101 | Italy | 18.00 | NA |
| 102 | Cote d'Ivoire | 18.00 | NA |
| 103 | Iraq | 18.00 | NA |
| 104 | Jamaica | 18.00 | NA |
| 105 | Jordan | 18.00 | NA |
| 106 | Kenya | 18.00 | NA |
| 107 | Kyrgyzstan | 18.00 | NA |
| 108 | Kiribati | 18.00 | NA |
| 109 | Christmas Island | 18.00 | NA |
| 110 | Kosovo | 18.00 | NA |
| 111 | Kazakhstan | 18.00 | NA |
| 112 | Laos | 18.00 | NA |
| 113 | Latvia | 18.00 | NA |
| 114 | Lithuania | 18.00 | NA |
| 115 | Liberia | 18.00 | NA |
| 116 | Slovakia | 18.00 | NA |
| 117 | Liechtenstein | 18.00 | NA |
| 118 | Lesotho | 18.00 | NA |
| 119 | Luxembourg | 18.00 | NA |
| 120 | Libya | 18.00 | NA |
| 121 | Madagascar | 18.00 | NA |
| 122 | Macau | 18.00 | NA |
| 123 | Moldova | 18.00 | NA |
| 124 | Mongolia | 18.00 | NA |
| 125 | Montserrat | 18.00 | NA |
| 126 | Malawi | 18.00 | NA |
| 127 | Montenegro | 18.00 | NA |
| 128 | Macedonia | 18.00 | NA |
| 129 | Mali | 18.00 | NA |
| 130 | Monaco | 18.00 | NA |
| 131 | Morocco | 18.00 | NA |
| 132 | Mauritius | 18.00 | NA |
| 133 | Mauritania | 18.00 | NA |
| 134 | Malta | 18.00 | NA |
| 135 | Maldives | 18.00 | NA |
| 136 | Mexico | 18.00 | NA |
| 137 | Mozambique | 18.00 | NA |
| 138 | New Caledonia | 18.00 | NA |
| 139 | Niue | 18.00 | NA |
| 140 | Norfolk Island | 18.00 | NA |
| 141 | Niger | 18.00 | NA |
| 142 | Vanuatu | 18.00 | NA |
| 143 | Nigeria | 18.00 | NA |
| 144 | Netherlands | 18.00 | NA |
| 145 | Norway | 18.00 | NA |
| 146 | Nepal | 18.00 | NA |
| 147 | Suriname | 18.00 | NA |
| 148 | New Zealand | 18.00 | NA |
| 149 | South Sudan | 18.00 | NA |
| 150 | Paraguay | 18.00 | NA |
| 151 | Pitcairn Islands | 18.00 | NA |
| 152 | Peru | 18.00 | NA |
| 153 | Pakistan | 18.00 | NA |
| 154 | Poland | 18.00 | NA |
| 155 | Panama | 18.00 | NA |
| 156 | Portugal | 18.00 | NA |
| 157 | Papua New Guinea | 18.00 | NA |
| 158 | Palau | 18.00 | NA |
| 159 | Guinea-Bissau | 18.00 | NA |
| 160 | Qatar | 18.00 | NA |
| 161 | Serbia | 18.00 | NA |
| 162 | Marshall Islands | 18.00 | NA |
| 163 | Saint Martin | 18.00 | NA |
| 164 | Romania | 18.00 | NA |
| 165 | Philippines | 18.00 | NA |
| 166 | Puerto Rico | 18.00 | NA |
| 167 | Russia | 18.00 | NA |
| 168 | Rwanda | 18.00 | NA |
| 169 | Saint Pierre and Miquelon | 18.00 | NA |
| 170 | Saint Kitts and Nevis | 18.00 | NA |
| 171 | Seychelles | 18.00 | NA |
| 172 | South Africa | 18.00 | NA |
| 173 | Senegal | 18.00 | NA |
| 174 | Slovenia | 18.00 | NA |
| 175 | Sierra Leone | 18.00 | NA |
| 176 | San Marino | 18.00 | NA |
| 177 | Somalia | 18.00 | NA |
| 178 | Spain | 18.00 | NA |
| 179 | Saint Lucia | 18.00 | NA |
| 180 | Sweden | 18.00 | NA |
| 181 | Syria | 18.00 | NA |
| 182 | Switzerland | 18.00 | NA |
| 183 | Trinidad and Tobago | 18.00 | NA |
| 184 | Thailand | 18.00 | NA |
| 185 | Tajikistan | 18.00 | NA |
| 186 | Turks and Caicos Islands | 18.00 | NA |
| 187 | Togo | 18.00 | NA |
| 188 | Sao Tome and Principe | 18.00 | NA |
| 189 | Tunisia | 18.00 | NA |
| 190 | Turkey | 18.00 | NA |
| 191 | Tuvalu | 18.00 | NA |
| 192 | Turkmenistan | 18.00 | NA |
| 193 | Tanzania | 18.00 | NA |
| 194 | Uganda | 18.00 | NA |
| 195 | United Kingdom | 18.00 | NA |
| 196 | Ukraine | 18.00 | NA |
| 197 | United States | 18.00 | NA |
| 198 | Uruguay | 18.00 | NA |
| 199 | Uzbekistan | 18.00 | NA |
| 200 | Saint Vincent and the Grenadines | 18.00 | NA |
| 201 | Venezuela | 18.00 | NA |
| 202 | British Virgin Islands | 18.00 | NA |
| 203 | Vietnam | 18.00 | NA |
| 204 | Virgin Islands | 18.00 | NA |
| 205 | Namibia | 18.00 | NA |
| 206 | Wallis and Futuna | 18.00 | NA |
| 207 | Swaziland | 18.00 | NA |
| 208 | Yemen | 18.00 | NA |
| 209 | Zambia | 18.00 | NA |
| 210 | Zimbabwe | 18.00 | NA |
| 211 | Sudan | 17.00 | NA |
| 212 | Timor-Leste | 17.00 | NA |
| 213 | Korea, North | 17.00 | NA |
| 214 | Indonesia | 17.00 | NA |
| 215 | Nicaragua | 16.00 | NA |
| 216 | Jersey | 16.00 | NA |
| 217 | Guernsey | 16.00 | NA |
| 218 | Cuba | 16.00 | NA |
| 219 | Austria | 16.00 | NA |
| 220 | Isle of Man | 16.00 | NA |


