CIA - The World Factbook --  Natural gas - production   

This entry is the total natural gas produced in cubic meters (cu m). The discrepancy between the amount of natural gas produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes and other complicating factors.

| Rank | country | (cu m) | Date of Information |
| 152 | Paraguay | 0 | 2008 est. |
| 153 | Nicaragua | 0 | 2008 est. |
| 154 | Netherlands Antilles | 0 | 2008 est. |
| 155 | Mauritania | 0 | 2008 est. |
| 156 | Mauritius | 0 | 2008 est. |
| 157 | Mali | 0 | 2008 est. |
| 158 | Macedonia | 0 | 2008 est. |
| 159 | Malawi | 0 | 2008 est. |
| 160 | Montserrat | 0 | 2008 est. |
| 161 | Mongolia | 0 | 2008 est. |
| 162 | Macau | 0 | 2008 est. |
| 163 | Madagascar | 0 | 2008 est. |
| 164 | Luxembourg | 0 | 2008 est. |
| 165 | Lesotho | 0 | 2008 est. |
| 166 | Liberia | 0 | 2008 est. |
| 167 | Lithuania | 0 | 2008 est. |
| 168 | Latvia | 0 | 2008 est. |
| 169 | Lebanon | 0 | 2008 est. |
| 170 | Laos | 0 | 2008 est. |
| 171 | Kosovo | 0 | 2007 |
| 172 | Kiribati | 0 | 2008 est. |
| 173 | Korea, North | 0 | 2008 est. |
| 174 | Kenya | 0 | 2008 est. |
| 175 | Jamaica | 0 | 2008 est. |
| 176 | Iceland | 0 | 2008 est. |
| 177 | Honduras | 0 | 2008 est. |
| 178 | Hong Kong | 0 | 2008 est. |
| 179 | French Polynesia | 0 | 2008 est. |
| 180 | Faroe Islands | 0 | 2008 est. |
| 181 | Falkland Islands (Islas Malvinas) | 0 | 2008 est. |
| 182 | Fiji | 0 | 2008 est. |
| 183 | Finland | 0 | 2008 est. |
| 184 | Ethiopia | 0 | 2008 est. |
| 185 | El Salvador | 0 | 2008 est. |
| 186 | Eritrea | 0 | 2008 est. |
| 187 | Estonia | 0 | 2008 est. |
| 188 | Dominican Republic | 0 | 2008 est. |
| 189 | Dominica | 0 | 2008 est. |
| 190 | Djibouti | 0 | 2008 est. |
| 191 | Cyprus | 0 | 2008 est. |
| 192 | Cook Islands | 0 | 2008 est. |
| 193 | Cape Verde | 0 | 2008 est. |
| 194 | Central African Republic | 0 | 2008 est. |
| 195 | Costa Rica | 0 | 2008 est. |
| 196 | Comoros | 0 | 2008 est. |
| 197 | Cayman Islands | 0 | 2008 est. |
| 198 | Congo, Democratic Republic of the | 0 | 2008 est. |
| 199 | Sri Lanka | 0 | 2008 est. |
| 200 | Chad | 0 | 2008 est. |
| 201 | Cambodia | 0 | 2008 est. |
| 202 | Burundi | 0 | 2008 est. |
| 203 | Solomon Islands | 0 | 2008 est. |
| 204 | Bosnia and Herzegovina | 0 | 2008 est. |
| 205 | Bahamas, The | 0 | 2008 est. |
| 206 | Bermuda | 0 | 2008 est. |
| 207 | Armenia | 0 | 2008 est. |
| 208 | American Samoa | 0 | 2008 est. |
| 209 | Antigua and Barbuda | 0 | 2008 est. |
