CIA - The World Factbook --  NATURAL GAS - PRODUCTION

Natural gas - production compares the total natural gas produced in cubic meters (cu m).

| Rank | Country | (CU M) | Date of Information |
| 102 | Antigua and Barbuda | 0 | 2013 est. |
| 103 | Armenia | 0 | 2013 est. |
| 104 | Andorra | 0 | 2016 |
| 105 | American Samoa | 0 | 2013 est. |
| 106 | Botswana | 0 | 2013 est. |
| 107 | Bermuda | 0 | 2014 est. |
| 108 | Belgium | 0 | 2014 est. |
| 109 | Bahamas, The | 0 | 2013 est. |
| 110 | Belize | 0 | 2013 est. |
| 111 | Bosnia and Herzegovina | 0 | 2014 est. |
| 112 | Benin | 0 | 2013 est. |
| 113 | Solomon Islands | 0 | 2013 est. |
| 114 | Bhutan | 0 | 2016 est. |
| 115 | Burundi | 0 | 2013 est. |
| 116 | Cambodia | 0 | 2013 est. |
| 117 | Curacao | 0 | 2009 est. |
| 118 | Chad | 0 | 2013 est. |
| 119 | Sri Lanka | 0 | 2013 est. |
| 120 | Cayman Islands | 0 | 2013 est. |
| 121 | Comoros | 0 | 2013 est. |
| 122 | Costa Rica | 0 | 2013 est. |
| 123 | Central African Republic | 0 | 2013 est. |
| 124 | Cabo Verde | 0 | 2016 est. |
| 125 | Cook Islands | 0 | 2013 est. |
| 126 | Cyprus | 0 | 2013 est. |
| 127 | Djibouti | 0 | 2013 est. |
| 128 | Dominica | 0 | 2013 est. |
| 129 | Dominican Republic | 0 | 2013 est. |
| 130 | Estonia | 0 | 2015 est. |
| 131 | Eritrea | 0 | 2013 est. |
| 132 | El Salvador | 0 | 2016 est. |
| 133 | Ethiopia | 0 | 2013 est. |
| 134 | Fiji | 0 | 2013 est. |
| 135 | Falkland Islands (Islas Malvinas) | 0 | 2013 est. |
| 136 | Micronesia, Federated States of | 0 | 2014 |
| 137 | Faroe Islands | 0 | 2016 est. |
| 138 | French Polynesia | 0 | 2013 est. |
| 139 | Gambia, The | 0 | 2013 est. |
| 140 | Gibraltar | 0 | 2013 est. |
| 141 | Grenada | 0 | 2013 est. |
| 142 | Greenland | 0 | 2016 est. |
| 143 | Guam | 0 | 2014 est. |
| 144 | Guatemala | 0 | 2013 est. |
| 145 | Guinea | 0 | 2013 est. |
| 146 | Guyana | 0 | 2013 est. |
| 147 | Haiti | 0 | 2013 est. |
| 148 | Hong Kong | 0 | 2013 est. |
| 149 | Honduras | 0 | 2013 est. |
| 150 | Iceland | 0 | 2014 est. |
| 151 | Jamaica | 0 | 2013 est. |
| 152 | Kenya | 0 | 2013 est. |
| 153 | Korea, North | 0 | 2014 est. |
| 154 | Kiribati | 0 | 2013 est. |
| 155 | Kosovo | 0 | 2016 |
| 156 | Laos | 0 | 2013 est. |
| 157 | Lebanon | 0 | 2013 est. |
| 158 | Latvia | 0 | 2014 est. |
| 159 | Lithuania | 0 | 2014 est. |
| 160 | Liberia | 0 | 2013 est. |
| 161 | Lesotho | 0 | 2013 est. |
| 162 | Madagascar | 0 | 2013 est. |
| 163 | Macau | 0 | 2013 est. |
| 164 | Mongolia | 0 | 2013 est. |
| 165 | Montserrat | 0 | 2013 est. |
| 166 | Malawi | 0 | 2017 est. |
| 167 | Montenegro | 0 | 2013 est. |
| 168 | Macedonia | 0 | 2016 |
| 169 | Mali | 0 | 2013 est. |
| 170 | Mauritius | 0 | 2013 est. |
| 171 | Mauritania | 0 | 2013 est. |
| 172 | Malta | 0 | 2016 est. |
| 173 | Maldives | 0 | 2016 est. |
| 174 | New Caledonia | 0 | 2013 est. |
| 175 | Niue | 0 | 2013 est. |
| 176 | Niger | 0 | 2016 est. |
| 177 | Vanuatu | 0 | 2013 est. |
| 178 | Nepal | 0 | 2013 est. |
| 179 | Nauru | 0 | 2013 est. |
| 180 | Suriname | 0 | 2013 est. |
| 181 | Nicaragua | 0 | 2016 est. |
| 182 | South Sudan | 0 | 2013 est. |
| 183 | Paraguay | 0 | 2013 est. |
| 184 | Panama | 0 | 2013 est. |
| 185 | Portugal | 0 | 2014 est. |
| 186 | Guinea-Bissau | 0 | 2013 est. |
| 187 | Puerto Rico | 0 | 2014 est. |
| 188 | Rwanda | 0 | 2013 est. |
| 189 | Saint Pierre and Miquelon | 0 | 2013 est. |
| 190 | Saint Kitts and Nevis | 0 | 2013 est. |
| 191 | Seychelles | 0 | 2013 est. |
| 192 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2013 est. |
| 193 | Sierra Leone | 0 | 2013 est. |
| 194 | Singapore | 0 | 2014 est. |
| 195 | Somalia | 0 | 2013 est. |
| 196 | Saint Lucia | 0 | 2013 est. |
| 197 | Sudan | 0 | 2013 est. |
| 198 | Svalbard | 0 | 2013 est. |
| 199 | Sweden | 0 | 2015 est. |
| 200 | Turks and Caicos Islands | 0 | 2013 est. |
| 201 | Tonga | 0 | 2013 est. |
| 202 | Togo | 0 | 2013 est. |
| 203 | Sao Tome and Principe | 0 | 2013 est. |
| 204 | Tuvalu | 0 | 2014 |
| 205 | Uganda | 0 | 2013 est. |
| 206 | Burkina Faso | 0 | 2013 est. |
| 207 | Uruguay | 0 | 2013 est. |
| 208 | Saint Vincent and the Grenadines | 0 | 2013 est. |
| 209 | British Virgin Islands | 0 | 2013 est. |
| 210 | Virgin Islands | 0 | 2014 est. |
| 211 | Namibia | 0 | 2013 est. |
| 212 | West Bank | 0 | 2013 est. |
| 213 | Western Sahara | 0 | 2013 est. |
| 214 | Samoa | 0 | 2013 est. |
| 215 | Swaziland | 0 | 2013 est. |
| 216 | Zambia | 0 | 2013 est. |
| 217 | Zimbabwe | 0 | 2013 est. |


