CIA - The World Factbook --  ELECTRICITY - FROM OTHER RENEWABLE SOURCES

Electricity - from other renewable sources measures the capacity of plants that generate electricity by using renewable energy sources other than hydroelectric (including, for example, wind, waves, solar, and geothermal), expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 57 | Aruba | 12.8 | 2015 est. |
| 58 | Cyprus | 12.8 | 2015 est. |
| 59 | Malta | 12.7 | 2015 est. |
| 60 | Luxembourg | 12.7 | 2015 est. |
| 61 | Morocco | 12.5 | 2015 est. |
| 62 | Croatia | 12.0 | 2015 est. |
| 63 | Slovakia | 11.8 | 2015 est. |
| 64 | Panama | 11.6 | 2015 est. |
| 65 | Canada | 11.4 | 2015 est. |
| 66 | Turkey | 11.2 | 2015 est. |
| 67 | Switzerland | 11.1 | 2015 est. |
| 68 | French Polynesia | 10.8 | 2015 est. |
| 69 | Uganda | 10.2 | 2015 est. |
| 70 | Falkland Islands (Islas Malvinas) | 10.0 | 2015 est. |
| 71 | Jordan | 9.5 | 2015 est. |
| 72 | West Bank | 9.2 | 2015 est. |
| 73 | Seychelles | 9.2 | 2015 est. |
| 74 | Cuba | 8.5 | 2015 est. |
| 75 | Mexico | 8.5 | 2015 est. |
| 76 | Senegal | 8.2 | 2015 est. |
| 77 | Barbados | 8.1 | 2015 est. |
| 78 | Bolivia | 8.0 | 2015 est. |
| 79 | New Caledonia | 7.8 | 2015 est. |
| 80 | Korea, South | 7.2 | 2015 est. |
| 81 | South Africa | 7.1 | 2015 est. |
| 82 | Papua New Guinea | 6.8 | 2015 est. |
| 83 | Tanzania | 6.8 | 2015 est. |
| 84 | Latvia | 6.7 | 2015 est. |
| 85 | Saint Kitts and Nevis | 6.6 | 2015 est. |
| 86 | Rwanda | 6.6 | 2015 est. |
| 87 | Malawi | 6.1 | 2015 est. |
| 88 | Namibia | 5.9 | 2015 est. |
| 89 | Indonesia | 5.9 | 2015 est. |
| 90 | Dominican Republic | 5.7 | 2015 est. |
| 91 | Pakistan | 5.7 | 2015 est. |
| 92 | Tunisia | 5.6 | 2015 est. |
| 93 | Solomon Islands | 5.4 | 2015 est. |
| 94 | Sudan | 5.4 | 2015 est. |
| 95 | Taiwan | 5.4 | 2015 est. |
| 96 | Mongolia | 5.1 | 2015 est. |
| 97 | Zimbabwe | 5.0 | 2015 est. |
| 98 | Israel | 4.9 | 2015 est. |
| 99 | Antigua and Barbuda | 4.6 | 2015 est. |
| 100 | Niger | 4.5 | 2015 est. |
| 101 | Burundi | 4.4 | 2015 est. |
| 102 | Peru | 4.3 | 2015 est. |
| 103 | Puerto Rico | 4.2 | 2015 est. |
| 104 | Malaysia | 4.0 | 2015 est. |
| 105 | Maldives | 3.8 | 2015 est. |
| 106 | Sri Lanka | 3.6 | 2015 est. |
| 107 | Nepal | 3.6 | 2015 est. |
| 108 | Norway | 3.3 | 2015 est. |
| 109 | Burkina Faso | 3.3 | 2015 est. |
| 110 | Ecuador | 3.2 | 2015 est. |
| 111 | Micronesia, Federated States of | 3.0 | 2013 est. |
| 112 | Macedonia | 2.9 | 2016 est. |
| 113 | Ukraine | 2.7 | 2015 est. |
| 114 | Argentina | 2.5 | 2015 est. |
| 115 | Benin | 2.3 | 2015 est. |
| 116 | Egypt | 2.2 | 2015 est. |
| 117 | Saint Pierre and Miquelon | 2.2 | 2015 est. |
| 118 | Serbia | 2.2 | 2016 est. |
| 119 | Cambodia | 2.1 | 2015 est. |
| 120 | Saint Vincent and the Grenadines | 2.1 | 2015 est. |
| 121 | Grenada | 2.0 | 2015 est. |
| 122 | Yemen | 2.0 | 2015 est. |
| 123 | Singapore | 1.9 | 2015 est. |
| 124 | Suriname | 1.8 | 2015 est. |
| 125 | Madagascar | 1.8 | 2015 est. |
| 126 | Zambia | 1.8 | 2015 est. |
| 127 | Slovenia | 1.7 | 2016 est. |
| 128 | Colombia | 1.6 | 2015 est. |
| 129 | Bangladesh | 1.6 | 2015 est. |
| 130 | Botswana | 1.5 | 2015 est. |
| 131 | Algeria | 1.5 | 2015 est. |
| 132 | Eritrea | 1.4 | 2015 est. |
| 133 | Virgin Islands | 1.3 | 2015 est. |
| 134 | Somalia | 1.2 | 2015 est. |
| 135 | Moldova | 1.2 | 2015 est. |
| 136 | Saint Lucia | 1.1 | 2015 est. |
| 137 | Ghana | 1.0 | 2015 est. |
| 138 | Azerbaijan | 1.0 | 2015 est. |
| 139 | Mali | 1.0 | 2015 est. |
| 140 | Vietnam | 1.0 | 2015 est. |
| 141 | Lebanon | 0.9 | 2015 est. |
| 142 | Belarus | 0.9 | 2015 est. |
| 143 | Togo | 0.9 | 2015 est. |
| 144 | Angola | 0.9 | 2015 est. |
| 145 | Kazakhstan | 0.8 | 2015 est. |
| 146 | Laos | 0.7 | 2015 est. |
| 147 | Russia | 0.6 | 2015 est. |
| 148 | Cameroon | 0.6 | 2015 est. |
| 149 | Mozambique | 0.5 | 2015 est. |
| 150 | United Arab Emirates | 0.5 | 2015 est. |
| 151 | Qatar | 0.5 | 2015 est. |
| 152 | Paraguay | 0.5 | 2015 est. |
| 153 | Trinidad and Tobago | 0.4 | 2015 est. |
| 154 | Guinea | 0.3 | 2015 est. |
| 155 | Burma | 0.3 | 2015 est. |
| 156 | Bosnia and Herzegovina | 0.3 | 2015 est. |
| 157 | Haiti | 0.3 | 2015 est. |
| 158 | Bahrain | 0.2 | 2015 est. |
| 159 | Afghanistan | 0.2 | 2015 est. |
| 160 | Iran | 0.2 | 2015 est. |
| 161 | Bahamas, The | 0.2 | 2015 est. |
| 162 | Nigeria | 0.2 | 2015 est. |
| 163 | Albania | 0.1 | 2015 est. |
| 164 | Saudi Arabia | 0.1 | 2015 est. |
| 165 | Armenia | 0.1 | 2015 est. |
| 166 | Brunei | 0.1 | 2015 est. |
| 167 | Libya | 0.1 | 2015 est. |
| 168 | Venezuela | 0.1 | 2015 est. |
| 169 | American Samoa | 0.0 | 2015 est. |
| 170 | Western Sahara | 0.0 | 2015 est. |
| 171 | Bhutan | 0.0 | 2015 est. |
| 172 | Chad | 0.0 | 2015 est. |
| 173 | Congo, Republic of the | 0.0 | 2015 est. |
| 174 | Congo, Democratic Republic of the | 0.0 | 2015 est. |
| 175 | Cayman Islands | 0.0 | 2015 est. |
| 176 | Comoros | 0.0 | 2015 est. |
| 177 | Central African Republic | 0.0 | 2015 est. |
| 178 | Djibouti | 0.0 | 2015 est. |
| 179 | Equatorial Guinea | 0.0 | 2015 est. |
| 180 | Gambia, The | 0.0 | 2015 est. |
| 181 | Gabon | 0.0 | 2015 est. |
| 182 | Georgia | 0.0 | 2015 est. |
| 183 | Gibraltar | 0.0 | 2015 est. |
| 184 | Greenland | 0.0 | 2015 est. |
| 185 | Guam | 0.0 | 2015 est. |
| 186 | Hong Kong | 0.0 | 2015 est. |
| 187 | Cote d'Ivoire | 0.0 | 2015 est. |
| 188 | Iraq | 0.0 | 2017 est. |
| 189 | Kyrgyzstan | 0.0 | 2015 est. |
| 190 | Korea, North | 0.0 | 2015 est. |
| 191 | Kuwait | 0.0 | 2016 est. |
| 192 | Kosovo | 0.0 | 2015 est. |
| 193 | Liberia | 0.0 | 2016 est. |
| 194 | Lesotho | 0.0 | 2015 est. |
| 195 | Macau | 0.0 | 2015 est. |
| 196 | Montserrat | 0.0 | 2015 est. |
| 197 | Montenegro | 0.0 | 2015 est. |
| 198 | Oman | 0.0 | 2015 est. |
| 199 | Niue | 0.0 | 2015 est. |
| 200 | South Sudan | 0.0 | 2015 est. |
| 201 | Guinea-Bissau | 0.0 | 2015 est. |
| 202 | Marshall Islands | 0.0 | 2015 est. |
| 203 | Saint Helena, Ascension, and Tristan da Cunha | 0.0 | 2015 est. |
| 204 | Sierra Leone | 0.0 | 2015 est. |
| 205 | Syria | 0.0 | 2015 est. |
| 206 | Tajikistan | 0.0 | 2013 est. |
| 207 | Turks and Caicos Islands | 0.0 | 2015 est. |
| 208 | Sao Tome and Principe | 0.0 | 2015 est. |
| 209 | Turkmenistan | 0.0 | 2015 est. |
| 210 | United States | 0.0 | 2015 est. |
| 211 | Uzbekistan | 0.0 | 2015 est. |
| 212 | British Virgin Islands | 0.0 | 2015 est. |
| 213 | Bermuda | 0.0 | 2015 est. |


