CIA - The World Factbook --  ELECTRICITY - FROM OTHER RENEWABLE SOURCES

Electricity - from other renewable sources measures the capacity of plants that generate electricity by using renewable energy sources other than hydroelectric (including, for example, wind, waves, solar, and geothermal), expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 39 | Aruba | 9.4 | 2012 est. |
| 40 | Luxembourg | 9.1 | 2012 est. |
| 41 | China | 9.0 | 2014 est. |
| 42 | Guatemala | 8.9 | 2015 est. |
| 43 | Poland | 8.5 | 2013 est. |
| 44 | Taiwan | 8.4 | 2014 est. |
| 45 | Canada | 8.3 | 2012 est. |
| 46 | Malta | 8.3 | 2014 est. |
| 47 | Papua New Guinea | 8.0 | 2012 est. |
| 48 | New Caledonia | 7.7 | 2012 est. |
| 49 | Australia | 7.6 | 2012 est. |
| 50 | Lithuania | 7.6 | 2012 est. |
| 51 | United States | 7.4 | 2012 est. |
| 52 | Hungary | 6.8 | 2014 est. |
| 53 | Croatia | 6.6 | 2013 est. |
| 54 | Jamaica | 5.9 | 2012 est. |
| 55 | Indonesia | 5.8 | 2012 est. |
| 56 | Fiji | 5.4 | 2012 est. |
| 57 | Chile | 4.9 | 2012 est. |
| 58 | Morocco | 4.8 | 2012 est. |
| 59 | Saint Kitts and Nevis | 4.8 | 2012 est. |
| 60 | Mexico | 4.7 | 2012 est. |
| 61 | Switzerland | 4.6 | 2012 est. |
| 62 | Turkey | 4.6 | 2012 est. |
| 63 | Singapore | 3.9 | 2014 est. |
| 64 | Faroe Islands | 3.8 | 2012 est. |
| 65 | Japan | 3.8 | 2012 est. |
| 66 | Ethiopia | 3.6 | 2012 est. |
| 67 | Guyana | 3.6 | 2012 est. |
| 68 | Latvia | 3.5 | 2012 est. |
| 69 | Thailand | 3.3 | 2012 est. |
| 70 | South Sudan | 3.0 | 2010 est. |
| 71 | Slovenia | 3.0 | 2013 est. |
| 72 | Micronesia, Federated States of | 3.0 | 2013 est. |
| 73 | Sudan | 3.0 | 2012 est. |
| 74 | Egypt | 2.8 | 2012 est. |
| 75 | Israel | 2.6 | 2014 est. |
| 76 | Macedonia | 2.6 | 2014 est. |
| 77 | Tunisia | 2.6 | 2012 est. |
| 78 | Norway | 2.5 | 2014 est. |
| 79 | Saint Pierre and Miquelon | 2.3 | 2012 est. |
| 80 | Uruguay | 2.0 | 2012 est. |
| 81 | Sri Lanka | 1.9 | 2012 est. |
| 82 | Korea, South | 1.9 | 2013 est. |
| 83 | Puerto Rico | 1.8 | 2012 est. |
| 84 | Bermuda | 1.8 | 2014 est. |
| 85 | Dominican Republic | 1.6 | 2013 est. |
| 86 | Bosnia and Herzegovina | 1.5 | 2013 est. |
| 87 | Qatar | 1.5 | 2012 est. |
| 88 | Nigeria | 1.5 | 2012 est. |
| 89 | Grenada | 1.4 | 2012 est. |
| 90 | Bolivia | 1.3 | 2012 est. |
| 91 | Eritrea | 1.3 | 2012 est. |
| 92 | Ecuador | 1.1 | 2012 est. |
| 93 | Djibouti | 1.1 | 2012 est. |
| 94 | Ukraine | 1.1 | 2012 est. |
| 95 | Guinea-Bissau | 1.0 | 2015 est. |
| 96 | Peru | 0.9 | 2012 est. |
| 97 | Malaysia | 0.8 | 2012 est. |
| 98 | Iran | 0.8 | 2012 est. |
| 99 | Libya | 0.8 | 2012 est. |
| 100 | South Africa | 0.7 | 2013 est. |
| 101 | Colombia | 0.7 | 2012 est. |
| 102 | Cook Islands | 0.5 | 2012 est. |
| 103 | Pakistan | 0.4 | FY2014 est. |
| 104 | Russia | 0.4 | 2012 est. |
| 105 | Argentina | 0.4 | 2012 est. |
| 106 | Senegal | 0.3 | 2012 est. |
| 107 | Syria | 0.3 | 2012 est. |
| 108 | Mauritius | 0.2 | 2013 est. |
| 109 | Mongolia | 0.2 | 2012 est. |
| 110 | Madagascar | 0.2 | 2012 est. |
| 111 | Algeria | 0.2 | 2012 est. |
| 112 | United Arab Emirates | 0.2 | 2012 est. |
| 113 | Afghanistan | 0.2 | 2012 est. |
| 114 | Vietnam | 0.2 | 2012 est. |
| 115 | Trinidad and Tobago | 0.2 | 2012 est. |
| 116 | Serbia | 0.2 | 2014 est. |
| 117 | Belarus | 0.1 | 2012 est. |
| 118 | Bahrain | 0.1 | 2012 est. |
| 119 | Yemen | 0.1 | 2012 est. |
| 120 | Saudi Arabia | 0.1 | 2012 est. |
| 121 | Cuba | 0.1 | 2013 est. |
| 122 | Venezuela | 0.1 | 2012 est. |
| 123 | Jordan | 0.1 | 2013 est. |
| 124 | Rwanda | 0.0 | 2012 est. |
| 125 | Seychelles | 0.0 | 2012 est. |
| 126 | Saint Helena, Ascension, and Tristan da Cunha | 0.0 | 2012 est. |
| 127 | Sierra Leone | 0.0 | 2012 est. |
| 128 | Somalia | 0.0 | 2012 est. |
| 129 | Saint Lucia | 0.0 | 2012 est. |
| 130 | Tajikistan | 0.0 | 2013 est. |
| 131 | Turks and Caicos Islands | 0.0 | 2012 est. |
| 132 | Tonga | 0.0 | 2012 est. |
| 133 | Togo | 0.0 | 2012 est. |
| 134 | Sao Tome and Principe | 0.0 | 2012 est. |
| 135 | Turkmenistan | 0.0 | 2014 est. |
| 136 | Tanzania | 0.0 | 2012 est. |
| 137 | Burkina Faso | 0.0 | 2012 est. |
| 138 | Uzbekistan | 0.0 | 2012 est. |
| 139 | Saint Vincent and the Grenadines | 0.0 | 2012 est. |
| 140 | British Virgin Islands | 0.0 | 2012 est. |
| 141 | Virgin Islands | 0.0 | 2012 est. |
| 142 | Namibia | 0.0 | 2013 est. |
| 143 | West Bank | 0.0 | 2012 est. |
| 144 | Western Sahara | 0.0 | 2012 est. |
| 145 | Samoa | 0.0 | 2012 est. |
| 146 | Swaziland | 0.0 | 2012 est. |
| 147 | Zambia | 0.0 | 2012 est. |
| 148 | Zimbabwe | 0.0 | 2012 est. |
| 149 | Antigua and Barbuda | 0.0 | 2012 est. |
| 150 | Azerbaijan | 0.0 | 2012 est. |
| 151 | Albania | 0.0 | 2013 est. |
| 152 | Armenia | 0.0 | 2011 est. |
| 153 | Angola | 0.0 | 2012 est. |
| 154 | American Samoa | 0.0 | 2012 est. |
| 155 | Barbados | 0.0 | 2012 est. |
| 156 | Botswana | 0.0 | 2012 est. |
| 157 | Bahamas, The | 0.0 | 2012 est. |
| 158 | Bangladesh | 0.0 | 2013 est. |
| 159 | Burma | 0.0 | 2012 est. |
| 160 | Benin | 0.0 | 2012 est. |
| 161 | Solomon Islands | 0.0 | 2012 est. |
| 162 | Bhutan | 0.0 | 2013 est. |
| 163 | Brunei | 0.0 | 2014 est. |
| 164 | Burundi | 0.0 | 2012 est. |
| 165 | Chad | 0.0 | 2012 est. |
| 166 | Congo, Republic of the | 0.0 | 2012 est. |
| 167 | Congo, Democratic Republic of the | 0.0 | 2012 est. |
| 168 | Cayman Islands | 0.0 | 2012 est. |
| 169 | Cameroon | 0.0 | 2012 est. |
| 170 | Comoros | 0.0 | 2012 est. |
| 171 | Central African Republic | 0.0 | 2012 est. |
| 172 | Equatorial Guinea | 0.0 | 2012 est. |
| 173 | French Polynesia | 0.0 | 2012 est. |
| 174 | Gambia, The | 0.0 | 2012 est. |
| 175 | Gabon | 0.0 | 2012 est. |
| 176 | Georgia | 0.0 | 2012 est. |
| 177 | Ghana | 0.0 | 2012 est. |
| 178 | Gibraltar | 0.0 | 2012 est. |
| 179 | Greenland | 0.0 | 2012 est. |
| 180 | Guam | 0.0 | 2012 est. |
| 181 | Guinea | 0.0 | 2012 est. |
| 182 | Haiti | 0.0 | 2012 est. |
| 183 | Hong Kong | 0.0 | 2013 est. |
| 184 | Cote d'Ivoire | 0.0 | 2012 est. |
| 185 | Iraq | 0.0 | 2013 est. |
| 186 | Kyrgyzstan | 0.0 | 2012 est. |
| 187 | Korea, North | 0.0 | 2012 est. |
| 188 | Kiribati | 0.0 | 2012 est. |
| 189 | Kuwait | 0.0 | 2012 est. |
| 190 | Kosovo | 0.0 | 2012 est. |
| 191 | Kazakhstan | 0.0 | 2012 est. |
| 192 | Laos | 0.0 | 2012 est. |
| 193 | Lebanon | 0.0 | 2012 est. |
| 194 | Liberia | 0.0 | 2012 est. |
| 195 | Lesotho | 0.0 | 2012 est. |
| 196 | Macau | 0.0 | 2013 est. |
| 197 | Moldova | 0.0 | 2013 est. |
| 198 | Montserrat | 0.0 | 2012 est. |
| 199 | Malawi | 0.0 | 2012 est. |
| 200 | Montenegro | 0.0 | 2013 est. |
| 201 | Mali | 0.0 | 2012 est. |
| 202 | Mauritania | 0.0 | 2012 est. |
| 203 | Oman | 0.0 | 2012 est. |
| 204 | Maldives | 0.0 | 2012 est. |
| 205 | Mozambique | 0.0 | 2012 est. |
| 206 | Niue | 0.0 | 2012 est. |
| 207 | Niger | 0.0 | 2012 est. |
| 208 | Nepal | 0.0 | 2012 est. |
| 209 | Nauru | 0.0 | 2012 est. |
| 210 | Suriname | 0.0 | 2012 est. |
| 211 | Paraguay | 0.0 | 2012 est. |
| 212 | Panama | 0.0 | 2012 est. |


