CIA - The World Factbook --  Oil - imports   

This entry is the total oil imported in barrels per day (bbl/day), including both crude oil and oil products.

| Rank | country | (bbl/day) | Date of Information |
| 156 | Sierra Leone | 4,945 | 2009 est. |
| 157 | Gabon | 4,822 | 2009 est. |
| 158 | Bermuda | 4,804 | 2009 est. |
| 159 | Faroe Islands | 4,776 | 2009 est. |
| 160 | Liberia | 4,552 | 2009 est. |
| 161 | Antigua and Barbuda | 4,548 | 2009 est. |
| 162 | Afghanistan | 4,512 | 2009 est. |
| 163 | Mali | 4,507 | 2009 est. |
| 164 | Swaziland | 4,464 | 2009 est. |
| 165 | American Samoa | 4,440 | 2009 est. |
| 166 | Qatar | 4,108 | 2009 est. |
| 167 | Eritrea | 3,864 | 2009 est. |
| 168 | Somalia | 3,827 | 2009 est. |
| 169 | Cayman Islands | 3,700 | 2009 est. |
| 170 | Montenegro | 3,149 | 2009 est. |
| 171 | Congo, Republic of the | 2,832 | 2009 est. |
| 172 | Gambia, The | 2,807 | 2009 est. |
| 173 | Saint Lucia | 2,692 | 2009 est. |
| 174 | Guinea-Bissau | 2,565 | 2009 est. |
| 175 | Burundi | 2,450 | 2009 est. |
| 176 | Central African Republic | 2,418 | 2009 est. |
| 177 | Cape Verde | 2,336 | 2009 est. |
| 178 | Timor-Leste | 2,205 | 2009 est. |
| 179 | Laos | 1,918 | 2010 est. |
| 180 | Grenada | 1,913 | 2009 est. |
| 181 | Chad | 1,837 | 2009 est. |
| 182 | Western Sahara | 1,802 | 2009 est. |
| 183 | Equatorial Guinea | 1,729 | 2009 est. |
| 184 | Saint Kitts and Nevis | 1,699 | 2009 est. |
| 185 | Lesotho | 1,690 | 2009 est. |
| 186 | Bhutan | 1,549 | 2009 est. |
| 187 | Solomon Islands | 1,485 | 2009 est. |
| 188 | Azerbaijan | 1,439 | 2009 est. |
| 189 | Saint Vincent and the Grenadines | 1,252 | 2009 est. |
| 190 | Tonga | 1,202 | 2009 est. |
| 191 | Samoa | 1,125 | 2009 est. |
| 192 | Nauru | 1,044 | 2009 est. |
| 193 | Comoros | 967 | 2009 est. |
| 194 | Sao Tome and Principe | 889 | 2009 est. |
| 195 | Dominica | 859 | 2009 est. |
| 196 | Vanuatu | 761 | 2009 est. |
| 197 | British Virgin Islands | 752 | 2009 est. |
| 198 | Saint Pierre and Miquelon | 584 | 2009 est. |
| 199 | Libya | 575 | 2009 est. |
| 200 | Montserrat | 564 | 2009 est. |
| 201 | Turks and Caicos Islands | 470 | 2009 est. |
| 202 | Cook Islands | 464 | 2009 est. |
| 203 | Falkland Islands (Islas Malvinas) | 313 | 2009 est. |
| 204 | Kiribati | 284 | 2009 est. |
| 205 | Brunei | 138 | 2009 est. |
| 206 | Saint Helena, Ascension, and Tristan da Cunha | 85 | 2009 est. |
| 207 | Niue | 33 | 2009 est. |
| 208 | Kuwait | 0 | 2009 est. |
| 209 | Venezuela | 0 | 2009 est. |
| 210 | Turkmenistan | 0 | 2009 est. |
