CIA - The World Factbook --  Military expenditures   

This entry gives spending on defense programs for the most recent year available as a percent of gross domestic product (GDP); the GDP is calculated on an exchange rate basis, i.e., not in terms of purchasing power parity (PPP). For countries with no military forces, this figure can include expenditures on public security and police.

| Rank | country | (% of GDP) | Date of Information |
| 78 | Georgia | 1.90 | 2010 est. |
| 79 | Zambia | 1.80 | 2005 est. |
| 80 | Guyana | 1.80 | 2006 |
| 81 | Italy | 1.80 | 2005 est. |
| 82 | Thailand | 1.80 | 2005 est. |
| 83 | Hungary | 1.75 | 2005 est. |
| 84 | South Africa | 1.70 | 2006 |
| 85 | Slovenia | 1.70 | 2005 est. |
| 86 | Ghana | 1.70 | 2009 |
| 87 | Chad | 1.70 | 2009 |
| 88 | Brazil | 1.70 | 2009 |
| 89 | Uruguay | 1.60 | 2006 |
| 90 | Togo | 1.60 | 2005 est. |
| 91 | Netherlands | 1.60 | 2005 est. |
| 92 | Nepal | 1.60 | 2006 |
| 93 | Cote d'Ivoire | 1.50 | 2009 |
| 94 | Peru | 1.50 | 2006 |
| 95 | Sweden | 1.50 | 2005 est. |
| 96 | Nigeria | 1.50 | 2006 |
| 97 | Tajikistan | 1.50 | 2010 |
| 98 | Germany | 1.50 | 2005 est. |
| 99 | Albania | 1.49 | 2005 est. |
| 100 | Belarus | 1.40 | 2005 est. |
| 101 | Bosnia and Herzegovina | 1.40 | 2005 est. |
| 102 | Belize | 1.40 | 2009 |
| 103 | Ukraine | 1.40 | 2005 est. |
| 104 | Tunisia | 1.40 | 2006 |
| 105 | Senegal | 1.40 | 2005 est. |
| 106 | Papua New Guinea | 1.40 | 2005 est. |
| 107 | Mongolia | 1.40 | 2006 |
| 108 | Denmark | 1.30 | 2007 est. |
| 109 | Bangladesh | 1.30 | 2009 |
| 110 | Liberia | 1.30 | 2006 est. |
| 111 | Bolivia | 1.30 | 2009 |
| 112 | Malawi | 1.30 | 2006 |
| 113 | Belgium | 1.30 | 2005 est. |
| 114 | Niger | 1.30 | 2006 |
| 115 | Cameroon | 1.30 | 2009 |
| 116 | Spain | 1.20 | 2005 est. |
| 117 | Ethiopia | 1.20 | 2009 |
| 118 | Venezuela | 1.20 | 2005 est. |
| 119 | Burkina Faso | 1.20 | 2006 |
| 120 | Czech Republic | 1.15 | 2007 est. |
| 121 | Kazakhstan | 1.10 | 2010 |
| 122 | Latvia | 1.10 | 2005 est. |
| 123 | Canada | 1.10 | 2005 est. |
| 124 | Guinea | 1.10 | 2009 |
| 125 | Slovakia | 1.08 | 2005 est. |
| 126 | Bhutan | 1.00 | 2005 est. |
| 127 | New Zealand | 1.00 | 2005 est. |
| 128 | Panama | 1.00 | 2006 |
| 129 | Switzerland | 1.00 | 2005 est. |
| 130 | Madagascar | 1.00 | 2006 |
| 131 | Benin | 1.00 | 2009 |
| 132 | Paraguay | 1.00 | 2006 est. |
| 133 | Ireland | 0.90 | 2005 est. |
| 134 | Tonga | 0.90 | 2006 est. |
| 135 | Somalia | 0.90 | 2005 est. |
| 136 | Philippines | 0.90 | 2005 est. |
| 137 | Luxembourg | 0.90 | 2005 est. |
| 138 | Lithuania | 0.90 | 2007 est. |
| 139 | Gambia, The | 0.90 | 2009 |
| 140 | Gabon | 0.90 | 2009 |
| 141 | Ecuador | 0.90 | 2009 |
| 142 | Congo, Republic of the | 0.90 | 2009 |
| 143 | Central African Republic | 0.90 | 2009 |
| 144 | Mozambique | 0.80 | 2006 |
| 145 | Sao Tome and Principe | 0.80 | 2006 |
| 146 | Argentina | 0.80 | 2009 |
| 147 | Austria | 0.80 | 2009 |
| 148 | Barbados | 0.80 | 2009 |
| 149 | Japan | 0.80 | 2006 |
| 150 | Bahamas, The | 0.70 | 2009 |
| 151 | Dominican Republic | 0.70 | 2009 |
| 152 | Malta | 0.70 | 2006 est. |
| 153 | Jamaica | 0.60 | 2006 est. |
| 154 | Suriname | 0.60 | 2006 est. |
| 155 | Honduras | 0.60 | 2006 est. |
| 156 | Costa Rica | 0.60 | 2009 |
| 157 | El Salvador | 0.60 | 2009 |
| 158 | Nicaragua | 0.60 | 2006 |
| 159 | Mexico | 0.50 | 2006 est. |
| 160 | Cape Verde | 0.50 | 2009 |
| 161 | Antigua and Barbuda | 0.50 | 2009 |
| 162 | Laos | 0.50 | 2006 |
| 163 | Kyrgyzstan | 0.50 | 2009 |
| 164 | Haiti | 0.40 | 2006 |
| 165 | Guatemala | 0.40 | 2009 |
| 166 | Moldova | 0.40 | 2005 est. |
| 167 | Trinidad and Tobago | 0.30 | 2006 |
| 168 | Mauritius | 0.30 | 2006 est. |
| 169 | Tanzania | 0.20 | 2005 est. |
| 170 | Bermuda | 0.11 | 2005 est. |
| 171 | Equatorial Guinea | 0.10 | 2009 |
| 172 | Iceland | 0.00 | 2005 est. |
