CIA - The World Factbook --  Military expenditures   

This entry gives spending on defense programs for the most recent year available as a percent of gross domestic product (GDP); the GDP is calculated on an exchange rate basis, i.e., not in terms of purchasing power parity (PPP). For countries with no military forces, this figure can include expenditures on public security and police.

| Rank | country | (% of GDP) | Date of Information |
| 80 | Uganda | 1.80 | 2012 |
| 81 | Thailand | 1.80 | 2005 est. |
| 82 | Gabon | 1.80 | 2011 |
| 83 | Hungary | 1.75 | 2005 est. |
| 84 | Congo, Republic of the | 1.70 | 2011 |
| 85 | South Africa | 1.70 | 2006 |
| 86 | Slovenia | 1.70 | 2005 est. |
| 87 | Ghana | 1.70 | 2009 |
| 88 | Fiji | 1.60 | 2012 |
| 89 | Senegal | 1.60 | 2011 |
| 90 | Turkmenistan | 1.60 | 2011 |
| 91 | Ukraine | 1.60 | 2012 |
| 92 | Netherlands | 1.60 | 2005 est. |
| 93 | Chad | 1.60 | 2011 |
| 94 | Sweden | 1.50 | 2005 est. |
| 95 | Croatia | 1.50 | 2012 |
| 96 | Benin | 1.50 | 2011 |
| 97 | Honduras | 1.50 | 2012 |
| 98 | Paraguay | 1.50 | 2012 |
| 99 | New Zealand | 1.50 | 2012 |
| 100 | Tunisia | 1.50 | 2012 |
| 101 | Tajikistan | 1.50 | 2010 |
| 102 | Germany | 1.50 | 2005 est. |
| 103 | Cote d'Ivoire | 1.50 | 2009 |
| 104 | Albania | 1.49 | 2005 est. |
| 105 | Belarus | 1.40 | 2005 est. |
| 106 | Bangladesh | 1.40 | 2012 |
| 107 | Bosnia and Herzegovina | 1.40 | 2005 est. |
| 108 | Belgium | 1.30 | 2005 est. |
| 109 | Nepal | 1.30 | 2012 |
| 110 | Brazil | 1.30 | 2012 |
| 111 | Denmark | 1.30 | 2007 est. |
| 112 | Rwanda | 1.30 | 2012 |
| 113 | Mali | 1.30 | 2012 |
| 114 | Cameroon | 1.30 | 2009 |
| 115 | Congo, Democratic Republic of the | 1.20 | 2012 |
| 116 | Spain | 1.20 | 2005 est. |
| 117 | Suriname | 1.20 | 2011 |
| 118 | Belize | 1.20 | 2012 |
| 119 | Latvia | 1.10 | 2005 est. |
| 120 | Canada | 1.10 | 2005 est. |
| 121 | Burkina Faso | 1.10 | 2011 |
| 122 | Kazakhstan | 1.10 | 2010 |
| 123 | Slovakia | 1.08 | 2005 est. |
| 124 | Czech Republic | 1.00 | 2011 est. |
| 125 | Bhutan | 1.00 | 2005 est. |
| 126 | Peru | 1.00 | 2012 |
| 127 | Panama | 1.00 | 2012 |
| 128 | Switzerland | 1.00 | 2005 est. |
| 129 | Japan | 1.00 | 2012 |
| 130 | Jamaica | 0.90 | 2012 |
| 131 | Nigeria | 0.90 | 2012 |
| 132 | Niger | 0.90 | 2012 |
| 133 | Somalia | 0.90 | 2005 est. |
| 134 | Tanzania | 0.90 | 2012 |
| 135 | Tonga | 0.90 | 2012 |
| 136 | Ireland | 0.90 | 2005 est. |
| 137 | Uruguay | 0.90 | 2012 |
| 138 | Indonesia | 0.90 | 2012 |
| 139 | Philippines | 0.90 | 2005 est. |
| 140 | Ethiopia | 0.90 | 2012 |
| 141 | Lithuania | 0.90 | 2007 est. |
| 142 | Luxembourg | 0.90 | 2005 est. |
| 143 | Bolivia | 0.90 | 2012 |
| 144 | Nicaragua | 0.90 | 2012 |
| 145 | Mongolia | 0.80 | 2012 |
| 146 | Malawi | 0.80 | 2012 |
| 147 | Liberia | 0.80 | 2011 |
| 148 | Seychelles | 0.80 | 2011 |
| 149 | Costa Rica | 0.80 | 2012 |
| 150 | Barbados | 0.80 | 2011 |
| 151 | Austria | 0.80 | 2009 |
| 152 | Dominican Republic | 0.70 | 2012 |
| 153 | Gambia, The | 0.70 | 2011 |
| 154 | Venezuela | 0.70 | 2012 |
| 155 | Sierra Leone | 0.60 | 2011 |
| 156 | El Salvador | 0.60 | 2012 |
| 157 | Bahamas, The | 0.60 | 2011 |
| 158 | Mozambique | 0.60 | 2012 |
| 159 | Trinidad and Tobago | 0.60 | 2011 |
| 160 | Argentina | 0.50 | 2012 |
| 161 | Sao Tome and Principe | 0.50 | 2011 |
| 162 | Mexico | 0.50 | 2012 |
| 163 | Papua New Guinea | 0.50 | 2012 |
| 164 | Cabo Verde | 0.40 | 2011 |
| 165 | Guatemala | 0.40 | 2009 |
| 166 | Haiti | 0.40 | 2006 |
| 167 | Moldova | 0.40 | 2005 est. |
| 168 | Laos | 0.20 | 2012 |
| 169 | Bermuda | 0.11 | 2005 est. |
| 170 | Mauritius | 0.10 | 2012 |
| 171 | Equatorial Guinea | 0.10 | 2011 |
| 172 | Iceland | 0.00 | 2005 est. |
| 173 | Malta | 0.00 | 2012 |


