CIA - The World Factbook --  Infant mortality rate   

This entry gives the number of deaths of infants under one year old in a given year per 1,000 live births in the same year; included is the total death rate, and deaths by sex, male and female. This rate is often used as an indicator of the level of health in a country.

| Rank | country | (deaths/1,000 live births) | Date of Information |
| 86 | Kazakhstan | 25.73 | 2009 est. |
| 87 | Marshall Islands | 25.45 | 2009 est. |
| 88 | Nicaragua | 25.02 | 2009 est. |
| 89 | Paraguay | 24.68 | 2009 est. |
| 90 | Samoa | 24.22 | 2009 est. |
| 91 | Honduras | 24.03 | 2009 est. |
| 92 | Uzbekistan | 23.43 | 2009 est. |
| 93 | Bahamas, The | 23.17 | 2009 est. |
| 94 | Belize | 23.07 | 2009 est. |
| 95 | Romania | 22.90 | 2009 est. |
| 96 | Vietnam | 22.88 | 2009 est. |
| 97 | Brazil | 22.58 | 2009 est. |
| 98 | Tunisia | 22.57 | 2009 est. |
| 99 | Lebanon | 21.82 | 2009 est. |
| 100 | Venezuela | 21.54 | 2009 est. |
| 101 | El Salvador | 21.52 | 2009 est. |
| 102 | Libya | 21.05 | 2009 est. |
| 103 | Ecuador | 20.90 | 2009 est. |
| 104 | Philippines | 20.56 | 2009 est. |
| 105 | China | 20.25 | 2009 est. |
| 106 | Armenia | 20.21 | 2009 est. |
| 107 | Solomon Islands | 19.03 | 2009 est. |
| 108 | Colombia | 18.90 | 2009 est. |
| 109 | Suriname | 18.81 | 2009 est. |
| 110 | Albania | 18.62 | 2009 est. |
| 111 | Sri Lanka | 18.57 | 2009 est. |
| 112 | Tuvalu | 18.43 | 2009 est. |
| 113 | Mexico | 18.42 | 2009 est. |
| 114 | Gaza Strip | 18.35 | 2009 est. |
| 115 | Bulgaria | 17.87 | 2009 est. |
| 116 | Saint Helena | 17.63 | 2009 est. |
| 117 | Thailand | 17.63 | 2009 est. |
| 118 | Cook Islands | 16.90 | 2009 est. |
| 119 | Oman | 16.88 | 2009 est. |
| 120 | Antigua and Barbuda | 16.25 | 2009 est. |
| 121 | Georgia | 16.22 | 2009 est. |
| 122 | Montserrat | 16.08 | 2009 est. |
| 123 | West Bank | 15.96 | 2009 est. |
| 124 | Malaysia | 15.87 | 2009 est. |
| 125 | Bahrain | 15.25 | 2009 est. |
| 126 | Jamaica | 15.22 | 2009 est. |
| 127 | Saint Vincent and the Grenadines | 15.14 | 2009 est. |
| 128 | Jordan | 14.97 | 2009 est. |
| 129 | British Virgin Islands | 14.65 | 2009 est. |
| 130 | Saint Kitts and Nevis | 13.94 | 2009 est. |
| 131 | Turks and Caicos Islands | 13.89 | 2009 est. |
| 132 | Aruba | 13.79 | 2009 est. |
| 133 | Dominica | 13.65 | 2009 est. |
| 134 | Saint Lucia | 13.43 | 2009 est. |
| 135 | Grenada | 13.23 | 2009 est. |
| 136 | Palau | 13.14 | 2009 est. |
| 137 | Moldova | 13.13 | 2009 est. |
| 138 | United Arab Emirates | 12.70 | 2009 est. |
| 139 | Panama | 12.67 | 2009 est. |
| 140 | Qatar | 12.66 | 2009 est. |
| 141 | Botswana | 12.59 | 2009 est. |
| 142 | Seychelles | 12.30 | 2009 est. |
| 143 | Barbados | 12.29 | 2009 est. |
| 144 | Brunei | 12.27 | 2009 est. |
| 145 | Mauritius | 12.20 | 2009 est. |
| 146 | Fiji | 11.58 | 2009 est. |
| 147 | Tonga | 11.58 | 2009 est. |
| 148 | Saudi Arabia | 11.57 | 2009 est. |
| 149 | Argentina | 11.44 | 2009 est. |
| 150 | Uruguay | 11.32 | 2009 est. |
| 151 | Greenland | 10.72 | 2009 est. |
| 152 | Russia | 10.56 | 2009 est. |
| 153 | American Samoa | 10.18 | 2009 est. |
| 154 | Nauru | 9.25 | 2009 est. |
| 155 | Bosnia and Herzegovina | 9.10 | 2009 est. |
| 156 | Netherlands Antilles | 9.09 | 2009 est. |
| 157 | Macedonia | 9.01 | 2009 est. |
| 158 | Ukraine | 8.98 | 2009 est. |
| 159 | Kuwait | 8.96 | 2009 est. |
| 160 | Costa Rica | 8.77 | 2009 est. |
| 161 | Latvia | 8.77 | 2009 est. |
| 162 | Puerto Rico | 8.42 | 2009 est. |
| 163 | Hungary | 7.86 | 2009 est. |
| 164 | Chile | 7.71 | 2009 est. |
| 165 | Virgin Islands | 7.56 | 2009 est. |
| 166 | French Polynesia | 7.55 | 2009 est. |
| 167 | Estonia | 7.32 | 2009 est. |
| 168 | New Caledonia | 7.05 | 2009 est. |
| 169 | Cayman Islands | 6.94 | 2009 est. |
| 170 | Saint Pierre and Miquelon | 6.87 | 2009 est. |
| 171 | Slovakia | 6.84 | 2009 est. |
| 172 | Poland | 6.80 | 2009 est. |
| 173 | Serbia | 6.75 | 2009 est. |
| 174 | Cyprus | 6.60 | 2009 est. |
| 175 | Northern Mariana Islands | 6.59 | 2009 est. |
| 176 | Lithuania | 6.47 | 2009 est. |
| 177 | Belarus | 6.43 | 2009 est. |
| 178 | Croatia | 6.37 | 2009 est. |
| 179 | Faroe Islands | 6.32 | 2009 est. |
| 180 | United States | 6.26 | 2009 est. |
| 181 | Cuba | 5.82 | 2009 est. |
| 182 | European Union | 5.72 | 2009 est. |
| 183 | Italy | 5.51 | 2009 est. |
| 184 | Isle of Man | 5.37 | 2009 est. |
| 185 | Taiwan | 5.35 | 2009 est. |
| 186 | San Marino | 5.34 | 2009 est. |
| 187 | Greece | 5.16 | 2009 est. |
| 188 | Ireland | 5.05 | 2009 est. |
| 189 | Canada | 5.04 | 2009 est. |
| 190 | Wallis and Futuna | 5.02 | 2009 est. |
| 191 | Monaco | 5.00 | 2009 est. |
| 192 | New Zealand | 4.92 | 2009 est. |
| 193 | United Kingdom | 4.85 | 2009 est. |
| 194 | Gibraltar | 4.83 | 2009 est. |
| 195 | Portugal | 4.78 | 2009 est. |
| 196 | Australia | 4.75 | 2009 est. |
| 197 | Jersey | 4.73 | 2009 est. |
| 198 | Netherlands | 4.73 | 2009 est. |
| 199 | Luxembourg | 4.56 | 2009 est. |
| 200 | Guernsey | 4.47 | 2009 est. |
| 201 | Belgium | 4.44 | 2009 est. |
| 202 | Austria | 4.42 | 2009 est. |
| 203 | Denmark | 4.34 | 2009 est. |
| 204 | Korea, South | 4.26 | 2009 est. |
| 205 | Liechtenstein | 4.25 | 2009 est. |
| 206 | Slovenia | 4.25 | 2009 est. |
| 207 | Israel | 4.22 | 2009 est. |
| 208 | Spain | 4.21 | 2009 est. |
| 209 | Switzerland | 4.18 | 2009 est. |
| 210 | Germany | 3.99 | 2009 est. |
| 211 | Czech Republic | 3.79 | 2009 est. |
| 212 | Andorra | 3.76 | 2009 est. |
| 213 | Malta | 3.75 | 2009 est. |
| 214 | Norway | 3.58 | 2009 est. |
| 215 | Anguilla | 3.52 | 2009 est. |
| 216 | Finland | 3.47 | 2009 est. |
| 217 | France | 3.33 | 2009 est. |
| 218 | Iceland | 3.23 | 2009 est. |
| 219 | Macau | 3.22 | 2009 est. |
| 220 | Hong Kong | 2.92 | 2009 est. |
| 221 | Japan | 2.79 | 2009 est. |
| 222 | Sweden | 2.75 | 2009 est. |
| 223 | Bermuda | 2.46 | 2009 est. |
| 224 | Singapore | 2.31 | 2009 est. |
