CIA - The World Factbook --  INFANT MORTALITY RATE

Infant mortality rate compares the number of deaths of infants under one year old in a given year per 1,000 live births in the same year. This rate is often used as an indicator of the level of health in a country.

| Rank | Country | (DEATHS/1,000 LIVE BIRTHS) | Date of Information |
| 159 | Curacao | 7.50 | 2017 est. |
| 160 | Macedonia | 7.40 | 2017 est. |
| 161 | Lebanon | 7.40 | 2017 est. |
| 162 | Kuwait | 7.00 | 2017 est. |
| 163 | Russia | 6.80 | 2017 est. |
| 164 | Chile | 6.60 | 2017 est. |
| 165 | Saint Pierre and Miquelon | 6.50 | 2017 est. |
| 166 | Puerto Rico | 6.40 | 2017 est. |
| 167 | Qatar | 6.20 | 2017 est. |
| 168 | Cayman Islands | 5.90 | 2017 est. |
| 169 | Gibraltar | 5.90 | 2017 est. |
| 170 | United States | 5.80 | 2017 est. |
| 171 | Serbia | 5.80 | 2017 est. |
| 172 | Bosnia and Herzegovina | 5.50 | 2017 est. |
| 173 | Faroe Islands | 5.40 | 2017 est. |
| 174 | New Caledonia | 5.20 | 2017 est. |
| 175 | Latvia | 5.20 | 2017 est. |
| 176 | Slovakia | 5.10 | 2017 est. |
| 177 | Hungary | 4.90 | 2017 est. |
| 178 | French Polynesia | 4.60 | 2017 est. |
| 179 | Greece | 4.60 | 2017 est. |
| 180 | Canada | 4.50 | 2017 est. |
| 181 | Cuba | 4.40 | 2017 est. |
| 182 | Poland | 4.40 | 2017 est. |
| 183 | New Zealand | 4.40 | 2017 est. |
| 184 | Australia | 4.30 | 2017 est. |
| 185 | United Kingdom | 4.30 | 2017 est. |
| 186 | Wallis and Futuna | 4.30 | 2017 est. |
| 187 | Taiwan | 4.30 | 2017 est. |
| 188 | San Marino | 4.30 | 2017 est. |
| 189 | Portugal | 4.30 | 2017 est. |
| 190 | Liechtenstein | 4.20 | 2017 est. |
| 191 | Denmark | 4.00 | 2017 est. |
| 192 | European Union | 4.00 | 2016 est. |
| 193 | Isle of Man | 4.00 | 2017 est. |
| 194 | Slovenia | 3.90 | 2017 est. |
| 195 | Jersey | 3.80 | 2017 est. |
| 196 | Estonia | 3.80 | 2017 est. |
| 197 | Lithuania | 3.80 | 2017 est. |
| 198 | Ireland | 3.60 | 2017 est. |
| 199 | Andorra | 3.60 | 2017 est. |
| 200 | Belarus | 3.60 | 2017 est. |
| 201 | Netherlands | 3.60 | 2017 est. |
| 202 | Switzerland | 3.60 | 2017 est. |
| 203 | Malta | 3.50 | 2017 est. |
| 204 | Israel | 3.40 | 2017 est. |
| 205 | Germany | 3.40 | 2017 est. |
| 206 | Guernsey | 3.40 | 2017 est. |
| 207 | Belgium | 3.40 | 2017 est. |
| 208 | Austria | 3.40 | 2017 est. |
| 209 | Luxembourg | 3.40 | 2017 est. |
| 210 | Italy | 3.30 | 2017 est. |
| 211 | Anguilla | 3.30 | 2017 est. |
| 212 | Spain | 3.30 | 2017 est. |
| 213 | France | 3.20 | 2017 est. |
| 214 | Macau | 3.10 | 2017 est. |
| 215 | Korea, South | 3.00 | 2017 est. |
| 216 | Hong Kong | 2.70 | 2017 est. |
| 217 | Czechia | 2.60 | 2017 est. |
| 218 | Sweden | 2.60 | 2017 est. |
| 219 | Bermuda | 2.50 | 2017 est. |
| 220 | Finland | 2.50 | 2017 est. |
| 221 | Norway | 2.50 | 2017 est. |
| 222 | Singapore | 2.40 | 2017 est. |
| 223 | Iceland | 2.10 | 2017 est. |
| 224 | Japan | 2.00 | 2017 est. |
| 225 | Monaco | 1.80 | 2017 est. |


