CIA - The World Factbook --  Airports - with paved runways   

This entry gives the total number of airports with paved runways (concrete or asphalt surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with paved runways | Date of Information |
| 78 | South Africa | 65.00 | 2013 |
| 79 | Algeria | 64.00 | 2013 |
| 80 | Cuba | 64.00 | 2013 |
| 81 | Kazakhstan | 63.00 | 2013 |
| 82 | Thailand | 63.00 | 2013 |
| 83 | Venezuela | 62.00 | 2013 |
| 84 | Germany | 60.00 | 2013 |
| 85 | India | 59.00 | 2013 |
| 86 | Peru | 59.00 | 2013 |
| 87 | Bulgaria | 57.00 | 2013 |
| 88 | Panama | 57.00 | 2013 |
| 89 | Russia | 54.00 | 2013 |
| 90 | Colombia | 53.00 | 2013 |
| 91 | Argentina | 53.00 | 2013 |
| 92 | South Africa | 52.00 | 2013 |
| 93 | Indonesia | 51.00 | 2013 |
| 94 | Ecuador | 51.00 | 2013 |
| 95 | Brazil | 49.00 | 2013 |
| 96 | Germany | 49.00 | 2013 |
| 97 | Costa Rica | 47.00 | 2013 |
| 98 | French Polynesia | 45.00 | 2013 |
| 99 | Japan | 45.00 | 2013 |
| 100 | Portugal | 43.00 | 2013 |
| 101 | Pakistan | 43.00 | 2013 |
| 102 | Iran | 42.00 | 2013 |
| 103 | Ukraine | 42.00 | 2013 |
| 104 | Czech Republic | 41.00 | 2013 |
| 105 | Nigeria | 40.00 | 2013 |
| 106 | Switzerland | 40.00 | 2013 |
| 107 | Malaysia | 39.00 | 2013 |
| 108 | Colombia | 39.00 | 2013 |
| 109 | Korea, North | 39.00 | 2013 |
| 110 | New Zealand | 39.00 | 2013 |
| 111 | Turkey | 38.00 | 2013 |
| 112 | Japan | 38.00 | 2013 |
| 113 | Vietnam | 38.00 | 2013 |
| 114 | Indonesia | 37.00 | 2013 |
| 115 | Sweden | 37.00 | 2013 |
| 116 | Poland | 36.00 | 2013 |
| 117 | Burma | 36.00 | 2013 |
| 118 | Egypt | 36.00 | 2013 |
| 119 | Iran | 36.00 | 2013 |
| 120 | Taiwan | 35.00 | 2013 |
| 121 | Iraq | 34.00 | 2013 |
| 122 | Philippines | 34.00 | 2013 |
| 123 | Saudi Arabia | 33.00 | 2013 |
| 124 | Uzbekistan | 33.00 | 2013 |
| 125 | Venezuela | 33.00 | 2013 |
| 126 | Belarus | 33.00 | 2013 |
| 127 | Philippines | 33.00 | 2013 |
| 128 | French Polynesia | 33.00 | 2013 |
| 129 | Mexico | 33.00 | 2013 |
| 130 | Mexico | 32.00 | 2013 |
| 131 | Italy | 31.00 | 2013 |
| 132 | Chile | 31.00 | 2013 |
| 133 | Angola | 31.00 | 2013 |
| 134 | Morocco | 31.00 | 2013 |
| 135 | Poland | 30.00 | 2013 |
| 136 | Azerbaijan | 30.00 | 2013 |
| 137 | Libya | 30.00 | 2013 |
| 138 | Panama | 30.00 | 2013 |
| 139 | Syria | 29.00 | 2013 |
| 140 | United Kingdom | 29.00 | 2013 |
| 141 | Iran | 29.00 | 2013 |
| 142 | Israel | 29.00 | 2013 |
| 143 | Italy | 29.00 | 2013 |
| 144 | Algeria | 29.00 | 2013 |
| 145 | Argentina | 29.00 | 2013 |
| 146 | Ukraine | 28.00 | 2013 |
| 147 | Denmark | 28.00 | 2013 |
| 148 | Japan | 28.00 | 2013 |
| 149 | Saudi Arabia | 27.00 | 2013 |
| 150 | Brazil | 27.00 | 2013 |
| 151 | Cuba | 27.00 | 2013 |
| 152 | Costa Rica | 27.00 | 2013 |
| 153 | Romania | 26.00 | 2013 |
| 154 | Iran | 26.00 | 2013 |
| 155 | Madagascar | 26.00 | 2013 |
| 156 | Congo, Democratic Republic of the | 26.00 | 2013 |
| 157 | Finland | 26.00 | 2013 |
| 158 | Belgium | 26.00 | 2013 |
| 159 | Bulgaria | 26.00 | 2013 |
| 160 | Ecuador | 26.00 | 2013 |
| 161 | Japan | 25.00 | 2013 |
| 162 | Kazakhstan | 25.00 | 2013 |
| 163 | China | 25.00 | 2013 |
| 164 | United Arab Emirates | 25.00 | 2013 |
| 165 | France | 25.00 | 2013 |
| 166 | Spain | 24.00 | 2013 |
| 167 | Spain | 24.00 | 2013 |
| 168 | Chile | 24.00 | 2013 |
| 169 | Austria | 24.00 | 2013 |
| 170 | Bahamas, The | 24.00 | 2013 |
| 171 | Croatia | 24.00 | 2013 |
| 172 | Thailand | 23.00 | 2013 |
| 173 | Netherlands | 23.00 | 2013 |
| 174 | New Zealand | 23.00 | 2013 |
| 175 | Chile | 23.00 | 2013 |
| 176 | Libya | 23.00 | 2013 |
| 177 | Afghanistan | 23.00 | 2013 |
| 178 | Korea, South | 23.00 | 2013 |
| 179 | Sweden | 22.00 | 2013 |
| 180 | Ukraine | 22.00 | 2013 |
| 181 | India | 22.00 | 2013 |
| 182 | Korea, North | 22.00 | 2013 |
| 183 | Lithuania | 22.00 | 2013 |
| 184 | Norway | 22.00 | 2013 |
| 185 | Turkmenistan | 21.00 | 2013 |
| 186 | Mozambique | 21.00 | 2013 |
| 187 | Norway | 21.00 | 2013 |
| 188 | Peru | 21.00 | 2013 |
| 189 | Canada | 21.00 | 2013 |
| 190 | Slovakia | 21.00 | 2013 |
| 191 | Finland | 21.00 | 2013 |
| 192 | Indonesia | 21.00 | 2013 |
| 193 | Bolivia | 21.00 | 2013 |
| 194 | Papua New Guinea | 21.00 | 2013 |
| 195 | Pakistan | 20.00 | 2013 |
| 196 | Pakistan | 20.00 | 2013 |
| 197 | Belarus | 20.00 | 2013 |
| 198 | Iraq | 20.00 | 2013 |
| 199 | Hungary | 20.00 | 2013 |
| 200 | Panama | 20.00 | 2013 |
| 201 | Namibia | 19.00 | 2013 |
| 202 | Spain | 19.00 | 2013 |
| 203 | Canada | 19.00 | 2013 |
| 204 | Greece | 19.00 | 2013 |
| 205 | Korea, South | 19.00 | 2013 |
| 206 | Spain | 18.00 | 2013 |
| 207 | Italy | 18.00 | 2013 |
| 208 | Kyrgyzstan | 18.00 | 2013 |
| 209 | Colombia | 18.00 | 2013 |
| 210 | Ecuador | 18.00 | 2013 |
| 211 | Georgia | 18.00 | 2013 |
| 212 | Greece | 18.00 | 2013 |
| 213 | Latvia | 18.00 | 2013 |
| 214 | Yemen | 17.00 | 2013 |
| 215 | Zimbabwe | 17.00 | 2013 |
| 216 | Switzerland | 17.00 | 2013 |
| 217 | Tajikistan | 17.00 | 2013 |
| 218 | Turkey | 17.00 | 2013 |
| 219 | Congo, Democratic Republic of the | 17.00 | 2013 |
| 220 | Puerto Rico | 17.00 | 2013 |
| 221 | Ethiopia | 17.00 | 2013 |
| 222 | Algeria | 17.00 | 2013 |
| 223 | Bulgaria | 17.00 | 2013 |
| 224 | Venezuela | 17.00 | 2013 |
| 225 | Saudi Arabia | 16.00 | 2013 |
| 226 | Bangladesh | 16.00 | 2013 |
| 227 | Syria | 16.00 | 2013 |
| 228 | Turkey | 16.00 | 2013 |
| 229 | Turkey | 16.00 | 2013 |
| 230 | Peru | 16.00 | 2013 |
| 231 | Jordan | 16.00 | 2013 |
| 232 | Kenya | 16.00 | 2013 |
| 233 | Madagascar | 16.00 | 2013 |
| 234 | Costa Rica | 16.00 | 2013 |
| 235 | Cuba | 16.00 | 2013 |
| 236 | Dominican Republic | 16.00 | 2013 |
| 237 | Ireland | 16.00 | 2013 |
| 238 | Czech Republic | 16.00 | 2013 |
| 239 | Guatemala | 16.00 | 2013 |
| 240 | Sudan | 16.00 | 2013 |
| 241 | Tunisia | 15.00 | 2013 |
| 242 | Paraguay | 15.00 | 2013 |
| 243 | Pakistan | 15.00 | 2013 |
| 244 | Portugal | 15.00 | 2013 |
| 245 | Sri Lanka | 15.00 | 2013 |
| 246 | Mongolia | 15.00 | 2013 |
| 247 | Egypt | 15.00 | 2013 |
| 248 | Egypt | 15.00 | 2013 |
| 249 | Greece | 15.00 | 2013 |
| 250 | Kazakhstan | 15.00 | 2013 |
| 251 | Spain | 14.00 | 2013 |
| 252 | Thailand | 14.00 | 2013 |
| 253 | Norway | 14.00 | 2013 |
| 254 | India | 14.00 | 2013 |
| 255 | Australia | 14.00 | 2013 |
| 256 | France | 14.00 | 2013 |
| 257 | Gabon | 14.00 | 2013 |
| 258 | Germany | 14.00 | 2013 |
| 259 | Australia | 14.00 | 2013 |
| 260 | Finland | 14.00 | 2013 |
| 261 | Vietnam | 13.00 | 2013 |
| 262 | Ukraine | 13.00 | 2013 |
| 263 | Uzbekistan | 13.00 | 2013 |
| 264 | Korea, South | 13.00 | 2013 |
| 265 | Oman | 13.00 | 2013 |
| 266 | Bahamas, The | 13.00 | 2013 |
| 267 | Estonia | 13.00 | 2013 |
| 268 | Honduras | 13.00 | 2013 |
| 269 | Azerbaijan | 13.00 | 2013 |
| 270 | Austria | 13.00 | 2013 |
| 271 | Cyprus | 13.00 | 2013 |
| 272 | Namibia | 12.00 | 2013 |
| 273 | Bulgaria | 12.00 | 2013 |
| 274 | Switzerland | 12.00 | 2013 |
| 275 | Thailand | 12.00 | 2013 |
| 276 | New Caledonia | 12.00 | 2013 |
| 277 | Nigeria | 12.00 | 2013 |
| 278 | Nicaragua | 12.00 | 2013 |
| 279 | New Zealand | 12.00 | 2013 |
| 280 | Peru | 12.00 | 2013 |
| 281 | Papua New Guinea | 12.00 | 2013 |
| 282 | Korea, South | 12.00 | 2013 |
| 283 | Mexico | 12.00 | 2013 |
| 284 | Denmark | 12.00 | 2013 |
| 285 | Czech Republic | 12.00 | 2013 |
| 286 | United Arab Emirates | 12.00 | 2013 |
| 287 | Algeria | 12.00 | 2013 |
| 288 | Angola | 12.00 | 2013 |
| 289 | Burma | 12.00 | 2013 |
| 290 | Burma | 12.00 | 2013 |
| 291 | Sweden | 12.00 | 2013 |
| 292 | South Africa | 11.00 | 2013 |
| 293 | Cameroon | 11.00 | 2013 |
| 294 | Netherlands | 11.00 | 2013 |
| 295 | Nepal | 11.00 | 2013 |
| 296 | Romania | 11.00 | 2013 |
| 297 | Israel | 11.00 | 2013 |
| 298 | Italy | 11.00 | 2013 |
| 299 | Jamaica | 11.00 | 2013 |
| 300 | Kyrgyzstan | 11.00 | 2013 |
| 301 | Slovakia | 11.00 | 2013 |
| 302 | Morocco | 11.00 | 2013 |
| 303 | Guyana | 11.00 | 2013 |
| 304 | Afghanistan | 11.00 | 2013 |
| 305 | Australia | 11.00 | 2013 |
| 306 | Burma | 11.00 | 2013 |
| 307 | Uruguay | 11.00 | 2013 |
| 308 | Sudan | 10.00 | 2013 |
| 309 | Botswana | 10.00 | 2013 |
| 310 | Tanzania | 10.00 | 2013 |
| 311 | Vietnam | 10.00 | 2013 |
| 312 | New Caledonia | 10.00 | 2013 |
| 313 | Niger | 10.00 | 2013 |
| 314 | Nigeria | 10.00 | 2013 |
| 315 | Norway | 10.00 | 2013 |
| 316 | Pakistan | 10.00 | 2013 |
| 317 | Poland | 10.00 | 2013 |
| 318 | Serbia | 10.00 | 2013 |
| 319 | Romania | 10.00 | 2013 |
| 320 | Philippines | 10.00 | 2013 |
| 321 | Kazakhstan | 10.00 | 2013 |
| 322 | Mongolia | 10.00 | 2013 |
| 323 | Cuba | 10.00 | 2013 |
| 324 | Finland | 10.00 | 2013 |
| 325 | Greenland | 10.00 | 2013 |
| 326 | Greece | 10.00 | 2013 |
| 327 | Croatia | 10.00 | 2013 |
| 328 | Armenia | 10.00 | 2013 |
| 329 | Argentina | 10.00 | 2013 |
| 330 | Taiwan | 10.00 | 2013 |
| 331 | Vietnam | 9.00 | 2013 |
| 332 | Colombia | 9.00 | 2013 |
| 333 | South Africa | 9.00 | 2013 |
| 334 | Senegal | 9.00 | 2013 |
| 335 | Singapore | 9.00 | 2013 |
| 336 | Turkmenistan | 9.00 | 2013 |
| 337 | Turkmenistan | 9.00 | 2013 |
| 338 | Venezuela | 9.00 | 2013 |
| 339 | Mozambique | 9.00 | 2013 |
| 340 | Nigeria | 9.00 | 2013 |
| 341 | Italy | 9.00 | 2013 |
| 342 | Lithuania | 9.00 | 2013 |
| 343 | Morocco | 9.00 | 2013 |
| 344 | Mauritania | 9.00 | 2013 |
| 345 | Cabo Verde | 9.00 | 2013 |
| 346 | Czech Republic | 9.00 | 2013 |
| 347 | Gabon | 9.00 | 2013 |
| 348 | Belgium | 9.00 | 2013 |
| 349 | Chad | 9.00 | 2013 |
| 350 | Yemen | 9.00 | 2013 |
| 351 | Zambia | 8.00 | 2013 |
| 352 | Congo, Republic of the | 8.00 | 2013 |
| 353 | Taiwan | 8.00 | 2013 |
| 354 | Taiwan | 8.00 | 2013 |
| 355 | Malaysia | 8.00 | 2013 |
| 356 | Malaysia | 8.00 | 2013 |
| 357 | Malaysia | 8.00 | 2013 |
| 358 | Malaysia | 8.00 | 2013 |
| 359 | Portugal | 8.00 | 2013 |
| 360 | Portugal | 8.00 | 2013 |
| 361 | Philippines | 8.00 | 2013 |
| 362 | Jordan | 8.00 | 2013 |
| 363 | Korea, North | 8.00 | 2013 |
| 364 | Kazakhstan | 8.00 | 2013 |
| 365 | Laos | 8.00 | 2013 |
| 366 | Macedonia | 8.00 | 2013 |
| 367 | Mali | 8.00 | 2013 |
| 368 | Estonia | 8.00 | 2013 |
| 369 | Ethiopia | 8.00 | 2013 |
| 370 | Guyana | 8.00 | 2013 |
| 371 | Angola | 8.00 | 2013 |
| 372 | Belgium | 8.00 | 2013 |
| 373 | Thailand | 8.00 | 2013 |
| 374 | Angola | 7.00 | 2013 |
| 375 | Bahamas, The | 7.00 | 2013 |
| 376 | Bosnia and Herzegovina | 7.00 | 2013 |
| 377 | Belarus | 7.00 | 2013 |
| 378 | Brazil | 7.00 | 2013 |
| 379 | Sri Lanka | 7.00 | 2013 |
| 380 | Chile | 7.00 | 2013 |
| 381 | Cuba | 7.00 | 2013 |
| 382 | Cyprus | 7.00 | 2013 |
| 383 | Denmark | 7.00 | 2013 |
| 384 | Georgia | 7.00 | 2013 |
| 385 | Ghana | 7.00 | 2013 |
| 386 | Iceland | 7.00 | 2013 |
| 387 | Iran | 7.00 | 2013 |
| 388 | Cote d'Ivoire | 7.00 | 2013 |
| 389 | Iraq | 7.00 | 2013 |
| 390 | Iraq | 7.00 | 2013 |
| 391 | Latvia | 7.00 | 2013 |
| 392 | Lithuania | 7.00 | 2013 |
| 393 | Libya | 7.00 | 2013 |
| 394 | Libya | 7.00 | 2013 |
| 395 | Malawi | 7.00 | 2013 |
| 396 | Morocco | 7.00 | 2013 |
| 397 | Oman | 7.00 | 2013 |
| 398 | Maldives | 7.00 | 2013 |
| 399 | Malaysia | 7.00 | 2013 |
| 400 | Paraguay | 7.00 | 2013 |
| 401 | Portugal | 7.00 | 2013 |
| 402 | Puerto Rico | 7.00 | 2013 |
| 403 | Seychelles | 7.00 | 2013 |
| 404 | South Africa | 7.00 | 2013 |
| 405 | Slovenia | 7.00 | 2013 |
| 406 | Taiwan | 7.00 | 2013 |
| 407 | United Kingdom | 7.00 | 2013 |
| 408 | Zimbabwe | 7.00 | 2013 |
| 409 | Botswana | 6.00 | 2013 |
| 410 | Vietnam | 6.00 | 2013 |
| 411 | Bangladesh | 6.00 | 2013 |
| 412 | Belize | 6.00 | 2013 |
| 413 | Bolivia | 6.00 | 2013 |
| 414 | Bolivia | 6.00 | 2013 |
| 415 | Cambodia | 6.00 | 2013 |
| 416 | Sri Lanka | 6.00 | 2013 |
| 417 | Egypt | 6.00 | 2013 |
| 418 | Equatorial Guinea | 6.00 | 2013 |
| 419 | Micronesia, Federated States of | 6.00 | 2013 |
| 420 | Greenland | 6.00 | 2013 |
| 421 | Greece | 6.00 | 2013 |
| 422 | Guatemala | 6.00 | 2013 |
| 423 | Croatia | 6.00 | 2013 |
| 424 | Hungary | 6.00 | 2013 |
| 425 | Hungary | 6.00 | 2013 |
| 426 | Israel | 6.00 | 2013 |
| 427 | Japan | 6.00 | 2013 |
| 428 | Kenya | 6.00 | 2013 |
| 429 | Madagascar | 6.00 | 2013 |
| 430 | Macedonia | 6.00 | 2013 |
| 431 | Niger | 6.00 | 2013 |
| 432 | Nigeria | 6.00 | 2013 |
| 433 | Netherlands | 6.00 | 2013 |
| 434 | Nepal | 6.00 | 2013 |
| 435 | Suriname | 6.00 | 2013 |
| 436 | Poland | 6.00 | 2013 |
| 437 | Senegal | 6.00 | 2013 |
| 438 | Somalia | 6.00 | 2013 |
| 439 | Switzerland | 6.00 | 2013 |
| 440 | Thailand | 6.00 | 2013 |
| 441 | Turks and Caicos Islands | 6.00 | 2013 |
| 442 | Tunisia | 6.00 | 2013 |
| 443 | Uzbekistan | 6.00 | 2013 |
| 444 | Uzbekistan | 6.00 | 2013 |
| 445 | Venezuela | 6.00 | 2013 |
| 446 | Belgium | 6.00 | 2013 |
| 447 | United Arab Emirates | 5.00 | 2013 |
| 448 | Zimbabwe | 5.00 | 2013 |
| 449 | Azerbaijan | 5.00 | 2013 |
| 450 | Azerbaijan | 5.00 | 2013 |
| 451 | Austria | 5.00 | 2013 |
| 452 | Bangladesh | 5.00 | 2013 |
| 453 | Bolivia | 5.00 | 2013 |
| 454 | Congo, Republic of the | 5.00 | 2013 |
| 455 | Chile | 5.00 | 2013 |
| 456 | Cameroon | 5.00 | 2013 |
| 457 | Denmark | 5.00 | 2013 |
| 458 | Ecuador | 5.00 | 2013 |
| 459 | Ireland | 5.00 | 2013 |
| 460 | Ireland | 5.00 | 2013 |
| 461 | El Salvador | 5.00 | 2013 |
| 462 | French Polynesia | 5.00 | 2013 |
| 463 | French Polynesia | 5.00 | 2013 |
| 464 | Georgia | 5.00 | 2013 |
| 465 | Hungary | 5.00 | 2013 |
| 466 | Indonesia | 5.00 | 2013 |
| 467 | Israel | 5.00 | 2013 |
| 468 | Israel | 5.00 | 2013 |
| 469 | Jamaica | 5.00 | 2013 |
| 470 | Jordan | 5.00 | 2013 |
| 471 | Kenya | 5.00 | 2013 |
| 472 | Kazakhstan | 5.00 | 2013 |
| 473 | Lebanon | 5.00 | 2013 |
| 474 | Moldova | 5.00 | 2013 |
| 475 | Montenegro | 5.00 | 2013 |
| 476 | Mauritania | 5.00 | 2013 |
| 477 | Oman | 5.00 | 2013 |
| 478 | Mozambique | 5.00 | 2013 |
| 479 | Suriname | 5.00 | 2013 |
| 480 | Paraguay | 5.00 | 2013 |
| 481 | Peru | 5.00 | 2013 |
| 482 | Peru | 5.00 | 2013 |
| 483 | Poland | 5.00 | 2013 |
| 484 | Portugal | 5.00 | 2013 |
| 485 | Papua New Guinea | 5.00 | 2013 |
| 486 | Puerto Rico | 5.00 | 2013 |
| 487 | Seychelles | 5.00 | 2013 |
| 488 | Syria | 5.00 | 2013 |
| 489 | Syria | 5.00 | 2013 |
| 490 | Tajikistan | 5.00 | 2013 |
| 491 | Uganda | 5.00 | 2013 |
| 492 | Saint Vincent and the Grenadines | 5.00 | 2013 |
| 493 | Algeria | 5.00 | 2013 |
| 494 | Afghanistan | 4.00 | 2013 |
| 495 | Yemen | 4.00 | 2013 |
| 496 | Azerbaijan | 4.00 | 2013 |
| 497 | Albania | 4.00 | 2013 |
| 498 | Armenia | 4.00 | 2013 |
| 499 | Angola | 4.00 | 2013 |
| 500 | Argentina | 4.00 | 2013 |
| 501 | Austria | 4.00 | 2013 |
| 502 | Bahrain | 4.00 | 2013 |
| 503 | Bosnia and Herzegovina | 4.00 | 2013 |
| 504 | Bolivia | 4.00 | 2013 |
| 505 | Belarus | 4.00 | 2013 |
| 506 | Chad | 4.00 | 2013 |
| 507 | Comoros | 4.00 | 2013 |
| 508 | Cuba | 4.00 | 2013 |
| 509 | Dominican Republic | 4.00 | 2013 |
| 510 | Dominican Republic | 4.00 | 2013 |
| 511 | Dominican Republic | 4.00 | 2013 |
| 512 | Ecuador | 4.00 | 2013 |
| 513 | Ireland | 4.00 | 2013 |
| 514 | Eritrea | 4.00 | 2013 |
| 515 | Ethiopia | 4.00 | 2013 |
| 516 | Fiji | 4.00 | 2013 |
| 517 | Micronesia, Federated States of | 4.00 | 2013 |
| 518 | Guam | 4.00 | 2013 |
| 519 | Guatemala | 4.00 | 2013 |
| 520 | Guatemala | 4.00 | 2013 |
| 521 | Guinea | 4.00 | 2013 |
| 522 | Haiti | 4.00 | 2013 |
| 523 | Honduras | 4.00 | 2013 |
| 524 | Cote d'Ivoire | 4.00 | 2013 |
| 525 | Iraq | 4.00 | 2013 |
| 526 | Jamaica | 4.00 | 2013 |
| 527 | Korea, North | 4.00 | 2013 |
| 528 | Kiribati | 4.00 | 2013 |
| 529 | Kiribati | 4.00 | 2013 |
| 530 | Korea, South | 4.00 | 2013 |
| 531 | Kuwait | 4.00 | 2013 |
| 532 | Laos | 4.00 | 2013 |
| 533 | Latvia | 4.00 | 2013 |
| 534 | Malawi | 4.00 | 2013 |
| 535 | Mali | 4.00 | 2013 |
| 536 | Morocco | 4.00 | 2013 |
| 537 | Mauritania | 4.00 | 2013 |
| 538 | Maldives | 4.00 | 2013 |
| 539 | Mozambique | 4.00 | 2013 |
| 540 | Nicaragua | 4.00 | 2013 |
| 541 | Qatar | 4.00 | 2013 |
| 542 | Marshall Islands | 4.00 | 2013 |
| 543 | Romania | 4.00 | 2013 |
| 544 | Philippines | 4.00 | 2013 |
| 545 | Rwanda | 4.00 | 2013 |
| 546 | Saudi Arabia | 4.00 | 2013 |
| 547 | Somalia | 4.00 | 2013 |
| 548 | Tajikistan | 4.00 | 2013 |
| 549 | Tunisia | 4.00 | 2013 |
| 550 | Turkey | 4.00 | 2013 |
| 551 | Tanzania | 4.00 | 2013 |
| 552 | Uruguay | 4.00 | 2013 |
| 553 | Uruguay | 4.00 | 2013 |
| 554 | Uzbekistan | 4.00 | 2013 |
| 555 | Uzbekistan | 4.00 | 2013 |
| 556 | Namibia | 4.00 | 2013 |
| 557 | Afghanistan | 4.00 | 2013 |
| 558 | Switzerland | 3.00 | 2013 |
| 559 | Tajikistan | 3.00 | 2013 |
| 560 | Tajikistan | 3.00 | 2013 |
| 561 | Turks and Caicos Islands | 3.00 | 2013 |
| 562 | Tunisia | 3.00 | 2013 |
| 563 | Uganda | 3.00 | 2013 |
| 564 | Ukraine | 3.00 | 2013 |
| 565 | Saint Vincent and the Grenadines | 3.00 | 2013 |
| 566 | Western Sahara | 3.00 | 2013 |
| 567 | Western Sahara | 3.00 | 2013 |
| 568 | Yemen | 3.00 | 2013 |
| 569 | Zambia | 3.00 | 2013 |
| 570 | Zambia | 3.00 | 2013 |
| 571 | Zimbabwe | 3.00 | 2013 |
| 572 | United Arab Emirates | 3.00 | 2013 |
| 573 | United Arab Emirates | 3.00 | 2013 |
| 574 | Azerbaijan | 3.00 | 2013 |
| 575 | Albania | 3.00 | 2013 |
| 576 | American Samoa | 3.00 | 2013 |
| 577 | Bahrain | 3.00 | 2013 |
| 578 | Belize | 3.00 | 2013 |
| 579 | Cambodia | 3.00 | 2013 |
| 580 | Congo, Democratic Republic of the | 3.00 | 2013 |
| 581 | Congo, Democratic Republic of the | 3.00 | 2013 |
| 582 | Cayman Islands | 3.00 | 2013 |
| 583 | Cameroon | 3.00 | 2013 |
| 584 | Comoros | 3.00 | 2013 |
| 585 | Northern Mariana Islands | 3.00 | 2013 |
| 586 | Cabo Verde | 3.00 | 2013 |
| 587 | Cabo Verde | 3.00 | 2013 |
