CIA - The World Factbook --  Airports - with paved runways   

This entry gives the total number of airports with paved runways (concrete or asphalt surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with paved runways | Date of Information |
| 30 | Canada | 148.00 | 2010 |
| 31 | Australia | 148.00 | 2010 |
| 32 | South Africa | 147.00 | 2010 |
| 33 | Japan | 144.00 | 2010 |
| 34 | Australia | 140.00 | 2010 |
| 35 | China | 137.00 | 2010 |
| 36 | Germany | 135.00 | 2010 |
| 37 | Iran | 133.00 | 2010 |
| 38 | China | 132.00 | 2010 |
| 39 | Bulgaria | 130.00 | 2010 |
| 40 | Venezuela | 129.00 | 2010 |
| 41 | Russia | 126.00 | 2010 |
| 42 | United Kingdom | 124.00 | 2010 |
| 43 | Russia | 117.00 | 2010 |
| 44 | European Union | 116.00 | 2010 |
| 45 | Colombia | 116.00 | 2010 |
| 46 | Ecuador | 105.00 | 2010 |
| 47 | Pakistan | 101.00 | 2010 |
| 48 | Italy | 101.00 | 2010 |
| 49 | France | 98.00 | 2010 |
| 50 | Russia | 98.00 | 2010 |
| 51 | Spain | 97.00 | 2010 |
| 52 | Ukraine | 97.00 | 2010 |
| 53 | Bulgaria | 96.00 | 2010 |
| 54 | Turkey | 88.00 | 2010 |
| 55 | Poland | 86.00 | 2010 |
| 56 | Mexico | 85.00 | 2010 |
| 57 | Philippines | 85.00 | 2010 |
| 58 | Chile | 84.00 | 2010 |
| 59 | Mexico | 83.00 | 2010 |
| 60 | China | 83.00 | 2010 |
| 61 | France | 83.00 | 2010 |
| 62 | India | 81.00 | 2010 |
| 63 | Saudi Arabia | 81.00 | 2010 |
| 64 | Canada | 79.00 | 2010 |
| 65 | United Kingdom | 77.00 | 2010 |
| 66 | France | 76.00 | 2010 |
| 67 | Sweden | 76.00 | 2010 |
| 68 | Iraq | 75.00 | 2010 |
| 69 | India | 75.00 | 2010 |
| 70 | Finland | 75.00 | 2010 |
| 71 | Egypt | 73.00 | 2010 |
| 72 | Korea, South | 72.00 | 2010 |
| 73 | Germany | 70.00 | 2010 |
| 74 | Norway | 67.00 | 2010 |
| 75 | Greece | 67.00 | 2010 |
| 76 | South Africa | 67.00 | 2010 |
| 77 | Kazakhstan | 65.00 | 2010 |
| 78 | Cuba | 65.00 | 2010 |
| 79 | Argentina | 65.00 | 2010 |
| 80 | Thailand | 64.00 | 2010 |
| 81 | Indonesia | 64.00 | 2010 |
| 82 | United Kingdom | 64.00 | 2010 |
| 83 | China | 63.00 | 2010 |
| 84 | Venezuela | 63.00 | 2010 |
| 85 | Germany | 59.00 | 2010 |
| 86 | Libya | 59.00 | 2010 |
| 87 | Peru | 58.00 | 2010 |
| 88 | Algeria | 57.00 | 2010 |
| 89 | India | 57.00 | 2010 |
| 90 | Brazil | 55.00 | 2010 |
| 91 | Ecuador | 55.00 | 2010 |
| 92 | Panama | 54.00 | 2010 |
| 93 | Germany | 53.00 | 2010 |
| 94 | South Africa | 53.00 | 2010 |
| 95 | Ukraine | 51.00 | 2010 |
| 96 | Argentina | 51.00 | 2010 |
| 97 | Russia | 51.00 | 2010 |
| 98 | Colombia | 50.00 | 2010 |
| 99 | Indonesia | 50.00 | 2010 |
| 100 | French Polynesia | 46.00 | 2010 |
| 101 | Czech Republic | 44.00 | 2010 |
| 102 | Japan | 44.00 | 2010 |
| 103 | Portugal | 43.00 | 2010 |
| 104 | Iran | 42.00 | 2010 |
| 105 | Switzerland | 42.00 | 2010 |
| 106 | Colombia | 41.00 | 2010 |
| 107 | Mexico | 40.00 | 2010 |
| 108 | New Zealand | 40.00 | 2010 |
| 109 | Pakistan | 39.00 | 2010 |
| 110 | Costa Rica | 39.00 | 2010 |
| 111 | Poland | 39.00 | 2010 |
| 112 | Taiwan | 38.00 | 2010 |
| 113 | Nigeria | 38.00 | 2010 |
| 114 | Malaysia | 38.00 | 2010 |
| 115 | Japan | 38.00 | 2010 |
| 116 | Vietnam | 37.00 | 2010 |
| 117 | Burma | 37.00 | 2010 |
| 118 | Korea, North | 37.00 | 2010 |
| 119 | Sweden | 36.00 | 2010 |
| 120 | Egypt | 36.00 | 2010 |
| 121 | Iraq | 36.00 | 2010 |
| 122 | Belarus | 35.00 | 2010 |
| 123 | Venezuela | 34.00 | 2010 |
| 124 | Iran | 34.00 | 2010 |
| 125 | Indonesia | 34.00 | 2010 |
| 126 | Philippines | 34.00 | 2010 |
| 127 | Turkey | 33.00 | 2010 |
| 128 | French Polynesia | 33.00 | 2010 |
| 129 | Saudi Arabia | 33.00 | 2010 |
| 130 | Uzbekistan | 33.00 | 2010 |
| 131 | Morocco | 32.00 | 2010 |
| 132 | United Kingdom | 32.00 | 2010 |
| 133 | Angola | 31.00 | 2010 |
| 134 | Italy | 31.00 | 2010 |
| 135 | Poland | 30.00 | 2010 |
| 136 | Panama | 30.00 | 2010 |
| 137 | Israel | 30.00 | 2010 |
| 138 | Mexico | 30.00 | 2010 |
| 139 | Italy | 30.00 | 2010 |
| 140 | Philippines | 29.00 | 2010 |
| 141 | Syria | 29.00 | 2010 |
| 142 | Japan | 28.00 | 2010 |
| 143 | Brazil | 28.00 | 2010 |
| 144 | Algeria | 28.00 | 2010 |
| 145 | Denmark | 28.00 | 2010 |
| 146 | Saudi Arabia | 27.00 | 2010 |
| 147 | Japan | 27.00 | 2010 |
| 148 | Madagascar | 27.00 | 2010 |
| 149 | France | 27.00 | 2010 |
| 150 | Cuba | 27.00 | 2010 |
| 151 | Azerbaijan | 27.00 | 2010 |
| 152 | Argentina | 27.00 | 2010 |
| 153 | Belgium | 27.00 | 2010 |
| 154 | China | 27.00 | 2010 |
| 155 | Iran | 27.00 | 2010 |
| 156 | Romania | 26.00 | 2010 |
| 157 | Kazakhstan | 26.00 | 2010 |
| 158 | Congo, Democratic Republic of the | 26.00 | 2010 |
| 159 | Finland | 26.00 | 2010 |
| 160 | Lithuania | 26.00 | 2010 |
| 161 | Sweden | 25.00 | 2010 |
| 162 | Norway | 25.00 | 2010 |
| 163 | Austria | 25.00 | 2010 |
| 164 | United Arab Emirates | 25.00 | 2010 |
| 165 | Ecuador | 25.00 | 2010 |
| 166 | Thailand | 24.00 | 2010 |
| 167 | Ukraine | 24.00 | 2010 |
| 168 | New Zealand | 24.00 | 2010 |
| 169 | Spain | 24.00 | 2010 |
| 170 | Chile | 24.00 | 2010 |
| 171 | Libya | 24.00 | 2010 |
| 172 | Iran | 24.00 | 2010 |
| 173 | Chile | 24.00 | 2010 |
| 174 | Spain | 24.00 | 2010 |
| 175 | Korea, North | 23.00 | 2010 |
| 176 | Libya | 23.00 | 2010 |
| 177 | Mozambique | 23.00 | 2010 |
| 178 | Croatia | 23.00 | 2010 |
| 179 | Bahamas, The | 23.00 | 2010 |
| 180 | Chile | 23.00 | 2010 |
| 181 | Costa Rica | 23.00 | 2010 |
| 182 | Turkmenistan | 22.00 | 2010 |
| 183 | Korea, South | 22.00 | 2010 |
| 184 | Belarus | 22.00 | 2010 |
| 185 | Hungary | 22.00 | 2010 |
| 186 | Finland | 22.00 | 2010 |
| 187 | Namibia | 21.00 | 2010 |
| 188 | India | 21.00 | 2010 |
| 189 | Korea, South | 21.00 | 2010 |
| 190 | Papua New Guinea | 21.00 | 2010 |
| 191 | Netherlands | 20.00 | 2010 |
| 192 | Peru | 20.00 | 2010 |
| 193 | Pakistan | 20.00 | 2010 |
| 194 | Canada | 20.00 | 2010 |
| 195 | Slovakia | 20.00 | 2010 |
| 196 | Greece | 20.00 | 2010 |
| 197 | Iraq | 20.00 | 2010 |
| 198 | Turkey | 19.00 | 2010 |
| 199 | Zimbabwe | 19.00 | 2010 |
| 200 | Afghanistan | 19.00 | 2010 |
| 201 | Indonesia | 19.00 | 2010 |
| 202 | Latvia | 19.00 | 2010 |
| 203 | Norway | 18.00 | 2010 |
| 204 | Pakistan | 18.00 | 2010 |
| 205 | Spain | 18.00 | 2010 |
| 206 | Spain | 18.00 | 2010 |
| 207 | Canada | 18.00 | 2010 |
| 208 | Kyrgyzstan | 18.00 | 2010 |
| 209 | Czech Republic | 18.00 | 2010 |
| 210 | Georgia | 18.00 | 2010 |
| 211 | Greece | 18.00 | 2010 |
| 212 | Italy | 18.00 | 2010 |
| 213 | Switzerland | 17.00 | 2010 |
| 214 | Tajikistan | 17.00 | 2010 |
| 215 | Venezuela | 17.00 | 2010 |
| 216 | Yemen | 17.00 | 2010 |
| 217 | Panama | 17.00 | 2010 |
| 218 | Puerto Rico | 17.00 | 2010 |
| 219 | Cuba | 17.00 | 2010 |
| 220 | Kenya | 17.00 | 2010 |
| 221 | Madagascar | 17.00 | 2010 |
| 222 | Ecuador | 17.00 | 2010 |
| 223 | Ethiopia | 17.00 | 2010 |
| 224 | Bulgaria | 17.00 | 2010 |
| 225 | Congo, Democratic Republic of the | 17.00 | 2010 |
| 226 | Sudan | 17.00 | 2011 |
| 227 | Tunisia | 16.00 | 2010 |
| 228 | Turkey | 16.00 | 2010 |
| 229 | Turkey | 16.00 | 2010 |
| 230 | Bolivia | 16.00 | 2010 |
| 231 | Kazakhstan | 16.00 | 2010 |
| 232 | Dominican Republic | 16.00 | 2010 |
| 233 | Ireland | 16.00 | 2010 |
| 234 | Jordan | 16.00 | 2010 |
| 235 | Syria | 15.00 | 2010 |
| 236 | Thailand | 15.00 | 2010 |
| 237 | Paraguay | 15.00 | 2010 |
| 238 | Peru | 15.00 | 2010 |
| 239 | Pakistan | 15.00 | 2010 |
| 240 | Saudi Arabia | 15.00 | 2010 |
| 241 | Colombia | 15.00 | 2010 |
| 242 | Egypt | 15.00 | 2010 |
| 243 | India | 15.00 | 2010 |
| 244 | Bangladesh | 15.00 | 2010 |
| 245 | Burma | 15.00 | 2010 |
| 246 | Bulgaria | 15.00 | 2010 |
| 247 | Egypt | 15.00 | 2010 |
| 248 | Switzerland | 14.00 | 2010 |
| 249 | Vietnam | 14.00 | 2010 |
| 250 | Papua New Guinea | 14.00 | 2010 |
| 251 | Mongolia | 14.00 | 2010 |
| 252 | Sri Lanka | 14.00 | 2010 |
| 253 | France | 14.00 | 2010 |
| 254 | Greece | 14.00 | 2010 |
| 255 | Australia | 14.00 | 2010 |
| 256 | Austria | 14.00 | 2010 |
| 257 | Finland | 14.00 | 2010 |
| 258 | Uzbekistan | 13.00 | 2010 |
| 259 | Bahamas, The | 13.00 | 2010 |
| 260 | Peru | 13.00 | 2010 |
| 261 | Portugal | 13.00 | 2010 |
| 262 | Spain | 13.00 | 2010 |
| 263 | Italy | 13.00 | 2010 |
| 264 | Korea, South | 13.00 | 2010 |
| 265 | Lithuania | 13.00 | 2010 |
| 266 | Cyprus | 13.00 | 2010 |
| 267 | Estonia | 13.00 | 2010 |
| 268 | Gabon | 13.00 | 2010 |
| 269 | Germany | 13.00 | 2010 |
| 270 | Guatemala | 13.00 | 2010 |
| 271 | Azerbaijan | 13.00 | 2010 |
| 272 | Angola | 13.00 | 2010 |
| 273 | Australia | 13.00 | 2010 |
| 274 | Namibia | 13.00 | 2010 |
| 275 | Ukraine | 12.00 | 2010 |
| 276 | Costa Rica | 12.00 | 2010 |
| 277 | New Zealand | 12.00 | 2010 |
| 278 | Sweden | 12.00 | 2010 |
| 279 | Jamaica | 12.00 | 2010 |
| 280 | Korea, South | 12.00 | 2010 |
| 281 | Mexico | 12.00 | 2010 |
| 282 | New Caledonia | 12.00 | 2010 |
| 283 | Denmark | 12.00 | 2010 |
| 284 | Czech Republic | 12.00 | 2010 |
| 285 | Honduras | 12.00 | 2010 |
| 286 | United Arab Emirates | 12.00 | 2010 |
| 287 | Algeria | 12.00 | 2010 |
| 288 | Burma | 12.00 | 2010 |
| 289 | Norway | 12.00 | 2010 |
| 290 | Thailand | 11.00 | 2010 |
| 291 | Cameroon | 11.00 | 2010 |
| 292 | Norway | 11.00 | 2010 |
| 293 | Nepal | 11.00 | 2010 |
| 294 | Nicaragua | 11.00 | 2010 |
| 295 | Serbia | 11.00 | 2010 |
| 296 | Romania | 11.00 | 2010 |
| 297 | South Africa | 11.00 | 2010 |
| 298 | Israel | 11.00 | 2010 |
| 299 | Kyrgyzstan | 11.00 | 2010 |
| 300 | Morocco | 11.00 | 2010 |
| 301 | Oman | 11.00 | 2010 |
| 302 | Nigeria | 11.00 | 2010 |
| 303 | Algeria | 11.00 | 2010 |
| 304 | Australia | 11.00 | 2010 |
| 305 | Taiwan | 11.00 | 2010 |
| 306 | Turkmenistan | 10.00 | 2010 |
| 307 | Armenia | 10.00 | 2010 |
| 308 | Portugal | 10.00 | 2010 |
| 309 | Romania | 10.00 | 2010 |
| 310 | Philippines | 10.00 | 2010 |
| 311 | South Africa | 10.00 | 2010 |
| 312 | Senegal | 10.00 | 2010 |
| 313 | Sudan | 10.00 | 2011 |
| 314 | Kazakhstan | 10.00 | 2010 |
| 315 | Slovakia | 10.00 | 2010 |
| 316 | Mongolia | 10.00 | 2010 |
| 317 | Macedonia | 10.00 | 2010 |
| 318 | Morocco | 10.00 | 2010 |
| 319 | Malaysia | 10.00 | 2010 |
| 320 | Mozambique | 10.00 | 2010 |
| 321 | New Caledonia | 10.00 | 2010 |
| 322 | Niger | 10.00 | 2010 |
| 323 | Nigeria | 10.00 | 2010 |
| 324 | Finland | 10.00 | 2010 |
| 325 | Greenland | 10.00 | 2010 |
| 326 | Guyana | 10.00 | 2010 |
| 327 | Venezuela | 10.00 | 2010 |
| 328 | Turkmenistan | 9.00 | 2010 |
| 329 | Cuba | 9.00 | 2010 |
| 330 | United Kingdom | 9.00 | 2010 |
| 331 | Uruguay | 9.00 | 2010 |
| 332 | Vietnam | 9.00 | 2010 |
| 333 | Vietnam | 9.00 | 2010 |
| 334 | Yemen | 9.00 | 2010 |
| 335 | Zimbabwe | 9.00 | 2010 |
| 336 | Netherlands | 9.00 | 2010 |
| 337 | Nepal | 9.00 | 2010 |
| 338 | Pakistan | 9.00 | 2010 |
| 339 | Italy | 9.00 | 2010 |
| 340 | Laos | 9.00 | 2010 |
| 341 | Mauritania | 9.00 | 2010 |
| 342 | Nigeria | 9.00 | 2010 |
| 343 | Cape Verde | 9.00 | 2010 |
| 344 | Czech Republic | 9.00 | 2010 |
| 345 | Gabon | 9.00 | 2010 |
| 346 | Greece | 9.00 | 2010 |
| 347 | Croatia | 9.00 | 2010 |
| 348 | Angola | 9.00 | 2010 |
| 349 | Argentina | 9.00 | 2010 |
| 350 | Botswana | 9.00 | 2010 |
| 351 | Belgium | 9.00 | 2010 |
| 352 | Belgium | 9.00 | 2010 |
| 353 | Tanzania | 9.00 | 2010 |
| 354 | Afghanistan | 8.00 | 2010 |
| 355 | Burma | 8.00 | 2010 |
| 356 | Chad | 8.00 | 2010 |
| 357 | Chile | 8.00 | 2010 |
| 358 | Colombia | 8.00 | 2010 |
| 359 | Ethiopia | 8.00 | 2010 |
| 360 | Iraq | 8.00 | 2010 |
| 361 | Jordan | 8.00 | 2010 |
| 362 | Kazakhstan | 8.00 | 2010 |
| 363 | Macedonia | 8.00 | 2010 |
| 364 | Mali | 8.00 | 2010 |
| 365 | Malaysia | 8.00 | 2010 |
| 366 | Portugal | 8.00 | 2010 |
| 367 | Philippines | 8.00 | 2010 |
| 368 | Seychelles | 8.00 | 2010 |
| 369 | Singapore | 8.00 | 2010 |
| 370 | Thailand | 8.00 | 2010 |
| 371 | Taiwan | 8.00 | 2010 |
| 372 | Taiwan | 8.00 | 2010 |
| 373 | Zambia | 8.00 | 2010 |
| 374 | Bosnia and Herzegovina | 7.00 | 2010 |
| 375 | Taiwan | 7.00 | 2010 |
| 376 | Brazil | 7.00 | 2010 |
| 377 | Sri Lanka | 7.00 | 2010 |
| 378 | Cuba | 7.00 | 2010 |
| 379 | Denmark | 7.00 | 2010 |
| 380 | Estonia | 7.00 | 2010 |
| 381 | French Polynesia | 7.00 | 2010 |
| 382 | Georgia | 7.00 | 2010 |
| 383 | Ghana | 7.00 | 2010 |
| 384 | Guyana | 7.00 | 2010 |
| 385 | Hungary | 7.00 | 2010 |
| 386 | Cote d'Ivoire | 7.00 | 2010 |
| 387 | Japan | 7.00 | 2010 |
| 388 | Jamaica | 7.00 | 2010 |
| 389 | Korea, North | 7.00 | 2010 |
| 390 | Latvia | 7.00 | 2010 |
| 391 | Lithuania | 7.00 | 2010 |
| 392 | Morocco | 7.00 | 2010 |
| 393 | Malaysia | 7.00 | 2010 |
| 394 | Malaysia | 7.00 | 2010 |
| 395 | Paraguay | 7.00 | 2010 |
| 396 | Poland | 7.00 | 2010 |
| 397 | Portugal | 7.00 | 2010 |
| 398 | Puerto Rico | 7.00 | 2010 |
| 399 | Senegal | 7.00 | 2010 |
| 400 | Slovenia | 7.00 | 2010 |
| 401 | Somalia | 7.00 | 2010 |
| 402 | Turks and Caicos Islands | 7.00 | 2010 |
| 403 | Belarus | 7.00 | 2010 |
| 404 | Azerbaijan | 6.00 | 2010 |
| 405 | Uzbekistan | 6.00 | 2010 |
| 406 | Belgium | 6.00 | 2010 |
| 407 | Bangladesh | 6.00 | 2010 |
| 408 | Cambodia | 6.00 | 2010 |
| 409 | Sri Lanka | 6.00 | 2010 |
| 410 | Congo, Republic of the | 6.00 | 2010 |
| 411 | Cyprus | 6.00 | 2010 |
| 412 | Equatorial Guinea | 6.00 | 2010 |
| 413 | Micronesia, Federated States of | 6.00 | 2010 |
| 414 | Greenland | 6.00 | 2010 |
| 415 | Greece | 6.00 | 2010 |
| 416 | Croatia | 6.00 | 2010 |
| 417 | Hungary | 6.00 | 2010 |
| 418 | Iceland | 6.00 | 2010 |
| 419 | Iran | 6.00 | 2010 |
| 420 | Israel | 6.00 | 2010 |
| 421 | Israel | 6.00 | 2010 |
| 422 | Iraq | 6.00 | 2010 |
| 423 | Kenya | 6.00 | 2010 |
| 424 | Libya | 6.00 | 2010 |
| 425 | Madagascar | 6.00 | 2010 |
| 426 | Malawi | 6.00 | 2010 |
| 427 | Oman | 6.00 | 2010 |
| 428 | Malaysia | 6.00 | 2010 |
| 429 | Niger | 6.00 | 2010 |
| 430 | Peru | 6.00 | 2010 |
| 431 | Poland | 6.00 | 2010 |
| 432 | Seychelles | 6.00 | 2010 |
| 433 | South Africa | 6.00 | 2010 |
| 434 | Thailand | 6.00 | 2010 |
| 435 | Tunisia | 6.00 | 2010 |
| 436 | Uzbekistan | 6.00 | 2010 |
| 437 | Botswana | 6.00 | 2010 |
| 438 | Algeria | 5.00 | 2010 |
| 439 | Zimbabwe | 5.00 | 2010 |
| 440 | Austria | 5.00 | 2010 |
| 441 | Bahamas, The | 5.00 | 2010 |
| 442 | Bolivia | 5.00 | 2010 |
| 443 | Chile | 5.00 | 2010 |
| 444 | Cameroon | 5.00 | 2010 |
| 445 | Cuba | 5.00 | 2010 |
| 446 | Ecuador | 5.00 | 2010 |
| 447 | Egypt | 5.00 | 2010 |
| 448 | Ireland | 5.00 | 2010 |
| 449 | Ireland | 5.00 | 2010 |
| 450 | Hungary | 5.00 | 2010 |
| 451 | Israel | 5.00 | 2010 |
| 452 | Iraq | 5.00 | 2010 |
| 453 | Jordan | 5.00 | 2010 |
| 454 | Kazakhstan | 5.00 | 2010 |
| 455 | Lebanon | 5.00 | 2010 |
| 456 | Latvia | 5.00 | 2010 |
| 457 | Libya | 5.00 | 2010 |
| 458 | Moldova | 5.00 | 2010 |
| 459 | Mauritania | 5.00 | 2010 |
| 460 | Mozambique | 5.00 | 2010 |
| 461 | Nigeria | 5.00 | 2010 |
| 462 | Netherlands | 5.00 | 2010 |
| 463 | Suriname | 5.00 | 2010 |
| 464 | Paraguay | 5.00 | 2010 |
| 465 | Panama | 5.00 | 2010 |
| 466 | Portugal | 5.00 | 2010 |
| 467 | Puerto Rico | 5.00 | 2010 |
| 468 | Syria | 5.00 | 2010 |
| 469 | Syria | 5.00 | 2010 |
| 470 | Switzerland | 5.00 | 2010 |
| 471 | Tajikistan | 5.00 | 2010 |
| 472 | Uganda | 5.00 | 2010 |
| 473 | Ukraine | 5.00 | 2010 |
| 474 | Saint Vincent and the Grenadines | 5.00 | 2010 |
| 475 | Venezuela | 5.00 | 2010 |
| 476 | Vietnam | 5.00 | 2010 |
| 477 | Angola | 5.00 | 2010 |
| 478 | Tajikistan | 4.00 | 2010 |
| 479 | Turks and Caicos Islands | 4.00 | 2010 |
| 480 | Tunisia | 4.00 | 2010 |
| 481 | Tunisia | 4.00 | 2010 |
| 482 | Turkey | 4.00 | 2010 |
| 483 | Taiwan | 4.00 | 2010 |
| 484 | Tanzania | 4.00 | 2010 |
| 485 | Uruguay | 4.00 | 2010 |
| 486 | Uzbekistan | 4.00 | 2010 |
| 487 | Uzbekistan | 4.00 | 2010 |
| 488 | Yemen | 4.00 | 2010 |
| 489 | United Arab Emirates | 4.00 | 2010 |
| 490 | United Arab Emirates | 4.00 | 2010 |
| 491 | Afghanistan | 4.00 | 2010 |
| 492 | Azerbaijan | 4.00 | 2010 |
| 493 | Albania | 4.00 | 2010 |
| 494 | Armenia | 4.00 | 2010 |
| 495 | Angola | 4.00 | 2010 |
| 496 | Argentina | 4.00 | 2010 |
| 497 | Austria | 4.00 | 2010 |
| 498 | Bahrain | 4.00 | 2010 |
| 499 | Bangladesh | 4.00 | 2010 |
| 500 | Belize | 4.00 | 2010 |
| 501 | Bosnia and Herzegovina | 4.00 | 2010 |
| 502 | Bolivia | 4.00 | 2010 |
| 503 | Bolivia | 4.00 | 2010 |
| 504 | Congo, Democratic Republic of the | 4.00 | 2010 |
| 505 | Comoros | 4.00 | 2010 |
| 506 | Denmark | 4.00 | 2010 |
| 507 | Dominican Republic | 4.00 | 2010 |
| 508 | Dominican Republic | 4.00 | 2010 |
| 509 | Dominican Republic | 4.00 | 2010 |
| 510 | Ireland | 4.00 | 2010 |
| 511 | Eritrea | 4.00 | 2010 |
| 512 | El Salvador | 4.00 | 2010 |
| 513 | Ethiopia | 4.00 | 2010 |
| 514 | Fiji | 4.00 | 2010 |
| 515 | Micronesia, Federated States of | 4.00 | 2010 |
| 516 | French Polynesia | 4.00 | 2010 |
| 517 | Georgia | 4.00 | 2010 |
| 518 | Georgia | 4.00 | 2010 |
| 519 | Guatemala | 4.00 | 2010 |
| 520 | Guinea | 4.00 | 2010 |
| 521 | Haiti | 4.00 | 2010 |
| 522 | Honduras | 4.00 | 2010 |
| 523 | Indonesia | 4.00 | 2010 |
| 524 | Cote d'Ivoire | 4.00 | 2010 |
| 525 | Kenya | 4.00 | 2010 |
| 526 | Kenya | 4.00 | 2010 |
| 527 | Korea, North | 4.00 | 2010 |
| 528 | Kiribati | 4.00 | 2010 |
| 529 | Kiribati | 4.00 | 2010 |
| 530 | Korea, South | 4.00 | 2010 |
| 531 | Kuwait | 4.00 | 2010 |
| 532 | Kosovo | 4.00 | 2010 |
| 533 | Laos | 4.00 | 2010 |
| 534 | Malawi | 4.00 | 2010 |
| 535 | Montenegro | 4.00 | 2010 |
| 536 | Mali | 4.00 | 2010 |
| 537 | Morocco | 4.00 | 2010 |
| 538 | Mauritania | 4.00 | 2010 |
| 539 | Oman | 4.00 | 2010 |
| 540 | Mozambique | 4.00 | 2010 |
| 541 | Suriname | 4.00 | 2010 |
| 542 | Peru | 4.00 | 2010 |
| 543 | Poland | 4.00 | 2010 |
| 544 | Papua New Guinea | 4.00 | 2010 |
| 545 | Qatar | 4.00 | 2010 |
| 546 | Marshall Islands | 4.00 | 2010 |
| 547 | Romania | 4.00 | 2010 |
| 548 | Philippines | 4.00 | 2010 |
| 549 | Rwanda | 4.00 | 2010 |
| 550 | Saudi Arabia | 4.00 | 2010 |
| 551 | Singapore | 4.00 | 2010 |
| 552 | Somalia | 4.00 | 2010 |
| 553 | Serbia | 3.00 | 2010 |
| 554 | Serbia | 3.00 | 2010 |
| 555 | Marshall Islands | 3.00 | 2010 |
| 556 | Puerto Rico | 3.00 | 2010 |
| 557 | Slovenia | 3.00 | 2010 |
| 558 | Sudan | 3.00 | 2011 |
| 559 | Sudan | 3.00 | 2011 |
| 560 | Sweden | 3.00 | 2010 |
| 561 | Syria | 3.00 | 2010 |
| 562 | Switzerland | 3.00 | 2010 |
| 563 | Switzerland | 3.00 | 2010 |
| 564 | Trinidad and Tobago | 3.00 | 2010 |
| 565 | Tajikistan | 3.00 | 2010 |
| 566 | Tajikistan | 3.00 | 2010 |
| 567 | Uganda | 3.00 | 2010 |
| 568 | Saint Vincent and the Grenadines | 3.00 | 2010 |
| 569 | Namibia | 3.00 | 2010 |
| 570 | Namibia | 3.00 | 2010 |
| 571 | Western Sahara | 3.00 | 2010 |
| 572 | Western Sahara | 3.00 | 2010 |
| 573 | Yemen | 3.00 | 2010 |
| 574 | Zambia | 3.00 | 2010 |
| 575 | Zambia | 3.00 | 2010 |
| 576 | Zimbabwe | 3.00 | 2010 |
| 577 | United Arab Emirates | 3.00 | 2010 |
| 578 | Afghanistan | 3.00 | 2010 |
| 579 | Azerbaijan | 3.00 | 2010 |
| 580 | Albania | 3.00 | 2010 |
| 581 | American Samoa | 3.00 | 2010 |
| 582 | Bahrain | 3.00 | 2010 |
| 583 | Bahamas, The | 3.00 | 2010 |
| 584 | Bolivia | 3.00 | 2010 |
| 585 | Belarus | 3.00 | 2010 |
| 586 | Cambodia | 3.00 | 2010 |
| 587 | Chad | 3.00 | 2010 |
| 588 | Congo, Republic of the | 3.00 | 2010 |
