CIA - The World Factbook --  Airports - with paved runways   

This entry gives the total number of airports with paved runways (concrete or asphalt surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with paved runways | Date of Information |
| 30 | Australia | 148.00 | 2010 |
| 31 | Canada | 148.00 | 2010 |
| 32 | South Africa | 147.00 | 2010 |
| 33 | Japan | 144.00 | 2010 |
| 34 | Australia | 140.00 | 2010 |
| 35 | China | 137.00 | 2010 |
| 36 | Germany | 135.00 | 2010 |
| 37 | Iran | 133.00 | 2010 |
| 38 | China | 132.00 | 2010 |
| 39 | Bulgaria | 130.00 | 2010 |
| 40 | Venezuela | 129.00 | 2010 |
| 41 | Russia | 126.00 | 2010 |
| 42 | United Kingdom | 124.00 | 2010 |
| 43 | Russia | 117.00 | 2010 |
| 44 | Colombia | 116.00 | 2010 |
| 45 | European Union | 116.00 | 2010 |
| 46 | Ecuador | 105.00 | 2010 |
| 47 | Italy | 101.00 | 2010 |
| 48 | Pakistan | 101.00 | 2010 |
| 49 | Russia | 98.00 | 2010 |
| 50 | France | 97.00 | 2010 |
| 51 | Ukraine | 97.00 | 2010 |
| 52 | Spain | 97.00 | 2010 |
| 53 | Bulgaria | 96.00 | 2010 |
| 54 | Turkey | 88.00 | 2010 |
| 55 | Poland | 86.00 | 2010 |
| 56 | Mexico | 85.00 | 2010 |
| 57 | Philippines | 85.00 | 2010 |
| 58 | Chile | 84.00 | 2010 |
| 59 | China | 83.00 | 2010 |
| 60 | Mexico | 83.00 | 2010 |
| 61 | France | 83.00 | 2010 |
| 62 | India | 81.00 | 2010 |
| 63 | Saudi Arabia | 81.00 | 2010 |
| 64 | Canada | 79.00 | 2010 |
| 65 | United Kingdom | 77.00 | 2010 |
| 66 | France | 76.00 | 2010 |
| 67 | Sweden | 76.00 | 2010 |
| 68 | Finland | 75.00 | 2010 |
| 69 | India | 75.00 | 2010 |
| 70 | Iraq | 75.00 | 2010 |
| 71 | Egypt | 73.00 | 2010 |
| 72 | Korea, South | 72.00 | 2010 |
| 73 | Germany | 70.00 | 2010 |
| 74 | Greece | 67.00 | 2010 |
| 75 | South Africa | 67.00 | 2010 |
| 76 | Norway | 67.00 | 2010 |
| 77 | Argentina | 65.00 | 2010 |
| 78 | Kazakhstan | 65.00 | 2010 |
| 79 | Cuba | 65.00 | 2010 |
| 80 | Indonesia | 64.00 | 2010 |
| 81 | United Kingdom | 64.00 | 2010 |
| 82 | Thailand | 64.00 | 2010 |
| 83 | China | 63.00 | 2010 |
| 84 | Venezuela | 63.00 | 2010 |
| 85 | Germany | 59.00 | 2010 |
| 86 | Libya | 59.00 | 2010 |
| 87 | Peru | 58.00 | 2010 |
| 88 | Algeria | 57.00 | 2010 |
| 89 | India | 57.00 | 2010 |
| 90 | Brazil | 55.00 | 2010 |
| 91 | Ecuador | 55.00 | 2010 |
| 92 | Panama | 54.00 | 2010 |
| 93 | Germany | 53.00 | 2010 |
| 94 | South Africa | 53.00 | 2010 |
| 95 | Argentina | 51.00 | 2010 |
| 96 | Ukraine | 51.00 | 2010 |
| 97 | Russia | 51.00 | 2010 |
| 98 | Colombia | 50.00 | 2010 |
| 99 | Indonesia | 50.00 | 2010 |
| 100 | French Polynesia | 46.00 | 2010 |
| 101 | Czech Republic | 44.00 | 2010 |
| 102 | Japan | 44.00 | 2010 |
| 103 | Portugal | 43.00 | 2010 |
| 104 | Iran | 42.00 | 2010 |
| 105 | Switzerland | 42.00 | 2010 |
| 106 | Colombia | 41.00 | 2010 |
| 107 | Mexico | 40.00 | 2010 |
| 108 | New Zealand | 40.00 | 2010 |
| 109 | Costa Rica | 39.00 | 2010 |
| 110 | Poland | 39.00 | 2010 |
| 111 | Pakistan | 39.00 | 2010 |
| 112 | Japan | 38.00 | 2010 |
| 113 | Malaysia | 38.00 | 2010 |
| 114 | Taiwan | 38.00 | 2010 |
| 115 | Nigeria | 38.00 | 2010 |
| 116 | Burma | 37.00 | 2010 |
| 117 | Vietnam | 37.00 | 2010 |
| 118 | Korea, North | 37.00 | 2010 |
| 119 | Egypt | 36.00 | 2010 |
| 120 | Iraq | 36.00 | 2010 |
| 121 | Sweden | 36.00 | 2010 |
| 122 | Belarus | 35.00 | 2010 |
| 123 | Indonesia | 34.00 | 2010 |
| 124 | Philippines | 34.00 | 2010 |
| 125 | Venezuela | 34.00 | 2010 |
| 126 | Iran | 34.00 | 2010 |
| 127 | French Polynesia | 33.00 | 2010 |
| 128 | Turkey | 33.00 | 2010 |
| 129 | Uzbekistan | 33.00 | 2010 |
| 130 | Saudi Arabia | 33.00 | 2010 |
| 131 | Morocco | 32.00 | 2010 |
| 132 | United Kingdom | 32.00 | 2010 |
| 133 | Angola | 31.00 | 2010 |
| 134 | Italy | 31.00 | 2010 |
| 135 | Israel | 30.00 | 2010 |
| 136 | Mexico | 30.00 | 2010 |
| 137 | Panama | 30.00 | 2010 |
| 138 | Poland | 30.00 | 2010 |
| 139 | Italy | 30.00 | 2010 |
| 140 | Philippines | 29.00 | 2010 |
| 141 | Syria | 29.00 | 2010 |
| 142 | Algeria | 28.00 | 2010 |
| 143 | Japan | 28.00 | 2010 |
| 144 | Denmark | 28.00 | 2010 |
| 145 | Brazil | 28.00 | 2010 |
| 146 | Argentina | 27.00 | 2010 |
| 147 | Azerbaijan | 27.00 | 2010 |
| 148 | China | 27.00 | 2010 |
| 149 | Cuba | 27.00 | 2010 |
| 150 | Japan | 27.00 | 2010 |
| 151 | Saudi Arabia | 27.00 | 2010 |
| 152 | Madagascar | 27.00 | 2010 |
| 153 | Iran | 27.00 | 2010 |
| 154 | France | 27.00 | 2010 |
| 155 | Belgium | 27.00 | 2010 |
| 156 | Congo, Democratic Republic of the | 26.00 | 2010 |
| 157 | Lithuania | 26.00 | 2010 |
| 158 | Romania | 26.00 | 2010 |
| 159 | Kazakhstan | 26.00 | 2010 |
| 160 | Finland | 26.00 | 2010 |
| 161 | Austria | 25.00 | 2010 |
| 162 | United Arab Emirates | 25.00 | 2010 |
| 163 | Sweden | 25.00 | 2010 |
| 164 | Ecuador | 25.00 | 2010 |
| 165 | Norway | 25.00 | 2010 |
| 166 | Chile | 24.00 | 2010 |
| 167 | Ukraine | 24.00 | 2010 |
| 168 | Thailand | 24.00 | 2010 |
| 169 | Spain | 24.00 | 2010 |
| 170 | Spain | 24.00 | 2010 |
| 171 | New Zealand | 24.00 | 2010 |
| 172 | Libya | 24.00 | 2010 |
| 173 | Iran | 24.00 | 2010 |
| 174 | Chile | 24.00 | 2010 |
| 175 | Bahamas, The | 23.00 | 2010 |
| 176 | Libya | 23.00 | 2010 |
| 177 | Mozambique | 23.00 | 2010 |
| 178 | Korea, North | 23.00 | 2010 |
| 179 | Chile | 23.00 | 2010 |
| 180 | Croatia | 23.00 | 2010 |
| 181 | Costa Rica | 23.00 | 2010 |
| 182 | Belarus | 22.00 | 2010 |
| 183 | Turkmenistan | 22.00 | 2010 |
| 184 | Korea, South | 22.00 | 2010 |
| 185 | Finland | 22.00 | 2010 |
| 186 | Hungary | 22.00 | 2010 |
| 187 | India | 21.00 | 2010 |
| 188 | Namibia | 21.00 | 2010 |
| 189 | Korea, South | 21.00 | 2010 |
| 190 | Papua New Guinea | 21.00 | 2010 |
| 191 | Canada | 20.00 | 2010 |
| 192 | Greece | 20.00 | 2010 |
| 193 | Pakistan | 20.00 | 2010 |
| 194 | Peru | 20.00 | 2010 |
| 195 | Slovakia | 20.00 | 2010 |
| 196 | Netherlands | 20.00 | 2010 |
| 197 | Iraq | 20.00 | 2010 |
| 198 | Afghanistan | 19.00 | 2010 |
| 199 | Zimbabwe | 19.00 | 2010 |
| 200 | Turkey | 19.00 | 2010 |
| 201 | Sudan | 19.00 | 2010 |
| 202 | Latvia | 19.00 | 2010 |
| 203 | Indonesia | 19.00 | 2010 |
| 204 | Canada | 18.00 | 2010 |
| 205 | Czech Republic | 18.00 | 2010 |
| 206 | Kyrgyzstan | 18.00 | 2010 |
| 207 | Italy | 18.00 | 2010 |
| 208 | Greece | 18.00 | 2010 |
| 209 | Georgia | 18.00 | 2010 |
| 210 | Spain | 18.00 | 2010 |
| 211 | Spain | 18.00 | 2010 |
| 212 | Pakistan | 18.00 | 2010 |
| 213 | Norway | 18.00 | 2010 |
| 214 | Bulgaria | 17.00 | 2010 |
| 215 | Ecuador | 17.00 | 2010 |
| 216 | Ethiopia | 17.00 | 2010 |
| 217 | Switzerland | 17.00 | 2010 |
| 218 | Yemen | 17.00 | 2010 |
| 219 | Venezuela | 17.00 | 2010 |
| 220 | Tajikistan | 17.00 | 2010 |
| 221 | Panama | 17.00 | 2010 |
| 222 | Puerto Rico | 17.00 | 2010 |
| 223 | Cuba | 17.00 | 2010 |
| 224 | Madagascar | 17.00 | 2010 |
| 225 | Kenya | 17.00 | 2010 |
| 226 | Congo, Democratic Republic of the | 17.00 | 2010 |
| 227 | Bolivia | 16.00 | 2010 |
| 228 | Dominican Republic | 16.00 | 2010 |
| 229 | Turkey | 16.00 | 2010 |
| 230 | Turkey | 16.00 | 2010 |
| 231 | Tunisia | 16.00 | 2010 |
| 232 | Kazakhstan | 16.00 | 2010 |
| 233 | Jordan | 16.00 | 2010 |
| 234 | Ireland | 16.00 | 2010 |
| 235 | Bangladesh | 15.00 | 2010 |
| 236 | Colombia | 15.00 | 2010 |
| 237 | Burma | 15.00 | 2010 |
| 238 | Egypt | 15.00 | 2010 |
| 239 | Egypt | 15.00 | 2010 |
| 240 | Thailand | 15.00 | 2010 |
| 241 | Syria | 15.00 | 2010 |
| 242 | Saudi Arabia | 15.00 | 2010 |
| 243 | Peru | 15.00 | 2010 |
| 244 | Paraguay | 15.00 | 2010 |
| 245 | Pakistan | 15.00 | 2010 |
| 246 | Bulgaria | 15.00 | 2010 |
| 247 | India | 15.00 | 2010 |
| 248 | Australia | 14.00 | 2010 |
| 249 | Switzerland | 14.00 | 2010 |
| 250 | Vietnam | 14.00 | 2010 |
| 251 | Sri Lanka | 14.00 | 2010 |
| 252 | Finland | 14.00 | 2010 |
| 253 | Papua New Guinea | 14.00 | 2010 |
| 254 | Mongolia | 14.00 | 2010 |
| 255 | Greece | 14.00 | 2010 |
| 256 | France | 14.00 | 2010 |
| 257 | Austria | 14.00 | 2010 |
| 258 | Angola | 13.00 | 2010 |
| 259 | Uzbekistan | 13.00 | 2010 |
| 260 | Spain | 13.00 | 2010 |
| 261 | Portugal | 13.00 | 2010 |
| 262 | Peru | 13.00 | 2010 |
| 263 | Namibia | 13.00 | 2010 |
| 264 | Lithuania | 13.00 | 2010 |
| 265 | Korea, South | 13.00 | 2010 |
| 266 | Italy | 13.00 | 2010 |
| 267 | Guatemala | 13.00 | 2010 |
| 268 | Germany | 13.00 | 2010 |
| 269 | Gabon | 13.00 | 2010 |
| 270 | Estonia | 13.00 | 2010 |
| 271 | Cyprus | 13.00 | 2010 |
| 272 | Bahamas, The | 13.00 | 2010 |
| 273 | Azerbaijan | 13.00 | 2010 |
| 274 | Australia | 13.00 | 2010 |
| 275 | Algeria | 12.00 | 2010 |
| 276 | Burma | 12.00 | 2010 |
| 277 | Denmark | 12.00 | 2010 |
| 278 | United Arab Emirates | 12.00 | 2010 |
| 279 | Ukraine | 12.00 | 2010 |
| 280 | Sweden | 12.00 | 2010 |
| 281 | Norway | 12.00 | 2010 |
| 282 | New Zealand | 12.00 | 2010 |
| 283 | New Caledonia | 12.00 | 2010 |
| 284 | Mexico | 12.00 | 2010 |
| 285 | Korea, South | 12.00 | 2010 |
| 286 | Jamaica | 12.00 | 2010 |
| 287 | Honduras | 12.00 | 2010 |
| 288 | Czech Republic | 12.00 | 2010 |
| 289 | Costa Rica | 12.00 | 2010 |
| 290 | Algeria | 11.00 | 2010 |
| 291 | Australia | 11.00 | 2010 |
| 292 | Kyrgyzstan | 11.00 | 2010 |
| 293 | Taiwan | 11.00 | 2010 |
| 294 | Thailand | 11.00 | 2010 |
| 295 | South Africa | 11.00 | 2010 |
| 296 | Serbia | 11.00 | 2010 |
| 297 | Romania | 11.00 | 2010 |
| 298 | Oman | 11.00 | 2010 |
| 299 | Norway | 11.00 | 2010 |
| 300 | Nigeria | 11.00 | 2010 |
| 301 | Nicaragua | 11.00 | 2010 |
| 302 | Nepal | 11.00 | 2010 |
| 303 | Morocco | 11.00 | 2010 |
| 304 | Israel | 11.00 | 2010 |
| 305 | Cameroon | 11.00 | 2010 |
| 306 | Armenia | 10.00 | 2010 |
| 307 | Greenland | 10.00 | 2010 |
| 308 | Malaysia | 10.00 | 2010 |
| 309 | New Caledonia | 10.00 | 2010 |
| 310 | Venezuela | 10.00 | 2010 |
| 311 | Turkmenistan | 10.00 | 2010 |
| 312 | Sudan | 10.00 | 2010 |
| 313 | South Africa | 10.00 | 2010 |
| 314 | Slovakia | 10.00 | 2010 |
| 315 | Senegal | 10.00 | 2010 |
| 316 | Romania | 10.00 | 2010 |
| 317 | Portugal | 10.00 | 2010 |
| 318 | Philippines | 10.00 | 2010 |
| 319 | Nigeria | 10.00 | 2010 |
| 320 | Niger | 10.00 | 2010 |
| 321 | Mozambique | 10.00 | 2010 |
| 322 | Morocco | 10.00 | 2010 |
| 323 | Mongolia | 10.00 | 2010 |
| 324 | Macedonia | 10.00 | 2010 |
| 325 | Kazakhstan | 10.00 | 2010 |
| 326 | Guyana | 10.00 | 2010 |
| 327 | Finland | 10.00 | 2010 |
| 328 | Angola | 9.00 | 2010 |
| 329 | Netherlands | 9.00 | 2010 |
| 330 | Nepal | 9.00 | 2010 |
| 331 | Mauritania | 9.00 | 2010 |
| 332 | Laos | 9.00 | 2010 |
| 333 | Italy | 9.00 | 2010 |
| 334 | Greece | 9.00 | 2010 |
| 335 | Gabon | 9.00 | 2010 |
| 336 | Czech Republic | 9.00 | 2010 |
| 337 | Cuba | 9.00 | 2010 |
| 338 | Croatia | 9.00 | 2010 |
| 339 | Zimbabwe | 9.00 | 2010 |
| 340 | Yemen | 9.00 | 2010 |
| 341 | Vietnam | 9.00 | 2010 |
| 342 | Vietnam | 9.00 | 2010 |
| 343 | Uruguay | 9.00 | 2010 |
| 344 | United Kingdom | 9.00 | 2010 |
| 345 | Turkmenistan | 9.00 | 2010 |
| 346 | Tanzania | 9.00 | 2010 |
| 347 | Pakistan | 9.00 | 2010 |
| 348 | Nigeria | 9.00 | 2010 |
| 349 | Cape Verde | 9.00 | 2010 |
| 350 | Botswana | 9.00 | 2010 |
| 351 | Belgium | 9.00 | 2010 |
| 352 | Belgium | 9.00 | 2010 |
| 353 | Argentina | 9.00 | 2010 |
| 354 | Afghanistan | 8.00 | 2010 |
| 355 | Chile | 8.00 | 2010 |
| 356 | Colombia | 8.00 | 2010 |
| 357 | Taiwan | 8.00 | 2010 |
| 358 | Taiwan | 8.00 | 2010 |
| 359 | Zambia | 8.00 | 2010 |
| 360 | Seychelles | 8.00 | 2010 |
| 361 | Portugal | 8.00 | 2010 |
| 362 | Philippines | 8.00 | 2010 |
| 363 | Mali | 8.00 | 2010 |
| 364 | Malaysia | 8.00 | 2010 |
| 365 | Macedonia | 8.00 | 2010 |
| 366 | Kazakhstan | 8.00 | 2010 |
| 367 | Jordan | 8.00 | 2010 |
| 368 | Iraq | 8.00 | 2010 |
| 369 | Thailand | 8.00 | 2010 |
| 370 | Singapore | 8.00 | 2010 |
| 371 | Ethiopia | 8.00 | 2010 |
| 372 | Chad | 8.00 | 2010 |
| 373 | Burma | 8.00 | 2010 |
| 374 | Belarus | 7.00 | 2010 |
| 375 | Cote d'Ivoire | 7.00 | 2010 |
| 376 | Denmark | 7.00 | 2010 |
| 377 | Georgia | 7.00 | 2010 |
| 378 | Guyana | 7.00 | 2010 |
| 379 | Taiwan | 7.00 | 2010 |
| 380 | Turks and Caicos Islands | 7.00 | 2010 |
| 381 | Sri Lanka | 7.00 | 2010 |
| 382 | Somalia | 7.00 | 2010 |
| 383 | Slovenia | 7.00 | 2010 |
| 384 | Morocco | 7.00 | 2010 |
| 385 | Malaysia | 7.00 | 2010 |
| 386 | Malaysia | 7.00 | 2010 |
| 387 | Lithuania | 7.00 | 2010 |
| 388 | Latvia | 7.00 | 2010 |
| 389 | Korea, North | 7.00 | 2010 |
| 390 | Japan | 7.00 | 2010 |
| 391 | Jamaica | 7.00 | 2010 |
| 392 | Hungary | 7.00 | 2010 |
| 393 | Senegal | 7.00 | 2010 |
| 394 | Puerto Rico | 7.00 | 2010 |
| 395 | Portugal | 7.00 | 2010 |
| 396 | Poland | 7.00 | 2010 |
| 397 | Paraguay | 7.00 | 2010 |
| 398 | Ghana | 7.00 | 2010 |
| 399 | French Polynesia | 7.00 | 2010 |
| 400 | Estonia | 7.00 | 2010 |
| 401 | Cuba | 7.00 | 2010 |
| 402 | Bosnia and Herzegovina | 7.00 | 2010 |
| 403 | Brazil | 7.00 | 2010 |
| 404 | Azerbaijan | 6.00 | 2010 |
| 405 | Bangladesh | 6.00 | 2010 |
| 406 | Micronesia, Federated States of | 6.00 | 2010 |
| 407 | Malaysia | 6.00 | 2010 |
| 408 | Malawi | 6.00 | 2010 |
| 409 | Madagascar | 6.00 | 2010 |
| 410 | Israel | 6.00 | 2010 |
| 411 | Israel | 6.00 | 2010 |
| 412 | Iraq | 6.00 | 2010 |
| 413 | Iran | 6.00 | 2010 |
| 414 | Iceland | 6.00 | 2010 |
| 415 | Hungary | 6.00 | 2010 |
| 416 | Greenland | 6.00 | 2010 |
| 417 | Greece | 6.00 | 2010 |
| 418 | Equatorial Guinea | 6.00 | 2010 |
| 419 | Uzbekistan | 6.00 | 2010 |
| 420 | Uzbekistan | 6.00 | 2010 |
| 421 | Tunisia | 6.00 | 2010 |
| 422 | Thailand | 6.00 | 2010 |
| 423 | Sri Lanka | 6.00 | 2010 |
| 424 | South Africa | 6.00 | 2010 |
| 425 | Seychelles | 6.00 | 2010 |
| 426 | Poland | 6.00 | 2010 |
| 427 | Peru | 6.00 | 2010 |
| 428 | Oman | 6.00 | 2010 |
| 429 | Niger | 6.00 | 2010 |
| 430 | Libya | 6.00 | 2010 |
| 431 | Kenya | 6.00 | 2010 |
| 432 | Cyprus | 6.00 | 2010 |
| 433 | Croatia | 6.00 | 2010 |
| 434 | Congo, Republic of the | 6.00 | 2010 |
| 435 | Cambodia | 6.00 | 2010 |
| 436 | Botswana | 6.00 | 2010 |
| 437 | Belgium | 6.00 | 2010 |
| 438 | Algeria | 5.00 | 2010 |
| 439 | Bahamas, The | 5.00 | 2010 |
| 440 | Moldova | 5.00 | 2010 |
| 441 | Mauritania | 5.00 | 2010 |
| 442 | Libya | 5.00 | 2010 |
| 443 | Lebanon | 5.00 | 2010 |
| 444 | Latvia | 5.00 | 2010 |
| 445 | Kazakhstan | 5.00 | 2010 |
| 446 | Jordan | 5.00 | 2010 |
| 447 | Israel | 5.00 | 2010 |
| 448 | Ireland | 5.00 | 2010 |
| 449 | Ireland | 5.00 | 2010 |
| 450 | Iraq | 5.00 | 2010 |
| 451 | Hungary | 5.00 | 2010 |
| 452 | Egypt | 5.00 | 2010 |
| 453 | Ecuador | 5.00 | 2010 |
| 454 | Venezuela | 5.00 | 2010 |
| 455 | Ukraine | 5.00 | 2010 |
| 456 | Uganda | 5.00 | 2010 |
| 457 | Tajikistan | 5.00 | 2010 |
| 458 | Syria | 5.00 | 2010 |
| 459 | Syria | 5.00 | 2010 |
| 460 | Switzerland | 5.00 | 2010 |
| 461 | Suriname | 5.00 | 2010 |
| 462 | Sudan | 5.00 | 2010 |
| 463 | Zimbabwe | 5.00 | 2010 |
| 464 | Vietnam | 5.00 | 2010 |
| 465 | Saint Vincent and the Grenadines | 5.00 | 2010 |
| 466 | Puerto Rico | 5.00 | 2010 |
| 467 | Portugal | 5.00 | 2010 |
| 468 | Paraguay | 5.00 | 2010 |
| 469 | Panama | 5.00 | 2010 |
| 470 | Nigeria | 5.00 | 2010 |
| 471 | Netherlands | 5.00 | 2010 |
| 472 | Mozambique | 5.00 | 2010 |
| 473 | Cuba | 5.00 | 2010 |
| 474 | Chile | 5.00 | 2010 |
| 475 | Cameroon | 5.00 | 2010 |
| 476 | Austria | 5.00 | 2010 |
| 477 | Bolivia | 5.00 | 2010 |
| 478 | Angola | 5.00 | 2010 |
| 479 | Afghanistan | 4.00 | 2010 |
| 480 | Albania | 4.00 | 2010 |
| 481 | Cote d'Ivoire | 4.00 | 2010 |
| 482 | Congo, Democratic Republic of the | 4.00 | 2010 |
| 483 | Comoros | 4.00 | 2010 |
| 484 | Bosnia and Herzegovina | 4.00 | 2010 |
| 485 | Bolivia | 4.00 | 2010 |
| 486 | Bolivia | 4.00 | 2010 |
| 487 | Belize | 4.00 | 2010 |
| 488 | Bangladesh | 4.00 | 2010 |
| 489 | Bahrain | 4.00 | 2010 |
| 490 | Taiwan | 4.00 | 2010 |
| 491 | Yemen | 4.00 | 2010 |
| 492 | Uzbekistan | 4.00 | 2010 |
| 493 | Uzbekistan | 4.00 | 2010 |
| 494 | Uruguay | 4.00 | 2010 |
| 495 | United Arab Emirates | 4.00 | 2010 |
| 496 | United Arab Emirates | 4.00 | 2010 |
| 497 | Turks and Caicos Islands | 4.00 | 2010 |
| 498 | Turkey | 4.00 | 2010 |
| 499 | Tunisia | 4.00 | 2010 |
| 500 | Tunisia | 4.00 | 2010 |
| 501 | Tanzania | 4.00 | 2010 |
| 502 | Tajikistan | 4.00 | 2010 |
| 503 | Suriname | 4.00 | 2010 |
| 504 | Qatar | 4.00 | 2010 |
| 505 | Poland | 4.00 | 2010 |
| 506 | Philippines | 4.00 | 2010 |
| 507 | Peru | 4.00 | 2010 |
| 508 | Papua New Guinea | 4.00 | 2010 |
| 509 | Oman | 4.00 | 2010 |
| 510 | Mozambique | 4.00 | 2010 |
| 511 | Morocco | 4.00 | 2010 |
| 512 | Kuwait | 4.00 | 2010 |
| 513 | Somalia | 4.00 | 2010 |
| 514 | Singapore | 4.00 | 2010 |
| 515 | Saudi Arabia | 4.00 | 2010 |
| 516 | Rwanda | 4.00 | 2010 |
| 517 | Romania | 4.00 | 2010 |
| 518 | Kosovo | 4.00 | 2010 |
| 519 | Korea, South | 4.00 | 2010 |
| 520 | Korea, North | 4.00 | 2010 |
| 521 | Kiribati | 4.00 | 2010 |
| 522 | Kiribati | 4.00 | 2010 |
| 523 | Kenya | 4.00 | 2010 |
| 524 | Kenya | 4.00 | 2010 |
| 525 | Ireland | 4.00 | 2010 |
| 526 | Montenegro | 4.00 | 2010 |
| 527 | Micronesia, Federated States of | 4.00 | 2010 |
| 528 | Mauritania | 4.00 | 2010 |
| 529 | Marshall Islands | 4.00 | 2010 |
| 530 | Mali | 4.00 | 2010 |
| 531 | Malawi | 4.00 | 2010 |
| 532 | Laos | 4.00 | 2010 |
| 533 | Indonesia | 4.00 | 2010 |
| 534 | Honduras | 4.00 | 2010 |
| 535 | Haiti | 4.00 | 2010 |
| 536 | Guinea | 4.00 | 2010 |
| 537 | Guatemala | 4.00 | 2010 |
| 538 | Georgia | 4.00 | 2010 |
| 539 | Georgia | 4.00 | 2010 |
| 540 | French Polynesia | 4.00 | 2010 |
| 541 | Fiji | 4.00 | 2010 |
| 542 | Ethiopia | 4.00 | 2010 |
| 543 | Eritrea | 4.00 | 2010 |
| 544 | El Salvador | 4.00 | 2010 |
| 545 | Dominican Republic | 4.00 | 2010 |
| 546 | Dominican Republic | 4.00 | 2010 |
| 547 | Dominican Republic | 4.00 | 2010 |
| 548 | Denmark | 4.00 | 2010 |
| 549 | Azerbaijan | 4.00 | 2010 |
| 550 | Austria | 4.00 | 2010 |
| 551 | Armenia | 4.00 | 2010 |
| 552 | Argentina | 4.00 | 2010 |
| 553 | Angola | 4.00 | 2010 |
| 554 | Afghanistan | 3.00 | 2010 |
| 555 | American Samoa | 3.00 | 2010 |
| 556 | Albania | 3.00 | 2010 |
| 557 | Zimbabwe | 3.00 | 2010 |
| 558 | Zambia | 3.00 | 2010 |
| 559 | Zambia | 3.00 | 2010 |
| 560 | Yemen | 3.00 | 2010 |
| 561 | Western Sahara | 3.00 | 2010 |
| 562 | Western Sahara | 3.00 | 2010 |
| 563 | Vanuatu | 3.00 | 2010 |
| 564 | United Arab Emirates | 3.00 | 2010 |
| 565 | Uganda | 3.00 | 2010 |
| 566 | Trinidad and Tobago | 3.00 | 2010 |
| 567 | Tajikistan | 3.00 | 2010 |
| 568 | Tajikistan | 3.00 | 2010 |
| 569 | Syria | 3.00 | 2010 |
| 570 | Switzerland | 3.00 | 2010 |
| 571 | Switzerland | 3.00 | 2010 |
| 572 | Sweden | 3.00 | 2010 |
| 573 | Sudan | 3.00 | 2010 |
| 574 | Spratly Islands | 3.00 | 2010 |
| 575 | Slovenia | 3.00 | 2010 |
| 576 | Slovakia | 3.00 | 2010 |
| 577 | Slovakia | 3.00 | 2010 |
| 578 | Slovakia | 3.00 | 2010 |
| 579 | Serbia | 3.00 | 2010 |
| 580 | Serbia | 3.00 | 2010 |
| 581 | Serbia | 3.00 | 2010 |
| 582 | Saint Vincent and the Grenadines | 3.00 | 2010 |
| 583 | Qatar | 3.00 | 2010 |
| 584 | Puerto Rico | 3.00 | 2010 |
| 585 | Paraguay | 3.00 | 2010 |
| 586 | Northern Mariana Islands | 3.00 | 2010 |
| 587 | Nigeria | 3.00 | 2010 |
| 588 | Niger | 3.00 | 2010 |
