CIA - The World Factbook --  ELECTRICITY - INSTALLED GENERATING CAPACITY

Electricity - installed generating capacity is the total capacity of currently installed generators, expressed in kilowatts (kW), to produce electricity. A 10-kilowatt (kW) generator will produce 10 kilowatt hours (kWh) of electricity, if it runs continuously for one hour.

| Rank | Country | (KW) | Date of Information |
| 86 | Guatemala | 4,139,000 | 2016 est. |
| 87 | Armenia | 4,068,000 | 2015 est. |
| 88 | Sri Lanka | 4,056,000 | 2015 est. |
| 89 | Turkmenistan | 4,001,000 | 2015 est. |
| 90 | Bahrain | 3,928,000 | 2015 est. |
| 91 | Kyrgyzstan | 3,890,000 | 2015 est. |
| 92 | Sudan | 3,736,000 | 2015 est. |
| 93 | Dominican Republic | 3,732,000 | 2015 est. |
| 94 | Lithuania | 3,641,000 | 2015 est. |
| 95 | Slovenia | 3,370,000 | 2016 est. |
| 96 | Panama | 3,203,000 | 2015 est. |
| 97 | Costa Rica | 3,127,000 | 2015 est. |
| 98 | Latvia | 2,935,000 | 2015 est. |
| 99 | Estonia | 2,864,000 | 2015 est. |
| 100 | Ghana | 2,839,000 | 2015 est. |
| 101 | Iceland | 2,772,000 | 2015 est. |
| 102 | Ethiopia | 2,704,000 | 2015 est. |
| 103 | Congo, Democratic Republic of the | 2,624,000 | 2015 est. |
| 104 | Mozambique | 2,556,000 | 2015 est. |
| 105 | Honduras | 2,499,000 | 2015 est. |
| 106 | Zambia | 2,370,000 | 2015 est. |
| 107 | Bolivia | 2,362,000 | 2015 est. |
| 108 | Lebanon | 2,337,000 | 2015 est. |
| 109 | Kenya | 2,301,000 | 2015 est. |
| 110 | Zimbabwe | 2,129,000 | 2015 est. |
| 111 | Trinidad and Tobago | 2,117,000 | 2015 est. |
| 112 | Macedonia | 2,057,000 | 2016 est. |
| 113 | Luxembourg | 2,023,000 | 2015 est. |
| 114 | Cote d'Ivoire | 1,900,000 | 2016 est. |
| 115 | Albania | 1,897,000 | 2015 est. |
| 116 | El Salvador | 1,792,000 | 2016 est. |
| 117 | Cyprus | 1,742,000 | 2015 est. |
| 118 | Angola | 1,704,000 | 2015 est. |
| 119 | Bhutan | 1,631,000 | 2015 est. |
| 120 | Kosovo | 1,565,000 | 2015 est. |
| 121 | Cameroon | 1,545,000 | 2015 est. |
| 122 | Cambodia | 1,542,000 | 2015 est. |
| 123 | Yemen | 1,534,000 | 2015 est. |
| 124 | Nicaragua | 1,395,000 | 2016 est. |
| 125 | Tanzania | 1,187,000 | 2015 est. |
| 126 | Mongolia | 1,106,000 | 2015 est. |
| 127 | Mauritius | 1,056,000 | 2015 est. |
| 128 | Jamaica | 988,000 | 2015 est. |
| 129 | Senegal | 965,000 | 2015 est. |
| 130 | Uganda | 922,000 | 2015 est. |
| 131 | Montenegro | 887,000 | 2015 est. |
| 132 | Papua New Guinea | 882,000 | 2015 est. |
| 133 | Brunei | 841,000 | 2015 est. |
| 134 | Nepal | 838,100 | 2015 est. |
| 135 | Guinea | 740,000 | 2015 est. |
| 136 | Malta | 670,000 | 2015 est. |
| 137 | Gabon | 670,000 | 2015 est. |
| 138 | Madagascar | 668,200 | 2015 est. |
| 139 | Afghanistan | 599,100 | 2015 est. |
| 140 | Mali | 590,000 | 2015 est. |
| 141 | Bahamas, The | 577,000 | 2015 est. |
| 142 | New Caledonia | 557,200 | 2015 est. |
| 143 | Guam | 552,000 | 2015 est. |
| 144 | Congo, Republic of the | 545,000 | 2015 est. |
| 145 | Andorra | 520,000 | 2010 est. |
| 146 | Namibia | 514,200 | 2015 est. |
| 147 | Moldova | 483,000 | 2015 est. |
| 148 | Macau | 472,000 | 2015 est. |
| 149 | Guyana | 438,000 | 2015 est. |
| 150 | Suriname | 435,000 | 2015 est. |
| 151 | Mauritania | 412,000 | 2015 est. |
| 152 | Malawi | 353,100 | 2017 est. |
| 153 | Equatorial Guinea | 334,000 | 2015 est. |
| 154 | Fiji | 333,000 | 2015 est. |
| 155 | Virgin Islands | 316,000 | 2015 est. |
| 156 | Haiti | 313,000 | 2016 est. |
| 157 | Burkina Faso | 306,000 | 2015 est. |
| 158 | Aruba | 296,000 | 2015 est. |
| 159 | Swaziland | 281,000 | 2015 est. |
| 160 | French Polynesia | 249,000 | 2015 est. |
| 161 | Barbados | 248,000 | 2015 est. |
| 162 | Togo | 229,000 | 2015 est. |
| 163 | Benin | 213,000 | 2015 est. |
| 164 | Belize | 191,000 | 2015 est. |
| 165 | Greenland | 187,000 | 2015 est. |
| 166 | Niger | 179,000 | 2015 est. |
| 167 | Bermuda | 171,000 | 2015 est. |
| 168 | Cabo Verde | 157,500 | 2015 est. |
| 169 | Rwanda | 152,000 | 2015 est. |
| 170 | West Bank | 152,000 | 2015 est. |
| 171 | Eritrea | 141,000 | 2015 est. |
| 172 | Botswana | 134,000 | 2015 est. |
| 173 | Cayman Islands | 132,000 | 2015 est. |
| 174 | Djibouti | 130,000 | 2015 est. |
| 175 | Faroe Islands | 128,000 | 2015 est. |
| 176 | Liberia | 125,000 | 2015 est. |
| 177 | Gambia, The | 114,000 | 2015 est. |
| 178 | Maldives | 104,000 | 2015 est. |
| 179 | Saint Lucia | 89,000 | 2015 est. |
| 180 | Antigua and Barbuda | 87,000 | 2015 est. |
| 181 | Seychelles | 87,000 | 2015 est. |
| 182 | Somalia | 81,000 | 2015 est. |
| 183 | Sierra Leone | 81,000 | 2015 est. |
| 184 | Lesotho | 80,000 | 2015 est. |
| 185 | South Sudan | 80,000 | 2015 est. |
| 186 | Turks and Caicos Islands | 79,000 | 2015 est. |
| 187 | Burundi | 68,000 | 2015 est. |
| 188 | Saint Kitts and Nevis | 63,200 | 2015 est. |
| 189 | Western Sahara | 58,000 | 2015 est. |
| 190 | Marshall Islands | 52,000 | 2015 est. |
| 191 | Grenada | 50,000 | 2015 est. |
| 192 | Saint Vincent and the Grenadines | 48,000 | 2015 est. |
| 193 | British Virgin Islands | 48,000 | 2015 est. |
| 194 | Chad | 47,000 | 2015 est. |
| 195 | Samoa | 45,000 | 2015 est. |
| 196 | Central African Republic | 44,000 | 2015 est. |
| 197 | Gibraltar | 43,000 | 2015 est. |
| 198 | American Samoa | 41,000 | 2015 est. |
| 199 | Solomon Islands | 37,000 | 2015 est. |
| 200 | Dominica | 33,200 | 2015 est. |
| 201 | Vanuatu | 33,000 | 2015 est. |
| 202 | Guinea-Bissau | 28,000 | 2015 est. |
| 203 | Saint Pierre and Miquelon | 27,600 | 2015 est. |
| 204 | Comoros | 26,000 | 2015 est. |
| 205 | Sao Tome and Principe | 20,000 | 2015 est. |
| 206 | Micronesia, Federated States of | 18,000 | 2015 est. |
| 207 | Tonga | 17,000 | 2015 est. |
| 208 | Cook Islands | 10,000 | 2015 est. |
| 209 | Falkland Islands (Islas Malvinas) | 10,000 | 2015 est. |
| 210 | Kiribati | 8,000 | 2015 est. |
| 211 | Saint Helena, Ascension, and Tristan da Cunha | 8,000 | 2015 est. |
| 212 | Tuvalu | 5,100 | 2011 |
| 213 | Nauru | 5,000 | 2015 est. |
| 214 | Montserrat | 5,000 | 2015 est. |
| 215 | Niue | 1,000 | 2015 est. |


