CIA - The World Factbook --  ELECTRICITY - FROM NUCLEAR FUELS

Electricity - from nuclear fuels measures the capacity of plants that generate electricity through radioactive decay of nuclear fuel, expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 135 | Moldova | 0.0 | 2013 est. |
| 136 | Mongolia | 0.0 | 2012 est. |
| 137 | Montserrat | 0.0 | 2012 est. |
| 138 | Malawi | 0.0 | 2012 est. |
| 139 | Montenegro | 0.0 | 2013 est. |
| 140 | Macedonia | 0.0 | 2014 est. |
| 141 | Mali | 0.0 | 2012 est. |
| 142 | Morocco | 0.0 | 2012 est. |
| 143 | Mauritius | 0.0 | 2013 est. |
| 144 | Mauritania | 0.0 | 2012 est. |
| 145 | Malta | 0.0 | 2013 est. |
| 146 | Oman | 0.0 | 2012 est. |
| 147 | Maldives | 0.0 | 2012 est. |
| 148 | Malaysia | 0.0 | 2012 est. |
| 149 | Mozambique | 0.0 | 2012 est. |
| 150 | New Caledonia | 0.0 | 2012 est. |
| 151 | Niue | 0.0 | 2012 est. |
| 152 | Niger | 0.0 | 2012 est. |
| 153 | Vanuatu | 0.0 | 2012 est. |
| 154 | Nigeria | 0.0 | 2012 est. |
| 155 | Norway | 0.0 | 2014 est. |
| 156 | Nepal | 0.0 | 2012 est. |
| 157 | Nauru | 0.0 | 2012 est. |
| 158 | Suriname | 0.0 | 2012 est. |
| 159 | Nicaragua | 0.0 | 2015 est. |
| 160 | New Zealand | 0.0 | 2012 est. |
| 161 | South Sudan | 0.0 | 2010 est. |
| 162 | Paraguay | 0.0 | 2012 est. |
| 163 | Peru | 0.0 | 2012 est. |
| 164 | Poland | 0.0 | 2013 est. |
| 165 | Panama | 0.0 | 2012 est. |
| 166 | Portugal | 0.0 | 2013 est. |
| 167 | Papua New Guinea | 0.0 | 2012 est. |
| 168 | Guinea-Bissau | 0.0 | 2015 est. |
| 169 | Qatar | 0.0 | 2012 est. |
| 170 | Serbia | 0.0 | 2013 est. |
| 171 | Philippines | 0.0 | 2012 est. |
| 172 | Puerto Rico | 0.0 | 2012 est. |
| 173 | Rwanda | 0.0 | 2012 est. |
| 174 | Saudi Arabia | 0.0 | 2012 est. |
| 175 | Saint Pierre and Miquelon | 0.0 | 2012 est. |
| 176 | Saint Kitts and Nevis | 0.0 | 2012 est. |
| 177 | Seychelles | 0.0 | 2012 est. |
| 178 | Senegal | 0.0 | 2012 est. |
| 179 | Saint Helena, Ascension, and Tristan da Cunha | 0.0 | 2012 est. |
| 180 | Sierra Leone | 0.0 | 2012 est. |
| 181 | Singapore | 0.0 | 2014 est. |
| 182 | Somalia | 0.0 | 2012 est. |
| 183 | Saint Lucia | 0.0 | 2012 est. |
| 184 | Sudan | 0.0 | 2012 est. |
| 185 | Syria | 0.0 | 2012 est. |
| 186 | Trinidad and Tobago | 0.0 | 2012 est. |
| 187 | Thailand | 0.0 | 2012 est. |
| 188 | Tajikistan | 0.0 | 2013 est. |
| 189 | Turks and Caicos Islands | 0.0 | 2012 est. |
| 190 | Tonga | 0.0 | 2012 est. |
| 191 | Togo | 0.0 | 2012 est. |
| 192 | Sao Tome and Principe | 0.0 | 2012 est. |
| 193 | Tunisia | 0.0 | 2012 est. |
| 194 | Turkey | 0.0 | 2012 est. |
| 195 | Tuvalu | 0.0 | 2014 |
| 196 | Turkmenistan | 0.0 | 2014 est. |
| 197 | Tanzania | 0.0 | 2012 est. |
| 198 | Uganda | 0.0 | 2011 est. |
| 199 | Burkina Faso | 0.0 | 2012 est. |
| 200 | Uruguay | 0.0 | 2012 est. |
| 201 | Uzbekistan | 0.0 | 2012 est. |
| 202 | Saint Vincent and the Grenadines | 0.0 | 2012 est. |
| 203 | Venezuela | 0.0 | 2012 est. |
| 204 | British Virgin Islands | 0.0 | 2012 est. |
| 205 | Vietnam | 0.0 | 2012 est. |
| 206 | Virgin Islands | 0.0 | 2012 est. |
| 207 | Namibia | 0.0 | 2013 est. |
| 208 | West Bank | 0.0 | 2012 est. |
| 209 | Western Sahara | 0.0 | 2012 est. |
| 210 | Samoa | 0.0 | 2012 est. |
| 211 | Swaziland | 0.0 | 2012 est. |
| 212 | Yemen | 0.0 | 2012 est. |
| 213 | Zambia | 0.0 | 2012 est. |
| 214 | Zimbabwe | 0.0 | 2012 est. |


