CIA - The World Factbook --  ELECTRICITY - FROM NUCLEAR FUELS

Electricity - from nuclear fuels measures the capacity of plants that generate electricity through radioactive decay of nuclear fuel, expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 159 | South Sudan | 0.0 | 2010 est. |
| 160 | Paraguay | 0.0 | 2011 est. |
| 161 | Peru | 0.0 | 2011 est. |
| 162 | Poland | 0.0 | 2011 est. |
| 163 | Panama | 0.0 | 2011 est. |
| 164 | Portugal | 0.0 | 2011 est. |
| 165 | Papua New Guinea | 0.0 | 2011 est. |
| 166 | Guinea-Bissau | 0.0 | 2011 est. |
| 167 | Qatar | 0.0 | 2011 est. |
| 168 | Serbia | 0.0 | 2013 est. |
| 169 | Philippines | 0.0 | 2011 est. |
| 170 | Puerto Rico | 0.0 | 2011 est. |
| 171 | Rwanda | 0.0 | 2011 est. |
| 172 | Saudi Arabia | 0.0 | 2011 est. |
| 173 | Saint Pierre and Miquelon | 0.0 | 2011 est. |
| 174 | Saint Kitts and Nevis | 0.0 | 2011 est. |
| 175 | Seychelles | 0.0 | 2011 est. |
| 176 | Senegal | 0.0 | 2011 est. |
| 177 | Saint Helena, Ascension, and Tristan da Cunha | 0.0 | 2011 est. |
| 178 | Sierra Leone | 0.0 | 2011 est. |
| 179 | Singapore | 0.0 | 2011 est. |
| 180 | Somalia | 0.0 | 2011 est. |
| 181 | Saint Lucia | 0.0 | 2011 est. |
| 182 | Sudan | 0.0 | 2010 est. |
| 183 | Syria | 0.0 | 2011 est. |
| 184 | Trinidad and Tobago | 0.0 | 2011 est. |
| 185 | Thailand | 0.0 | 2012 est. |
| 186 | Tajikistan | 0.0 | 2013 est. |
| 187 | Turks and Caicos Islands | 0.0 | 2011 est. |
| 188 | Tonga | 0.0 | 2011 est. |
| 189 | Togo | 0.0 | 2011 est. |
| 190 | Sao Tome and Principe | 0.0 | 2011 est. |
| 191 | Tunisia | 0.0 | 2011 est. |
| 192 | Turkey | 0.0 | 2011 est. |
| 193 | Turkmenistan | 0.0 | 2011 est. |
| 194 | Tanzania | 0.0 | 2011 est. |
| 195 | Uganda | 0.0 | 2011 est. |
| 196 | Burkina Faso | 0.0 | 2011 est. |
| 197 | Uruguay | 0.0 | 2011 est. |
| 198 | Uzbekistan | 0.0 | 2011 est. |
| 199 | Saint Vincent and the Grenadines | 0.0 | 2011 est. |
| 200 | Venezuela | 0.0 | 2012 est. |
| 201 | British Virgin Islands | 0.0 | 2011 est. |
| 202 | Vietnam | 0.0 | 2012 est. |
| 203 | Virgin Islands | 0.0 | 2011 est. |
| 204 | Namibia | 0.0 | 2013 est. |
| 205 | West Bank | 0.0 | 2011 est. |
| 206 | Western Sahara | 0.0 | 2011 est. |
| 207 | Samoa | 0.0 | 2011 est. |
| 208 | Swaziland | 0.0 | 2011 est. |
| 209 | Yemen | 0.0 | 2011 est. |
| 210 | Zambia | 0.0 | 2011 est. |
| 211 | Zimbabwe | 0.0 | 2011 est. |


